AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
266627	West North Pacific	Text		
221006	Red Sea	Text		
221006	Atlantic	Text		
266203	Eastern South Atlantic	Text		
214525	Aldabra	Text		
214525	North West Indian Ocean	Text		
214518	Mozambique	Text		
214518	South West Indian Ocean	Text		
214516	Madagascar	Text		
214516	South Africa (country)	Text		
214516	Indo-West Pacific	Text		
266204	West Central Atlantic	Text		
266204	Gulf of Mexico	Text		
266205	West North Atlantic	Text		
266206	Eastern Central Pacific	Text		
214524	South Africa (country)	Text		
214524	South Africa	Text		
157858	North West Atlantic	Text		
157858	West Central Atlantic	Text		
157858	Gulf of Mexico	Text		
157858	Brazil	Text		
157858	Atlantic	Text		
266207	Eastern South Pacific	Text		
266208	West Central Atlantic	Text		
266208	Gulf of Mexico	Text		
266209	Southeastern North Atlantic	Text		
266210	North Indian Ocean	Text		
104906	European waters (ERMS scope)	Text		
104906	Mediterranean Sea	Text		
104906	East Africa	Text		
104906	Wimereux	Text		
104906	East North Atlantic	Text		
104906	Belgian Exclusive Economic Zone	Text		
104906	Portuguese Exclusive Economic Zone	Text		
104906	Spanish Exclusive Economic Zone	Text		
104906	Irish Exclusive economic Zone	Text		
104906	United Kingdom Exclusive Economic Zone	Text		
266211	Eastern Central Atlantic	Text		
266212	West North Atlantic	Text		
266212	Gulf of Mexico	Text		
266213	Central Indo-Pacific	Text		
266215	Eastern South Atlantic	Text		
266216	Western South Atlantic	Text		
266217	Southeastern North Atlantic	Text		
266218	North Indian Ocean	Text		
266218	West North Pacific	Text		
266219	West North Atlantic	Text		
266220	Australia	Text		
266221	Australia	Text		
212957	Tanzania	Text		
212957	Indo-West Pacific	Text		
266223	South West Pacific Ocean	Text		
266223	New Zealand Exclusive Economic Zone	Text		
212958	Tanzania	Text		
212958	Madagascar	Text		
212958	Indo-West Pacific	Text		
