AcceptedTaxonID	Order	Superfamily	Family	Genus	SubgenusName	SpeciesEpithet	AuthorString	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	SpeciesURL	GSDNameGUID
1220586	Mantophasmatodea		Mantophasmatidae	Adicophasma		spinosa	Engel & Grimaldi, 2004		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469044	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469044
1220587	Mantophasmatodea		Mantophasmatidae	Adicophasma		grylloblattoides	Arillo & Engel, 2006		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469043	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469043
1220588	Mantophasmatodea		Ensiferophasmatidae	Ensiferophasma		velociraptor	Zompro, 2005		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469040	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469040
1220589	Mantophasmatodea		Mantophasmatidae	Tanzaniophasma		subsolana	(Zompro, Klass, Kristensen & Adis, 2002)		Accepted name	False	False	True	terrestrial		Mike Maehr	06/01/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469089	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469089
1220600	Mantophasmatodea		Mantophasmatidae	Raptophasma		kerneggeri	Zompro, 2001		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469050	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469050
1220601	Mantophasmatodea		Mantophasmatidae	Raptophasma		groehni	Zompro, 2008		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469049	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469049
1220602	Mantophasmatodea		Mantophasmatidae	Mantophasma		zephyra	Zompro, Klass, Kristensen & Adis, 2002		Accepted name	False	False	True	terrestrial		Mike Maehr	06/01/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469086	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469086
1220603	Mantophasmatodea		Mantophasmatidae	Mantophasma		gamsbergense	Zompro & Adis, 2006		Accepted name	False	False	True	terrestrial		Mike Maehr	06/01/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469085	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469085
1220604	Mantophasmatodea		Mantophasmatidae	Mantophasma		kudubergense	Zompro & Adis, 2006		Accepted name	False	False	True	terrestrial		Mike Maehr	06/01/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469084	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469084
1220605	Mantophasmatodea		Mantophasmatidae	Mantophasma		omatakoense	Zompro & Adis, 2006		Accepted name	False	False	True	terrestrial		Mike Maehr	06/01/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469083	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469083
1220606	Mantophasmatodea		Mantophasmatidae	Sclerophasma		paresisensis	Klass, Picker, Damgaard, van Noort & Tojo, 2003		Accepted name	False	False	True	terrestrial		Mike Maehr	06/01/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469081	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469081
1220607	Mantophasmatodea		Mantophasmatidae	Praedatophasma		maraisi	Zompro & Adis, 2002		Accepted name	False	False	True	terrestrial		Mike Maehr	06/01/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469077	urn:lsid:Mantophasmatodea.speciesfile.org:TaxonName:469077
