ID	ReferenceType	ReferenceID
469067		44857
469081		44854
469090		44852
1220586		44856
1220587		44855
1220588		44853
1220589		44852
1220589		44857
1220600		44858
1220601		44863
1220602		44852
1220603		44854
1220604		44854
1220605		44854
1220606		44854
1220606		44857
1220607		44860
1220608		44862
1220609		44857
1220610		44857
1220611		44857
1220612		44857
1220613		44857
1220614		44857
1220615		44857
1220616		44857
1220690		44872
1220695		44982
1220699		44985
1220701		44985
