name_code	common_name	database_id
fer-6055	Bulblet bladderfern	140
fer-6058	Zerbrechlicher Blasenfarn	140
fer-6058	Brittle bladderfern	140
fer-s.6058	Zerbrechlicher Blasenfarn	140
fer-s.6058	Brittle bladderfern	140
fer-6063	St. Lawrence bladderfern	140
fer-6067	Berg-Blasenfarn	140
fer-6067	Mountain bladderfern	140
fer-6070	Lowland bladderfern	140
fer-6071	Reeves' bladderfern	140
fer-6073	Sudeten-Blasenfarn	140
fer-6075	Tennessee bladderfern	140
fer-6077	Upland brittle bladderfern	140
fer-6078	Utah bladderfern	140
fer-6091	Appalachian oakfern	140
fer-6092	Pacific oakfern	140
fer-6093	Eichenfarn	140
fer-6093	Western oakfern	140
fer-s.6096	Nahanni Oak Fern	140
fer-6099	Ruprechtsfarn	140
fer-6099	Scented oakfern	140
fer-6103	Blackspore oakfern	140
fer-6120	Narrow-leaved gladefern	140
fer-6130	Cutleaf spleenwort	140
fer-6140	Schwarzer Streifenfarn (DE)	140
fer-6140	Black Spleenwort (EN)	140
fer-6140	Culantrillo negro (ES)	140
fer-s.6140	Schwarzer Streifenfarn (DE)	140
fer-s.6140	Black Spleenwort (EN)	140
fer-s.6140	Culantrillo negro (ES)	140
fer-6146	Braungr&uuml;ner Streifenfarn	140
fer-6146	Ladder spleenwort	140
fer-6149	Shredded spleenwort	140
fer-s.6149	Shredded spleenwort	140
fer-s.6150	Braithwaites Streifenfarn (DE)	140
fer-s.6150	Culantrillo de Braithwaite (ES)	140
fer-6170	Zweischneidiger Streifenfarn (DE)	140
fer-6170	Culantrillo calambur (ES)	140
fer-6185	Ground spleenwort	140
fer-s.6185	Ground spleenwort	140
fer-6196	Slender spleenwort	140
fer-6198	Gold-Milzfarn (DE); Doradilla medicinal (ES)	140
fer-6200	Eared spleenwort	140
fer-6200	Auricled Spleenwort	140
fer-6201	Bird's nest fern	140
fer-6237	Bradley's Spleenwort	140
fer-6244	Mother spleenwort	140
fer-6244	Hen and Chickens fern	140
fer-6244	Manamana	140
fer-6244	Moki (Maori)	140
fer-s.6244	Mother spleenwort	140
fer-s.6244	Hen and Chickens fern	140
fer-s.6244	Manamana	140
fer-s.6244	Moki (Maori)	140
fer-s.6245	Hen and Chicken Fern	140
fer-6250	Kanaren-Streifenfarn (DE)	140
fer-6250	Doradilla de monteverde (ES)	140
fer-6268	Milzfarn	140
fer-6268	(Schuppen-)Schriftfarn	140
fer-s.6268	Milzfarn	140
fer-s.6268	(Schuppen-)Schriftfarn	140
fer-6301	Hemlock Spleenwort	140
fer-6306	Keilbl&auml;ttriger Streifenfarn	140
fer-6306	Serpentin-Streifenfarn	140
fer-s.6306	Keilbl&auml;ttriger Streifenfarn	140
fer-s.6306	Serpentin-Streifenfarn	140
fer-6315	Countess Dalhousies Spleenwort	140
fer-6317	Mauritius spleenwort	140
fer-6326	Toothed Spleenwort	140
fer-s.6326	Toothed Spleenwort	140
fer-6339	Three-in-one fern	140
fer-6373	Little Spleenwort	140
fer-s.6373	Little Spleenwort	140
fer-6386	Zerschlitzter Streifenfarn	140
fer-6387	Necklace fern	140
fer-6387	Walking fern	140
fer-6387	Butterfly fern	140
fer-6389	Weeping spleenwort	140
fer-6389	Hanging spleenwort	140
fer-6389	Makawe o Raukatauri (Maori)	140
fer-6391	Jura-Streifenfarn	140
fer-s.6391	Jura-Streifenfarn	140
fer-6441	Hierba candil (Esp)	140
fer-6441	Efeufarn (D)	140
fer-6449	Varicolored Spleenwort	140
fer-6449	Bicolored Spleenwort	140
fer-6468	Bastard-Hirschzunge	140
fer-6510	Johnston River fern	140
fer-6555	Meeres-Streifenfarn (D)	140
fer-6555	Helecho marino (Esp)	140
fer-6571	Shining spleenwort	140
fer-6575	Single-sorus Spleenwort (EN)	140
fer-6575	Einsoriger Streifenfarn (D)	140
fer-6575	Culantrillo de pozo (Esp)	140
fer-6579	Mountain Spleenwort	140
fer-6599	Bird's-nest or Crow's-nest fern	140
fer-6615	Shining spleenwort	140
fer-6615	Glossy spleenwort	140
fer-6615	Huruhuruwhenua (Maori)	140
fer-s.6620	Billots Streifenfarn (DE); Culantrillo de Billot (ES)	140
fer-6621	Shore spleenwort	140
fer-6621	Parako	140
fer-6621	Parenako (Maori)	140
fer-s.6621	Shore spleenwort	140
fer-s.6621	Parako	140
fer-s.6621	Parenako (Maori)	140
fer-6636	Spitzer Streifenfarn (DE)	140
fer-6636	Culantrillo negro de monte (ES)	140
fer-6643	Chaffy spleenwort	140
fer-6644	Palmer's Spleenwort	140
fer-6656	Poor Knights spleenwort	140
fer-6676	Lobed Spleenwort	140
fer-6679	Ebony Spleenwort	140
fer-6681	Ruffled Spleenwort	140
fer-6684	Sickle spleenwort	140
fer-6684	Petako (Maori)	140
fer-6719	Dwarf Spleenwort	140
fer-6740	Blackstem Spleenwort	140
fer-6742	Walking Fern	140
fer-6753	Mauerraute	140
fer-6753	Wall-rue	140
fer-s.6753	Mauerraute	140
fer-s.6753	Wall-rue	140
fer-s.6754	Wall-rue	140
fer-s.6756	Lance asplenium	140
fer-6759	Blanket fern	140
fer-6763	Pfeilbl&auml;ttrige Hirschzunge	140
fer-6790	Hirschzunge (DE); Tonguefern (EN); Lengua cervina (ES)	140
fer-s.6790	Hirschzunge (DE); Tonguefern (EN); Lengua cervina (ES)	140
fer-s.6791	Hart's tonguefern	140
fer-6796	Dolomit-Streifenfarn	140
fer-s.6796	Dolomit-Streifenfarn	140
fer-6803	Nordischer Streifenfarn (DE)	140
fer-6803	Forked Spleenwort (EN)	140
fer-6803	Helecho cinta (ES)	140
fer-s.6803	Nordischer Streifenfarn (DE)	140
fer-s.6803	Forked Spleenwort (EN)	140
fer-s.6803	Helecho cinta (ES)	140
fer-6808	New World Bird's Nest Fern	140
fer-6825	Narrow-leaf bird's-nest fern	140
fer-6877	Teror-Streifenfarn (DE)	140
fer-6877	Culantrillo de Tenor (ES)	140
fer-6886	Maidenhair spleenwort (EN)	140
fer-6886	Braunstieliger Streifenfarn (DE)	140
fer-6886	Culantrillo menor (ES)	140
fer-s.6886	Maidenhair spleenwort (EN)	140
fer-s.6886	Braunstieliger Streifenfarn (DE)	140
fer-s.6886	Culantrillo menor (ES)	140
fer-s.6902	Lovis' Strichfarn (D)	140
fer-s.6902	Culantrillo menor (Esp)	140
fer-6931	Limestone spleenwort	140
fer-6932	Western Spleenwort	140
fer-6936	Gr&uuml;ner Streifenfarn	140
fer-6936	Green Spleenwort	140
fer-6952	Gegenbl&auml;ttriger Streifenfarn	140
fer-s.6952	Gegenbl&auml;ttriger Streifenfarn	140
fer-s.6953	Heuflers Streifenfarn	140
fer-6986	Hybrid Spleenwort	140
fer-7065	Schw&auml;bischer Streifenfarn	140
fer-7103	Scalloped spleenwort	140
fer-7134	Buchenfarn	140
fer-7134	Long beechfern	140
fer-7137	Broad beechfern	140
fer-7176	Swordfern	140
fer-7176	Mariana Maiden Fern	140
fer-7184	Sumpffarn	140
fer-7184	Marsh Fern	140
fer-s.7184	Sumpffarn	140
fer-s.7184	Marsh Fern	140
fer-s.7185	Eastern marsh fern	140
fer-7208	Sierra marsh fern	140
fer-7211	New York fern	140
fer-7217	Bog fern	140
fer-7217	Massachusetts Fern	140
fer-7323	Balbis' maiden fern	140
fer-7498	Glandular Maiden Fern	140
fer-7559	Berglappenfarn	140
fer-7559	Mountain Fern	140
fer-7560	Queen's-veil maiden fern	140
fer-7573	Deltoid maiden fern	140
fer-7705	Alabama maiden fern	140
fer-7721	Streak-sorus Fern	140
fer-7822	Darkgreen maiden fern	140
fer-7824	Creeping Star-hair Fern	140
fer-7838	Stiff Star-hair Fern	140
fer-s.7838	Stiff Star-hair Fern	140
fer-7854	Freetip maiden fern	140
fer-s.7854	Freetip maiden fern	140
fer-7874	Makaleha maiden fern	140
fer-7875	Hottentot Fern	140
fer-7875	Willd.'s maiden fern	140
fer-7913	Broadleaf maiden fern	140
fer-7933	Lattice-vein Fern	140
fer-7935	Toothed Lattice-vein Fern	140
fer-8153	Jeweled maiden fern	140
fer-8406	Abrupt-tip Maiden Fern	140
fer-8427	Downy Maiden Fern	140
fer-8427	Downy woodfern (EN); Gez&auml;hnter Sumpffarn (DE); Cristela dentada (ES)	140
fer-8434	Stately Maiden Fern	140
fer-8458	Widespread Maiden Fern	140
fer-8458	Kunth's maiden fern	140
fer-8461	Ovate Maiden Fern	140
fer-s.8462	Lindheimers Maiden Fern	140
fer-8467	Gridscale maiden fern	140
fer-s.8474	Sonoran maiden fern	140
fer-8475	Hairy Maiden Fern	140
fer-s.8477	Roughhairy maiden fern	140
fer-8514	Alpen-Wimperfarn	140
fer-8514	Alpine Cliff Fern	140
fer-8517	Appalachian cliff fern	140
fer-8523	Cochise cliff fern	140
fer-8528	Nordischer Wimperfarn	140
fer-8528	Smooth Cliff Fern	140
fer-s.8528	Nordischer Wimperfarn	140
fer-s.8528	Smooth Cliff Fern	140
fer-8535	S&uuml;dlicher Wimperfarn	140
fer-8535	Rostroter Wimperfarn	140
fer-8535	Rusty Cliff Fern	140
fer-8544	Mexican Cliff Fern	140
fer-8546	New Mexican Cliff Fern	140
fer-8549	Blunt-lobed Cliff Fern	140
fer-s.8549	Blunt-lobed Cliff Fern	140
fer-s.8550	Western cliff fern	140
fer-8552	Oregon cliff fern	140
fer-s.8552	Oregon cliff fern	140
fer-s.8553	Oregon cliff fern	140
fer-8554	Philipps's Cliff Fern	140
fer-8557	Plummer's Cliff Fern	140
fer-8562	Zierlicher Wimperfarn	140
fer-8565	Rocky Mountain woodsia	140
fer-s.8565	Rocky Mountain woodsia	140
fer-s.8566	Laurent's cliff fern	140
fer-8577	Tryon's woodsia	140
fer-8589	Alpen-Frauenfarn	140
fer-8589	Berg-Frauenfarn	140
fer-8590	Alpine ladyfern	140
fer-8600	Asplenium ladyfern	140
fer-s.8601	Subarctic ladyfern	140
fer-s.8603	Subarctic ladyfern	140
fer-8656	Wald-Frauenfarn (DE)	140
fer-8656	Lady Fern (EN); Helecho hembra (ES)	140
fer-s.8656	Wald-Frauenfarn (DE)	140
fer-s.8656	Lady Fern (EN); Helecho hembra (ES)	140
fer-8878	Silver false spleenwort	140
fer-8937	Japanese false spleenwort	140
fer-s.8937	Japanese false spleenwort	140
fer-9019	Austral Lady fern	140
fer-9055	Schatten-Frauenfarn (DE); Helecho de monte (ES)	140
fer-9121	Vegetable Fern	140
fer-9188	Governor Laffans Fern	140
fer-9210	Lance-leaved Twin-sorus Fern	140
fer-9502	Virginia Chain Fern	140
fer-9504	Netted Chain Fern	140
fer-9507	Giant Chain Fern	140
fer-9513	Oriental Chain fern	140
fer-9515	Rooting chainfern (EN); Wurzelnder Kettenfarn (DE); Pijara (ES)	140
fer-9517	Mexican Chain fern	140
fer-9528	Climbing Swamp fern	140
fer-9531	Swamp Water fern	140
fer-9532	Swamp Fern	140
fer-9532	Saw Fern	140
fer-9532	Toothed midsorus fern (EN)	140
fer-9541	Peretao (Maori)	140
fer-9551	Nini (Maori)	140
fer-9564	Strap Water fern	140
fer-s.9564	Strap Water fern	140
fer-9566	Dwarf hard fern	140
fer-s.9566	Dwarf hard fern	140
fer-9579	Hammock Fern	140
fer-9633	Thread fern	140
fer-9636	Crown fern	140
fer-9636	Piupiu (Maori)	140
fer-9638	Fishbone Water fern	140
fer-9644	Climbing blechnum	140
fer-9666	Rippenfarn (DE)	140
fer-9666	Deer Fern (EN); Doradilla de bosque (ES)	140
fer-9697	Tristan da Cunha tree fern	140
fer-9707	Rosy Water fern	140
fer-9712	Palm leaf fern	140
fer-9737	Mountain kiokio	140
fer-9737	Dunedin-Cass blechnum	140
fer-9740	Swamp kiokio	140
fer-9760	Green Bay blechnum	140
fer-9769	Brazilian Tree fern	140
fer-9771	Gristle fern	140
fer-9775	Dwarf tree fern	140
fer-9780	Prickly Rasp fern	140
fer-9780	hacksaw fern	140
fer-9781	Rasp fern	140
fer-9781	Pukupuku	140
fer-9783	Small Rasp fern	140
fer-9794	Hacksaw fern	140
fer-9794	Rasp fern	140
fer-9794	Pukupuku (Maori)	140
fer-9803	Strau&szlig;farn	140
fer-9803	Ostrich Fern	140
fer-s.9803	Strau&szlig;farn	140
fer-s.9803	Ostrich Fern	140
fer-9809	Sensitive Fern	140
fer-9830	Malaysia Tree maidenhair fern	140
fer-9841	Heuduftender Wurmfarn (DE); Ninfa de los bosques (ES)	140
fer-s.9841	Heuduftender Wurmfarn (DE); Ninfa de los bosques (ES)	140
fer-9843	Schuppiger Wurmfarn (DE); Dentabron (ES)	140
fer-s.9843	Schuppiger Wurmfarn (DE); Dentabron (ES)	140
fer-9869	Coastal woodfern	140
fer-9884	Borrers Wurmfarn	140
fer-9890	Mountain woodfern	140
fer-9894	Dornfarn	140
fer-9894	Kart&auml;user-Wurmfarn	140
fer-9894	Toothed woodfern	140
fer-9898	Log fern	140
fer-9905	Cinnamon woodfern	140
fer-9907	Clinton's woodfern	140
fer-9921	Kammfarn	140
fer-9921	Crested woodfern	140
fer-9936	Breiter Wurmfarn	140
fer-9943	Autumn fern	140
fer-9945	Feingliedriger Dornfarn	140
fer-9945	Spreading woodfern	140
fer-9953	Gemeiner Wurmfarn	140
fer-9953	Male Fern	140
fer-s.9953	Gemeiner Wurmfarn	140
fer-s.9953	Male Fern	140
fer-9959	Duftender Wurmfarn	140
fer-9959	Fragrant woodfern	140
fer-s.9973	Na Pali-Kona Woodfern	140
fer-9977	Goldie's woodfern	140
fer-9981	Guanchen-Wurmfarn (DE); Helecho penco dentado (ES)	140
fer-10007	Fancy fern	140
fer-10007	Intermediate woodfern	140
fer-s.10007	Fancy fern	140
fer-s.10007	Intermediate woodfern	140
fer-10040	Southern woodfern	140
fer-10049	Marginal woodfern	140
fer-10075	Kanaren-Wurmfarn (DE); Helecho macho (ES)	140
fer-10076	Kleiner Wurmfarn	140
fer-10076	Ger&ouml;ll-Dornfarn	140
fer-10121	Entferntfiedriger Dornfarn	140
fer-10127	Ross' woodfern	140
fer-10184	Wakamoi Woodfern	140
fer-10201	Starrer Wurmfarn	140
fer-10219	Algonquin woodfern	140
fer-10319	False hollyfern	140
fer-10334	Prickly Shield fern	140
fer-10334	East Indian holly fern	140
fer-10381	Simpler East Indian Hollyfern	140
fer-10381	Variegated Shield fern	140
fer-10389	Upside-down fern	140
fer-10420	Christmas Fern	140
fer-10422	Dorniger Schildfarn	140
fer-10422	Gelappter Schildfarn (DE); Portia (ES)	140
fer-10437	Anderson's hollyfern	140
fer-10466	Weicher Schildfarn	140
fer-10466	Zarter Schildfarn	140
fer-10466	Brauns Schildfarn	140
fer-10466	Braun's hollyfern	140
fer-10469	California Sword Fern	140
fer-10499	Alpine shield fern	140
fer-10518	Dudley's swordfern	140
fer-10579	Narrowleaf swordfern	140
fer-s.10579	Narrowleaf swordfern	140
fer-10597	Kruckeberg's Hollyfern	140
fer-10600	Kwakiutl's hollyfern	140
fer-10602	Aleutian Hollyfern	140
fer-10609	Shasta Fern	140
fer-10609	Lemmon's hollyfern	140
fer-10619	Lanzen-Schildfarn	140
fer-10619	Northern Hollyfern	140
fer-10627	Korean rockfern	140
fer-10648	Attu Hollyfern	140
fer-10662	Common Sword Fern	140
fer-10669	Common shield fern	140
fer-10669	Pikopiko	140
fer-10669	Tutoke (Maori)	140
fer-s.10669	Common shield fern	140
fer-s.10669	Pikopiko	140
fer-s.10669	Tutoke (Maori)	140
fer-10683	Common shield fern	140
fer-10683	Pikopiko	140
fer-10683	Tutoke (Maori)	140
fer-10717	Mother shield fern	140
fer-10752	Mountain hollyfern	140
fer-10754	Borstiger Schildfarn (DE); Penco (ES)	140
fer-10755	Alaska Sword Fern	140
fer-10809	Prickly shield fern	140
fer-10809	Punui (Maori)	140
fer-10814	Black Shield Fern	140
fer-10814	Shore Shield Fern	140
fer-10895	Dwarf netvein hollyfern	140
fer-10901	Asian Net-veined Hollyfern	140
fer-10901	Japanese holly fern (EN); Sichelfarn (DE); Helecho de aureola (ES)	140
fer-10902	Fortune's Net-veined Hollyfern	140
fer-10932	Eared veinfern	140
fer-10941	Bellybutton veinfern	140
fer-11053	Florida lacefern	140
fer-11053	Red-hair Comb Fern	140
fer-11061	Brownhair lacefern	140
fer-11207	Thinleaf creepingfern	140
fer-11359	Tongue fern	140
fer-11719	Ekaha	140
fer-11967	Iron fern	140
fer-12176	Bristly Shield fern	140
fer-12176	Hairy fern	140
fer-12184	Trim Shield fern	140
fer-12213	Creeping Shield fern	140
fer-12213	Glossy Shield fern	140
fer-12224	Broad Shield fern	140
fer-12226	Velvety Shield fern	140
fer-12257	Giant Sword Fern	140
fer-12257	Broad sword fern	140
fer-12257	Coarse Sword fern	140
fer-12259	Asian Sword Fern	140
fer-12260	Fishbone fern	140
fer-12260	Herringbone fern	140
fer-12260	Sword fern	140
fer-12260	Tuber sword fern	140
fer-12260	Erect Sword fern	140
fer-12260	Narrow sword fern	140
fer-12266	Boston swordfern (EN); Hochgewachsener Schwertfarn (DE); Helecho rizado (ES)	140
fer-s.12266	Boston swordfern (EN); Hochgewachsener Schwertfarn (DE); Helecho rizado (ES)	140
fer-12268	Fishtail swordfern	140
fer-12272	Rough Sword fern	140
fer-12272	Scurfy Sword fern	140
fer-12282	Streamside swordfern	140
fer-12283	Annual Sword fern	140
fer-12286	Avery's Sword Fern	140
fer-12308	Hollyleaf fringedfern	140
fer-12334	Giant vine fern	140
fer-12403	Button fern	140
fer-12409	Hattie Bauer's halberd fern	140
fer-12435	Least Halberd Fern	140
fer-12448	Brown Halberd Fern	140
fer-12457	Incised Halberd Fern	140
fer-12709	Jointed fern	140
fer-12756	Kanarenfarn (DE)	140
fer-12756	Canary Fern (EN)	140
fer-12756	Helecho batatilla (ES)	140
fer-12761	Toothed davallia	140
fer-12770	Bear's-foot fern	140
fer-12770	Silver Hare's-foot	140
fer-12780	Black caterpillar fern	140
fer-12782	Dwarf Hare's-foot	140
fer-12789	Giant Hare's-foot	140
fer-12789	Polynesian davallia	140
fer-s.12791	Fiji davallia	140
fer-s.12791	Lacy hare's-foot	140
fer-s.12792	Hare's-foot fern	140
fer-s.12792	Australian davallia	140
fer-12796	Squirrel's-foot fern	140
fer-12803	Strap fern	140
fer-12820	Lance fern	140
fer-12872	Oak Leaf fern	140
fer-12873	Basket fern	140
fer-13018	South American Staghorn	140
fer-13019	Elkhorn fern (EN); Geweihfarn (DE); Helecho cuerno de alce (ES)	140
fer-s.13019	Elkhorn fern (EN); Geweihfarn (DE); Helecho cuerno de alce (ES)	140
fer-13022	Cabbage fern	140
fer-13024	Staghorn fern	140
fer-13025	Northern Elkhorn	140
fer-13030	Triangular staghorn	140
fer-13031	Superb Staghorn	140
fer-13032	Silver staghorn	140
fer-13052	Robber fern	140
fer-s.13053	Silvery Felt fern	140
fer-13059	Leather-leaf fern	140
fer-13074	Japanese felt fern	140
fer-13074	Tongue fern	140
fer-13083	Creeping Button fern	140
fer-13095	Felt fern	140
fer-13113	Penny fern	140
fer-13161	Needle fern	140
fer-13161	Tailed fern	140
fer-13243	Pimple fern	140
fer-13248	Hound's tongue	140
fer-13248	Kowaowao (Maori)	140
fer-13248	Kangaroo fern	140
fer-s.13248	Hound's tongue	140
fer-s.13248	Kowaowao (Maori)	140
fer-s.13248	Kangaroo fern	140
fer-13251	Fragrant fern	140
fer-13251	Mokimoki (Maori)	140
fer-13252	Monarch Fern	140
fer-13291	Climbing Bird's Nest	140
fer-13332	Grub fern	140
fer-13332	Caterpillar fern	140
fer-13739	Common strap fern	140
fer-s.13739	Common strap fern	140
fer-13952	West Indian dwarf polypody	140
fer-14240	Narrow Strap Fern	140
fer-14240	Central American Strap Fern	140
fer-14240	Kita chorillo	140
fer-14245	Wide Strap Fern	140
fer-14251	Tailed Strap Fern	140
fer-14271	Long Strap Fern	140
fer-14271	Central American Strap Fern	140
fer-14310	Clinging snakefern	140
fer-14313	Clubmoss snakefern	140
fer-14321	Snake polypody	140
fer-14321	Hairy snakefern	140
fer-14330	Potato fern	140
fer-14335	False golden polypody	140
fer-14336	Rabbit's foot fern	140
fer-14336	Hare's foot	140
fer-14336	Serpent fern	140
fer-14336	Golden polypody	140
fer-14336	Gold-foot Fern (EN); Goldt&uuml;pfelfarn (DE); Calaguala (ES)	140
fer-14382	Anglevein fern	140
fer-14393	Irregular Polypody	140
fer-14394	Appalachian polypody	140
fer-14398	California Polypody	140
fer-14399	Nested polypody	140
fer-14400	S&uuml;dlicher T&uuml;pfelfarn	140
fer-s.14400	S&uuml;dlicher T&uuml;pfelfarn	140
fer-s.14402	Makaronesischer T&uuml;pfelfarn (DE); Polipodio del pais (ES)	140
fer-14423	Licorice Fern	140
fer-14426	Western polypody	140
fer-14428	Ges&auml;gter T&uuml;pfelfarn	140
fer-14428	Mittlerer T&uuml;pfelfarn	140
fer-14458	Rocky Mountain polypody	140
fer-14459	Leathery polypody	140
fer-14460	Siberian Polypody	140
fer-14465	Rock polypody	140
fer-14466	T&uuml;pfelfarn	140
fer-14466	Engels&uuml;ss	140
fer-s.14466	T&uuml;pfelfarn	140
fer-s.14466	Engels&uuml;ss	140
fer-14484	Star-scaled Polypody	140
fer-14524	Ribbon Fern	140
fer-14528	Resurrection fern	140
fer-s.14548	Red-scaled Polypody	140
fer-14558	Rio Grande scaly polypody	140
fer-14568	Scaly polypody	140
fer-14598	Bermuda rockcap fern	140
fer-14599	Palmleaf rockcap fern	140
fer-14607	Widespread rockcap fern	140
fer-14622	Comb polypody	140
fer-14622	Comb fern	140
fer-14626	Plumed rockcap fern	140
fer-14627	Comb Polypody	140
