AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDNameGUID
1182275	1182274	cornutus	(Schulthess, 1894)	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:179985	urn:lsid:Mantodea.speciesfile.org:TaxonName:179985
1182276	1182274	minor	Kevan, 1954	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:179986	urn:lsid:Mantodea.speciesfile.org:TaxonName:179986
1182282	1182281	mendica	(Fabricius, 1775)	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:4065	urn:lsid:Mantodea.speciesfile.org:TaxonName:4065
1182284	1182281	nuda	Giglio-Tos, 1917	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:3250	urn:lsid:Mantodea.speciesfile.org:TaxonName:3250
1182326	1182325	pennicornis	Pallas, 1773	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:3811	urn:lsid:Mantodea.speciesfile.org:TaxonName:3811
1182331	1182325	angulata	Lindt, 1978	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:3799	urn:lsid:Mantodea.speciesfile.org:TaxonName:3799
1182332	1182325	baysunica	Lindt, 1978	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:3800	urn:lsid:Mantodea.speciesfile.org:TaxonName:3800
1182333	1182325	brevidorsa	Lindt, 1977	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:3801	urn:lsid:Mantodea.speciesfile.org:TaxonName:3801
1182334	1182325	buharica	Lindt, 1977	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:3802	urn:lsid:Mantodea.speciesfile.org:TaxonName:3802
1182335	1182325	caputobtusa	Lindt, 1979	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:3803	urn:lsid:Mantodea.speciesfile.org:TaxonName:3803
1182336	1182325	condarinica	Lindt, 1977	Subspecies		Accepted name	False	False	True	terrestrial		Martin B.D. Stiewe	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Mantodea.speciesfile.org:TaxonName:3804	urn:lsid:Mantodea.speciesfile.org:TaxonName:3804
