ID	AcceptedTaxonID	Genus	SubgenusName	SpeciesEpithet	AuthorString	InfraSpecies	InfraSpeciesMarker	InfraSpeciesAuthorString	GSDNameStatus	Sp2000NameStatus	GSDNameGUID
154564	1182272	Blepharode		candelarius	(Bolivar, 1890)				Subsequent combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:179976
154569	1182276	Blepharode		cornutus		minor	subspecies	(Kevan, 1954)	Subsequent combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:179986
154577	1182282	Mantis		mendica	Fabricius, 1775				Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:4065
154602	1182305	Empusa		dolosa	Serville, 1839				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3787
154606	1182307	Empusa		pectinicornis	Linne, 1767				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3788
154629	1182311	Empusa		variabilis	Risso, 1826				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3798
154637	1182326	Mantis		pallasiana	Olivier, 1792				Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3233
154640	1182326	Empusa		pennicornis		stolli		Saussure, 1871	 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3730
154651	1182336	Empusa	Empusa	pennicornis		condarinica	subspecies	Lindt, 1977	Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3804
154659	1182340	Empusa	Empusa	pennicornis		lindti	subspecies	Otte, 2004	Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3807
154676	1182348	Empusa	Empusa	romboidea		romboidea	subspecies	Lindt, 1976	Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3813
154690	1182351	Empusa		wahlbergi	Stal, 1856				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3816
154695	1182358	Gongylus		flabellicornis	Fabricius, 1793				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3554
154702	1182363	Hypsicorypha		longifrons	Saussure, 1870				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3630
154707	1182369	Empusa	Chopardempusa	neglecta	Paulian, 1958				Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3714
154710	1182371	Hemiempusa		phantasma	Rehn, 1949				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3736
154715	1182375	Idolomorpha		spinifrons	Saussure, 1859				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3818
154727	1182390	Eremiaphila		dawydowi	Werner, 1905				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3819
154734	1182397	Eremiaphila		laevifrons	Uvarov, 1922				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3820
154738	1182400	Eremiaphila		hauensteini	Werner, 1905				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3685
154752	1182414	Eremiaphila		laevipennis	Werner, 1905				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3578
154757	1182419	Eremiaphila		libyca	Werner, 1906				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3755
154763	1182426	Eremiaphila		gracilis	Chopard, 1940				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3546
154765	1182428	Eremiaphila		sabulosa	Saussure, 1871				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3617
154796	1182458	Eremiaphila		ehrenbergi	Burmeister, 1838				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3573
154804	1182469	Heteronutarsu		arenivagus	(Chopard, 1955)				Subsequent combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:179980
154806	1182471	Heteronutarsu		aegyptiacus	(Lefebvre, 1835)				Subsequent combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:179979
154823	1182487	Acromantis		javana	Giglio-Tos, 1915				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3542
154827	1182491	Acromantis		westwoodi	Giglio-Tos, 1915				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3822
154831	1182494	Acromantis		parvula	Westwood, 1889				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3656
154845	1182507	Anasigerpes		roemeri	Werner, 1908				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3826
154848	1182512	Anasigerpes		punctata	Roy, 1966				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3827
154854	1182521	Anaxarcha		grammica	Stal, 1877				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3522
154858	1182525	Anaxarcha		parallela	Werner, 1930				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3683
154883	1182553	Catasigerpes		zernyi	Beier, 1942				Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:185081
154887	1182562	Chrysomantis		cervoides	La Greca & Lombardo, 1987				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3050
154892	1182533	Chrysomantis		tristis	Beier, 1930				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3045
154899	1182571	Heliomantis		viridis	Werner, 1916				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3829
154917	1182591	Hestiasula		sarawaca	Westwood, 1889				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3733
154932	1182606	Odontomantis		javana	Saussure, 1870				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3518
154936	1182608	Odontomantis		marginalis	Stoll, 1813				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3831
154956	1182632	Otomantis		xenocentrus	Werner, 1915				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3634
154960	1182636	Otomantis		africana	Saussure & Zehntner, 1895				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3832
154980	1182656	Epaphrodita		dentifrons	Saussure, 1872				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3833
154999	1182675	Chlidonoptera		lunata	Saussure, 1898				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3834
155003	1182681	Chloroharpax		ocellifer	Werner, 1908				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3835
155006	1182684	Congoharpax		lobipes	Chopard, 1954				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3836
155008	1182712	Congoharpax		brunneri	Kirby, 1904				Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:2941
155015	1182693	Creobroter		inornatus	Sjostedt, 1930				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3838
155017	1182695	Creobroter		lobatus	Stal, 1877				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3693
155040	1182719	Galinthias		usambarica	Sjostedt, 1909				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3840
155050	1182727	Harpagomantis		spinocula	Serville, 1839				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3628
155071	1182757	Pseudocreobotra		ocellaria	Drury, 1773				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3724
155083	1182770	Pseudoharpax		laticollis	Beier, 1930				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3842
155092	1182778	Theopropus		praecontatrix	Saussure, 1898				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3844
155109	1182796	Junodia		maculata	Roy, 1972				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3845
155112	1182799	Junodia		olseni	Roy, 1965				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3626
155122	1182810	Oxypilus	Oxypilus	distinctus	Beier, 1930				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:2842
155141	1182829	Oxypilus	Oxypilus	polyacanthus	Giglio-Tos, 1915				Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:4075
155155	1182835	Mantis		nasutus	Fabricius, 1787				Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:2824
155160	1182837	Oxypilus	Anoxypilus	nigericus	(Beier, 1930)				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:4073
155167	1182846	Pseudoxypilus		neuroptera	Lichtenstein, 1802				 Junior synonym	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:3846
155181	1182860	Gonypeta		hottentotta	Karny, 1908				Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:2802
155188	1182865	Gonypeta		minutissima	Karny, 1908				Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:2796
155199	1182875	Mantis		orba	Stal, 1856				Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:2784
155207	1182883	Entella		minima	Werner, 1906				Original combination	Unambiguous synonym	urn:lsid:Mantodea.speciesfile.org:TaxonName:2777
