ID	ReferenceType	ReferenceID
154564		27094
154569		26559
154577		27115
154637		26811
154651		27002
154659		27185
154676		26993
154707		27142
154804		26607
154806		26847
154883		26761
155008		26719
155141		26509
155155		26870
155181		27054
155188		27054
155199		27397
155207		27132
155244		27406
155366		27417
155600		27499
155634		26673
155694		27846
155743		27427
155761		27223
155828		26457
155911		27830
155929		26430
155942		27224
156073		26681
156098		26443
156473		27224
156554		27547
156573		26810
156796		27058
156803		26811
156806		26815
156979		27151
157135		26855
157293		26718
157294		27841
157295		27841
157437		26680
157515		26687
157547		26687
157601		26465
157720		26488
157731		26826
158014		26718
158101		27220
158175		26568
179116		36810
464643		44043
464648		44043
469169		26556
470979		27416
473146		46412
473148		46412
474455		27370
1182272		27094
1182276		26559
1182277		26556
1182282		27115
1182336		27002
1182340		27185
1182348		26993
1182369		27142
1182385		27827
1182386		27855
1182434		27238
1182469		26607
1182471		26847
1182527		27295
1182553		26761
1182598		27828
1182647		27832
1182659		27856
1182663		26470
1182684		27355
1182765		26920
1182790		26458
1182805		26474
1182806		26474
1182807		27708
1182826		26959
1182827		26959
1182829		26509
1182839		26959
1182860		27054
1182865		27054
1182875		27397
1182883		27132
1182920		27406
1183010		27838
1183011		27838
1183012		27838
1183043		27839
1183044		27839
1183049		27417
1183087		27834
1183088		27834
1183089		27834
1183103		27856
1183296		27499
1183297		27163
1183314		27836
1183315		27836
1183335		26464
1183347		27840
1183392		27846
1183440		27427
1183456		27223
1183527		27831
1183560		27640
1183569		27561
1183602		26471
1183602		27830
1183619		26430
1183630		27224
1183662		26444
1183761		26455
1183768		26681
1183795		26462
1183796		26443
1183820		27292
1184013		26446
1184065		26481
1184098		26453
1184099		26481
1184100		26481
1184101		26481
1184136		26461
1184137		26461
1184138		26461
1184143		26484
1184170		27224
1184252		26466
1184252		27547
1184270		26810
1184487		27444
1184502		26445
1184506		26811
1184673		27803
1184732		27837
1184733		27837
1184752		26479
1184776		26448
1184777		26483
1184778		26483
1185006		26718
1185007		27841
1185008		27841
1185045		27103
1185092		27842
1185093		26480
1185152		26680
1185176		26482
1185177		26482
1185178		26482
1185179		26482
1185180		26482
1185182		27707
1185234		26687
1185266		26687
1185436		26467
1185438		26488
1185448		26826
1185483		26468
1185484		27857
1185485		27857
1185486		27857
1185487		27857
1185488		27857
1185489		27857
1185490		26676
1185491		27854
1185524		27693
1185525		27851
1185530		26459
1185531		26459
1185532		26928
1185534		26459
1185535		26459
1185585		26929
1185586		26929
1185605		26460
1185627		27845
1185720		27640
1185751		26718
1185791		26454
1185832		27835
1185839		26509
1185840		27220
1185917		26568
1185931		27353
1185933		27353
1185944		27353
1185945		27353
1185946		27353
1185963		27353
1185964		27353
1185965		27353
1185966		27353
1186002		26918
1186003		27843
1186004		26449
1186005		26449
1186006		26450
1186007		26475
1186008		26476
1186009		27104
1186010		27104
1186011		27104
1186012		27104
1186112		26488
1186177		27640
1186178		27858
1186179		27858
1199196		34211
1199197		34212
1203913		36761
1203977		36810
1203978		36810
1203980		36810
1203981		36810
1204093		36953
1204094		36953
1207909		38054
1207910		38054
1207915		38054
1207916		38054
1207917		38054
1207918		38054
1207920		38054
1207921		38054
1207922		38054
1207923		38054
1207924		38054
1207925		38054
1217205		43849
1217324		43948
1217325		43948
1217326		43948
1217743		44043
1217745		44043
1217747		44043
1217748		44043
1217749		44043
1217751		44043
1217752		44043
1217753		44043
1217754		44043
1217755		44043
1217757		44043
1217758		44043
1217759		44043
1217760		44043
1217761		44043
1217762		44043
1217763		44043
1217764		44043
1217953		44191
1217955		44191
1217956		44191
1217957		44191
1218081		44278
1218357		44381
1218360		44389
1218361		44391
1218362		44392
1218590		44512
1220708		45001
1221338		45253
1221612		44392
1222258		45650
1222259		45650
1222295		45655
1222669		45916
1223481		46157
1224149		46412
1224150		46412
1225164		46830
1225166		46830
1225169		27370
1225191		46855
