ReferenceID	Authors	Year	Title	Source
26430	Wang & Liang	1995		
26443	Saussure & Zehntner	1895	Histoire naturelle des Blattides et Mantides	 23
26444	Beier			
26445	Mistshenko			
26446	Zhang			
26448	Rivera	2003		
26449	Yang	1999		(1):75-76
26450	Yang	2002		(59):64
26453	Roy	2010	Statements on the genus Sphodromantis Stal, 1871 (Mantodea, Mantidae).	 115(3):345-366
26454	Rivera & Yagui	2011	Taxonomy of the Andean genus  Pseudopogonogaster Beier, 1942, a cloud forest specialist,  with notes on its biogeography and ecology  (Mantodea: Th espidae: Miopteryginae)	 42:313-335
26455	Roy	2007	Deroplays indica, new species from India (Dictyoptera, Mantodea)	Revue Suisse de Zoologie 114(3):507-512
26457	Roy	2006	Afrothespis dudley n.gen, n. sp. from Eastern Africa (Dictyoptera, Mantodea)	Bulletin de la Société entomologique de France 111(4):475-478
26458	Svenson	2007	Revision of the genus Ceratomantis Wood-Mason, 1876 (Dictyoptera, Mantodea)	Bulletin de la Société entomologique de France 112(4):433-444
26459	Roy	2004	Lagrecacanthops et Miracanthops, deux nouveaux genres d`Acanthopinae (Dictyoptera, Mantodea, Acanthopidae).	Bulletin de la Société entomologique de France(109):491-498
26460	Roy	2005	Mises au point sur le genre Stenophylla Westwood (Dictyoptera, Acanthopidae)	Bulletin de la Société entomologique de France 110(3):225-232
26461	Roy	2005	Revision of the Madagascan endemic genus Tisma Giglio-Tos (Dictyoptera, Mantidae).	Bulletin de la Société entomologique de France 110(1):47-57
26462	Mériguet	2005	Mantasoa, a new genus of mantid endemic from Madagascar close to Tarachomantis Brancsik (Dictyoptera, Mantidae).	Bulletin de la Société entomologique de France 110(1):43-46
26464	Roy	2006	Two new synonymies for genera (Dictyoptera, Mantodea).	Bulletin de la Société entomologique de France 111(2):195-198
26465	Roy	2003	Alfredistia reticulata n. gen. n. sp. from South Africa (Dictyoptera, Mantodea, Tarachodidae).	Bulletin de la Société entomologique de France 108(4):433-435
26466	Roy	2007	Parymnopus Wood-Mason, 1890, et Cataspilota Giglio-Tos, 1927, genres valides (Dict. Mantodea)	Bulletin de la Société entomologique de France 112(1):91-92
26467	Roy	2002	Contribution a la connaissance du genre Tarachodes Burmeister, 1838 (Dict., Mantodea, Tarachodinae)	Bulletin de la Société entomologique de France 107(5):534-536
26468	Roy	2002		Bulletin de la Société entomologique de France 107(3):297-300
26470	Roy	2008	Contribution to the knowledge of the genus Parablepharis, 1870 (Mantodea).	Bulletin de la Société entomologique de France 113(1):53-60
