AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
556371	France	Text		
490016	France	Text	Alien	
112823	France	Text	Alien	
556370	France	Text		
556293	France	Text		
113262	Wimereux	Text		
112422	Wimereux	Text		
137321	Atlantic	Text		
380591	Atlantic	Text		
556386	Atlantic	Text		
380572	Pacific Ocean	Text		
484692	Pacific Ocean	Text		
484680	Pacific Ocean	Text		
382447	Pacific Ocean	Text		
380562	Pacific Ocean	Text		
380592	Pacific Ocean	Text		
380601	Pacific Ocean	Text		
380587	Pacific Ocean	Text		
380596	Pacific Ocean	Text		
380597	Pacific Ocean	Text		
480173	Pacific Ocean	Text		
137321	Indian Ocean	Text		
380564	Indian Ocean	Text		
556307	Indian Ocean	Text		
380570	Indian Ocean	Text		
556306	Indian Ocean	Text		
380565	Indian Ocean	Text		
380566	Indian Ocean	Text		
556308	Indian Ocean	Text		
480190	Indian Ocean	Text		
556430	Indian Ocean	Text		
556839	Indian Ocean	Text		
380590	Indian Ocean	Text		
380593	Indian Ocean	Text		
112827	Mediterranean Sea	Text		
112528	Mediterranean Sea	Text		
112529	Mediterranean Sea	Text		
112530	Mediterranean Sea	Text		
112532	Mediterranean Sea	Text		
112534	Mediterranean Sea	Text		
112536	Mediterranean Sea	Text		
112537	Mediterranean Sea	Text		
112538	Mediterranean Sea	Text		
113837	Mediterranean Sea	Text		
112495	Mediterranean Sea	Text		
112420	Mediterranean Sea	Text		
112421	Mediterranean Sea	Text		
112422	Mediterranean Sea	Text		
114024	Mediterranean Sea	Text		
113819	Mediterranean Sea	Text		
113822	Mediterranean Sea	Text		
114298	Mediterranean Sea	Text		
113827	Mediterranean Sea	Text		
112846	Mediterranean Sea	Text		
112852	Mediterranean Sea	Text		
112857	Mediterranean Sea	Text		
113918	Mediterranean Sea	Text		
113919	Mediterranean Sea	Text		
113920	Mediterranean Sea	Text		
113779	Mediterranean Sea	Text		
113780	Mediterranean Sea	Text		
112822	Mediterranean Sea	Text		
112864	Mediterranean Sea	Text		
112865	Mediterranean Sea	Text		
597394	Mediterranean Sea	Text		
112866	Mediterranean Sea	Text		
113402	Mediterranean Sea	Text		
112792	Mediterranean Sea	Text		
112496	Mediterranean Sea	Text		
112497	Mediterranean Sea	Text		
112498	Mediterranean Sea	Text		
112500	Mediterranean Sea	Text		
113781	Mediterranean Sea	Text		
113551	Mediterranean Sea	Text		
113552	Mediterranean Sea	Text		
113738	Mediterranean Sea	Text		
113433	Mediterranean Sea	Text		
113861	Mediterranean Sea	Text		
113862	Mediterranean Sea	Text		
112504	Mediterranean Sea	Text		
112505	Mediterranean Sea	Text		
112508	Mediterranean Sea	Text		
112509	Mediterranean Sea	Text		
112511	Mediterranean Sea	Text		
112512	Mediterranean Sea	Text		
112513	Mediterranean Sea	Text		
112964	Mediterranean Sea	Text		
112968	Mediterranean Sea	Text		
112976	Mediterranean Sea	Text		
112981	Mediterranean Sea	Text		
112982	Mediterranean Sea	Text		
112989	Mediterranean Sea	Text		
112990	Mediterranean Sea	Text		
112992	Mediterranean Sea	Text		
112998	Mediterranean Sea	Text		
112999	Mediterranean Sea	Text		
113136	Mediterranean Sea	Text		
113030	Mediterranean Sea	Text		
113035	Mediterranean Sea	Text		
113037	Mediterranean Sea	Text		
113040	Mediterranean Sea	Text		
113038	Mediterranean Sea	Text		
113041	Mediterranean Sea	Text		
113042	Mediterranean Sea	Text		
113747	Mediterranean Sea	Text		
112775	Mediterranean Sea	Text		
112942	Mediterranean Sea	Text		
113077	Mediterranean Sea	Text		
113085	Mediterranean Sea	Text		
113108	Mediterranean Sea	Text		
113553	Mediterranean Sea	Text		
113554	Mediterranean Sea	Text		
112872	Mediterranean Sea	Text		
112877	Mediterranean Sea	Text		
112886	Mediterranean Sea	Text		
112887	Mediterranean Sea	Text		
113943	Mediterranean Sea	Text		
114364	Mediterranean Sea	Text		
113424	Mediterranean Sea	Text		
113425	Mediterranean Sea	Text		
113427	Mediterranean Sea	Text		
112786	Mediterranean Sea	Text		
112486	Mediterranean Sea	Text		
112487	Mediterranean Sea	Text		
112488	Mediterranean Sea	Text		
112490	Mediterranean Sea	Text		
112493	Mediterranean Sea	Text		
112794	Mediterranean Sea	Text		
113244	Mediterranean Sea	Text		
114035	Mediterranean Sea	Text		
114036	Mediterranean Sea	Text		
112514	Mediterranean Sea	Text		
114048	Mediterranean Sea	Text		
113116	Mediterranean Sea	Text		
112516	Mediterranean Sea	Text		
112518	Mediterranean Sea	Text		
112520	Mediterranean Sea	Text		
112519	Mediterranean Sea	Text		
113134	Mediterranean Sea	Text		
113522	Mediterranean Sea	Text		
113525	Mediterranean Sea	Text		
114050	Mediterranean Sea	Text		
113140	Mediterranean Sea	Text		
113143	Mediterranean Sea	Text		
113152	Mediterranean Sea	Text		
113154	Mediterranean Sea	Text		
112541	Mediterranean Sea	Text		
114368	Mediterranean Sea	Text		
113930	Mediterranean Sea	Text		
113253	Mediterranean Sea	Text		
113254	Mediterranean Sea	Text		
113262	Mediterranean Sea	Text		
113263	Mediterranean Sea	Text		
113264	Mediterranean Sea	Text		
113268	Mediterranean Sea	Text		
113269	Mediterranean Sea	Text		
113272	Mediterranean Sea	Text		
113274	Mediterranean Sea	Text		
113275	Mediterranean Sea	Text		
113276	Mediterranean Sea	Text		
113278	Mediterranean Sea	Text		
113279	Mediterranean Sea	Text		
113284	Mediterranean Sea	Text		
113285	Mediterranean Sea	Text		
113287	Mediterranean Sea	Text		
113288	Mediterranean Sea	Text		
113334	Mediterranean Sea	Text		
