ID	AcceptedTaxonID	Genus	SubgenusName	SpeciesEpithet	AuthorString	InfraSpecies	InfraSpeciesMarker	InfraSpeciesAuthorString	GSDNameStatus	Sp2000NameStatus	GSDNameGUID
472725	1217600	Loboscelidia	Loboscelidia	reducta	Maa & Yoshimoto, 1961				Original combination	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472724
472729	1217597	Loboscelidia	Loboscelidia	parva	Maa & Yoshimoto, 1961				Original combination	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472728
472733	1217593	Laccomerista		rufescens	Cameron, 1910				Junior synonym	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472733
472740	1217585	Scelidoloba		maai	Lin, 1964				Original combination	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472740
472741	1217585	Loboscelidia		latigena	Lin, 1964				Junior synonym	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472741
472742	1217585	Loboscelidia		artigena	Lin, 1964				Junior synonym	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472742
472747	1217580	Loboscelidia		nigricornis	Fouts, 1925				Junior synonym	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472747
472779	1218602	Atoposega		decorata	Kimsey, 1995				Original combination	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472779
472811	1217547	Parachrysis		metallica	Kieffer, 1910				Junior synonym	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472811
472822	1217536	Pseudepyris		paradoxa	Ducke, 1902				Original combination	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472821
472826	1217533	Duckeia		gracile	Kimsey, 1987				Original combination	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472825
472830	1217530	Cladobethylus		myrmecophilia	Kieffer, 1922				Original combination	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472829
472840	1217520	Cladobethylus		cruciger		antennalis	morph	Kieffer, 1922	Junior synonym	Unambiguous synonym	urn:lsid:Chrysididae.speciesfile.org:TaxonName:472840
