ID,AcceptedName_ID,Genus,Species,AutorString,InfraSpecies,InfraSpMarker,InfraSpecificAutorString,Sp2000NameStatus,GSDNameStatus,
386656,124351,Tococa,bolivarensis,,occidentalis,ssp.,Wurdack,Synonym,,
124423,384182,Memecylon,sansibaricum,,maritimum,var.,"(A. Fern. & R. Fern.) A. Fern. & R. Fern.",Synonym,,
403629,403788,Memecylon,kurzii,King,,,,Synonym,,
124480,403401,Memecylon,umbellatum,,thwaitesii,var.,"(C.B. Clarke) Trimen",Synonym,,
403537,387406,Memecylon,pterocaule,"(Korth.) Merr.",,,,Synonym,,
396270,387406,Eugenia,pterocaulis,"(Korth.) Miq.",,,,Synonym,,
403639,124474,Memecylon,laurinum,Blume,,,,Synonym,,
401528,124527,Mouriri,angustifolia,Auct.,,,,Synonym,,
415961,124585,Leandra,gracilis,,glazioviana,var.,Cogn.,Synonym,,
381235,124630,Loreya,minor,Cogn.,,,,Synonym,,
415612,124634,Loreya,quadrifolia,Gleason,,,,Synonym,,
386557,124698,Miconia,,"(DC.) Naudin",,subgen.,,Synonym,,
386116,124699,Miconia,,"(Naudin) Cogn.",,sect.,,Synonym,,
388027,124699,Hypoxanthus,,"Rich. ex DC.",,gen.,,Synonym,,
404608,124737,Melastoma,cymosum,"Wendl. ex Spreng.",,,,Synonym,,
252259,124738,Ossaea,scalpta,"(Vent.) DC.",,,,Synonym,,
245645,208045,Melastoma,hirtum,L.,,,,Synonym,,
124533,208045,Melastoma,crenatum,Vahl.,,,,Synonym,,
383282,208045,Clidemia,hirta,,tiliaefolia,var.,"(DC.) J.F.Macbr.",Synonym,,
383476,208045,Clidemia,hirta,,elegans,var.,"(Aubl.) Griseb.",Synonym,,
386585,208045,Staphidium,chrysanthum,Naudin,,,,Synonym,,
386586,208045,Staphidium,hostmanii,Naudin,,,,Synonym,,
404111,208045,Melastoma,pauciflorum,Desr.,,,,Synonym,,
405757,208045,Leandra,fimbriata,Raddi,,,,Synonym,,
388333,208045,Clidemia,hirta,,chrysantha,var.,"(Naudin) Cogn.",Synonym,,
390441,208045,Clidemia,benthamiana,Miq.,,,,Synonym,,
390694,208045,Clidemia,pauciflora,"(Desr.) DC.",,,,Synonym,,
415472,208045,Maieta,hirta,"(L.) M.Gómez",,,,Synonym,,
404250,246446,Melastoma,lanatum,"Lamb. ex DC.",,,,Synonym,,
386804,208050,Clidemia,tristis,D.Don,,,,Synonym,,
387124,208050,Staphidium,spicatum,Naudin,,,,Synonym,,
382481,208050,Clidemia,umbonata,DC.,,,,Synonym,,
381275,208051,Melastoma,latifolia,Desr.,,,,Synonym,,
252257,237608,Ossaea,krugiana,Cogn.,,,,Synonym,,
384406,245180,Mecranium,amygdalinum,,longifolium,f.,Cogn.,Synonym,,
384408,245180,Mecranium,amygdalinum,,parvifolium,f.,Cogn.,Synonym,,
384410,245180,Mecranium,amygdalinum,,subintegerrimum,f.,Cogn.,Synonym,,
384587,245648,Melastoma,normale,D.Don,,,,Synonym,,
384589,245648,Melastoma,esquirolii,H.Lév.,,,,Synonym,,
384590,245648,Melastoma,affine,D.Don,,,,Synonym,,
245643,245648,Melastoma,candidum,D.Don,,,,Synonym,,
380819,245648,Melastoma,polyanthum,Blume,,,,Synonym,,
387218,245648,Melastoma,malabathricum,,malabathricum,ssp.,L.,Synonym,,
387219,245648,Melastoma,malabathricum,,normale,ssp.,"(D.Don) Karst.Mey.",Synonym,,
404303,245648,Melastoma,malabathricum,Jack,,,,Synonym,,
404539,245648,Melastoma,cavaleriei,"H.Lév. & Vaniot",,,,Synonym,,
404560,245648,Melastoma,clarkeanum,Cogn.,,,,Synonym,,
404491,245648,Melastoma,houtteanum,Naudin,,,,Synonym,,
403861,245648,Melastoma,wallichii,DC.,,,,Synonym,,
403966,245648,Melastoma,scabrum,Ridl.,,,,Synonym,,
404612,245651,Melastoma,decemfidum,"Roxb. ex Jack",,,,Synonym,,
404638,245651,Melastoma,dodecandrum,Roxb.,,,,Synonym,,
404291,245651,Melastoma,macrocarpum,D.Don,,,,Synonym,,
404336,245651,Melastoma,muricatum,"Hunter ex Ridl.",,,,Synonym,,
404159,245651,Melastoma,pulcherrimum,Korth.,,,,Synonym,,
404749,245651,Melastoma,balinense,Bakh.f.,,,,Synonym,,
384594,245651,Melastoma,dendrisetosum,C.Chen,,,,Synonym,,
417348,245651,Melastoma,sanguineum,,laevifolium,var.,"(Merr.) Karst.Mey.",Synonym,,
417349,245651,Melastoma,sanguineum,,ranauense,var.,Karst.Mey.,Synonym,,
411507,246442,Acinodendron,foveolatum,"(Cogn.) Kuntze",,,,Synonym,,
401901,246443,Miconia,wydleriana,DC.,,,,Synonym,,
382605,246443,Miconia,impetiolaris,,pandurifolia,var.,Naudin,Synonym,,
386917,246443,Acinodendron,impetiolare,"(Sw.) Kuntze",,,,Synonym,,
386925,246443,Melastoma,macrophyllum,Desr.,,,,Synonym,,
414753,246443,Miconia,impetiolaris,,spruceana,var.,Cogn.,Synonym,,
208046,246446,Clidemia,lanata,DC.,,,,Synonym,,
411232,246446,Acinodendron,lanatum,"(DC.) Kuntze",,,,Synonym,,
398615,246446,Tschudya,lanata,"(DC.) Griseb.",,,,Synonym,,
399338,246446,Staphidium,lanatum,"(DC.) Naudin",,,,Synonym,,
388643,246448,Acinodendron,guianense,"(Aubl.) Kuntze",,,,Synonym,,
411504,246448,Acinodendron,floridum,"(DC.) Kuntze",,,,Synonym,,
275824,246448,Tamonea,guianensis,Aubl.,,,,Synonym,,
382330,246448,Miconia,guianensis,"(Aubl.) Cogn.",,,,Synonym,,
383200,246448,Fothergilla,mirabilis,Aubl.,,,,Synonym,,
386914,246448,Miconia,guianensis,,ovalis,var.,Cogn.,Synonym,,
386915,246448,Miconia,guianensis,,vulgaris,var.,Cogn.,Synonym,,
386907,246448,Miconia,florida,"(DC.) Naudin",,,,Synonym,,
386908,246448,Diplochita,florida,DC.,,,,Synonym,,
386909,246448,Melastoma,fothergilla,Desr.,,,,Synonym,,
386910,246448,Miconia,fothergilla,"(Desr.) Naudin",,,,Synonym,,
410959,246450,Acinodendron,pachyphyllum,"(Cogn.) Kuntze",,,,Synonym,,
411061,246451,Acinodendron,pteropodum,"(Benth.) Kuntze",,,,Synonym,,
402282,246451,Miconia,repandocrenata,Steud.,,,,Synonym,,
402288,246451,Miconia,revoluta,Benth.,,,,Synonym,,
402361,246451,Miconia,palustris,Macfad.,,,,Synonym,,
402970,246451,Miconia,fleischeriana,Steud.,,,,Synonym,,
403134,246451,Miconia,aubletiana,Steud.,,,,Synonym,,
404066,246451,Melastoma,trinervium,"Salzm. ex Griseb.",,,,Synonym,,
404160,246451,Melastoma,pulchrum,Vell.,,,,Synonym,,
404186,246451,Melastoma,quinquenervium,"Salzm. ex Griseb.",,,,Synonym,,
404105,246451,Melastoma,parviflorum,Aubl.,,,,Synonym,,
404332,246451,Melastoma,montanum,Spreng.,,,,Synonym,,
390955,246451,Conostegia,parviflora,DC.,,,,Synonym,,
386918,246451,Melastoma,laevigatum,Aubl.,,,,Synonym,,
386875,246451,Acinodendron,prasinum,"(Sw.) Kuntze",,,,Synonym,,
386934,246451,Miconia,parviflora,"(Aubl.) Cogn.",,,,Synonym,,
386936,246451,Melastoma,pendulifolium,Rich.,,,,Synonym,,
387119,246451,Miconia,sepiaria,DC.,,,,Synonym,,
386124,246451,Miconia,prasina,,attenuata,var.,"(DC.) Cogn.",Synonym,,
386568,246451,Miconia,cristulata,Naudin,,,,Synonym,,
385258,246451,Miconia,prasina,,crispula,var.,"(Spruce ex Naudin) Cogn.",Synonym,,
124515,246451,Miconia,prasina,,collina,var.,"(DC.) Triana",Synonym,,
381368,246451,Miconia,collina,DC.,,,,Synonym,,
412985,246451,Tamonea,prasina,"(Sw.) Krasser",,,,Synonym,,
414451,246451,Miconia,prasina,,angustifolia,var.,Cogn.,Synonym,,
414514,246451,Miconia,mucronulata,Ule,,,,Synonym,,
415396,246451,Melastoma,glabrum,"Sessé & Moc.",,,,Synonym,,
415414,246451,Melastoma,leucanthum,"Sessé & Moc.",,,,Synonym,,
415346,246451,Melastoma,acuminatum,"Sessé & Moc.",,,,Synonym,,
415236,246454,Melastoma,venosum,"Sessé & Moc.",,,,Synonym,,
414296,246454,Miconia,racemosa,,brachypoda,var.,"(DC.) Cogn.",Synonym,,
414297,246454,Miconia,racemosa,,lanceolata,var.,Naudin,Synonym,,
415020,246454,Miconia,brachypoda,DC.,,,,Synonym,,
412986,246454,Tamonea,racemosa,"(Aubl.) O.F.Cook & G.N.Collins",,,,Synonym,,
386876,246454,Acinodendron,racemosum,"(Aubl.) Kuntze",,,,Synonym,,
387708,246454,Hartigia,oblongifolia,Miq.,,,,Synonym,,
387709,246454,Hartigia,spectabilis,Miq.,,,,Synonym,,
404596,246454,Melastoma,croceum,Spreng.,,,,Synonym,,
403038,246454,Miconia,ciliata,Benth.,,,,Synonym,,
403047,246454,Miconia,circumsecta,Macfad.,,,,Synonym,,
402115,246454,Miconia,verruculosa,"Steud. ex Triana",,,,Synonym,,
402146,246454,Miconia,serrulata,"Macfad. ex Griseb.",,,,Synonym,,
401872,246454,Miconia,verticillata,Macfad.,,,,Synonym,,
404601,246455,Melastoma,cupreum,Sm.,,,,Synonym,,
404741,246455,Melastoma,astrolasion,Spreng.,,,,Synonym,,
410910,246455,Acinodendron,rubiginosum,"(Bonpl.) Kuntze",,,,Synonym,,
388372,246455,Cremanium,caracasanum,Triana,,,,Synonym,,
381324,246455,Miconia,astrolasia,"(Spreng.) DC.",,,,Synonym,,
382388,246455,Melastoma,rubiginosum,Bonpl.,,,,Synonym,,
412988,246455,Tamonea,rubiginosa,"(Bonpl.) Krasser",,,,Synonym,,
414343,246455,Miconia,rubiginosa,,cinerea,var.,Cogn.,Synonym,,
414132,246455,Miconia,rubiginosa,,platyura,var.,Naudin,Synonym,,
414133,246455,Miconia,rubiginosa,,rufa,var.,Huber,Synonym,,
414130,246455,Miconia,rubiginosa,,glabrior,var.,Cogn.,Synonym,,
382070,246457,Miconia,sintenisii,,integrifolia,var.,Cogn.,Synonym,,
410749,246457,Acinodendron,sintenisii,"(Cogn.) Kuntze",,,,Synonym,,
411020,246458,Acinodendron,plantaginifolium,Kuntze,,,,Synonym,,
388596,246458,Acinodendron,ellipticum,"(Macfad.) Kuntze",,,,Synonym,,
381510,246458,Miconia,obovalis,Naudin,,,,Synonym,,
383295,246458,Melastoma,splendens,Sw.,,,,Synonym,,
414818,246458,Miconia,elliptica,Macfad.,,,,Synonym,,
412995,246463,Tamonea,thomasiana,"(DC.) O.F.Cook & G.N.Collins",,,,Synonym,,
386572,246463,Miconia,vernicosa,Naudin,,,,Synonym,,
410822,246463,Acinodendron,thomasianum,"(DC.) Kuntze",,,,Synonym,,
404580,246463,Melastoma,coriaceum,"Juss. ex DC.",,,,Synonym,,
410685,246464,Acinodendron,virescens,"(Vahl) Kuntze",,,,Synonym,,
384255,246464,Melastoma,virescens,Vahl,,,,Synonym,,
381695,248927,Mouriri,mexicana,"Sessé & Moc. ex DC.",,,,Synonym,,
385645,248927,Petaloma,domingensis,Tussac,,,,Synonym,,
385646,248927,Aulacocarpus,quadrangularis,Griseb.,,,,Synonym,,
395946,248927,Eugenia,tetrasperma,Bello,,,,Synonym,,
385861,124738,Maieta,scalpta,Vent.,,,,Synonym,,
384439,252547,Bredia,soneriloides,H.Lév.,,,,Synonym,,
384461,252547,Arthrostemma,paniculatum,D.Don,,,,Synonym,,
394066,252547,Oxyspora,paniculata,,bracteata,var.,J.F.Maxwell,Synonym,,
413003,264525,Rhexia,mariana,,portoricensis,var.,Cogn.,Synonym,,
383088,264533,Rhexia,ventricosa,"Fernald & Griscom",,,,Synonym,,
383100,264533,Rhexia,lanceolata,Walter,,,,Synonym,,
382075,264533,Rhexia,mariana,,ventricosa,var.,"(Fernald & Griscom) Kral & Bostick",Synonym,,
264529,264533,Rhexia,interior,Pennell,,,,Synonym,,
264535,264533,Rhexia,mariana,,interior,var.,"(Pennell) Kral & Bostick",Synonym,,
264526,264533,Rhexia,delicatula,Small,,,,Synonym,,
264527,264533,Rhexia,filiformis,Small,,,,Synonym,,
385572,264533,Rhexia,latifolia,Bush,,,,Synonym,,
385745,264533,Rhexia,mariana,,rubella,var.,Michx.,Synonym,,
385746,264533,Rhexia,angustifolia,Nutt.,,,,Synonym,,
264538,264540,Rhexia,mariana,,purpurea,var.,Michx.,Synonym,,
264545,264541,Rhexia,serrulata,Nutt.,,,,Synonym,,
385743,264548,Rhexia,septemnervia,Walter,,,,Synonym,,
413018,264548,Rhexia,virginica,,purshii,var.,"(Spreng.) C.W.James",Synonym,,
413019,264548,Rhexia,virginica,,septemnervia,var.,"(Walter) Pursh",Synonym,,
387599,276966,Melastoma,angustifolia,Sw.,,,,Synonym,,
403349,276966,Miconia,angustifolia,"(Sw.) Griseb.",,,,Synonym,,
385443,412828,Tetrazygiopsis,stahlii,"(Cogn.) Borhidi",,,,Synonym,,
414225,412828,Miconia,stahlii,"(Cogn.) M.Gómez",,,,Synonym,,
416694,412828,Menendezia,stahlii,"(Cogn.) Britton",,,,Synonym,,
417031,277440,Rhexia,formosissima,Raddi,,,,Synonym,,
383481,277440,Tibouchina,granulosa,,angustifolia,var.,Britton,Synonym,,
404414,277440,Melastoma,fontanesii,Spreng.,,,,Synonym,,
410468,277440,Rhexia,alata,Raddi,,,,Synonym,,
406001,277440,Lasiandra,fontanesiana,DC.,,,,Synonym,,
400069,277440,Rhexia,dasystaminea,"Schrank ex DC.",,,,Synonym,,
400102,277440,Rhexia,fontanesii,"Humb. & Bonpl.",,,,Synonym,,
385541,277441,Arthrostemma,hirsutissimum,DC.,,,,Synonym,,
387297,277441,Arthrostemma,herbaceum,DC.,,,,Synonym,,
387298,277441,Pterolepis,herbacea,"(DC.) Triana",,,,Synonym,,
412742,277441,Tibouchina,herbacea,,grandifolia,f.,Cogn.,Synonym,,
412743,277441,Tibouchina,herbacea,,hirsutissima,var.,"(DC.) Cogn.",Synonym,,
412744,277441,Tibouchina,herbacea,,parvifolia,f.,Cogn.,Synonym,,
412745,277441,Tibouchina,herbacea,,rosea,var.,Cogn.,Synonym,,
412500,277443,Tibouchina,urvilleana,,glandulifera,var.,Wurdack,Synonym,,
385501,277443,Lasiandra,urvilleana,DC.,,,,Synonym,,
400202,278241,Rhexia,phlogiformis,"Mart. & Schrank ex DC.",,,,Synonym,,
398767,278241,Trembleya,selloana,Cogn.,,,,Synonym,,
404164,278241,Melastoma,pumilum,Vell.,,,,Synonym,,
412464,278241,Trembleya,phlogiformis,,villosa,var.,Cogn.,Synonym,,
412455,278241,Trembleya,phlogiformis,,cuneifolia,var.,Cogn.,Synonym,,
412456,278241,Trembleya,phlogiformis,,genuina,var.,Cogn.,Synonym,,
412458,278241,Trembleya,phlogiformis,,latifolia,var.,Cogn.,Synonym,,
412459,278241,Trembleya,phlogiformis,,microlicioides,var.,Cogn.,Synonym,,
412460,278241,Trembleya,phlogiformis,,parvifolia,var.,Cogn.,Synonym,,
412461,278241,Trembleya,phlogiformis,,quinquenervia,var.,Cogn.,Synonym,,
412462,278241,Trembleya,phlogiformis,,ramosissima,var.,Cogn.,Synonym,,
412466,278241,Trembleya,santae-luziae,Glaz.,,,,Synonym,,
412467,278241,Trembleya,stachyoides,Naudin,,,,Synonym,,
404585,314483,Melastoma,corymbosum,Sims,,,,Synonym,,
385323,314483,Calvoa,superba,A.Chev.,,,,Synonym,,
383000,315566,Osbeckia,phaeotricha,Hochst.,,,,Synonym,,
382927,315566,Dissotis,phaeotricha,"(Hochst.) Hook. f.",,,,Synonym,,
390117,320464,Calvoa,sessiliflora,"Cogn. ex De Wild. & T.Durand",,,,Synonym,,
385344,329799,Dissotis,multiflora,Gilg,,,,Synonym,,
391523,329811,Dissotis,spectabilis,Gilg,,,,Synonym,,
391536,329820,Dissotis,verdickii,"De Wild.",,,,Synonym,,
391345,329820,Dissotis,angusii,"A.Fern. & R.Fern.",,,,Synonym,,
391545,329824,Dissotis,wildemanniana,"Gilg ex Engl.",,,,Synonym,,
391395,329870,Dissotis,de-gasparisiana,"Buscal. & Muschl.",,,,Synonym,,
391426,329879,Dissotis,grandiceps,Kraenzl.,,,,Synonym,,
391466,329879,Dissotis,mildbraedii,Gilg,,,,Synonym,,
385325,334855,Adamia,stenocarpa,Jacq.-Fél.,,,,Synonym,,
387895,339988,Heterocentron,roseum,"A.Br. & C.D.Bouché",,,,Synonym,,
387926,340032,Heterotis,angolensis,,bambutorum,var.,"(Gilg & Lederm. ex Engl.) Jacq.-Fél.",Synonym,,
391344,340032,Dissotis,angolensis,Cogn.,,,,Synonym,,
385341,340032,Dissotis,bambutorum,"Gilg & Ledermann ex Engl.",,,,Synonym,,
383582,340037,Dissotis,cinerascens,Hutch.,,,,Synonym,,
385333,340043,Dissotis,pygmaea,"A.Chev. & Jacq.-Fél.",,,,Synonym,,
385368,340045,Dissotis,rupicola,"Gilg ex Engl.",,,,Synonym,,
383623,340046,Dissotis,seretii,"De Wild.",,,,Synonym,,
383624,340046,Dissotis,seretii,,gracilifolia,var.,Wickens,Synonym,,
403830,347268,Memecylon,grandiflorum,"A. Fern. & R. Fern.",,,,Synonym,,
403555,347273,Memecylon,rauschianum,"Gilg & Lederm. ex Engl.",,,,Synonym,,
387404,347273,Memecylon,bipindense,"Gilg ex A. Fern. & R. Fern.",,,,Synonym,,
403519,347279,Memecylon,pervilleanum,Naudin,,,,Synonym,,
403820,347284,Memecylon,gossweileri,"Gilg ex Engl.",,,,Synonym,,
403750,347284,Memecylon,cyanocarpum,Gilg,,,,Synonym,,
387042,347288,Lijndenia,greenwayi,"(Brenan) Borhidi",,,,Synonym,,
403684,347293,Memecylon,mayumbense,Exell,,,,Synonym,,
387597,347301,Memecylon,polyanthemos,,grandifolium,var.,Cogn.,Synonym,,
382990,347301,Memecylon,claessensii,"De Wild.",,,,Synonym,,
403668,347319,Memecylon,machairacme,Gilg,,,,Synonym,,
403619,347319,Memecylon,hylophilum,Gilg,,,,Synonym,,
403409,347319,Memecylon,viridifolium,Exell,,,,Synonym,,
403626,347322,Memecylon,johnstonii,"Gilg ex Engl.",,,,Synonym,,
385375,347322,Memecylon,zenkeri,,parvifolium,var.,"Baker f.",Synonym,,
386126,350031,Chaetolepis,gentianoides,"(Naudin) Jacq.-Fél.",,,,Synonym,,
383004,350547,Phaeoneuron,dicellandroides,Gilg,,,,Synonym,,
383005,350547,Phaeoneuron,moloneyi,Stapf,,,,Synonym,,
405172,350547,Medinilla,africana,"Cogn. ex De Wild. & T.Durand",,,,Synonym,,
407023,350547,Dicellandra,gracilis,"(Hutch. & Dalzier) A.Chev. & A.Chev.",,,,Synonym,,
391141,350547,Dinophora,thonneri,"Cogn. ex T.Durand & De Wild.",,,,Synonym,,
400847,350547,Phaeoneuron,schweinfurthii,Stapf,,,,Synonym,,
383006,356183,Preussiella,chevalieri,Jacq.-Fél.,,,,Synonym,,
386739,366305,Lasiandra,macrocarpa,Naudin,,,,Synonym,,
389330,384185,Argyrella,incana,Naudin,,,,Synonym,,
383729,380742,Rhexia,polystachya,Bonpl.,,,,Synonym,,
383730,380742,Spennera,polystachya,"(Bonpl.) DC.",,,,Synonym,,
383726,380743,Rhexia,sileniflora,Bonpl.,,,,Synonym,,
383727,380743,Spennera,sileniflora,"(Bonpl.) DC.",,,,Synonym,,
383728,380743,Aciotis,trinitensis,Cogn.,,,,Synonym,,
380932,380743,Aciotis,sileniflora,"(Bonpl.) Triana",,,,Synonym,,
380933,380743,Aciotis,uliginosa,"(Bonpl. ex Naudin) Triana",,,,Synonym,,
381279,380743,Melastoma,purpurascens,Aubl.,,,,Synonym,,
380927,380743,Aciotis,discolor,D.Don,,,,Synonym,,
380928,380743,Aciotis,fragilis,"(DC.) Cogn.",,,,Synonym,,
385697,380743,Miconia,purpurascens,"(Aubl.) DC.",,,,Synonym,,
386764,380743,Spennera,martinicensis,Naudin,,,,Synonym,,
386262,380743,Spennera,fragilis,DC.,,,,Synonym,,
387255,380743,Aciotis,purpurascens,,martinicensis,var.,"(Naudin) Stehlé, M. Stehlé & Quentin",Synonym,,
387204,380743,Spennera,pellucida,DC.,,,,Synonym,,
387206,380743,Aciotis,pellucida,"(DC.) Pittier",,,,Synonym,,
387207,380743,Spennera,grandifolia,Miq.,,,,Synonym,,
387208,380743,Spennera,pellucida,,subcordata,var.,Crueg.,Synonym,,
387210,380743,Aciotis,discolor,,martinicensis,var.,"(Naudin) Stehlé",Synonym,,
387211,380743,Aciotis,circaeifolia,,major,var.,Cogn.,Synonym,,
387212,380743,Aciotis,fragilis,,lancifolia,var.,"Steud. ex Cogn.",Synonym,,
387213,380743,Aciotis,purpurascens,,longifolia,var.,Cogn.,Synonym,,
387214,380743,Aciotis,longifolia,,glabra,var.,Huber,Synonym,,
387005,380743,Spennera,uliginosa,"Bonpl. ex Naudin",,,,Synonym,,
409227,380743,Aciotis,martinicensis,"(Naudin) Urb.",,,,Synonym,,
382212,380747,Chastenaea,grandifolia,Naudin,,,,Synonym,,
382120,380753,Rhexia,quinquenervis,"Ruiz & Pav.",,,,Synonym,,
410096,380753,Brachyotum,quinquenerve,,pusillum,var.,Wurdack,Synonym,,
381034,380759,Centradenia,divaricata,Klotzsch,,,,Synonym,,
385845,380759,Centradenia,rosea,Lindl.,,,,Synonym,,
385846,380759,Centradenia,oerstediana,Klotzsch,,,,Synonym,,
385872,380759,Rhexia,parvifolia,Schltdl.,,,,Synonym,,
385284,380759,Centradenia,inaequilateralis,,major,var.,Cogn.,Synonym,,
382659,380760,Centradenia,maxoniana,Gleason,,,,Synonym,,
386765,380761,Haplodesmium,lindenianum,Naudin,,,,Synonym,,
390325,380761,Chaetolepis,alpestris,Triana,,,,Synonym,,
398544,380761,Trimeranthus,alpestris,Karst.,,,,Synonym,,
401353,380762,Osbeckia,microphylla,"(Bonpl.) DC.",,,,Synonym,,
386853,380762,Rhexia,microphylla,Bonpl.,,,,Synonym,,
386378,380763,Melastoma,corymbosum,Rich.,,,,Synonym,,
386379,380763,Miconia,corymbosa,"(Rich.) Judd & Skean",,,,Synonym,,
387072,380763,Charianthus,corymbosus,,latifolius,var.,Hodge,Synonym,,
409776,380763,Charianthus,longifolius,Cogn.,,,,Synonym,,
395465,380765,Clidemia,novemnervia,,depauperata,var.,Pittier,Synonym,,
390732,380765,Clidemia,rariflora,Benth.,,,,Synonym,,
385265,380765,Clidemia,manoacensis,Kraenzl.,,,,Synonym,,
381083,380765,Clidemia,pleiostemon,"(Naudin) Cogn.",,,,Synonym,,
381079,380766,Clidemia,neglecta,D.Don,,,,Synonym,,
382442,380766,Melastoma,capitellatum,Bonpl.,,,,Synonym,,
382446,380766,Maieta,dependens,Baill.,,,,Synonym,,
385512,380766,Clidemia,subspicata,Beurl.,,,,Synonym,,
386591,380766,Staphidium,bracteosum,Naudin,,,,Synonym,,
386592,380766,Staphidium,confertiflorum,Naudin,,,,Synonym,,
395425,380766,Clidemia,kuhlmannii,Hoehne,,,,Synonym,,
395341,380767,Clidemia,tovarensis,Pittier,,,,Synonym,,
384173,380767,Clidemia,elata,Pittier,,,,Synonym,,
385476,380770,Staphidium,involucratum,"(DC.) Naudin",,,,Synonym,,
386638,380771,Clidemia,heteroclita,Naudin,,,,Synonym,,
387102,380772,Oxymeris,heterobasis,"(DC.) Triana",,,,Synonym,,
383426,380772,Clidemia,heterobasis,DC.,,,,Synonym,,
382460,380772,Clidemia,naevula,"(Naudin) Triana",,,,Synonym,,
382461,380772,Staphidium,naevulum,Naudin,,,,Synonym,,
415762,380772,Leandra,heterobasis,"(DC.) Cogn.",,,,Synonym,,
416106,380774,Heterotrichum,octonum,,brasiliensis,var.,Cogn.,Synonym,,
382425,380774,Heterotrichum,octonum,"(Bonpl.) DC.",,,,Synonym,,
382426,380774,Melastoma,octonum,Bonpl.,,,,Synonym,,
387122,380774,Stephanotrichum,octonum,"(Bonpl.) Naudin ex Hemsl.",,,,Synonym,,
386582,380774,Staphidium,octonum,"(Bonpl.) Naudin",,,,Synonym,,
390704,380774,Clidemia,pilosissima,"Cogn. ex Britton",,,,Synonym,,
386594,380775,Staphidium,dependens,Naudin,,,,Synonym,,
386588,380775,Staphidium,lindenianum,Naudin,,,,Synonym,,
386589,380775,Staphidium,gracile,Naudin,,,,Synonym,,
386590,380775,Staphidium,divaricatum,Naudin,,,,Synonym,,
385511,380775,Clidemia,reclinata,Beurl.,,,,Synonym,,
382661,380775,Clidemia,deppeana,Steud.,,,,Synonym,,
384222,380775,Melastoma,serrulatum,Schltdl.,,,,Synonym,,
384223,380775,Clidemia,laxiflora,,longipetiolata,var.,Cogn.,Synonym,,
383906,380776,Calophysa,pilosa,"(Pav. ex D.Don) Triana",,,,Synonym,,
382464,380776,Staphidiastrum,impetiolare,Naudin,,,,Synonym,,
382465,380776,Maieta,pilosa,"(Pav. ex D.Don) Baill.",,,,Synonym,,
381073,380776,Clidemia,impetiolaris,"(Naudin) Cogn.",,,,Synonym,,
385520,380777,Clidemia,fenestrata,Benth.,,,,Synonym,,
388318,380777,Clidemia,affinis,,angustifolia,var.,Cogn.,Synonym,,
387128,380778,Sagraea,columneaefolia,DC.,,,,Synonym,,
386231,380779,Leandra,stellipilis,Gleason,,,,Synonym,,
385477,380781,Staphidium,urceolatum,"(DC.) Naudin",,,,Synonym,,
386105,380783,Conostegia,galeottii,Naudin,,,,Synonym,,
386860,380784,Melastoma,icosandrum,,punctulatum,var.,"Sw. ex Wikstr.",Synonym,,
386861,380784,Melastoma,icosandrum,,farinulentum,var.,"Sw. ex Wikstr.",Synonym,,
386864,380784,Conostegia,icosandra,,crenata,var.,Urb.,Synonym,,
381106,380784,Conostegia,subhirsuta,DC.,,,,Synonym,,
381847,380784,Conostegia,sphaerica,Triana,,,,Synonym,,
384227,380784,Melastoma,icosandrum,"Sw. ex Wikstr.",,,,Synonym,,
384228,380784,Conostegia,lundellii,Gleason,,,,Synonym,,
390901,380784,Conostegia,bernoulliana,Cogn.,,,,Synonym,,
395201,380784,Conostegia,icosandra,,crenata,ssp.,"(Urb.) Borhidi & O.Muñiz",Synonym,,
414044,380784,Miconia,subhirsuta,"(DC.) M. Gomez",,,,Synonym,,
399375,380785,Synodon,calyptrata,"(Desr.) Raf.",,,,Synonym,,
399376,380785,Synodon,montana,"(Sw.) Raf.",,,,Synonym,,
383539,380785,Conostegia,cooperi,Cogn.,,,,Synonym,,
383778,380785,Melastoma,calyptrata,Desr.,,,,Synonym,,
383779,380785,Conostegia,calyptrata,"(Desr.) D.Don ex DC.",,,,Synonym,,
383780,380785,Conostegia,multiflora,Gleason,,,,Synonym,,
383186,380785,Conostegia,fragrantissima,Almeda,,,,Synonym,,
382681,380785,Melastoma,montanum,Sw.,,,,Synonym,,
385478,380785,Conostegia,petiolata,Gleason,,,,Synonym,,
382691,380787,Miconia,subcrustulata,Beurl.,,,,Synonym,,
383781,380787,Conostegia,purpurea,Griseb.,,,,Synonym,,
383776,380788,Conostegia,macrophylla,Naudin,,,,Synonym,,
383777,380788,Conostegia,purpusii,Brandegee,,,,Synonym,,
381104,380788,Conostegia,poeppigii,Cogn.,,,,Synonym,,
385252,380788,Conostegia,pentaneura,Standl.,,,,Synonym,,
390908,380788,Conostegia,clidemioides,"C.Wright ex Griseb.",,,,Synonym,,
391061,380790,Desmoscelis,lychnitoides,"(DC.) Naudin",,,,Synonym,,
391062,380790,Desmoscelis,stachyoides,"(Bonpl.) Naudin",,,,Synonym,,
391064,380790,Desmoscelis,villosa,,fuscescens,var.,Cogn.,Synonym,,
391065,380790,Desmoscelis,villosa,,gracillima,var.,Cogn.,Synonym,,
391069,380790,Desmoscelis,villosa,,purpureoviolacea,var.,Cogn.,Synonym,,
