ID,AcceptedName_ID,Genus,Species,AutorString,InfraSpecies,InfraSpMarker,InfraSpecificAutorString,Sp2000NameStatus,GSDNameStatus,
383902,381827,Miconia,barbicaulis,Gleason,,,,Synonym,,
383979,381831,Topobea,anisophylla,,ecuadorensis,ssp.,Wurdack,Synonym,,
386836,384269,Topobea,fragrans,Naudin,,,,Synonym,,
385302,384269,Melastoma,laevigatum,Schltr.,,,,Synonym,,
408499,384269,Blakea,trinervia,"Pav. ex Triana",,,,Synonym,,
381270,381844,Marshallfieldia,corallina,J.F.Macbr.,,,,Synonym,,
389698,381845,Behuria,mouraei,,rotundifolia,var.,Cogn.,Synonym,,
383290,381846,Conostegia,attenuata,,peruviana,var.,J.F.Macbr.,Synonym,,
382439,381860,Tococa,temnoptera,Gleason,,,,Synonym,,
412368,381860,Tococa,stephanotricha,,ferruginea,var.,Cogn.,Synonym,,
386496,381863,Marcetia,parvifolia,Brade,,,,Synonym,,
405350,381863,Marcetia,gracillima,Cogn.,,,,Synonym,,
409733,381865,Chaetostoma,tetrastichum,,crassipes,var.,DC.,Synonym,,
409734,381865,Chaetostoma,tetrastichum,,cupressinum,var.,Mart.,Synonym,,
409735,381865,Chaetostoma,tetrastichum,,fibrillosum,var.,DC.,Synonym,,
409736,381865,Chaetostoma,tetrastichum,,scoparium,var.,Mart.,Synonym,,
390332,381865,Chaetolepis,ericoides,Triana,,,,Synonym,,
400086,381865,Rhexia,ericoides,Spreng.,,,,Synonym,,
386501,381865,Marcetia,tetrasticha,Cogn.,,,,Synonym,,
381882,381883,Melastoma,chrysophylla,Desr.,,,,Synonym,,
381884,381883,Osbeckia,chrysophylla,,setulosa,var.,H.Perrier,Synonym,,
381885,381883,Osbeckia,chrysophylla,,heterochroma,var.,H.Perrier,Synonym,,
384183,381883,Rousseauxia,chrysophylla,,setulosa,var.,"(H.Perrier) Jacq.-Fél.",Synonym,,
383461,382068,Heterocentron,hondurense,Gleason,,,,Synonym,,
387677,382068,Melastoma,subtriplinervium,"Link & Otto",,,,Synonym,,
389383,382068,Arthrostemma,subtriplinervium,"(Link & Otto) Mart.",,,,Synonym,,
264524,382077,Rhexia,ciliosa,Michx.,,,,Synonym,,
382093,382092,Rhexia,tenella,Bonpl.,,,,Synonym,,
382095,382094,Ernestia,sprucei,"(Cogn.) J.F.Macbr.",,,,Synonym,,
383747,382100,Chaetogastra,campanularis,"(Bonpl.) Naudin",,,,Synonym,,
383746,382100,Arthrostemma,campanulare,"(Bonpl.) DC.",,,,Synonym,,
388194,382104,Chaetogastra,cernua,"(Bonpl.) DC.",,,,Synonym,,
401270,382104,Osbeckia,cernua,"(Bonpl.) Spreng.",,,,Synonym,,
383756,382106,Brachyotum,campylanthum,Triana,,,,Synonym,,
382107,382106,Rhexia,conferta,Bonpl.,,,,Synonym,,
383754,382106,Chaetogastra,conferta,"(Bonpl.) DC.",,,,Synonym,,
382110,382109,Melastoma,ledifolium,Desr.,,,,Synonym,,
382103,382109,Rhexia,canescens,Bonpl.,,,,Synonym,,
400506,382109,Pleroma,ledifolium,"(Desr.) DC.",,,,Synonym,,
406020,382109,Lasiandra,ledifolia,"(Desr.) Naudin",,,,Synonym,,
382116,382112,Brachyotum,minimum,Markgr.,,,,Synonym,,
383417,382113,Brachyotum,maximowiczii,,longifolium,var.,Wurdack,Synonym,,
382115,381019,Chaetogastra,microphylla,Naudin,,,,Synonym,,
388242,380753,Chaetogastra,quinquenervis,"(Ruiz & Pav.) Naudin",,,,Synonym,,
389379,380753,Arthrostemma,quinquenerve,"(Ruiz & Pav.) DC.",,,,Synonym,,
389380,382121,Arthrostemma,rosmarinifolium,"(Ruiz & Pav.) DC.",,,,Synonym,,
382131,382130,Rhexia,glomerata,Rottb.,,,,Synonym,,
387526,382130,Arthrostemma,brachyandrum,Cham.,,,,Synonym,,
386749,382130,Arthrostemma,salzmannii,Naudin,,,,Synonym,,
385778,382130,Pterolepis,glomerata,,angustifolia,var.,Cogn.,Synonym,,
385779,382130,Pterolepis,glomerata,,peruviana,var.,Cogn.,Synonym,,
389352,382130,Arthrostemma,glomeratum,"(Rottb.) Cham.",,,,Synonym,,
389340,382130,Arthrostemma,capitatum,"(Rich.) Naudin",,,,Synonym,,
388211,382130,Chaetogastra,glomerata,"(Rottb.) Benth.",,,,Synonym,,
388189,382130,Chaetogastra,callichaeta,Benth.,,,,Synonym,,
400445,382130,Pterolepis,capitata,"(Rich.) Miq.",,,,Synonym,,
400208,382130,Pterolepis,hostmanni,Steud.,,,,Synonym,,
400214,382130,Pterolepis,maritima,"(DC.) Cogn.",,,,Synonym,,
400219,382130,Pterolepis,paludosa,Cogn.,,,,Synonym,,
400230,382130,Pterolepis,salzmannii,"(Naudin) Cogn.",,,,Synonym,,
400233,382130,Pterolepis,sipaneoides,"(DC.) Cogn.",,,,Synonym,,
400321,382130,Rhexia,capitata,Rich.,,,,Synonym,,
401309,382130,Osbeckia,glomerata,"(Rottb.) DC.",,,,Synonym,,
401158,382130,Osbeckia,sipaneoides,DC.,,,,Synonym,,
409935,382130,Chaetogastra,sherardioides,DC.,,,,Synonym,,
401350,382130,Osbeckia,maritima,A.St.-Hil.,,,,Synonym,,
413107,382130,Pterolepis,glomerata,,angusturensis,var.,"(Rich.) Cogn.",Synonym,,
413108,382130,Pterolepis,glomerata,,brachyandra,var.,"(Cham.) Cogn.",Synonym,,
413109,382130,Pterolepis,glomerata,,glaziovii,var.,Cogn.,Synonym,,
413110,382130,Pterolepis,glomerata,,longifolia,var.,Cogn.,Synonym,,
413111,382130,Pterolepis,glomerata,,martiana,var.,Cogn.,Synonym,,
413112,382130,Pterolepis,glomerata,,microphylla,var.,Cogn.,Synonym,,
413114,382130,Pterolepis,glomerata,,saldanhaei,var.,Cogn.,Synonym,,
413115,382130,Pterolepis,glomerata,,sherardioides,var.,"(DC.) Cogn.",Synonym,,
413118,382130,Pterolepis,maritima,,genuina,var.,Cogn.,Synonym,,
413119,382130,Pterolepis,maritima,,robusta,var.,Cogn.,Synonym,,
413190,382130,Rhexia,angusturensis,Rich.,,,,Synonym,,
413617,382130,Osbeckia,glomerata,,albiflora,var.,DC.,Synonym,,
418102,382130,Arthrostemma,angusturense,"(Rich.) Naudin",,,,Synonym,,
412866,382134,Tibouchina,aspera,,poeppigii,var.,Cogn.,Synonym,,
405821,382134,Lasiandra,tibuchina,Naudin,,,,Synonym,,
383130,382134,Tibouchina,belizensis,Lundell,,,,Synonym,,
401912,382135,Micranthella,clinopodifolia,"(DC.) Naudin",,,,Synonym,,
400464,382135,Pleroma,clinopodifolium,Triana,,,,Synonym,,
412696,382135,Tibouchina,clinopodifolia,,rurikiana,var.,Cham.,Synonym,,
382137,383408,Tibouchina,coronata,"(Triana) Cogn.",,,,Synonym,,
412724,382143,Tibouchina,fulvipilis,,scrobiculata,var.,Cogn.,Synonym,,
412732,382146,Tibouchina,gracilis,,gracillima,var.,Cogn.,Synonym,,
412733,382146,Tibouchina,gracilis,,grandiflora,var.,Cogn.,Synonym,,
412736,382146,Tibouchina,gracilis,,vulgaris,var.,Cogn.,Synonym,,
416500,382146,Pleroma,gracile,"(Bonpl.) A.Gray",,,,Synonym,,
386266,382146,Chaetogastra,gracilis,"(Bonpl.) DC.",,,,Synonym,,
386267,382146,Lasiandra,gracilis,"(Bonpl.) Naudin",,,,Synonym,,
387537,382146,Chaetogastra,fraterna,DC.,,,,Synonym,,
387325,382146,Pleroma,pulchellum,Griseb.,,,,Synonym,,
387326,382146,Tibouchina,gracilis,,chamissoana,var.,Cogn.,Synonym,,
400538,382146,Pleroma,pulchrum,Cogn.,,,,Synonym,,
400277,382146,Rhexia,agrostemma,"Mart. & Schrank",,,,Synonym,,
406050,382155,Lasiandra,ochypetala,"(Ruiz & Pav.) DC.",,,,Synonym,,
386724,382155,Lasiandra,matthaei,Naudin,,,,Synonym,,
381806,382155,Tibouchina,tessmannii,Markgr.,,,,Synonym,,
382161,382159,Pleroma,maurocarpum,Triana,,,,Synonym,,
405808,382165,Lasiandra,sericans,Miq.,,,,Synonym,,
412476,382165,Tibouchina,stenocarpa,,boliviensis,var.,Cogn.,Synonym,,
412477,382165,Tibouchina,stenocarpa,,latifolia,var.,Cogn.,Synonym,,
412478,382165,Tibouchina,stenocarpa,,longifolia,var.,Cogn.,Synonym,,
389002,382182,Aciotis,indecora,,sagotiana,var.,Cogn.,Synonym,,
382180,382182,Aciotis,laxa,"(DC.) Cogn.",,,,Synonym,,
382181,382182,Spennera,laxa,DC.,,,,Synonym,,
382183,382182,Rhexia,indecora,Bonpl.,,,,Synonym,,
381753,382182,Spennera,indecora,"(Bonpl.) DC.",,,,Synonym,,
380934,382182,Aciotis,viscosa,"(Bonpl. ex Naudin) Triana",,,,Synonym,,
380744,382182,Aciotis,rostellata,"(Naudin) Triana",,,,Synonym,,
382708,382182,Spennera,rostellata,Naudin,,,,Synonym,,
383407,382182,Spennera,viscosa,"Bonpl. ex Naudin",,,,Synonym,,
383475,382182,Aciotis,anomala,Brade,,,,Synonym,,
386263,382182,Spennera,kappleriana,Naudin,,,,Synonym,,
386264,382182,Aciotis,laxa,,kappleriana,var.,"(Naudin) Cogn.",Synonym,,
387256,382182,Spennera,acutiflora,Mart.,,,,Synonym,,
387257,382182,Aciotis,acutiflora,"(Mart.) Triana",,,,Synonym,,
387258,382182,Aciotis,acutiflora,,parvifolia,var.,Cogn.,Synonym,,
387199,382182,Aciotis,laxa,,robusta,var.,Cogn.,Synonym,,
387200,382182,Leandra,montana,Gleason,,,,Synonym,,
385675,382182,Aciotis,indecora,,macrophylla,var.,Cogn.,Synonym,,
403464,382194,Meriania,fuscescens,Baill.,,,,Synonym,,
382195,383328,Adelobotrys,guianensis,"(DC.) Gleason",,,,Synonym,,
403473,382204,Meriania,karstenii,Naudin,,,,Synonym,,
403481,382204,Meriania,macrantha,"Linden ex Planch.",,,,Synonym,,
410548,382204,Schwerinia,barbinervis,"Klotzsch ex H.Karst.",,,,Synonym,,
416979,382204,Meriania,barbinervis,"(Klotzsch ex H.Karst.) Naudin",,,,Synonym,,
382215,382214,Chastenaea,merianiae,DC.,,,,Synonym,,
383710,382214,Chastenaea,lepidota,Benth.,,,,Synonym,,
383711,382214,Chastenaea,coriacea,Naudin,,,,Synonym,,
383684,383291,Osbeckia,excelsa,"(Bonpl.) Sprengler",,,,Synonym,,
383685,383291,Graffenrieda,excelsa,"(Bonpl.) DC.",,,,Synonym,,
383686,383291,Brachycentrum,excelsum,"(Bonpl.) Meissn.",,,,Synonym,,
382226,383291,Centronia,excelsa,"(Bonpl.) Triana",,,,Synonym,,
383720,382235,Bertolonia,primuliflora,Dombrain,,,,Synonym,,
382238,382237,Clidemia,aristigera,Naudin,,,,Synonym,,
382241,382239,Spennera,chaetodon,DC.,,,,Synonym,,
383928,382239,Clidemia,chaetodon,"(DC.) Naudin",,,,Synonym,,
383929,382239,Oxymeris,chaetodon,"(DC.) Triana",,,,Synonym,,
383930,382239,Ossaea,trichopoda,Gleason,,,,Synonym,,
382245,382243,Clidemia,crenata,"Pav. ex D.Don",,,,Synonym,,
385548,382243,Clidemia,lambertiana,DC.,,,,Synonym,,
385549,382243,Clidemia,lutescens,Naudin,,,,Synonym,,
411565,382318,Acinodendron,cuspidatum,"(Triana) Kuntze",,,,Synonym,,
385901,382248,Leandra,dichotoma,,minusvillosa,f.,Cogn.,Synonym,,
385533,382248,Leandra,dichotoma,,villosissima,var.,Cogn.,Synonym,,
382250,382248,Clidemia,dichotoma,"Pav. ex D.Don",,,,Synonym,,
383931,382248,Clidemia,sulcicaulis,"Poepp. ex Naudin",,,,Synonym,,
382523,382251,Clidemia,divaricata,Naudin,,,,Synonym,,
395283,382251,Clidemia,rhamnifolia,,macrodon,var.,Naudin,Synonym,,
417629,382251,Leandra,rhamnifolia,,macrodon,var.,"(Naudin) Cogn.",Synonym,,
382258,382256,Clidemia,secunda,D.Don,,,,Synonym,,
383934,382256,Oxymeris,secunda,"(D.Don) Triana",,,,Synonym,,
383936,382259,Oxymeris,secundiflora,"(DC.) Triana",,,,Synonym,,
416642,385500,Acinodendron,amplexans,"(Crueg.) Kuntze",,,,Synonym,,
412957,381455,Tamonea,andina,"(Naudin) Krasser",,,,Synonym,,
387800,381455,Acinodendron,andinum,"(Naudin) Kuntze",,,,Synonym,,
388392,381455,Cremanium,nitidum,"Griseb. ex Triana",,,,Synonym,,
402675,382269,Miconia,longistyla,Steud.,,,,Synonym,,
382270,382269,Melastoma,argyrophyllum,"Schrank & Mart. ex DC.",,,,Synonym,,
386187,382269,Miconia,argyrophylla,,gracilis,ssp.,Wurdack,Synonym,,
412959,382269,Tamonea,argyrophylla,"(DC.) Krasser",,,,Synonym,,
415167,382269,Miconia,argyrophylla,,attenuata,var.,Cogn.,Synonym,,
416848,382273,Pterocladon,sprucei,Hook.f.,,,,Synonym,,
382275,382274,Clidemia,barbinervis,Benth.,,,,Synonym,,
383802,382274,Miconia,stellifera,Naudin,,,,Synonym,,
383803,382274,Clidemia,chrysopogon,Beurl.,,,,Synonym,,
388487,382274,Acinodendron,barbinerve,"(Benth.) Kuntze",,,,Synonym,,
388495,382276,Acinodendron,brachyantherum,"(Triana) Kuntze",,,,Synonym,,
388496,382277,Acinodendron,brachybotryum,"(Triana) Kuntze",,,,Synonym,,
404071,380827,Melastoma,triste,"Rich. ex DC.",,,,Synonym,,
391204,382279,Diplochita,bubalina,"(D.Don) DC.",,,,Synonym,,
382281,382279,Chitonia,bubalina,D.Don,,,,Synonym,,
381331,382279,Miconia,belizensis,Standl.,,,,Synonym,,
382280,382279,Melastoma,bubalinum,"Pav. ex D.Don",,,,Synonym,,
382283,382282,Schizanthera,bullata,Turcz.,,,,Synonym,,
382416,382282,Miconia,trichocaula,J.F.Macbr.,,,,Synonym,,
388506,382282,Acinodendron,bullatum,"(Turcz.) Kuntze",,,,Synonym,,
388510,382284,Acinodendron,caeruleum,"(D.Don) Kuntze",,,,Synonym,,
382286,382284,Cremanium,caeruleum,D.Don,,,,Synonym,,
382287,382284,Miconia,agyna,Naudin,,,,Synonym,,
383214,382284,Miconia,caerulea,,vilcabambae,ssp.,Wurdack,Synonym,,
382285,382284,Melastoma,caeruleum,"Pav. ex D.Don",,,,Synonym,,
404360,381345,Melastoma,obovatum,"Pav. ex DC.",,,,Synonym,,
382293,382292,Melastoma,chrysophyllum,Rich.,,,,Synonym,,
381408,382292,Miconia,fulva,"(Rich.) DC.",,,,Synonym,,
124523,382292,Miconia,fulva,,aubletiana,var.,Naudin,Synonym,,
416929,382292,Acinodendron,chrysophyllum,"(Rich.) Kuntze",,,,Synonym,,
415392,382292,Melastoma,fulvum,Rich.,,,,Synonym,,
414621,382292,Miconia,longifolia,,aubletiana,var.,Naudin,Synonym,,
414875,382292,Miconia,fulva,,angustifolia,var.,Cogn.,Synonym,,
414876,382292,Miconia,fulva,,poeppigii,var.,Cogn.,Synonym,,
414877,382292,Miconia,fulva,,tinctoria,var.,DC.,Synonym,,
411701,382298,Acinodendron,coeleste,"(D.Don) Kuntze",,,,Synonym,,
382300,382298,Cremanium,coeleste,D.Don,,,,Synonym,,
382301,382298,Miconia,chrysopetala,Naudin,,,,Synonym,,
382299,382298,Melastoma,coelestis,"Pav. ex D.Don",,,,Synonym,,
411545,382305,Acinodendron,corymbiforme,"(Cogn.) Kuntze",,,,Synonym,,
411549,382306,Acinodendron,crassipes,"(Triana) Kuntze",,,,Synonym,,
411554,382307,Acinodendron,croceum,"(Desr.) Kuntze",,,,Synonym,,
382308,382307,Melastoma,croceum,Desr.,,,,Synonym,,
381594,382307,Miconia,setinodis,"(Bonpl.) DC.",,,,Synonym,,
383861,382307,Cremanium,croceum,"(Desr.) DC.",,,,Synonym,,
383862,382307,Miconia,theresiae,Cogn.,,,,Synonym,,
383863,382307,Miconia,crocea,,setosa,var.,Markgr.,Synonym,,
411564,382309,Acinodendron,cuneatum,"(Triana) Kuntze",,,,Synonym,,
411566,382311,Acinodendron,cyanocarpum,"(Naudin) Kuntze",,,,Synonym,,
384117,382311,Miconia,cyanocarpa,,parvifolia,var.,Cogn.,Synonym,,
383451,382311,Miconia,cyanocarpa,,hirsuta,var.,Cogn.,Synonym,,
411580,382313,Acinodendron,dipsaceum,"(Naudin) Kuntze",,,,Synonym,,
404705,382313,Melastoma,amplexicaule,"Pav. ex Naudin",,,,Synonym,,
411262,382315,Acinodendron,longicaudatum,"(Cogn.) Kuntze",,,,Synonym,,
381464,382315,Miconia,longicaudata,Cogn.,,,,Synonym,,
382316,382315,Chitonia,caudata,D.Don,,,,Synonym,,
385488,382315,Miconia,leucantha,Gleason,,,,Synonym,,
391205,382315,Diplochita,caudata,"(D.Don) DC.",,,,Synonym,,
411477,382317,Acinodendron,elongatum,"(Cogn.) Kuntze",,,,Synonym,,
382246,382318,Leandra,cuspidata,"(Triana) Cogn.",,,,Synonym,,
382247,382318,Oxymeris,cuspidata,Triana,,,,Synonym,,
388605,382320,Acinodendron,fallax,"(DC.) Kuntze",,,,Synonym,,
386395,382321,Miconia,filamentosa,,caquetana,ssp.,Wurdack,Synonym,,
382325,382324,Miconia,serrulata,"Pav. ex Triana",,,,Synonym,,
382327,382324,Cremanium,serrulatum,"Pav. ex D.Don",,,,Synonym,,
410956,382324,Acinodendron,serrulatum,"(Pav. ex D.Don) Kuntze",,,,Synonym,,
403982,382324,Melastoma,serrulatum,"Pav. ex DC.",,,,Synonym,,
411352,382329,Acinodendron,grayanum,"(Cogn.) Kuntze",,,,Synonym,,
391214,246448,Diplochita,rosea,Macfad.,,,,Synonym,,
386898,246448,Melastoma,compressum,Vahl,,,,Synonym,,
383837,382337,Miconia,scabriuscula,Cogn.,,,,Synonym,,
124437,382340,Cremanium,laurinum,D.Don,,,,Synonym,,
411238,382340,Acinodendron,laurinum,"(D.Don) Kuntze",,,,Synonym,,
382346,382345,Melastoma,longifolium,Aubl.,,,,Synonym,,
383817,382345,Miconia,lambertiana,DC.,,,,Synonym,,
383818,382345,Chaenopleura,longifolia,"(Aubl.) Griseb.",,,,Synonym,,
412978,382345,Tamonea,longifolia,"(Aubl.) Krasser",,,,Synonym,,
382352,381481,Cremanium,tinctorium,DC.,,,,Synonym,,
410973,381599,Acinodendron,pauciglandulosum,"(Naudin) Kuntze",,,,Synonym,,
410969,382377,Acinodendron,parviflorum,"(Benth.) Kuntze",,,,Synonym,,
401874,382377,Miconia,verticilliflora,"Steud. ex Naudin",,,,Synonym,,
382378,382377,Diplochita,parviflora,Benth.,,,,Synonym,,
381524,382377,Miconia,parviflora,"(Benth.) Cogn.",,,,Synonym,,
404068,382380,Melastoma,trineurum,Vell.,,,,Synonym,,
381600,382381,Miconia,sphagnophila,J.F.Macbr.,,,,Synonym,,
382383,382382,Clidemia,radulaefolia,Benth.,,,,Synonym,,
410941,382382,Acinodendron,scrobiculatum,"(Cogn.) Kuntze",,,,Synonym,,
410870,382382,Acinodendron,radulifolium,"(Benth.) Kuntze",,,,Synonym,,
414177,382382,Miconia,scrobiculata,Cogn.,,,,Synonym,,
410875,382384,Acinodendron,regelii,"(Cogn.) Kuntze",,,,Synonym,,
410913,382389,Acinodendron,rufescens,"(Aubl.) Kuntze",,,,Synonym,,
410552,382389,Miconia,impetiginosa,DC.,,,,Synonym,,
410553,382389,Melastoma,impetiginosum,"Mart. ex DC.",,,,Synonym,,
414136,382389,Miconia,rufescens,,grandifolia,var.,Cogn.,Synonym,,
388865,382391,Acinodendron,rugifolium,"(Triana) Kuntze",,,,Synonym,,
404214,382392,Melastoma,rosmarinifolium,"Pav. ex Triana",,,,Synonym,,
404235,382392,Melastoma,salicifolium,"Bonpl. ex Naudin",,,,Synonym,,
387232,380856,Melastoma,lasiopetalum,"Mart. & Schrank ex DC.",,,,Synonym,,
410746,382405,Acinodendron,setulosum,"(Cogn.) Kuntze",,,,Synonym,,
410788,382407,Acinodendron,stenostachyum,"(DC.) Kuntze",,,,Synonym,,
404402,382407,Melastoma,fastigiatum,"Mart. ex Triana",,,,Synonym,,
404482,382407,Melastoma,holosericeum,"Steud. ex Triana",,,,Synonym,,
387121,382407,Miconia,hypargyrea,Miq.,,,,Synonym,,
382408,382407,Melastoma,stenostachyum,"Schrank & Mart. ex DC.",,,,Synonym,,
412992,382407,Tamonea,stenostachya,"(DC.) Krasser",,,,Synonym,,
410825,382413,Acinodendron,tiliifolium,"(Naudin) Kuntze",,,,Synonym,,
410671,382417,Acinodendron,vaccinioides,"(Bonpl.) Kuntze",,,,Synonym,,
382418,382417,Melastoma,vaccinioides,Bonpl.,,,,Synonym,,
382420,382417,Cremanium,vaccinioides,"(Bonpl.) D.Don",,,,Synonym,,
382387,382419,Melastoma,rubens,Sw.,,,,Synonym,,
386574,382419,Miconia,microbotrya,Naudin,,,,Synonym,,
410909,382419,Acinodendron,rubens,"(Sw.) Kuntze",,,,Synonym,,
404148,382419,Melastoma,polygamum,"Bonpl. ex Naudin",,,,Synonym,,
388409,382419,Cremanium,rubens,"(Sw.) DC.",,,,Synonym,,
414342,382419,Miconia,rubens,,latifolia,var.,Cogn.,Synonym,,
410696,382421,Acinodendron,vittatum,"(Linden & André) Kuntze",,,,Synonym,,
382422,382421,Clidemia,vittata,"Linden & Andre",,,,Synonym,,
381346,382421,Miconia,capitata,Ule,,,,Synonym,,
381828,382429,Tococa,ulei,Pilg.,,,,Synonym,,
398650,382429,Tococa,spruceana,Cogn.,,,,Synonym,,
412376,382429,Tococa,ulei,,parvivesicosa,f.,Pilg.,Synonym,,
412520,382429,Tococa,bullifera,,glabrata,var.,Cogn.,Synonym,,
412521,382429,Tococa,bullifera,,leiocalyx,var.,Cogn.,Synonym,,
412522,382429,Tococa,bullifera,,luetzelburgii,var.,Suess.,Synonym,,
398892,382437,Tococa,planifolia,Benth.,,,,Synonym,,
381817,382437,Tococa,lasiostyla,Cogn.,,,,Synonym,,
381826,382437,Tococa,subnuda,Benth.,,,,Synonym,,
382438,382437,Miconia,subciliata,DC.,,,,Synonym,,
386778,382437,Tococa,castrata,Naudin,,,,Synonym,,
384219,410527,Clidemia,brachystephana,,longidentata,var.,Cogn.,Synonym,,
385755,382447,Calophysa,ciliata,"(Pav. ex D.Don) Triana",,,,Synonym,,
383919,382454,Clidemia,panamensis,"(S.F.Blake & Standl.) Gleason",,,,Synonym,,
382707,382454,Sagraea,epiphytica,Triana,,,,Synonym,,
381726,382454,Prosanerpis,panamensis,"S.F.Blake & Standl.",,,,Synonym,,
381260,382458,Maieta,juruensis,Pilg.,,,,Synonym,,
382470,382469,Melastoma,rubrum,Aubl.,,,,Synonym,,
386606,382469,Staphidiastrum,platyphyllum,Naudin,,,,Synonym,,
386607,382469,Staphidiastrum,rubrum,"(Aubl.) Naudin",,,,Synonym,,
386608,382469,Staphidiastrum,rubrum,,biacutum,var.,Naudin,Synonym,,
386609,382469,Staphidiastrum,rubrum,,microphyllum,var.,Naudin,Synonym,,
387126,382469,Sagraea,rubra,"(Aubl.) Triana",,,,Synonym,,
387127,382469,Sagraea,sessiliflora,"(Vahl.) DC.",,,,Synonym,,
386947,382469,Melastoma,sessiliflorum,Vahl,,,,Synonym,,
399298,382469,Staphidiastrum,cognatum,"(Steud.) Naudin",,,,Synonym,,
399877,382469,Sagraea,cognata,Steud.,,,,Synonym,,
399909,382469,Sagraea,platyphylla,"(Naudin) Triana",,,,Synonym,,
395255,382469,Clidemia,platyphylla,"(Naudin) Cogn.",,,,Synonym,,
395290,382469,Clidemia,rubra,,cordifolia,var.,Benth.,Synonym,,
395291,382469,Clidemia,rubra,,intermedia,var.,S.Moore,Synonym,,
395293,382469,Clidemia,rubra,,ursina,var.,Hoehne,Synonym,,
388343,382469,Clidemia,rubra,,brevifolia,var.,Cogn.,Synonym,,
388346,382469,Clidemia,rubra,,macrophylla,var.,Cogn.,Synonym,,
382474,382473,Staphidium,sessiliflorum,Naudin,,,,Synonym,,
382475,382473,Clidemia,peruviana,Gleason,,,,Synonym,,
383916,382473,Sagraea,sessiliflora,"(Naudin) Triana",,,,Synonym,,
383917,382473,Clidemia,rusbyi,Britton,,,,Synonym,,
383918,382473,Clidemia,sessiliflora,,angustifolia,var.,Cogn.,Synonym,,
382480,382479,Calophysa,tococoidea,DC.,,,,Synonym,,
381261,382479,Maieta,tococoidea,"(DC.) Cogn.",,,,Synonym,,
381136,382485,Henriettea,brunnescens,Standl.,,,,Synonym,,
381233,382499,Leandra,violascens,Pilg.,,,,Synonym,,
382500,382499,Clidemia,boliviensis,"Cogn. ex Britton",,,,Synonym,,
381182,382501,Leandra,bullifera,Pilg.,,,,Synonym,,
383938,382502,Ossaea,leptopus,Triana,,,,Synonym,,
383323,382502,Clidemia,capillaris,D.Don,,,,Synonym,,
413444,382504,Ossaea,cucullata,,imparata,var.,J.F.Macbr.,Synonym,,
382508,382507,Melastoma,micranthum,Sw.,,,,Synonym,,
381711,382507,Ossaea,caudata,Cogn.,,,,Synonym,,
383951,382507,Sagraea,neurocarpa,Naudin,,,,Synonym,,
383952,382507,Octopleura,micrantha,"(Sw.) Griseb.",,,,Synonym,,
383953,382507,Ossaea,tetragona,Cogn.,,,,Synonym,,
386388,382507,Miconia,neomicrantha,"Judd & Skean",,,,Synonym,,
380997,382511,Blakea,sessiliflora,Naudin,,,,Synonym,,
380981,382511,Blakea,chanchamayensis,J.F.Macbr.,,,,Synonym,,
381837,382514,Topobea,longipes,Naudin,,,,Synonym,,
381838,382514,Topobea,multiflora,"(D.Don) Triana",,,,Synonym,,
382524,382514,Blakea,boliviensis,"(Cogn. ex Harms) Kuntze",,,,Synonym,,
381832,382514,Topobea,boliviensis,"Cogn. ex Harms",,,,Synonym,,
382706,382525,Rhexia,uniflora,Vahl,,,,Synonym,,
383190,382528,Bellucia,nervosa,Raf.,,,,Synonym,,
383191,382528,Melastoma,grossularioides,L.,,,,Synonym,,
380991,382528,Blakea,quinquenervia,Aubl.,,,,Synonym,,
380971,382528,Bellucia,brasiliensis,Naudin,,,,Synonym,,
380972,382528,Bellucia,circumscissa,"Spruce ex Cogn.",,,,Synonym,,
380974,382528,Bellucia,hostmannii,Naudin,,,,Synonym,,
385841,382528,Bellucia,superba,Naudin,,,,Synonym,,
385843,382528,Blakea,macrophylla,D.Don,,,,Synonym,,
386104,382528,Bellucia,multiflora,H.Karst.,,,,Synonym,,
382443,382543,Clidemia,dependens,"Pav. ex D.Don",,,,Synonym,,
383907,382547,Maieta,tococoidea,,watsonii,var.,Cogn.,Synonym,,
383036,382550,Clidemia,trichocalyx,"(S.F.Blake) Gleason",,,,Synonym,,
383281,382550,Prosanerpis,trichocalyx,S.F.Blake,,,,Synonym,,
385699,382557,Clidemia,trichogona,Gleason,,,,Synonym,,
385507,382564,Miconia,cinnamomea,Beurl.,,,,Synonym,,
386554,382564,Conostegia,haughtii,Gleason,,,,Synonym,,
386984,382564,Oxymeris,cinnamomea,"(Beurl.) Triana",,,,Synonym,,
384025,382564,Leandra,cinnamomea,"(Beurl.) Cogn.",,,,Synonym,,
381103,382564,Conostegia,micromeris,Standl.,,,,Synonym,,
383774,382568,Conostegia,puberula,Cogn.,,,,Synonym,,
383775,382568,Conostegia,hotteana,"Urb. & Ekman",,,,Synonym,,
395174,382568,Conostegia,affinis,Urb.,,,,Synonym,,
383716,382572,Calyptrella,cycliophylla,"Donn. Sm.",,,,Synonym,,
381024,382572,Calyptrella,galeottii,Naudin,,,,Synonym,,
382658,382573,Calyptrella,micrantha,Gleason,,,,Synonym,,
245644,382575,Melastoma,fasciculare,Sw.,,,,Synonym,,
384233,382575,Ossaea,fascicularis,"(Sw.) Griseb.",,,,Synonym,,
399917,382575,Sagraea,scabrida,DC.,,,,Synonym,,
399866,382575,Sagraea,acutiflora,Naudin,,,,Synonym,,
