TaxonomicCoverage,DatabaseShortName,DatabaseFullName,DatabaseVersion,ReleaseDate,HomeURL,SearchURL,LogoURL,StandardAbstract,Custodian,EditorsAuthors
"vascular plant family Melastomataceae (incl. Memecylaceae)",MELnet,Melastomataceae.Net,2012/3,2012-03-05,http://www.melastomataceae.net/,http://www.melastomataceae.net,"Logo will be delivered later","The family Melastomataceae comprises an estimated 3,000 ""good"" species in the Neotropics, 240 in Africa, 230 on Madagascar, and about 1,000 in Asia. One genus, Rhexia, is endemic in North America. The sister clade of Melastomataceae, Memecylaceae, comprises 500 species, most of them in the paleotropics. The database under http://www.melastomataceae.net/MELnames/ gives information on recognized species, synonymous names, and literature.","Susanne S. Renner (lead editor of MELnet)","for detailed information on partners and institutions involved see http://www.melastomataceae.net/Partners.jsp and http://www.melastomataceae.net/About.jsp"
