ReferenceID,Year,Title,Details,Authors
385851,1999,"Novon ","Vol.: 9 Issue: 2 p. 140",Baumgratz
385852,1999,"Novon ","Vol.: 9 Issue: 2 p. 143",Baumgratz
385853,1975,"Phytologia ","Vol.: 32 Issue: 3 p. 286",L.O.Williams
385858,1828,"Prodr. (DC.)","Vol.: 3 p. 116","Mart. ex DC."
385859,1881,"Anales Soc. Esp. Hist. Nat. ","Vol.: 10 Issue: 2 p. 269",Bello
385861,1807,"Mem. Cl. Sci. Math. Inst. Natl. France ","Vol.: 8 p. 12",Vent.
385862,1867,"J. Bot. ","Vol.: 5 p. 211",Triana
385863,1828,"Prodr. ","Vol.: 3 p. 116","Mart. & Schrank ex DC."
385866,1924,"J. Wash. Acad. Sci. ","Vol.: 14 Issue: 19 p. 448",Pittier
385867,1828,"Prodr. ","Vol.: 3 p. 140",DC.
385868,1828,"Prodr. (DC.)","Vol.: 3 p. 132",DC.
385869,1847,"Rev. Hort., ser. 3, ","Vol.: 1 p. 86",Decne.
385871,1924,"Contr. U.S. Natl. Herb. ","Vol.: 23 Issue: 4 p. 1054",Standl.
385872,1839,"Linnaea ","Vol.: 13 p. 428",Schltdl.
385873,1867,"Gen. Pl. ","Vol.: 1 p. 764","Triana in Benth. & Hook."
385874,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 238","Cogn. in Mart."
385875,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 253","Cogn. in Mart."
385876,1867,"Gen. Pl. ","Vol.: 1 p. 764","Triana in Benth. & Hook."
385877,1860,"Fl. Brit. W. Indian Is.","p. 258",Griseb.
385878,1867,"Gen. Pl. ","Vol.: 1 p. 763","Triana in Benth, & Hook."
385879,1867,"Gen. Pl. ","Vol.: 1 p. 764","Triana in Benth. & Hook."
385880,1867,"Gen. Pl. ","Vol.: 1 p. 764","Triana in Benth. & Hook."
385882,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 44","Triana ex Mart."
385883,1991,"Proc. Calif. Acad. Sci., ser. 4, ","Vol.: 47 Issue: 6 p. 200","Todzia & Almeda"
385886,1991,"Bull. Florida State Mus., Biol. Sci. ","Vol.: 36 Issue: 2 p. 62","Judd & Skean"
385896,1891,"Monogr. Phan. ","Vol.: 7 p. 258","Cogn. in A.DC. & C.DC."
385897,1891,"Monogr. Phan. ","Vol.: 7 p. 765","Cogn. in A.DC. & C.DC."
385898,1807,"Eclog. Amer. ","Vol.: 3 p. 14",Vahl
385901,1892,"Bull. Soc. Hist. Nat. Afrique N. ","Vol.: 30 Issue: 1 p. 250",Cogn.
385903,1891,"Monogr. Phan. ","Vol.: 7 p. 888","Cogn. in A.DC. & C.DC."
385909,1891,"Monogr. Phan. ","Vol.: 7 p. 212","Cogn. in A.DC. & C.DC."
385910,1891,"Monogr. Phan. ","Vol.: 7 p. 247","Cogn. in A.DC. & C.DC."
385917,1995,"Kew Bull. ","Vol.: 50 Issue: 4 p. 822",Wurdack
385918,1995,"Kew Bull. ","Vol.: 50 Issue: 4 p. 823",Wurdack
385919,1995,"Kew Bull. ","Vol.: 50 Issue: 4 p. 824",Wurdack
385920,1891,"Monogr. Phan. ","Vol.: 7 p. 266","Cogn. in A.DC. & C.DC."
385923,1891,"Monogr. Phan. ","Vol.: 7 p. 266","Cogn. in A.DC. & C.DC."
385927,1848,"Auswahl Gew. Venez.","Vol.: 1 p. 16",H.Karst.
385929,1891,"Monogr. Phan. ","Vol.: 7 p. 759","Cogn. in A.DC. & C.DC."
385930,1891,"Monogr. Phan.","Vol.: 7 p. 837",Cogn.
385931,1891,"Monogr. Phan. ","Vol.: 7 p. 844","Cogn. in A.DC. & C.DC."
385932,1891,"Monogr. Phan. ","Vol.: 7 p. 846","Cogn. in A.DC. & C.DC."
385933,1891,"Monogr. Phan. ","Vol.: 7 p. 875","Cogn. in A.DC. & C.DC."
385934,1891,"Monogr. Phan. ","Vol.: 7 p. 931","Cogn. in A.DC. & C.DC."
385936,1925,"Bull. Torrey Bot. Club ","Vol.: 52 p. 326",Gleason
385937,1994,"Nordic J. Bot. ","Vol.: 14 Issue: 1 p. 68",S.S.Renner
385938,1994,"Nordic J. Bot. ","Vol.: 14 Issue: 1 p. 82",S.S.Renner
385939,1834,"Linnaea ","Vol.: 9 p. 451",Cham.
385940,1850,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 13 p. 183",Naudin
385941,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 38",Triana
385942,1994,"Nordic J. Bot. ","Vol.: 14 Issue: 1 p. 85",S.S.Renner
385943,1885,"Fl. Bras. (Martius)","Vol.: 14 Issue: 3 p. 265","Cogn. in Mart."
385944,1885,"Fl. Bras. (Martius)","Vol.: 14 Issue: 3 p. 280",Cogn.
385945,1985,"Ann. Missouri Bot. Gard. ","Vol.: 72 p. 552",Morley
385946,1985,"Ann. Missouri Bot. Gard. ","Vol.: 72 p. 554",Morley
385947,1985,"Ann. Missouri Bot. Gard. ","Vol.: 72 p. 555",Morley
385950,1999,"Brittonia ","Vol.: 51 Issue: 3 p. 255",Todzia
385951,1999,"Brittonia ","Vol.: 51 Issue: 3 p. 259",Todzia
385953,1999,"Brittonia ","Vol.: 51 Issue: 3 p. 267",Todzia
385954,1999,"Brittonia ","Vol.: 51 Issue: 3 p. 269",Todzia
385955,1999,"Brittonia ","Vol.: 51 Issue: 3 p. 270",Todzia
385956,1999,"Brittonia ","Vol.: 51 Issue: 3 p. 273",Todzia
385957,1999,"Brittonia ","Vol.: 51 Issue: 3 p. 275",Todzia
385958,1999,"Brittonia ","Vol.: 51 Issue: 3 p. 276",Todzia
385959,1798,"Fl. Ind. Occid. ","Vol.: 2 p. 829",Sw.
385960,2000,"Novon ","Vol.: 10 Issue: 4 p. 304",Almeda
385961,2000,"Novon ","Vol.: 10 Issue: 4 p. 314",Almeda
385962,2000,"Novon ","Vol.: 10 Issue: 4 p. 316",Almeda
385963,2000,"Novon ","Vol.: 10 Issue: 4 p. 307",Almeda
385965,1850,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 13 Issue: 6 p. 356",Naudin
385966,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 39",Triana
385967,1850,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 13 Issue: 6 p. 349",Naudin
385971,1969,"Phytologia ","Vol.: 18 Issue: 3 p. 153",Wurdack
385973,1969,"Phytologia ","Vol.: 18 Issue: 3 p. 147",Wurdack
385975,2000,"Proc. Calif. Acad. Sci., Ser. 4 ","Vol.: 52 p. 48",Almeda
385977,1823,"Monogr. Melast. ","Vol.: 1 p. 74",Rich.
385980,1967,"Phytologia ","Vol.: 14 p. 264",Wurdack
385981,1999,"Revista Acad. Colomb. Ci. Exact. ","Vol.: 88 p. 342",Lozano
385982,1828,"Prodr. ","Vol.: 3 p. 154",DC.
385983,1989,"Ann. Missouri Bot. Gard. ","Vol.: 76 Issue: 2 p. 490",Judd
385984,1989,"Ann. Missouri Bot. Gard. ","Vol.: 76 Issue: 2 p. 490",Judd
385985,1828,"Prodr. ","Vol.: 3 p. 156",DC.
385986,1989,"Ann. Missouri Bot. Gard. ","Vol.: 76 Issue: 2 p. 490",Judd
385987,1851,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 17 Issue: 5 p. 344",Naudin
385988,1989,"Ann. Missouri Bot. Gard. ","Vol.: 76 Issue: 2 p. 490",Judd
385990,1989,"Ann. Missouri Bot. Gard. ","Vol.: 76 Issue: 2 p. 490",Judd
385991,1999,"Ann. Naturhist. Mus. Wien, Ser. B, Bot. Zool.  ","Vol.: 101B p. 595",B.Walln.
385992,1924,"Bull. Torrey Bot. Club ","Vol.: 51 p. 7",Britton
385993,1930,"Bull. Torrey Bot. Club ","Vol.: 57 p. 65",Gleason
385994,1927,"Notizbl. Bot. Gart. Berlin-Dahlem ","Vol.: 10 p. 48",Markgr.
385995,1961,"Willdenowia ","Vol.: 2 p. 773","Brade & Markgr."
385996,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 145",Wurdack
385997,1938,"Arq. Inst. Biol. Veg. ","Vol.: 4 p. 71",Brade
385998,1976,"Bol. Soc. Venez. Ci. Nat. ","Vol.: 32 Issue: 132-133 p. 367",Wurdack
385999,1972,"Mem. New York Bot. Gard. ","Vol.: 23 p. 197",Wurdack
386000,1959,"Arch. Jard. Bot. Rio de Janeiro ","Vol.: 16 p. 12",Brade
386001,1981,"Phytologia ","Vol.: 48 Issue: 3 p. 239",Wurdack
386002,1986,"Acta Amazon. ",,Wurdack
386003,1953,"Mem. New York Bot. Gard. ","Vol.: 8 p. 395",Wurdack
386009,1957,"Brittonia ","Vol.: 9 Issue: 2 p. 101",Wurdack
386010,1957,"Brittonia ","Vol.: 9 Issue: 2 p. 102",Wurdack
386012,1957,"Brittonia ","Vol.: 9 Issue: 2 p. 104",Wurdack
386013,1957,"Brittonia ","Vol.: 9 Issue: 2 p. 104",Wurdack
386014,1957,"Brittonia ","Vol.: 9 Issue: 2 p. 106",Wurdack
386021,1957,"Caldasia ","Vol.: 7 Issue: 35 p. 331",Wurdack
386022,1957,"Caldasia ","Vol.: 7 Issue: 35 p. 332",Wurdack
386033,1836,"Gen. Pl. ","p. 799",Endl.
386053,1999,"Novon ","Vol.: 9 Issue: 4 p. 514",R.Goldenb.
386054,1948,"Bull. Torrey Bot. Club ","Vol.: 75 p. 552",Gleason
386055,1945,"Bull. Torrey Bot. Club ","Vol.: 72 p. 476",Gleason
386056,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 329",Wurdack
386057,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 342","Cogn. in Mart."
386058,1969,"Phytologia ","Vol.: 18 p. 155",Wurdack
386059,1980,"Phytologia ","Vol.: 45 Issue: 3 p. 327",Wurdack
386060,1948,"Bull. Torrey Bot. Club ","Vol.: 75 p. 539",Gleason
386061,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 68",Triana
386062,1990,"Phytologia ","Vol.: 68 Issue: 2 p. 120",A.C.Nicolson
386063,1940,"Kew Bull. ","Vol.: 1939 p. 551",Gleason
386064,1932,"Brittonia ","Vol.: 1 p. 149",Gleason
386065,1828,"Prodr. (DC.)","Vol.: 3 p. 114",DC.
386066,1828,"Prodr. ","Vol.: 3 p. 161",DC.
386067,1932,"Amer. J. Bot. ","Vol.: 19 p. 749",Gleason
386068,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 37",Triana
386069,1934,"J. Bot. ","Vol.: 72 p. 308",Tutin
386071,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 322",Wurdack
386072,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 149",Wurdack
386074,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 332",Wurdack
386077,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 37",Triana
386078,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 325",Wurdack
386079,1928,"Bull. Misc. Inform. Kew ","Vol.: 376",Sandwith
386080,1850,"Ann. Sci. Nat., Bot., Ser. 3 ","Vol.: 16 p. 244",Naudin
386081,1989,"Mem. New York Bot. Gard. ","Vol.: 50 p. 29",S.S.Renner
386082,1994,"Bull. Mus. Natl. Hist. Nat., B, Adansonia ","Vol.: 16 p. 271",Jacq.-Fél.
386083,1994,"Bull. Mus. Natl. Hist. Nat., B, Adansonia ","Vol.: 16 p. 270",Jacq.-Fél.
386084,1989,"Bull. Bot. Res., Harbin ","Vol.: 9 Issue: 2 p. 35","C.Y.Wu ex Z.Wei & Y.B.Chang"
386085,2000,"Proc. Calif. Acad. Sci., Ser. 4 ","Vol.: 52 p. 46",Almeda
386089,2000,"Brittonia ","Vol.: 52 Issue: 1 p. 29",Baumgratz
386090,1999,"Lundellia ","Vol.: 2 p. 142",Todzia
386091,1981,"Phytologia ","Vol.: 48 Issue: 3 p. 238",Wurdack
386092,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 160",Wurdack
386093,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 155",Wurdack
386094,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 156",Wurdack
386095,1945,"Bull. Torrey Bot. Club ","Vol.: 72 Issue: 5 p. 473",Gleason
386098,1967,"Bull. Inst. Jamaica, Sci. Ser. ","Vol.: 16 p. 38",Proctor
386099,1891,"Monogr. Phan. ","Vol.: 7 p. 705","Cogn. in A.DC. & C.DC."
386102,1791,"Syst. Nat. ","Vol.: 2 Issue: 1 p. 20",C.C.Gmel.
386104,1859,"Linnaea ","Vol.: 30 p. 158",H.Karst.
386105,1850,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 16 Issue: 2 p. 107",Naudin
386106,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 117",Naudin
386107,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 122",Naudin
386108,1887,"Fl. bras.","Vol.: 14 Issue: 4 p. 260","Cogn. in Mart."
386109,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 115",Naudin
386110,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 204",Naudin
386111,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 127",Naudin
386112,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 131",Naudin
386113,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 223",Naudin
386114,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 233",Naudin
386116,1887,"Fl. bras.","Vol.: 14 Issue: 4 p. 388",Cogn.
386117,1996,"Revista Acad. Colomb. Ci. Exact. ","Vol.: 20 p. 244","Lozano & L.M.Quinones"
386120,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 331",Wurdack
386121,1953,"Mem. New York Bot. Gard. ","Vol.: 8 p. 143",Gleason
386122,1922,"Anexos Mem. Inst. Butantan, Secc. Bot. ","Vol.: 1 Issue: 5 p. 147",Hoehne
386123,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 116",Triana
386124,1887,"Fl. bras.","Vol.: 14 Issue: 4 p. 317","Cogn. in Mart."
386126,1994,"Bull. Mus. Natl. Hist. Nat., B, Adansonia ","Vol.: 16 p. 272",Jacq.-Fél.
386129,1991,"Bull. Florida State Mus., Biol. Sci. ","Vol.: 36 Issue: 2 p. 61","Judd & Skean"
386131,2000,"Nordic J. Bot. ","Vol.: 20 Issue: 2 p. 183",E.Cotton
386133,1976,"Brittonia ","Vol.: 28 Issue: 1 p. 141",Wurdack
386134,1966,"Caldasia ","Vol.: 9 p. 298",L.Uribe
386136,1969,"Caldasia ","Vol.: 10 p. 295",L.Uribe
386138,1988,"Phytologia ","Vol.: 64 Issue: 4 p. 295",Wurdack
386139,1988,"Phytologia ","Vol.: 64 Issue: 4 p. 296",Wurdack
386142,1984,"Phytologia ","Vol.: 55 Issue: 3 p. 133",Wurdack
386143,1984,"Phytologia ","Vol.: 55 Issue: 3 p. 136",Wurdack
386144,1984,"Phytologia ","Vol.: 55 Issue: 3 p. 137",Wurdack
386145,1984,"Phytologia ","Vol.: 55 Issue: 3 p. 138",Wurdack
386147,1984,"Phytologia ","Vol.: 55 Issue: 3 p. 144",Wurdack
386149,1984,"Phytologia ","Vol.: 55 Issue: 3 p. 145",Wurdack
386150,1984,"Phytologia ","Vol.: 55 Issue: 3 p. 145",Wurdack
386151,1990,"Phytologia ","Vol.: 69 Issue: 5 p. 316",Wurdack
386152,1969,"Mem. New York Bot. Gard. ","Vol.: 18 Issue: 2 p. 287",Wurdack
386153,1990,"Phytologia ","Vol.: 69 Issue: 5 p. 317",Wurdack
386154,1990,"Phytologia ","Vol.: 69 Issue: 5 p. 318",Wurdack
386155,1990,"Phytologia ","Vol.: 69 Issue: 5 p. 319",Wurdack
386156,1990,"Phytologia ","Vol.: 69 Issue: 5 p. 321",Wurdack
386157,1990,"Phytologia ","Vol.: 69 Issue: 5 p. 322",Wurdack
386158,1990,"Phytologia ","Vol.: 69 Issue: 5 p. 325",Wurdack
386159,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 161",Wurdack
386160,1961,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 4 p. 32",Wurdack
386161,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 162",Wurdack
386162,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 163",Wurdack
386163,1990,"Phytologia ","Vol.: 69 Issue: 5 p. 326",Wurdack
386164,1966,"Caldasia ","Vol.: 9 p. 457",L.Uribe
386165,1981,"Phytologia ","Vol.: 49 Issue: 2 p. 147",Wurdack
386167,1981,"Phytologia ","Vol.: 49 Issue: 2 p. 152",Wurdack
386168,1981,"Phytologia ","Vol.: 49 Issue: 2 p. 153",Wurdack
386169,1927,"Notizbl. Bot. Gart. Berlin-Dahlem ","Vol.: 10 p. 52",Markgr.
386170,1981,"Phytologia ","Vol.: 49 Issue: 2 p. 154",Wurdack
386171,1981,"Phytologia ","Vol.: 49 Issue: 2 p. 155",Wurdack
386172,1981,"Phytologia ","Vol.: 49 Issue: 2 p. 156",Wurdack
386173,1981,"Phytologia ","Vol.: 49 Issue: 2 p. 156",Wurdack
386174,1981,"Phytologia ","Vol.: 49 Issue: 2 p. 158",Wurdack
386175,1981,"Phytologia ","Vol.: 48 Issue: 3 p. 244",Wurdack
386176,1981,"Phytologia ","Vol.: 48 Issue: 3 p. 247",Wurdack
386177,1981,"Phytologia ","Vol.: 48 Issue: 3 p. 249",Wurdack
386179,1971,"Caldasia ","Vol.: 11 Issue: 51 p. 84",L.Uribe
386181,1826,"Hort. Brit. (Sweet)","Vol.: 1 p. 159",Sweet
386182,1844,"Flora ","Vol.: 27 p. 722",Steud.
386184,1828,"Prodr. ","Vol.: 3 p. 155",DC.
386185,1967,"Acta Bot. Venez. ","Vol.: 2 p. 373",Wurdack
386186,1806,"Monogr. Melast. ","Vol.: 1 p. 1",Bonpl.
386187,1961,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 4 p. 37",Wurdack
386188,1775,"Hist. Pl. Guiane Fr. ","Vol.: 1 p. 437",Aubl.
386190,1883,"Ann. Sci. Nat., Bot., ser. 6, ","Vol.: 15 p. 332",Sagot
386191,1840,"J. Bot. (Hooker) ","Vol.: 2 p. 308",Benth.
386193,1961,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 4 p. 36",Wurdack
386194,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 237","Cogn. in Mart."
386196,1828,"Prodr. ","Vol.: 3 p. 162",DC.
386197,1852,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 17 Issue: 5 p. 324",Naudin
386198,1954,"Bol. Soc. Venez. Ci. Nat. ","Vol.: 15 p. 103",Gleason
386199,1968,"Phytologia ","Vol.: 16 p. 171",Wurdack
386200,1828,"Prodr. ","Vol.: 3 p. 162",DC.
386201,1852,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 17 Issue: 5 p. 324",Naudin
386202,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 326",Wurdack
386203,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 263",Cogn.
386205,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 299","Cogn. in Mart."
386206,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 323","Cogn. in Mart."
386207,1972,"Phytologia ","Vol.: 22 Issue: 5 p. 408",Wurdack
386208,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 327","Cogn. in Mart."
386209,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 321",Wurdack
386210,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 322",Wurdack
386211,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 324",Wurdack
386212,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 324",Wurdack
386213,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 330",Wurdack
386214,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 334",Wurdack
386215,1851,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 17 Issue: 5 p. 333",Naudin
386216,1851,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 17 Issue: 5 p. 332",Naudin
386217,1934,"J. Bot. ","Vol.: 72 p. 207",Tutin
386218,1775,"Hist. Pl. Guiane ","Vol.: 1 p. 427",Aubl.
386219,1823,"Mem. Wern. Nat. Hist. Soc. ","Vol.: 4 p. 309",D.Don
386220,1851,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 17 Issue: 5 p. 307",Naudin
386221,1883,"Ann. Sci. Nat., Bot., ser. 6, ","Vol.: 15 p. 327",Sagot
386222,1934,"Fl. Trinidad & Tobago ","Vol.: 1 Issue: 6 p. 348",R.O.Williams
386224,1969,"Phytologia ","Vol.: 19 Issue: 3 p. 193",Wurdack
386225,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 185",Wurdack
386228,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 183",Wurdack
386229,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 182",Wurdack
386230,1939,"Lloydia ","Vol.: 2 p. 202",Gleason
386231,1952,"Fieldiana, Bot. ","Vol.: 28 p. 434",Gleason
386233,1851,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 17 Issue: 5 p. 329",Naudin
386234,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 138",Triana
386235,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 158",Wurdack
386236,1935,"Recueil Trav. Bot. Neerl. ","Vol.: 32 p. 207",Gleason
386238,1958,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 1 p. 113",Wurdack
386239,1958,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 1 p. 114",Wurdack
386240,1948,"Bull. Torrey Bot. Club ","Vol.: 75 p. 540",Gleason
386241,1948,"Bull. Torrey Bot. Club ","Vol.: 75 p. 541",Gleason
386242,1958,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 1 p. 113",Wurdack
386245,1829,"Mem. Mat. Fis. Soc. Ital. Sci. Modena, Pt. Mem. Fis. ","Vol.: 20 p. 157",Raddi
386248,1877,"Hist. Pl. ","Vol.: 7 p. 35",Baill.
386251,1956,"Fieldiana, Bot. ","Vol.: 28 p. 434",Gleason
386252,1851,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 17 Issue: 5 p. 348",Naudin
386253,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 90",Triana
386254,1993,"Fl. Guianas, ser. A, Phanerog. ","Vol.: 13 Issue: 99 p. 123",Wurdack
386257,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 95",Triana
386259,1818,"Monogr. Melast. ","Vol.: 2 p. 101",Bonpl.
386260,1828,"Prodr. ","Vol.: 3 p. 116",DC.
386261,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 52",Triana
386262,1828,"Prodr. ","Vol.: 3 p. 115",DC.
386263,1850,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 14 Issue: 2 p. 146",Naudin
386264,1885,"Fl. Bras. (Martius)","Vol.: 14 Issue: 3 p. 477",Cogn.
386265,1885,"Fl. Bras. (Martius)","Vol.: 14 Issue: 3 p. 375",Cogn.
386266,1828,"Prodr. (DC.)","Vol.: 3 p. 133",DC.
386267,1850,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 13 Issue: 3 p. 128",Naudin
386268,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 152",Wurdack
386269,1961,"Willdenowia ","Vol.: 2 p. 770","Brade & Markgr."
386272,1935,"Recueil Trav. Bot. Neerl. ","Vol.: 32 p. 203",Gleason
386273,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 1",Wurdack
386274,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 2",Wurdack
386275,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 3",Wurdack
386276,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 4",Wurdack
386278,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 5",Wurdack
386279,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 5",Wurdack
386280,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 6",Wurdack
386281,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 7",Wurdack
386282,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 8",Wurdack
386283,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 9",Wurdack
386284,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 10",Wurdack
386285,1957,"Phytologia ","Vol.: 6 Issue: 1 p. 10",Wurdack
386287,1960,"Phytologia ","Vol.: 7 Issue: 5 p. 235",Wurdack
386289,1945,"Bull. Torrey Bot. Club ","Vol.: 72 Issue: 4 p. 391",Gleason
386290,1945,"Bull. Torrey Bot. Club ","Vol.: 72 Issue: 4 p. 391",Gleason
386291,1975,"Caldasia ","Vol.: 11 Issue: 53 p. 16",L.Uribe
386292,1962,"Phytologia ","Vol.: 8 p. 166",Wurdack
386293,1978,"Phytologia ","Vol.: 41 Issue: 1 p. 1",Wurdack
386294,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 282","Cogn. in Mart."
386295,1978,"Phytologia ","Vol.: 38 Issue: 4 p. 288",Wurdack
386296,1945,"Bull. Torrey Bot. Club ","Vol.: 72 Issue: 5 p. 474",Gleason
386297,1974,"Phytologia ","Vol.: 29 Issue: 2 p. 136",Wurdack
386300,1974,"Phytologia ","Vol.: 29 Issue: 2 p. 138",Wurdack
386301,1974,"Phytologia ","Vol.: 29 Issue: 2 p. 139",Wurdack
386302,1974,"Phytologia ","Vol.: 29 Issue: 2 p. 141",Wurdack
386303,1974,"Phytologia ","Vol.: 29 Issue: 2 p. 143",Wurdack
386304,1974,"Phytologia ","Vol.: 29 Issue: 2 p. 144",Wurdack
386305,1983,"Revista Brasil. Bot. ","Vol.: 6 Issue: 2 p. 77",A.B.Martins
386307,1985,"Revista Brasil. Bot. ","Vol.: 8 Issue: 2 p. 178",A.B.Martins
386309,1985,"Revista Brasil. Bot. ","Vol.: 8 Issue: 2 p. 180",A.B.Martins
386310,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 68",Naudin
386312,1837,"Flora ","Vol.: 20 Issue: (2, Beibl.) p. 77",Spring
386313,1922,"Anexos Mem. Inst. Butantan, Secc. Bot. ","Vol.: 1 Issue: 5 p. 139",Hoehne
386314,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 376","Cogn. in Mart."
386315,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 395","Cogn. in Mart."
386316,1829,"Mem. Soc. Ital. Modena","Vol.: 20 p. 135",Raddi
386317,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 142","A.St.-Hil. & Naudin"
386318,1828,"Prodr. ","Vol.: 3 p. 139",DC.
386319,1851,"Ann. Sci. Nat., Bot., Ser. 3 ","Vol.: 16 p. 239",Naudin
386320,1828,"Prodr. ","Vol.: 3 p. 194",DC.
386321,1828,"Prodr. ","Vol.: 3 p. 194",DC.
386322,1850,"Ann. Sci. Nat., Bot., Ser. 3","Vol.: 16 p. 167",Naudin
386325,1828,"Prodr. ","Vol.: 3 p. 155","Schrank & Mart. ex DC."
