AcceptedTaxonID	Order	Superfamily	Family	Genus	SubgenusName	SpeciesEpithet	AuthorString	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	SpeciesURL	GSDNameGUID
1220001	Grylloblattodea		Euremiscidae	Lodevopterum		angustus	Béthoux, Nel, Lapeyrie & Gand, 2005		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468105	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468105
1220003	Grylloblattodea		Uralotermitidae	Uralotermes		permianus	Zalessky, G., 1937		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469349	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469349
1220004	Grylloblattodea			Tshebardanympha		bardensis	(Aristov, 2004)		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469018	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469018
1220005	Grylloblattodea			Tshekardites		comitialis	Aristov, 2004		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468906	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468906
1220006	Grylloblattodea			Tshebardanympha		lienterica	(Aristov, 2004)		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469017	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469017
1220007	Grylloblattodea			Sylvalitoralis		calcomessor	(Aristov, 2004)		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469020	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469020
1220008	Grylloblattodea			Sylvalitoralis		curculiuculus	(Aristov, 2004)		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469030	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469030
1220009	Grylloblattodea		Lemmatophoridae	Lemmatonympha		gracilis	(Aristov, 2004)		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469004	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:469004
1220010	Grylloblattodea			Sylvaclinicus		echinatus	Aristov, 2004		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468662	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468662
1220011	Grylloblattodea			Permedax		effertus	Aristov, 2004		Accepted name	True	True	False	terrestrial				http://lsid.speciesfile.org/urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468660	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468660
