ID	AcceptedTaxonID	Genus	SubgenusName	SpeciesEpithet	AuthorString	InfraSpecies	InfraSpeciesMarker	InfraSpeciesAuthorString	GSDNameStatus	Sp2000NameStatus	GSDNameGUID
467806	1221500	Fabrecia		minuta	Meunier, 1911				Junior synonym	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467806
467807	1221459	Fabrecia		pygmaea	Meunier, 1911				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468787
467857	1220778	Microblattogryllus		variabilis	Storozhenko, 1990				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467858
467861	1220781	Protoblattogryllus		abruptus	Storozhenko, 1990				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467862
467886	1221503	Polyetes		elegantissima	Meunier, 1921				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467887
467890	1221184	Lepium		elongatum	Sellards, 1909				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467891
467892	1221184	Lepium		sellardsi	Handlirsch, 1919				Junior synonym	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467892
467893	1221184	Lepium		reticulatum	Sellards, 1909				Junior synonym	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467893
467922	1220323	Blania		falsa	Kukalova, Jarmilla, 1964				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468797
467923	1220322	Blania		oviformis	Kukalova, Jarmilla, 1964				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468798
467924	1220321	Blania		rotunda	Kukalova, Jarmilla, 1964				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468799
467935	1221125	Euryptilodes		horridus	Sharov, 1961				Junior synonym	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467935
467955	1221159	Sylvaprisca		alba	Rasnitsyn, Sukacheva & Aristov, 2005				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467956
467958	1221209	Prisca		fragilis	Sellards, 1909				Original combination	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:468907
467979	1220803	Estadia		parva	Handlirsch, 1937				Junior synonym	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467979
467983	1220802	Lemmatophora		minuta		semitincta	subspecies	Tillyard, 1928	Junior synonym	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467983
467984	1220802	Lemmatophora		minuta		pusilla	subspecies	Tillyard, 1928	Junior synonym	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467984
467985	1220802	Lemmatophora		minuta		obscurata	subspecies	Tillyard, 1928	Junior synonym	Unambiguous synonym	urn:lsid:Grylloblattodea.speciesfile.org:TaxonName:467985
