AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDNameGUID
1159261	1159260	cembrae	(Cholodkovsky, 1888)	Subspecies		Accepted name	False	False	True	terrestrial		Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:520	urn:lsid:Aphid.speciesfile.org:TaxonName:520
1159263	1159260	pinikoreanus	Zhang, Guangxue & S.-y. Fang, 1981	Subspecies		Accepted name	False	False	True	terrestrial		Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:518	urn:lsid:Aphid.speciesfile.org:TaxonName:518
1159303	1159302	potaninilaricis	Zhang, Guangxue, 1980	Subspecies		Accepted name	False	False	True	terrestrial		Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:826	urn:lsid:Aphid.speciesfile.org:TaxonName:826
1159304	1159302	laricis	Vallot, 1836	Subspecies	 Nomen protectum (Nomen oblitum is <i>laricis</i>). &nbsp;on official ICZN list	Accepted name	False	False	True	terrestrial	 Nomen protectum (Nomen oblitum is <i>laricis</i>). &nbsp;on official ICZN list. on official ICZN list	Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:807	urn:lsid:Aphid.speciesfile.org:TaxonName:807
1159404	1159403	ishiharai	(Inouye, 1936)	Subspecies		Accepted name	False	False	True	terrestrial		Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:469563	urn:lsid:Aphid.speciesfile.org:TaxonName:469563
1159405	1159403	pectinatae	(Cholodkovsky, 1888)	Subspecies		Accepted name	False	False	True	terrestrial		Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:620	urn:lsid:Aphid.speciesfile.org:TaxonName:620
1159654	1159653	fulviabdominalis		Subspecies		Accepted name	False	False	True	terrestrial		Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:27509	urn:lsid:Aphid.speciesfile.org:TaxonName:27509
1159655	1159653	similis	Sorin, 1999	Subspecies		Accepted name	False	False	True	terrestrial		Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:27508	urn:lsid:Aphid.speciesfile.org:TaxonName:27508
1159692	1159691	orizabaensis	Remaudière, G., 1981	Subspecies		Accepted name	False	False	True	terrestrial		Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:22863	urn:lsid:Aphid.speciesfile.org:TaxonName:22863
1159693	1159691	mexicanus	Remaudière, G., 1981	Subspecies		Accepted name	False	False	True	terrestrial		Colin Favret	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Aphid.speciesfile.org:TaxonName:22862	urn:lsid:Aphid.speciesfile.org:TaxonName:22862
