AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
122599	Wimereux	Text		
122471	Wimereux	Text		
122478	Wimereux	Text		
122651	Wimereux	Text		
122666	Wimereux	Text		
122701	Wimereux	Text		
122641	Wimereux	Text		
122543	Wimereux	Text		
122536	Wimereux	Text		
122528	Wimereux	Text		
122710	Wimereux	Text		
122508	Wimereux	Text		
122492	Wimereux	Text		
122511	Wimereux	Text		
122704	Wimereux	Text		
122817	Wimereux	Text		
122718	Wimereux	Text		
122733	Wimereux	Text		
122773	Wimereux	Text		
122791	Wimereux	Text		
122806	Wimereux	Text		
122768	Wimereux	Text		
122637	Wimereux	Text		
122639	Wimereux	Text		
122626	Wimereux	Text		
147362	North Pacific	Text		
155995	Mozambique	Text		
122577	Gulf of Mexico	Text		
122701	Gulf of Mexico	Text		
146924	Gulf of Mexico	Text		
156301	Gulf of Mexico	Text		
148021	Gulf of Mexico	Text		
156290	Gulf of Mexico	Text		
147334	Gulf of Mexico	Text		
147322	Gulf of Mexico	Text		
162257	Gulf of Mexico	Text		
155850	Gulf of Mexico	Text		
147866	Gulf of Mexico	Text		
155868	Gulf of Mexico	Text		
155832	Gulf of Mexico	Text		
122641	Gulf of Mexico	Text		
162388	Gulf of Mexico	Text		
122806	Gulf of Mexico	Text		
147240	Gulf of Mexico	Text		
155931	Gulf of Mexico	Text		
156323	Gulf of Mexico	Text		
122764	Gulf of Mexico	Text		
122863	Gulf of Mexico	Text		
122726	Gulf of Mexico	Text		
148138	Gulf of Mexico	Text		
148139	Gulf of Mexico	Text		
155920	Gulf of Mexico	Text		
122817	Gulf of Mexico	Text		
147322	USA	Text		
147322	Canada	Text		
122475	European waters (ERMS scope)	Text		
122473	European waters (ERMS scope)	Text		
122474	European waters (ERMS scope)	Text		
122476	European waters (ERMS scope)	Text		
122472	European waters (ERMS scope)	Text		
122477	European waters (ERMS scope)	Text		
122478	European waters (ERMS scope)	Text		
122481	European waters (ERMS scope)	Text		
122482	European waters (ERMS scope)	Text		
122479	European waters (ERMS scope)	Text		
122480	European waters (ERMS scope)	Text		
122485	European waters (ERMS scope)	Text		
122486	European waters (ERMS scope)	Text		
122483	European waters (ERMS scope)	Text		
122484	European waters (ERMS scope)	Text		
122488	European waters (ERMS scope)	Text		
122489	European waters (ERMS scope)	Text		
122487	European waters (ERMS scope)	Text		
122470	European waters (ERMS scope)	Text		
122471	European waters (ERMS scope)	Text		
122469	European waters (ERMS scope)	Text		
122467	European waters (ERMS scope)	Text		
122468	European waters (ERMS scope)	Text		
122464	European waters (ERMS scope)	Text		
122465	European waters (ERMS scope)	Text		
122466	European waters (ERMS scope)	Text		
122457	European waters (ERMS scope)	Text		
122456	European waters (ERMS scope)	Text		
122459	European waters (ERMS scope)	Text		
122458	European waters (ERMS scope)	Text		
122463	European waters (ERMS scope)	Text		
122462	European waters (ERMS scope)	Text		
122461	European waters (ERMS scope)	Text		
122460	European waters (ERMS scope)	Text		
122598	European waters (ERMS scope)	Text		
122599	European waters (ERMS scope)	Text		
122597	European waters (ERMS scope)	Text		
122613	European waters (ERMS scope)	Text		
122450	European waters (ERMS scope)	Text		
122454	European waters (ERMS scope)	Text		
122455	European waters (ERMS scope)	Text		
122453	European waters (ERMS scope)	Text		
122451	European waters (ERMS scope)	Text		
122452	European waters (ERMS scope)	Text		
122645	European waters (ERMS scope)	Text		
122650	European waters (ERMS scope)	Text		
122651	European waters (ERMS scope)	Text		
122826	European waters (ERMS scope)	Text		
122449	European waters (ERMS scope)	Text		
122642	European waters (ERMS scope)	Text		
122502	European waters (ERMS scope)	Text		
122811	European waters (ERMS scope)	Text		
122688	European waters (ERMS scope)	Text		
122683	European waters (ERMS scope)	Text		
122736	European waters (ERMS scope)	Text		
122671	European waters (ERMS scope)	Text		
122666	European waters (ERMS scope)	Text		
122659	European waters (ERMS scope)	Text		
122590	European waters (ERMS scope)	Text		
