AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsFossil	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDTaxonGUI	GSDNameGUI	
476155	475563	aprostatus	(Baker, 1982)	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476155		urn:lsid:marinespecies.org:taxname:476155	
476156	137517	caraibicus	Righi & Kanner, 1979	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476156		urn:lsid:marinespecies.org:taxname:476156	
476157	137517	trisetosus	Erséus, 1979	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476157		urn:lsid:marinespecies.org:taxname:476157	
476163	416510	trichochaetus	Ditlevsen, 1904	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476163		urn:lsid:marinespecies.org:taxname:476163	
476164	137551	corderoi	Marcus, 1952	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476164		urn:lsid:marinespecies.org:taxname:476164	
476165	137551	glaber	Moore, 1905	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476165		urn:lsid:marinespecies.org:taxname:476165	
476166	137551	iturupi	Finogenova, 1982	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476166		urn:lsid:marinespecies.org:taxname:476166	
476167	137551	ponticus	(Hrabe, 1967)	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476167		urn:lsid:marinespecies.org:taxname:476167	
476171	137563	mitropolskiji	(Hrabe, 1950)	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476171		urn:lsid:marinespecies.org:taxname:476171	
476173	476065	kurilensis	Finogenova, 1982	Subspecies	accepted	Accepted name	0			Timm, Tarmo	2010-05-11 10:51:45	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476173		urn:lsid:marinespecies.org:taxname:476173	
