AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
143488	Oostende	Text		
143489	Oostende	Text		
143490	Oostende	Text		
143502	Oostende	Text		
143556	Oostende	Text		
143534	Oostende	Text		
143132	Oostende	Text		
143137	Oostende	Text		
143082	Oostende	Text		
143276	Oostende	Text		
143291	Oostende	Text		
143296	Oostende	Text		
143299	Oostende	Text		
143114	Oostende	Text		
143128	Oostende	Text		
143253	Oostende	Text		
143254	Oostende	Text		
163282	Oostende	Text		
143266	Oostende	Text		
143271	Oostende	Text		
143275	Oostende	Text		
143059	Oostende	Text		
143190	Oostende	Text		
143239	Oostende	Text		
143244	Oostende	Text		
143251	Oostende	Text		
143252	Oostende	Text		
154850	Oostende	Text		
143599	Oostende	Text		
143087	Oostende	Text		
143104	Oostende	Text		
233955	Oostende	Text		
143053	Oostende	Text		
143488	Blankenberge	Text		
143490	Blankenberge	Text		
143500	Blankenberge	Text		
143571	Blankenberge	Text		
143556	Blankenberge	Text		
143561	Blankenberge	Text		
143128	Blankenberge	Text		
143132	Blankenberge	Text		
143137	Blankenberge	Text		
143082	Blankenberge	Text		
143276	Blankenberge	Text		
143291	Blankenberge	Text		
143296	Blankenberge	Text		
143299	Blankenberge	Text		
143109	Blankenberge	Text		
143114	Blankenberge	Text		
143253	Blankenberge	Text		
143254	Blankenberge	Text		
163291	Blankenberge	Text		
163282	Blankenberge	Text		
143271	Blankenberge	Text		
143275	Blankenberge	Text		
143053	Blankenberge	Text		
143059	Blankenberge	Text		
143239	Blankenberge	Text		
143244	Blankenberge	Text		
143251	Blankenberge	Text		
143252	Blankenberge	Text		
143534	Blankenberge	Text		
154850	Blankenberge	Text		
143599	Blankenberge	Text		
143087	Blankenberge	Text		
233955	Blankenberge	Text		
233956	Blankenberge	Text		
143524	Knokke-Heist	Text		
143556	Knokke-Heist	Text		
143534	Knokke-Heist	Text		
143102	Knokke-Heist	Text		
233954	Knokke-Heist	Text		
233955	Knokke-Heist	Text		
233956	Knokke-Heist	Text		
143053	Knokke-Heist	Text		
143239	Knokke-Heist	Text		
143119	Knokke-Heist	Text		
143128	Knokke-Heist	Text		
143132	Knokke-Heist	Text		
143488	Bredene	Text		
143489	Bredene	Text		
143490	Bredene	Text		
143500	Bredene	Text		
143571	Bredene	Text		
143556	Bredene	Text		
143119	Bredene	Text		
143125	Bredene	Text		
143128	Bredene	Text		
143132	Bredene	Text		
143137	Bredene	Text		
143082	Bredene	Text		
143276	Bredene	Text		
143291	Bredene	Text		
143296	Bredene	Text		
143299	Bredene	Text		
143109	Bredene	Text		
143114	Bredene	Text		
143253	Bredene	Text		
143254	Bredene	Text		
163291	Bredene	Text		
163282	Bredene	Text		
143271	Bredene	Text		
143275	Bredene	Text		
143059	Bredene	Text		
143239	Bredene	Text		
143244	Bredene	Text		
143245	Bredene	Text		
143251	Bredene	Text		
143252	Bredene	Text		
143561	Bredene	Text		
143534	Bredene	Text		
154850	Bredene	Text		
143599	Bredene	Text		
143087	Bredene	Text		
233955	Bredene	Text		
143488	De Panne	Text		
143489	De Panne	Text		
143490	De Panne	Text		
152529	De Panne	Text		
143524	De Panne	Text		
143556	De Panne	Text		
143137	De Panne	Text		
143082	De Panne	Text		
143296	De Panne	Text		
143299	De Panne	Text		
143109	De Panne	Text		
143125	De Panne	Text		
143128	De Panne	Text		
143132	De Panne	Text		
143254	De Panne	Text		
163291	De Panne	Text		
163282	De Panne	Text		
143271	De Panne	Text		
143275	De Panne	Text		
143276	De Panne	Text		
143053	De Panne	Text		
143059	De Panne	Text		
143239	De Panne	Text		
143244	De Panne	Text		
143251	De Panne	Text		
143253	De Panne	Text		
143561	De Panne	Text		
143534	De Panne	Text		
143599	De Panne	Text		
143087	De Panne	Text		
233955	De Panne	Text		
233956	De Panne	Text		
155602	Calais	Text		
233954	Wimereux	Text		
233955	Wimereux	Text		
233956	Wimereux	Text		
143056	Wimereux	Text		
143053	Wimereux	Text		
143051	Wimereux	Text		
152467	Wimereux	Text		
143601	Wimereux	Text		
143629	Wimereux	Text		
143634	Wimereux	Text		
143500	Wimereux	Text		
143502	Wimereux	Text		
143507	Wimereux	Text		
143571	Wimereux	Text		
143576	Wimereux	Text		
143599	Wimereux	Text		
143488	Wimereux	Text		
143489	Wimereux	Text		
143490	Wimereux	Text		
143493	Wimereux	Text		
152529	Wimereux	Text		
143495	Wimereux	Text		
143550	Wimereux	Text		
143552	Wimereux	Text		
143556	Wimereux	Text		
143561	Wimereux	Text		
143563	Wimereux	Text		
143534	Wimereux	Text		
143525	Wimereux	Text		
143526	Wimereux	Text		
143542	Wimereux	Text		
