AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
264193	Ireland	Text		
118925	Ireland	Text		
118985	Ireland	Text		
264566	Ireland	Text		
118241	Ireland	Text		
263782	Ireland	Text		
118240	Ireland	Text		
118515	West Coast of Ireland	Text		
118918	Isle of Man	Text		
118849	Isle of Man	Text		
118218	Isle of Wight	Text		
264176	Italy	Text		
260851	Italy	Text		
260693	Italy	Text		
260510	Italy	Text		
260586	Italy	Text		
260523	Italy	Text		
260537	Italy	Text		
264492	Italy	Text		
264493	Italy	Text		
260531	Italy	Text		
260512	Italy	Text		
264486	Italy	Text		
260543	Italy	Text		
118209	Italy	Text		
118210	Italy	Text		
118211	Italy	Text		
257526	Italy	Text		
257523	Italy	Text		
260411	Italy	Text		
118916	Italy	Text		
156211	Italy	Text		
260865	Italy	Text		
264187	Italy	Text		
260953	Italy	Text		
260954	Italy	Text		
260955	Italy	Text		
260956	Italy	Text		
260941	Italy	Text		
264510	Italy	Text		
264511	Italy	Text		
264512	Italy	Text		
260930	Italy	Text		
264513	Italy	Text		
260908	Italy	Text		
261334	Italy	Text		
118765	Italy	Text		
256141	Italy	Text		
256145	Italy	Text		
256174	Italy	Text		
118736	Italy	Text		
261280	Italy	Text		
118901	Italy	Text		
118903	Italy	Text		
264837	Italy	Text		
264208	Italy	Text		
261317	Italy	Text		
264556	Italy	Text		
264557	Italy	Text		
264834	Italy	Text		
264210	Italy	Text		
261178	Italy	Text		
264547	Italy	Text		
261229	Italy	Text		
261180	Italy	Text		
259615	Italy	Text		
259613	Italy	Text		
259441	Italy	Text		
264438	Italy	Text		
259436	Italy	Text		
259437	Italy	Text		
259438	Italy	Text		
259431	Italy	Text		
259432	Italy	Text		
259433	Italy	Text		
259434	Italy	Text		
259435	Italy	Text		
118868	Italy	Text		
259673	Italy	Text		
259624	Italy	Text		
264460	Italy	Text		
264452	Italy	Text		
259730	Italy	Text		
259726	Italy	Text		
260137	Italy	Text		
260132	Italy	Text		
264471	Italy	Text		
264472	Italy	Text		
