ID	ReferenceType	ReferenceID
50		8290
53		8573
56		8289
64		8574
65		12157
67		1926
111		8304
113		8304
115		8304
117		8304
162		3014
174		3014
175		8165
178		3014
183		3014
185		8163
188		11824
190		1926
192		1926
194		1926
196		8163
198		3014
209		1926
222		8463
232		8344
251		1926
252		10030
274		8285
275		8285
276		8285
278		8285
280		8285
282		8285
284		8285
288		8000
289		1926
297		8284
299		8284
312		1926
321		8383
333		1926
353		8290
355		8383
368		8344
384		8308
462		11057
464		1436
471		8676
476		44083
499		8842
508		83
511		285
518		1089
519		4321
521		274
529		274
531		1571
534		70
537		53
547		10048
550		83
558		70
582		1881
585		10044
586		1115
588		1880
596		77
613		1869
619		11866
629		12
632		449
637		52
639		1055
645		329
651		83
660		419
671		1000
673		1000
675		13
677		420
679		1000
681		420
683		1000
685		12137
687		420
689		420
695		278
698		309
700		16
703		180
704		4216
713		12136
715		1871
717		2987
726		1871
728		109
733		178
736		294
743		1872
774		70
777		9
779		16
790		299
794		299
800		1055
801		70
809		16
812		272
817		1481
819		417
821		285
825		178
831		1286
870		209
873		209
876		693
879		693
881		390
883		4523
884		385
894		1205
897		309
899		658
928		4321
930		1089
933		274
942		49
946		83
948		4321
949		182
958		4321
959		10774
960		182
961		1864
966		4882
967		301
968		1863
969		182
970		1055
971		8464
974		83
975		309
984		11902
1007		11066
1009		147
1040		60
1041		719
1044		655
1051		926
1052		66
1053		70
1056		533
1058		12240
1060		377
1061		70
1073		1296
1078		719
1082		719
1084		37
1086		1740
1099		545
1101		213
1102		10316
1105		5204
1107		6204
1112		228
1113		325
1115		1089
1118		777
1121		6678
1130		1374
1135		777
1143		60
1147		37
1149		10316
1164		7942
1166		533
1167		7942
1169		7942
1171		7942
1175		4321
1176		719
1178		60
1182		1647
1186		1671
1188		622
1190		719
1193		1492
1200		1677
1200		8494
1202		63
1205		1029
1217		1712
1220		1845
1220		10949
1222		550
1224		1677
1225		1712
1235		2737
1237		8862
1247		1647
1249		1676
1252		1647
1254		736
1256		63
1259		1647
1264		1671
1267		1647
1270		8630
1279		3117
1283		710
1286		63
1287		1492
1288		70
1291		737
1292		37
1296		538
1298		717
1301		1668
1305		63
1306		1492
1308		660
1311		733
1314		182
1314		710
1320		538
1324		1672
1325		10068
1328		1664
1330		9741
1335		2737
1338		228
1342		1668
1347		159
1347		1669
1351		1667
1354		37
1354		159
1361		1089
1362		719
1363		70
1366		1675
1369		1665
1372		7807
1374		806
1378		2737
1388		533
1389		736
1391		9741
1394		1639
1407		1127
1410		11863
1412		538
1426		4720
1432		1818
1435		377
1439		376
1440		66
1444		5205
1447		4720
1448		316
1449		70
1450		1716
1456		1708
1466		203
1469		31
1473		8139
1478		1651
1481		1649
1482		70
1484		806
1497		1830
1499		1830
1502		274
1513		377
1517		11249
1519		1829
1522		748
1524		748
1527		748
1529		748
1530		930
1533		8829
1535		274
1536		70
1541		748
1544		1691
1550		203
1557		749
1560		1687
1563		6150
1566		565
1573		1825
1575		747
1577		747
1579		1824
1581		1827
1582		70
1586		46706
1588		11249
1589		11249
1598		1854
1605		203
1607		1691
1613		1603
1627		4139
1630		792
1650		377
1652		1127
1654		316
1655		4720
1659		5204
1661		796
1663		1815
