AcceptedTaxonID	DistributionElement	StandardInUse
1193315	Mexico	text
1193317	Brazil	text
1193318	China	text
1193319	Madagascar	text
1193320	China	text
1193321	Equatorial Guinea	text
1193322	Malaysia	text
1193324	Jamaica	text
1193325	Singapore; China; India; Indonesia; Philippines; Taiwan; :	text
1193329	China	text
1193330	Jamaica	text
1193331	USA	text
1193334	Indonesia	text
1193338	Spain	text
1193339	Japan	text
1193340	Bangladesh	text
1193341	Brazil	text
1193342	China	text
1193343	Brazil	text
1193344	Kenya	text
1193345	China	text
1193346	Italy	text
1193348	China; Taiwan	text
1193350	Puerto Rico	text
1193351	Japan; China; Taiwan; USSR	text
1193352	Pakistan	text
1193353	Jamaica	text
1193354	Brazil	text
1193355	Paraguay	text
1193356	Colombia; Venezuela	text
1193357	Nepal	text
1193359	China	text
1193360	Madagascar	text
1193361	Angola	text
1193362	Malaysia; Indonesia	text
1193363	Mexico	text
1193364	Madagascar	text
1193365	China	text
1193366	China	text
1193367	China	text
1193368	Germany; Austria; Belgium; Bulgaria; Czechoslovakia; Denmark; Finland; France; Great Britain; Greece; Hungary; Ireland; Italy; Luxembourg; Netherlands; Norway; Poland; Romania; Spain; Sweden; Switzerland; USSR; Yugoslavia; :	text
1193372	USA; Canada	text
1193373	China	text
1193374	China	text
1193375	Taiwan; China	text
1193376	Mexico	text
1193377	Brazil	text
1193378	USA; Canada	text
1193381	Seychelles	text
1193384	Australia	text
1193385	Suriname	text
1193386	China	text
1193387	Cuba	text
1193388	China	text
1193389	China	text
1193390	China	text
1193391	China	text
1193392	China	text
1193399	Argentina	text
1193400	Nepal	text
1193401	Costa Rica	text
1193402	Indonesia	text
1193403	Indonesia	text
1193404	Bolivia	text
1193408	Japan	text
1193409	Indonesia	text
1193410	China	text
1193411	Tanzania; Kenya; Zambia	text
1193412	Madagascar	text
1193413	Congo	text
1193414	Costa Rica	text
1193415	Christmas Island	text
1193416	Madagascar	text
1193418	Congo; Angola	text
1193419	China	text
1193420	Cameroon	text
1193421	China	text
1193422	Japan; China; Taiwan	text
1193424	China	text
1193425	Madagascar	text
1193426	Haiti	text
1193427	USA	text
1193432	China	text
1193434	Argentina	text
1193435	China	text
1193436	Cuba	text
1193437	Colombia	text
1193439	USA; Guatemala; Mexico	text
1193440	Indonesia	text
1193441	China	text
1193443	China	text
1193444	China	text
1193446	Brazil	text
1193447	Chile	text
1193448	Argentina	text
1193449	Seychelles	text
1193450	Indonesia	text
1193451	Mexico	text
1193452	Cameroon	text
1193454	China	text
1193456	Argentina	text
1193459	China	text
1193460	China	text
1193461	China	text
1193462	China	text
1193471	Madeira; Great Britain	text
1193472	Australia	text
1193473	Australia	text
1193478	Australia	text
1193481	Chile	text
1193482	Chile; Argentina	text
1193485	China	text
1193486	China	text
1193487	China	text
1193488	Indonesia	text
1193489	Sri Lanka; India	text
1193490	China	text
1193491	China	text
1193492	China	text
1193493	India	text
1193494	China	text
1193495	Australia	text
1193496	China	text
1193498	Europe; Austria; Belgium; Bulgaria; Czechoslovakia; Denmark; Finland; France; Germany; Great Britain; Hungary; Ireland; Italy; Luxembourg; Netherlands; Norway; Poland; Romania; Spain; Switzerland; USSR; Yugoslavia; :	text
1193500	Brazil	text
1193501	China	text
1193502	China	text
1193503	China	text
1193504	China	text
1193505	China	text
1193506	China	text
1193507	China	text
1193508	China	text
1193509	Singapore; Indonesia	text
1193511	China	text
1193532	Mascarene Islands	text
1193534	East Africa; Tanzania	text
1193535	Mozambique	text
1193536	Christmas Island	text
1193537	China	text
1193539	China	text
1193541	Madagascar	text
1193542	Australia	text
1193543	Indonesia	text
1193544	Tasmania; Australia	text
1193545	Japan; China; Taiwan	text
1193546	China	text
1193547	Australia	text
1193548	China	text
1193549	Kenya	text
1193550	Singapore; Indonesia	text
1193551	Madagascar	text
1193552	Congo; Nigeria	text
1193555	Fiji; Melanesia	text
1193556	New Guinea; Japan; Fiji; Melanesia; Micronesia; Samoa	text
1193557	Ivory Coast; Angola; Equatorial Guinea	text
1193558	Angola; Togo	text
1193559	Kenya; Angola	text
1193560	Indonesia	text
1193561	New Guinea	text
1193562	Australia	text
1193563	China	text
1193564	China	text
1193565	Congo; Angola; Benin	text
1193566	New Zealand; Australia	text
1193584	Mexico	text
1193585	Bolivia	text
1193586	Mexico	text
1193587	Costa Rica	text
1193588	Brazil	text
1193589	Bolivia	text
1193590	Venezuela	text
1193591	Mexico; Brazil; Venezuela	text
1193592	Panama	text
1193593	Mexico	text
1193594	Colombia	text
1193595	Venezuela	text
1193596	Brazil	text
1193597	Venezuela	text
1193598	USA; Canada	text
1193599	Venezuela	text
1193600	Venezuela	text
1193601	USA	text
1193603	Venezuela	text
1193607	South Africa	text
1193608	Angola	text
1193609	Angola	text
1193610	Cameroon; Nigeria	text
1193612	Angola	text
1193613	Congo; Angola; Ivory Coast; Uganda	text
1193614	Angola	text
1193616	Angola	text
1193617	Guinea; Angola	text
1193618	East Africa; Angola	text
1193619	Congo; Angola; Guinea	text
1193621	Angola	text
1193625	Congo	text
1193626	Angola	text
1193628	Kenya; Angola; Tanzania	text
1193629	Angola	text
1193643	China	text
1193644	Japan; China; Taiwan; USSR	text
1193645	China	text
1193646	China	text
1193647	China	text
1193648	China	text
1193649	China	text
1193650	China	text
1193651	China	text
1193652	China	text
1193653	China	text
1193654	China	text
1193677	China	text
1193678	Europe; Algeria; Austria; Belgium; Bulgaria; Cyprus; Czechoslovakia; Denmark; Finland; France; Germany; Great Britain; Greece; Hungary; Ireland; Israel; Iran; Italy; Luxembourg; Morocco; Netherlands; Norway; Poland; Portugal; Spain; Switzerland; Tunisia; Turkey; USSR; Yugoslavia; Canary Islands; Madeira; Canada; USA; Mexico; Argentina; Brazil; Angola; Zambia; China; Japan; Mongolia; :	text
1193685	Philippines	text
1193686	Mexico; Brazil; Venezuela	text
1193687	China	text
1193688	China	text
1193689	Singapore	text
1193690	China	text
1193707	Indonesia	text
1193708	China	text
1193709	China	text
1193710	China	text
1193711	China	text
1193712	China	text
1193713	China	text
1193714	China	text
1193715	China	text
1193717	Indonesia	text
1193718	Australia; Indonesia; New Guinea	text
1193719	China	text
1193720	China	text
1193721	Sri Lanka	text
1193722	China	text
1193723	China	text
1193724	China	text
1193725	China	text
1193726	China	text
1193727	China	text
1193728	China	text
1193729	China	text
1193730	China	text
1193731	China	text
1193732	China	text
1193733	Philippines	text
1193734	China	text
1193735	Taiwan; China	text
1193736	China	text
1193737	China	text
1193738	China	text
1193739	China	text
1193740	Taiwan; China	text
1193741	China	text
1193742	China	text
1193743	China	text
1193744	China	text
1193745	China	text
1193746	Europe; Austria; Belgium; Czechoslovakia; Denmark; Finland; France; Germany; Great Britain; Hungary; Ireland; Italy; Luxembourg; Netherlands; Norway; Poland; Romania; Spain; Switzerland; USSR; Yugoslavia; Mongolia; :	text
1193754	Philippines; Malaysia	text
1193755	Germany; Austria; Belgium; Bulgaria; Czechoslovakia; Denmark; Finland; France; Hungary; Italy; Luxembourg; Netherlands; Norway; Poland; Romania; Spain; Switzerland; USSR; Yugoslavia; :	text
1193756	China	text
1193757	China	text
1193758	China	text
1193759	Taiwan; China; Japan	text
1193760	China	text
1193761	China	text
1193762	Nepal; Bhutan	text
1193763	Japan; USSR	text
1193764	Japan; USSR	text
1193765	China	text
1193766	China	text
1193767	India; Bhutan; Nepal	text
1193768	China	text
1193769	China	text
1193770	China	text
1193771	Indonesia	text
1193772	China	text
1193773	China	text
1193774	Japan	text
1193775	China	text
1193776	China	text
1193777	Indonesia	text
1193778	Bhutan	text
1193779	Switzerland; Austria; Belgium; Czechoslovakia; Finland; France; Germany; Great Britain; Hungary; Italy; Luxembourg; Netherlands; Poland; Romania; Spain; USSR; Yugoslavia; Mongolia; :	text
1193782	China	text
1193783	Taiwan; China	text
1193784	Malaysia	text
1193785	China	text
1193786	China	text
1193787	Sri Lanka; Indonesia	text
1193789	China	text
1193790	China	text
1193791	China	text
1193792	China	text
1193875	Philippines	text
1193876	Mongolia	text
1193877	Japan; China; Taiwan; USSR	text
1193878	China	text
1193879	China	text
1193880	Malaysia	text
1193881	Madagascar	text
1193882	India	text
1193883	Germany; Austria; Denmark; Finland; France; Great Britain; Hungary; Luxembourg; Netherlands; Norway; Poland; Romania; Spain; Switzerland; USSR; Mongolia; :	text
1193887	Uganda; Angola; Equatorial Guinea	text
1193890	Zimbabwe	text
1193893	France; Algeria; Italy; Spain	text
1193895	Angola	text
1193896	Angola	text
1193897	Angola; Congo	text
1193898	Nepal; Bhutan	text
1193899	Congo	text
1193900	Brazil; Venezuela	text
1193901	Venezuela	text
1193902	Angola	text
1193903	Brazil; Venezuela; Mexico	text
1193904	Singapore; India	text
1193907	Chile	text
1193908	Brazil	text
1193910	Venezuela	text
1193911	North America; Canada; USA; Mexico	text
1193916	Brazil	text
1193918	Peru	text
1193920	Brazil	text
1193921	Cuba; Puerto Rico	text
1193922	Brazil	text
1193923	Brazil	text
1193924	Peru; Bolivia	text
1193925	Peru; Brazil	text
1193926	Brazil	text
1193927	Peru	text
1193928	Ecuador	text
1193929	Ecuador; Brazil	text
1193930	Peru	text
1193931	Brazil; Venezuela	text
1193932	Brazil	text
1193933	Brazil	text
1193934	Brazil	text
1193940	South Africa	text
1193942	Madagascar	text
1193943	Madagascar	text
1193945	Madagascar	text
1193946	China	text
1193947	China	text
1193948	Madagascar	text
1193949	Madagascar	text
1193950	Madagascar	text
1193951	Madagascar	text
1193952	Cameroon; Congo; Kenya; Tanzania	text
1193953	China	text
1193954	Madagascar	text
1193955	Madagascar	text
1193956	Philippines	text
1193957	China	text
1193958	Angola	text
1193959	China	text
1193960	China	text
1193961	São Tomé Island	text
1193962	Uganda	text
1193963	Madagascar	text
1193964	Madagascar	text
1193965	China	text
1193966	Madagascar	text
1193967	Madagascar	text
1193968	Congo; Angola; Equatorial Guinea	text
1193969	Madagascar	text
1193970	Taiwan; China	text
1193971	China	text
1193972	Congo	text
1193975	Bhutan; China; India; Indonesia; Nepal	text
1193976	Madagascar	text
1193978	East Africa; Tanzania	text
1193979	Japan; USSR	text
1193981	Indonesia	text
1193982	Madagascar	text
1193983	Madagascar	text
1193984	Madagascar	text
1193985	Madagascar	text
1193986	Madagascar	text
1193987	Madagascar	text
1193988	Bangladesh	text
1193989	Madagascar	text
1193990	Indonesia	text
1193991	East Africa	text
1193992	China	text
1193993	Madagascar	text
1193994	China	text
1193995	China	text
1193996	Madagascar	text
1193997	Madagascar	text
1193998	Kenya	text
1193999	Madagascar	text
1194000	China	text
1194001	Congo; Uganda	text
1194002	India; Bhutan; Indonesia; Malaysia	text
1194003	China	text
1194004	Madagascar	text
1194005	China	text
1194007	Madagascar	text
1194008	Madagascar	text
1194009	China	text
1194010	China	text
1194011	China	text
1194012	Singapore	text
1194013	Philippines	text
1194014	Madagascar	text
1194015	Madagascar	text
1194016	China	text
1194047	Madagascar	text
1194048	Madagascar	text
1194049	Madagascar	text
1194050	Congo	text
1194051	Angola	text
1194052	Angola	text
1194054	Congo; Angola	text
1194055	Congo; Angola	text
1194056	Madagascar	text
1194057	Kenya	text
1194058	Congo	text
1194059	Congo	text
1194060	Congo; Guinea	text
1194061	Madagascar	text
1194062	Madagascar	text
1194063	East Africa; South Africa	text
1194064	Nigeria	text
1194065	Sierra Leone; Congo; Nigeria	text
1194066	Congo	text
1194067	Uganda; Congo	text
1194068	Uganda	text
1194070	Madagascar	text
1194072	China	text
1194073	China	text
1194074	China	text
1194096	New Guinea	text
1194097	China	text
1194098	Philippines	text
1194099	Sri Lanka; Bismarck Archipelago; Indonesia; Malaysia; Singapore; Thailand	text
1194101	China	text
1194102	China	text
1194103	Bhutan; China; India; Japan; Nepal; Singapore; Taiwan; Vietnam	text
1194104	New Guinea	text
1194105	Indonesia	text
1194106	Australia	text
1194107	New Guinea	text
1194108	Australia; New Guinea	text
1194109	New Guinea	text
1194110	China	text
1194111	New Guinea	text
1194112	China	text
1194113	China	text
1194115	Australia	text
1194116	China	text
1194134	Philippines	text
1194135	Philippines	text
1194136	China	text
1194139	Tanzania	text
1194140	Tanzania	text
1194141	Madagascar	text
1194145	Indonesia	text
1194150	VEN	TDWG Level 3 code
1194150	Venezuela	text
1194151	BOL	TDWG Level 3 code
1194151	Bolivia	text
1194152	36    	TDWG Level 2 code
1194152	China	text
1194153	VEN	TDWG Level 3 code
1194153	Venezuela	text
1194154	CUB	TDWG Level 3 code
1194154	Cuba	text
1194155	36    	TDWG Level 2 code
1194155	China	text
1194156	36    	TDWG Level 2 code
1194156	China	text
1194157	84    	TDWG Level 2 code
1194157	Brazil	text
1194159	COS	TDWG Level 3 code
1194159	Costa Rica	text
1194160	CLM	TDWG Level 3 code
1194160	Colombia	text
1194161	GUA	TDWG Level 3 code
1194161	PAN	TDWG Level 3 code
1194162	VEN	TDWG Level 3 code
1194162	Venezuela	text
1194163	36    	TDWG Level 2 code
1194163	China	text
1194164	Brazil	text
1194164	BZC-GO	TDWG Level 4 code
1194165	36    	TDWG Level 2 code
1194165	China	text
1194166	79    	TDWG Level 2 code
1194166	Mexico	text
1194167	VEN	TDWG Level 3 code
1194167	Venezuela	text
1194168	36    	TDWG Level 2 code
1194168	China	text
1194179	China	text
1194180	China	text
1194181	China	text
1194182	Taiwan; China	text
1194183	China	text
1194184	China	text
1194185	China	text
1194186	Japan; USSR	text
1194187	China	text
1194191	USA; Canada	text
1194194	Colombia	text
1194198	Chile; Argentina	text
1194207	PUE	TDWG Level 3 code
1194208	MXT-CI	TDWG Level 4 code
1194212	MXG-VC	TDWG Level 4 code
1194223	Tanzania	text
1194224	Micronesia	text
1194225	Chile	text
1194226	China	text
1194227	Venezuela	text
1194228	Indonesia	text
1194229	Singapore; Malaysia	text
1194230	Norfolk Island	text
1194231	Seychelles; Aldabra Islands	text
1194232	Solomon Islands	text
1194234	Venezuela	text
1194235	Mexico	text
1194236	Argentina; Brazil; Colombia	text
1194237	Australia	text
1194238	New Zealand; Australia	text
1194239	Bismarck Archipelago	text
1194240	Hong Kong; South Africa; China; Christmas Island; Indonesia; Malaysia; Sri Lanka; :	text
1194241	New Guinea	text
1194242	Australia	text
1194244	Lord Howe Island	text
1194245	China	text
1194246	Melanesia	text
1194247	Australia	text
1194254	Dominican Republic	text
1194255	Bolivia	text
1194256	Jamaica	text
1194257	USA; Canada	text
1194258	Germany; Austria; Belgium; France; Great Britain; Greece; Hungary; Italy; Luxembourg; Norway; Poland; Portugal; Romania; Spain; Switzerland; :	text
1194259	Europe; Germany; Austria; Belgium; Bulgaria; Czechoslovakia; Denmark; Finland; France; Great Britain; Hungary; Ireland; Italy; Luxembourg; Netherlands; Norway; Poland; Romania; Spain; Sweden; Switzerland; USSR; Yugoslavia; Azores; Canada; USA; :	text
1194268	China	text
1194269	Colombia	text
1194272	ARI	TDWG Level 3 code
1194272	USA	text
1194273	CAL	TDWG Level 3 code
1194273	USA	text
1194274	MXC-ME	TDWG Level 4 code
1194275	MXE-HI	TDWG Level 4 code
1194276	MXC-PU	TDWG Level 4 code
1194277	GUA	TDWG Level 3 code
1194278	MXC-ME	TDWG Level 4 code
1194279	MXC-MO	TDWG Level 4 code
1194280	MXE-NL	TDWG Level 4 code
1194283	Santo Domingo; Jamaica; Puerto Rico; Trinidad	text
1194286	New Guinea	text
1194287	USSR; Italy; Azores; USA; Canada	text
1194290	Philippines	text
1194291	Madagascar	text
1194292	Brazil	text
1194293	Trinidad	text
1194294	Mexico	text
1194295	Colombia	text
1194296	Trinidad	text
1194297	Trinidad	text
1194298	Galapagos	text
1194299	Brazil	text
1194300	Costa Rica	text
1194301	Admiralty Islands	text
1194302	Philippines	text
1194303	Mexico	text
1194304	Lord Howe Island	text
1194305	Malaysia	text
1194306	Indonesia; Christmas Island	text
1194307	Indonesia	text
1194308	USA	text
1194309	Madagascar	text
1194310	Sri Lanka	text
1194311	Mauritius	text
1194312	Madagascar	text
1194313	China	text
1194314	Indonesia	text
1194315	China	text
1194316	New Guinea	text
1194317	Fiji	text
1194318	Hong Kong; China	text
1194319	New Zealand; Australia	text
1194321	Brazil	text
1194322	Reunion	text
1194323	Samoa	text
1194324	Taiwan; China	text
1194325	Venezuela	text
1194326	Vietnam	text
1194327	Argentina	text
1194330	China	text
1194331	Solomon Islands	text
1194338	New Caledonia	text
1194339	Australia	text
1194340	New Guinea	text
1194341	New Zealand	text
1194342	Australia	text
1194343	Australia	text
1194345	Chile	text
1194346	New Caledonia	text
1194347	New Guinea	text
1194348	Australia	text
1194349	New Zealand; Australia	text
1194352	New Guinea	text
1194353	Australia	text
1194354	Solomon Islands	text
1194356	Australia	text
1194357	Australia	text
1194359	Australia	text
1194360	Australia	text
1194361	New Zealand	text
1194362	New Guinea	text
1194363	Australia	text
1194364	New Guinea	text
1194365	New Guinea	text
1194366	New Guinea	text
1194367	Bismarck Archipelago	text
1194368	Chile; Falkland Islands	text
1194370	New Caledonia	text
1194375	Kenya	text
1194380	Congo; Angola; Ivory Coast	text
1194381	Congo; Angola; Ivory Coast; Madagascar	text
1194383	Congo	text
1194384	Congo	text
1194385	Nigeria	text
1194386	Sri Lanka; Madagascar	text
1194387	Cuba	text
1194388	Micronesia	text
1194389	Sri Lanka; Madagascar; Bangladesh; Indonesia; Australia	text
1194390	USA; Jamaica; Mexico; Brazil	text
1194391	Mexico; Brazil	text
1194392	Australia	text
1194392	QLD-QU	TDWG Level 4 code
1194393	Angola	text
1194394	Congo; Angola	text
1194396	Angola	text
1194397	French Guiana	text
1194398	USA; Mexico	text
1194399	Brazil	text
1194401	Indonesia	text
1194402	Angola; Ivory Coast	text
1194403	Venezuela; Brazil; Colombia	text
1194404	Brazil; Puerto Rico; Paraguay	text
1194406	Brazil; Colombia	text
1194407	French Guiana	text
1194408	Mexico	text
1194410	Australia	text
1194410	QLD-QU	TDWG Level 4 code
1194411	Brazil	text
1194412	Brazil	text
1194413	Reunion	text
1194414	USA; Mexico; Brazil	text
1194415	Angola; Madagascar	text
1194416	Congo; Angola; Benin; Ivory Coast; Togo	text
1194419	Brazil	text
1194420	Brazil	text
1194421	Mexico; USA; Jamaica; Brazil	text
1194422	Brazil	text
1194423	Mexico	text
1194424	Brazil	text
1194425	Brazil	text
1194426	Angola; Ivory Coast	text
1194427	Madagascar	text
1194429	Brazil	text
1194430	Brazil	text
1194431	Brazil; Colombia	text
1194432	Trinidad	text
1194433	Ghana; Congo; Jamaica; Angola	text
1194435	Brazil	text
1194436	USA; Mexico; Bermuda Islands; Cuba	text
1194437	Congo	text
1194438	Panama; USA; Cuba	text
1194439	Angola	text
1194441	Angola	text
1194444	Singapore; China; India; Indonesia; Taiwan	text
1194446	Indonesia	text
1194447	Micronesia; Galapagos	text
1194448	Brazil	text
1194449	East Africa	text
1194451	Venezuela	text
1194456	Brazil	text
1194457	Brazil	text
1194459	Panama	text
1194460	Costa Rica	text
1194461	Peru	text
1194462	USA; Venezuela	text
1194463	Peru	text
1194464	Mexico	text
1194465	Mexico	text
1194466	Panama	text
1194467	Mexico	text
1194468	Mexico	text
1194469	Venezuela	text
1194471	Cuba; Mexico	text
1194472	Mexico	text
1194473	Mexico	text
1194505	ECU	TDWG Level 3 code
1194507	BZN-AM	TDWG Level 4 code
1194511	USA; Canada	text
1194513	Costa Rica; Mexico; Brazil; Guatemala; Trinidad	text
1194518	Puerto Rico	text
1194522	Bolivia	text
1194523	Brazil	text
1194524	Bolivia	text
1194525	Peru	text
1194526	Peru	text
1194527	Colombia	text
1194528	Peru	text
1194529	Colombia	text
1194532	Venezuela	text
1194534	Jamaica	text
1194535	USA	text
1194536	Haiti	text
1194537	USA	text
1194538	Mexico	text
1194539	Jamaica; Mexico	text
1194540	Cuba	text
1194542	Peru	text
1194543	Brazil	text
1194545	Peru	text
1194546	Costa Rica	text
1194547	Mexico	text
1194548	Mexico	text
1194550	Costa Rica	text
1194551	Mexico	text
1194552	USA; Mexico	text
1194553	Costa Rica	text
1194555	Colombia	text
1194556	Panama	text
1194559	Chile	text
1194563	Colombia	text
1194564	Venezuela	text
1194566	China	text
1194567	China	text
1194569	Mexico	text
1194569	MXC-DF	TDWG Level 4 code
1194570	Mexico	text
1194571	Brazil	text
1194572	Mexico	text
1194573	Kenya	text
1194574	Tanzania; Congo; USA; Cuba; Mexico; Trinidad; Brazil; Peru; Angola; Uganda; Galapagos	text
1194575	Mexico	text
1194575	MXC-DF	TDWG Level 4 code
1194576	Canada	text
1194577	Colombia	text
1194578	Mexico; USA	text
1194579	Mexico	text
1194581	Chile	text
1194582	USA; Mexico	text
1194583	USA; Canada	text
1194584	Madagascar	text
1194586	Congo	text
1194587	Mozambique	text
1194588	Cameroon; Congo	text
1194590	Trinidad	text
1194591	Canada; USA	text
1194592	Mexico	text
1194592	MXE-NL	TDWG Level 4 code
1194595	Brazil	text
1194596	Brazil	text
1194597	France; Algeria; Austria; Cyprus; Czechoslovakia; Egypt; Greece; Hungary; Israel; Italy; Luxembourg; Morocco; Poland; Portugal; Romania; Spain; Switzerland; Tunisia; Turkey; Yugoslavia	text
1194598	Guatemala	text
1194599	Brazil	text
1194600	Mexico	text
1194601	Trinidad	text
1194602	Lesser Antilles	text
1194604	Mexico	text
1194605	Mexico	text
1194605	MXE-NL	TDWG Level 4 code
1194606	Brazil	text
1194608	Brazil	text
1194609	Malaysia	text
1194610	Mexico	text
1194610	MXE-HI	TDWG Level 4 code
1194611	Saudi Arabia	text
1194612	Uganda	text
1194613	Mexico	text
1194614	Cameroon	text
1194615	Brazil	text
1194616	Puerto Rico	text
1194619	Brazil	text
1194620	Chile	text
1194621	Galapagos; Ecuador	text
1194622	Mexico; USA	text
1194623	Mexico	text
1194625	Mexico	text
1194626	Chile	text
1194627	ARI	TDWG Level 3 code
1194628	Angola	text
1194629	Mexico; USA	text
1194631	Brazil	text
1194633	USA; Canada	text
1194636	Congo; Angola; Nigeria	text
1194637	USA; Canada	text
1194638	Mexico; Panama; Trinidad; Brazil	text
1194639	Panama	text
1194640	Mexico	text
1194640	MXC-MO	TDWG Level 4 code
1194641	Mexico	text
1194642	Mexico	text
1194643	Mexico	text
1194643	MXG-VC	TDWG Level 4 code
1194644	Mexico	text
1194645	USA; Central America; Mexico; Ecuador	text
1194646	Mexico	text
1194648	Greece; Cyprus; Italy; Spain; Tunisia; Turkey	text
1194649	Mexico	text
1194650	Mexico	text
1194651	Mexico	text
1194653	Dominica	text
1194654	Mexico	text
1194656	Mexico	text
1194656	MXC-DF	TDWG Level 4 code
1194657	Mexico	text
1194659	Pakistan; India	text
1194660	Mexico	text
1194663	Congo; Nigeria	text
1194664	Ivory Coast; Angola; Congo	text
1194665	Chile; USA; Mexico	text
1194666	Mexico	text
1194668	Congo	text
1194669	Trinidad	text
1194670	Mexico	text
1194671	Colombia	text
1194672	Mozambique; Nigeria	text
1194673	Great Britain; Germany; Austria; Belgium; France; Italy; Morocco; Poland; Portugal; Romania; Spain; Switzerland; Azores; USA	text
1194675	Italy	text
1194676	Guatemala	text
1194677	Ecuador	text
1194678	Mexico	text
1194678	MXT-CI	TDWG Level 4 code
1194679	Mexico	text
1194679	MXE-HI	TDWG Level 4 code
1194680	Mexico	text
1194681	China	text
1194682	USA	text
1194683	Mexico	text
1194683	MXG-VC	TDWG Level 4 code
1194684	Congo	text
1194685	USA; Mexico	text
1194686	Kenya	text
1194687	Mongolia	text
1194688	Congo	text
1194690	USA; Mexico	text
1194692	Angola	text
1194693	Mexico	text
1194694	GUA	TDWG Level 3 code
1194694	Guatemala	text
1194695	Colombia	text
1194696	Pakistan	text
1194698	Costa Rica	text
1194699	Madagascar	text
1194700	Peru	text
1194701	Mexico	text
1194702	USA	text
1194703	Venezuela	text
1194704	Brazil	text
1194705	Mexico	text
1194706	Brazil	text
1194707	Mexico	text
1194708	Mexico	text
1194709	Brazil	text
1194710	Canary Islands	text
1194712	Spain	text
1194713	Mexico	text
1194714	Mexico	text
1194715	China	text
1194716	Angola	text
1194717	Mexico	text
1194717	MXS-OA	TDWG Level 4 code
1194718	Mongolia	text
1194719	Mexico	text
1194720	Congo; Angola; Uganda	text
1194721	Spain	text
1194724	Mexico	text
1194725	Costa Rica; Honduras; Panama; Trinidad	text
1194727	Mexico	text
1194727	MXS-MI	TDWG Level 4 code
1194729	USA; Central America; Mexico	text
1194730	China	text
1194731	USA; Canada; Mexico; Panama; Hawaii; :	text
1194732	USA	text
1194733	Mexico	text
1194734	Costa Rica	text
1194735	Angola	text
1194736	USA; France; Switzerland; Canada; Mexico; :	text
1194739	USA; Canada	text
1194740	Brazil	text
1194741	Mexico	text
1194743	Brazil	text
1194744	Guatemala	text
1194745	Brazil	text
1194746	Europe; Algeria; Armenia; Egypt; Israel; Morocco; Tunisia; Turkey; USSR; Canary Islands; Madeira; Canada; USA; Mexico; Argentina; Chile; China; India; Japan; Malaysia; Mongolia; Nepal; Taiwan; Australia; Hawaii; Micronesia; :	text
1194765	USA; Mexico	text
1194766	Mexico; USA	text
1194767	Mexico	text
1194769	Trinidad; Peru	text
1194770	Mexico	text
1194770	MXE-DU	TDWG Level 4 code
1194771	China	text
1194772	USA; Mexico	text
1194773	Mexico	text
1194773	MXC-MO	TDWG Level 4 code
1194774	Germany; Algeria; Austria; Belgium; Cyprus; Czechoslovakia; Finland; France; Great Britain; Greece; Hungary; Israel; Iran; Italy; Luxembourg; Morocco; Netherlands; Norway; Poland; Romania; Saudi Arabia; Spain; Switzerland; Tunisia; Turkey; USSR; Yugoslavia; Canary Islands; USA; Japan; Mongolia; Australia; :	text
1194778	Mexico	text
1194779	Mexico	text
1194780	Kenya	text
1194781	Mexico	text
1194782	USA; Antilles; Guatemala; Honduras; Mexico; Nicaragua; :	text
1194783	Colombia	text
1194784	Mexico	text
1194785	USA; Cuba; Puerto Rico; Mexico; Nicaragua; Neotropics; Colombia	text
1194786	Russia; Switzerland	text
1194787	USA	text
1194790	China	text
1194791	GUA	TDWG Level 3 code
1194791	Guatemala	text
1194792	Cuba; Mexico	text
1194794	Switzerland	text
1194796	Mexico	text
1194797	GUA	TDWG Level 3 code
1194797	Guatemala	text
1194798	Angola	text
1194799	Jamaica	text
1194800	Mexico	text
1194800	MXS-MI	TDWG Level 4 code
1194801	India	text
1194802	Mexico; USA	text
1194803	Russia; Germany; Hungary; Italy; Romania; Switzerland; USSR; Mongolia	text
1194804	Mexico	text
1194805	Mexico	text
1194806	Mozambique; Canary Islands; Cape Verde Islands; Madeira; USA; Cuba; Haiti; Jamaica; Mexico; Trinidad; Colombia; Angola; Madagascar; Mascarene Islands; India; Australia; Pacific	text
1194809	Mexico	text
1194810	Tanzania	text
1194811	Brazil	text
1194812	Canada; USA; Mexico	text
1194813	Mexico	text
1194813	MXS-OA	TDWG Level 4 code
1194814	Ecuador	text
1194815	Trinidad	text
1194816	Mexico	text
1194817	Venezuela	text
1194819	Mexico	text
1194820	Mexico	text
1194820	MXT-CI	TDWG Level 4 code
1194821	USA	text
1194823	Brazil	text
1194826	Mexico	text
1194826	MXG-VC	TDWG Level 4 code
1194827	USA	text
1194831	Mexico	text
1194832	GUA	TDWG Level 3 code
1194832	Mexico	text
1194833	Mexico	text
1194834	Mexico	text
1194871	MXS-GR	TDWG Level 4 code
1194902	Brazil; Trinidad	text
1194904	Peru	text
1194905	Brazil	text
1194908	China	text
1194910	Angola	text
1194911	Angola	text
1194912	Congo	text
1194913	China	text
1194914	Ivory Coast; Angola; Congo; Nigeria; Senegal	text
1194916	China	text
1194917	Malaysia	text
1194918	China	text
1194919	China	text
1194920	Japan; Germany; Hungary; Israel; Italy; Switzerland; USSR; Yugoslavia; Bermuda Islands; USA; Cuba; Jamaica; Mexico; Brazil; Chagos Archipelago; China; Korea; Taiwan; Pacific; Micronesia; Hawaii; :	text
1194924	Indonesia	text
1194925	Angola	text
