AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
120309	Mediterranean Sea	Text		
120319	Mediterranean Sea	Text		
120320	Mediterranean Sea	Text		
120321	Mediterranean Sea	Text		
120324	Mediterranean Sea	Text		
120325	Mediterranean Sea	Text		
120326	Mediterranean Sea	Text		
120327	Mediterranean Sea	Text		
120330	Mediterranean Sea	Text		
120331	Mediterranean Sea	Text		
120332	Mediterranean Sea	Text		
120334	Mediterranean Sea	Text		
120336	Mediterranean Sea	Text		
120338	Mediterranean Sea	Text		
120341	Mediterranean Sea	Text		
120343	Mediterranean Sea	Text		
120345	Mediterranean Sea	Text		
120347	Mediterranean Sea	Text		
120348	Mediterranean Sea	Text		
120349	Mediterranean Sea	Text		
120352	Mediterranean Sea	Text		
120353	Mediterranean Sea	Text		
120354	Mediterranean Sea	Text		
120355	Mediterranean Sea	Text		
120358	Mediterranean Sea	Text		
120381	Mediterranean Sea	Text		
120382	Mediterranean Sea	Text		
120383	Mediterranean Sea	Text		
120384	Mediterranean Sea	Text		
120385	Mediterranean Sea	Text		
120386	Mediterranean Sea	Text		
120387	Mediterranean Sea	Text		
120389	Mediterranean Sea	Text		
120390	Mediterranean Sea	Text		
120444	Mediterranean Sea	Text		
120445	Mediterranean Sea	Text		
120498	Mediterranean Sea	Text		
120501	Mediterranean Sea	Text		
120465	Mediterranean Sea	Text		
120482	Mediterranean Sea	Text		
120487	Mediterranean Sea	Text		
120488	Mediterranean Sea	Text		
120490	Mediterranean Sea	Text		
120391	Mediterranean Sea	Text		
120392	Mediterranean Sea	Text		
120394	Mediterranean Sea	Text		
120396	Mediterranean Sea	Text		
120397	Mediterranean Sea	Text		
120398	Mediterranean Sea	Text		
120399	Mediterranean Sea	Text		
120400	Mediterranean Sea	Text		
120408	Mediterranean Sea	Text		
120411	Mediterranean Sea	Text		
120412	Mediterranean Sea	Text		
120415	Mediterranean Sea	Text		
120417	Mediterranean Sea	Text		
120467	Mediterranean Sea	Text		
120468	Mediterranean Sea	Text		
120505	Mediterranean Sea	Text		
120506	Mediterranean Sea	Text		
120507	Mediterranean Sea	Text		
120508	Mediterranean Sea	Text		
120511	Mediterranean Sea	Text		
120510	Mediterranean Sea	Text		
120514	Mediterranean Sea	Text		
120515	Mediterranean Sea	Text		
120517	Mediterranean Sea	Text		
120518	Mediterranean Sea	Text		
120519	Mediterranean Sea	Text		
120520	Mediterranean Sea	Text		
120521	Mediterranean Sea	Text		
120523	Mediterranean Sea	Text		
120524	Mediterranean Sea	Text		
120527	Mediterranean Sea	Text		
120446	Mediterranean Sea	Text		
120431	Mediterranean Sea	Text		
120432	Mediterranean Sea	Text		
120471	Mediterranean Sea	Text		
120472	Mediterranean Sea	Text		
120312	Mediterranean Sea	Text		
120461	Mediterranean Sea	Text		
120463	Mediterranean Sea	Text		
120294	Mediterranean Sea	Text		
120295	Mediterranean Sea	Text		
120298	Mediterranean Sea	Text		
120302	Mediterranean Sea	Text		
120303	Mediterranean Sea	Text		
120474	Mediterranean Sea	Text		
120476	Mediterranean Sea	Text		
120480	Mediterranean Sea	Text		
120481	Mediterranean Sea	Text		
120494	Mediterranean Sea	Text		
120420	Mediterranean Sea	Text		
120421	Mediterranean Sea	Text		
120423	Mediterranean Sea	Text		
120424	Mediterranean Sea	Text		
120426	Mediterranean Sea	Text		
120427	Mediterranean Sea	Text		
120428	Mediterranean Sea	Text		
120429	North West Atlantic	Text		
120427	North West Atlantic	Text		
120430	North West Atlantic	Text		
120425	North West Atlantic	Text		
120422	North West Atlantic	Text		
120493	North West Atlantic	Text		
120492	North West Atlantic	Text		
120476	North West Atlantic	Text		
120480	North West Atlantic	Text		
120479	North West Atlantic	Text		
120473	North West Atlantic	Text		
120297	North West Atlantic	Text		
120296	North West Atlantic	Text		
120299	North West Atlantic	Text		
120300	North West Atlantic	Text		
120301	North West Atlantic	Text		
120295	North West Atlantic	Text		
120302	North West Atlantic	Text		
120464	North West Atlantic	Text		
120462	North West Atlantic	Text		
120472	North West Atlantic	Text		
120461	North West Atlantic	Text		
120459	North West Atlantic	Text		
120460	North West Atlantic	Text		
120311	North West Atlantic	Text		
120314	North West Atlantic	Text		
120313	North West Atlantic	Text		
120458	North West Atlantic	Text		
120433	North West Atlantic	Text		
120469	North West Atlantic	Text		
120470	North West Atlantic	Text		
120436	North West Atlantic	Text		
120437	North West Atlantic	Text		
120438	North West Atlantic	Text		
120525	North West Atlantic	Text		
120448	North West Atlantic	Text		
120449	North West Atlantic	Text		
120450	North West Atlantic	Text		
120451	North West Atlantic	Text		
120452	North West Atlantic	Text		
120454	North West Atlantic	Text		
120435	North West Atlantic	Text		
120446	North West Atlantic	Text		
120431	North West Atlantic	Text		
120510	North West Atlantic	Text		
120518	North West Atlantic	Text		
120507	North West Atlantic	Text		
120508	North West Atlantic	Text		
120504	North West Atlantic	Text		
120417	North West Atlantic	Text		
120468	North West Atlantic	Text		
120419	North West Atlantic	Text		
120416	North West Atlantic	Text		
120414	North West Atlantic	Text		
120413	North West Atlantic	Text		
120411	North West Atlantic	Text		
120410	North West Atlantic	Text		
120403	North West Atlantic	Text		
120405	North West Atlantic	Text		
120406	North West Atlantic	Text		
120407	North West Atlantic	Text		
120398	North West Atlantic	Text		
120400	North West Atlantic	Text		
120401	North West Atlantic	Text		
120402	North West Atlantic	Text		
120395	North West Atlantic	Text		
120393	North West Atlantic	Text		
120491	North West Atlantic	Text		
120482	North West Atlantic	Text		
120488	North West Atlantic	Text		
120485	North West Atlantic	Text		
120486	North West Atlantic	Text		
120483	North West Atlantic	Text		
120484	North West Atlantic	Text		
120390	North West Atlantic	Text		
120465	North West Atlantic	Text		
120443	North West Atlantic	Text		
120441	North West Atlantic	Text		
120388	North West Atlantic	Text		
120382	North West Atlantic	Text		
120387	North West Atlantic	Text		
120379	North West Atlantic	Text		
120356	North West Atlantic	Text		
120355	North West Atlantic	Text		
120358	North West Atlantic	Text		
120348	North West Atlantic	Text		
120354	North West Atlantic	Text		
120351	North West Atlantic	Text		
120350	North West Atlantic	Text		
120346	North West Atlantic	Text		
120339	North West Atlantic	Text		
120340	North West Atlantic	Text		
120337	North West Atlantic	Text		
120327	North West Atlantic	Text		
120336	North West Atlantic	Text		
120333	North West Atlantic	Text		
120329	North West Atlantic	Text		
120328	North West Atlantic	Text		
120323	North West Atlantic	Text		
120321	North West Atlantic	Text		
120322	North West Atlantic	Text		
120320	North West Atlantic	Text		
120310	North West Atlantic	Text		
120318	North West Atlantic	Text		
120308	North West Atlantic	Text		
120315	North West Atlantic	Text		
120304	North West Atlantic	Text		
120305	North West Atlantic	Text		
120306	North West Atlantic	Text		
120307	North West Atlantic	Text		
120308	European waters (ERMS scope)	Text		
120307	European waters (ERMS scope)	Text		
120306	European waters (ERMS scope)	Text		
120305	European waters (ERMS scope)	Text		
120439	European waters (ERMS scope)	Text		
120316	European waters (ERMS scope)	Text		
120318	European waters (ERMS scope)	Text		
120309	European waters (ERMS scope)	Text		
120310	European waters (ERMS scope)	Text		
120319	European waters (ERMS scope)	Text		
120315	European waters (ERMS scope)	Text		
120304	European waters (ERMS scope)	Text		
120320	European waters (ERMS scope)	Text		
120323	European waters (ERMS scope)	Text		
120322	European waters (ERMS scope)	Text		
120321	European waters (ERMS scope)	Text		
120324	European waters (ERMS scope)	Text		
120325	European waters (ERMS scope)	Text		
120327	European waters (ERMS scope)	Text		
120326	European waters (ERMS scope)	Text		
120329	European waters (ERMS scope)	Text		
120328	European waters (ERMS scope)	Text		
120330	European waters (ERMS scope)	Text		
120331	European waters (ERMS scope)	Text		
120334	European waters (ERMS scope)	Text		
120336	European waters (ERMS scope)	Text		
120333	European waters (ERMS scope)	Text		
120332	European waters (ERMS scope)	Text		
120337	European waters (ERMS scope)	Text		
120338	European waters (ERMS scope)	Text		
120339	European waters (ERMS scope)	Text		
120341	European waters (ERMS scope)	Text		
120340	European waters (ERMS scope)	Text		
120344	European waters (ERMS scope)	Text		
120345	European waters (ERMS scope)	Text		
120343	European waters (ERMS scope)	Text		
120347	European waters (ERMS scope)	Text		
120346	European waters (ERMS scope)	Text		
120349	European waters (ERMS scope)	Text		
120348	European waters (ERMS scope)	Text		
120351	European waters (ERMS scope)	Text		
120350	European waters (ERMS scope)	Text		
120352	European waters (ERMS scope)	Text		
120353	European waters (ERMS scope)	Text		
120354	European waters (ERMS scope)	Text		
120356	European waters (ERMS scope)	Text		
120355	European waters (ERMS scope)	Text		
120357	European waters (ERMS scope)	Text		
120358	European waters (ERMS scope)	Text		
120381	European waters (ERMS scope)	Text		
120379	European waters (ERMS scope)	Text		
120385	European waters (ERMS scope)	Text		
120384	European waters (ERMS scope)	Text		
120383	European waters (ERMS scope)	Text		
120382	European waters (ERMS scope)	Text		
120388	European waters (ERMS scope)	Text		
120387	European waters (ERMS scope)	Text		
120386	European waters (ERMS scope)	Text		
120389	European waters (ERMS scope)	Text		
120390	European waters (ERMS scope)	Text		
120443	European waters (ERMS scope)	Text		
120441	European waters (ERMS scope)	Text		
120444	European waters (ERMS scope)	Text		
120445	European waters (ERMS scope)	Text		
120495	European waters (ERMS scope)	Text		
120496	European waters (ERMS scope)	Text		
120497	European waters (ERMS scope)	Text		
120498	European waters (ERMS scope)	Text		
120502	European waters (ERMS scope)	Text		
120465	European waters (ERMS scope)	Text		
120499	European waters (ERMS scope)	Text		
120500	European waters (ERMS scope)	Text		
120501	European waters (ERMS scope)	Text		
120485	European waters (ERMS scope)	Text		
120484	European waters (ERMS scope)	Text		
120483	European waters (ERMS scope)	Text		
120482	European waters (ERMS scope)	Text		
120487	European waters (ERMS scope)	Text		
120486	European waters (ERMS scope)	Text		
120488	European waters (ERMS scope)	Text		
120391	European waters (ERMS scope)	Text		
120392	European waters (ERMS scope)	Text		
120491	European waters (ERMS scope)	Text		
120490	European waters (ERMS scope)	Text		
120394	European waters (ERMS scope)	Text		
120393	European waters (ERMS scope)	Text		
120396	European waters (ERMS scope)	Text		
120395	European waters (ERMS scope)	Text		
120403	European waters (ERMS scope)	Text		
120402	European waters (ERMS scope)	Text		
120400	European waters (ERMS scope)	Text		
120399	European waters (ERMS scope)	Text		
120398	European waters (ERMS scope)	Text		
120397	European waters (ERMS scope)	Text		
120408	European waters (ERMS scope)	Text		
120407	European waters (ERMS scope)	Text		
120406	European waters (ERMS scope)	Text		
120405	European waters (ERMS scope)	Text		
120411	European waters (ERMS scope)	Text		
120410	European waters (ERMS scope)	Text		
120401	European waters (ERMS scope)	Text		
120412	European waters (ERMS scope)	Text		
120414	European waters (ERMS scope)	Text		
120413	European waters (ERMS scope)	Text		
120415	European waters (ERMS scope)	Text		
120416	European waters (ERMS scope)	Text		
120417	European waters (ERMS scope)	Text		
120419	European waters (ERMS scope)	Text		
120467	European waters (ERMS scope)	Text		
120468	European waters (ERMS scope)	Text		
120504	European waters (ERMS scope)	Text		
120505	European waters (ERMS scope)	Text		
120506	European waters (ERMS scope)	Text		
120510	European waters (ERMS scope)	Text		
120508	European waters (ERMS scope)	Text		
120507	European waters (ERMS scope)	Text		
120519	European waters (ERMS scope)	Text		
120518	European waters (ERMS scope)	Text		
120517	European waters (ERMS scope)	Text		
120515	European waters (ERMS scope)	Text		
120511	European waters (ERMS scope)	Text		
120512	European waters (ERMS scope)	Text		
120513	European waters (ERMS scope)	Text		
120514	European waters (ERMS scope)	Text		
120431	European waters (ERMS scope)	Text		
120435	European waters (ERMS scope)	Text		
120454	European waters (ERMS scope)	Text		
120452	European waters (ERMS scope)	Text		
120451	European waters (ERMS scope)	Text		
120450	European waters (ERMS scope)	Text		
120449	European waters (ERMS scope)	Text		
120526	European waters (ERMS scope)	Text		
120527	European waters (ERMS scope)	Text		
120525	European waters (ERMS scope)	Text		
120448	European waters (ERMS scope)	Text		
120446	European waters (ERMS scope)	Text		
120524	European waters (ERMS scope)	Text		
120523	European waters (ERMS scope)	Text		
120521	European waters (ERMS scope)	Text		
120520	European waters (ERMS scope)	Text		
120471	European waters (ERMS scope)	Text		
120438	European waters (ERMS scope)	Text		
120437	European waters (ERMS scope)	Text		
120436	European waters (ERMS scope)	Text		
120470	European waters (ERMS scope)	Text		
120434	European waters (ERMS scope)	Text		
120469	European waters (ERMS scope)	Text		
120433	European waters (ERMS scope)	Text		
120432	European waters (ERMS scope)	Text		
120459	European waters (ERMS scope)	Text		
120314	European waters (ERMS scope)	Text		
120456	European waters (ERMS scope)	Text		
120457	European waters (ERMS scope)	Text		
120458	European waters (ERMS scope)	Text		
120312	European waters (ERMS scope)	Text		
120313	European waters (ERMS scope)	Text		
120311	European waters (ERMS scope)	Text		
120472	European waters (ERMS scope)	Text		
120461	European waters (ERMS scope)	Text		
120460	European waters (ERMS scope)	Text		
120462	European waters (ERMS scope)	Text		
120463	European waters (ERMS scope)	Text		
120464	European waters (ERMS scope)	Text		
120294	European waters (ERMS scope)	Text		
120295	European waters (ERMS scope)	Text		
120302	European waters (ERMS scope)	Text		
120301	European waters (ERMS scope)	Text		
120300	European waters (ERMS scope)	Text		
120297	European waters (ERMS scope)	Text		
120296	European waters (ERMS scope)	Text		
120298	European waters (ERMS scope)	Text		
120299	European waters (ERMS scope)	Text		
120474	European waters (ERMS scope)	Text		
120476	European waters (ERMS scope)	Text		
120473	European waters (ERMS scope)	Text		
120303	European waters (ERMS scope)	Text		
120480	European waters (ERMS scope)	Text		
120479	European waters (ERMS scope)	Text		
120481	European waters (ERMS scope)	Text		
120493	European waters (ERMS scope)	Text		
120530	European waters (ERMS scope)	Text		
120492	European waters (ERMS scope)	Text		
120494	European waters (ERMS scope)	Text		
120420	European waters (ERMS scope)	Text		
120423	European waters (ERMS scope)	Text		
120424	European waters (ERMS scope)	Text		
120422	European waters (ERMS scope)	Text		
120421	European waters (ERMS scope)	Text		
120426	European waters (ERMS scope)	Text		
120425	European waters (ERMS scope)	Text		
120428	European waters (ERMS scope)	Text		
120427	European waters (ERMS scope)	Text		
120430	European waters (ERMS scope)	Text		
120429	European waters (ERMS scope)	Text		
120400	New Zealand Exclusive Economic Zone	Text		
120321	New Zealand Exclusive Economic Zone	Text		
