ID	AcceptedTaxonID	Genus	SubgenusName	SpeciesEpithet	AuthorString	InfraSpecies	InfraSpeciesMarker	InfraSpeciesAuthorString	GSDNameStatus	Sp2000NameStatus	GSDNameGUID
154557	1182229	Labidura		electrina	Cockerell, 1920				Original combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:4
180054	1182169	Diplatys		palawanensis	Srivastava, 1978				Original combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180053
180057	1180162	Forficula		modesta	Stal, 1860				Junior synonym	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180057
180058	1180162	Pygidicrana		modesta	(Stal, 1860)				Subsequent combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180057
180059	1180162	Labia		modesta	(Stal, 1860)				Subsequent combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180057
180060	1180162	Anechura		modesta	(Stal, 1860)				Subsequent combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180057
180061	1180162	Anisolabis		modesta	(Stal, 1860)				Subsequent combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180057
180065	1179578	Psalis		croceipes	Moreira, 1930				Original combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180064
180069	1179860	Forficula		ares	Burr, 1900				Original combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180068
180072	1179892	Lobophora		nigronitens	Stal, 1860				Junior synonym	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180072
180923	1179780	Haplodiplatys	Haplodiplatys	signatus	Bey-Bienko, 1970				Original combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:466438
180928	1180412	Dicrana		herberti	Machado, 1957				Original combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180927
180931	1180578	Stenixus		rhachynotus	Hebard, 1933				Original combination	Unambiguous synonym	urn:lsid:Dermaptera.speciesfile.org:TaxonName:180930
