ID	AcceptedTaxonID	Genus	SubgenusName	SpeciesEpithet	AuthorString	InfraSpecies	InfraSpeciesMarker	InfraSpeciesAuthorString	GSDNameStatus	Sp2000NameStatus	GSDNameGUID
467436	1218745	Zorotypus		brasiliensis	Silvestri, 1947				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467698
467438	1218744	Zorotypus		barberi	Gurney, 1938				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467515
467439	1218743	Zorotypus		goeleti	Engel & Grimaldi, 2000				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467463
467443	1218740	Zorotypus		ceylonicus	Silvestri, 1913				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467703
467444	1218739	Zorotypus		guineensi	Silvestri, 1913				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467709
467447	1220647	Paleospinosus		hudae	Kaddumi, 2005				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467448
467450	1218738	Zorotypus		nascimbenei	Engel & Grimaldi, 2002				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467701
467451	1218737	Zorotypus		acanthothorax	Engel & Grimaldi, 2002				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467630
473034	1218738	Octozoros	Octozoros	nascimbenei	(Engel & Grimaldi, 2002)				Subsequent combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467701
473035	1218737	Octozoros	Octozoros	acanthothorax	(Engel & Grimaldi, 2002)				Subsequent combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467630
467386	1218785	Zorotypus		sechellensis	Zompro, 2005				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467706
467398	1218774	Zorotypus		zimmermani	Gurney, 1939				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467497
467399	1218773	Zorotypus		weidneri	New, 1978				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467400
467401	1218772	Zorotypus		vinsoni	Paulian, 1951				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467492
467402	1218771	Zorotypus		swezeyi	Caudell, 1922				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467707
467403	1218770	Zorotypus		snyderi	Caudell, 1920				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467619
467404	1218769	Zorotypus		sinensis	Huang, 1974				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467618
467405	1218768	Zorotypus		silvestrii	Karny, 1927				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467525
467406	1218767	Zorotypus		shannoni	Gurney, 1938				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467407
467408	1218766	Zorotypus		philippinensis	Gurney, 1938				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467465
467409	1218765	Zorotypus		palaeus	Poinar, 1988				Original combination	Unambiguous synonym	urn:lsid:Zoraptera.speciesfile.org:TaxonName:467616
