AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
588457	Atlantic Europe	Text		
579790	Atlantic Europe	Text		
139999	Mediterranean Sea	Text		
196386	Mediterranean Sea	Text		
196380	Mediterranean Sea	Text		
196378	Mediterranean Sea	Text		
196379	Mediterranean Sea	Text		
196376	Mediterranean Sea	Text		
344270	Mediterranean Sea	Text		
140016	Mediterranean Sea	Text		
196374	Arctic Ocean	Text		
140014	Arctic Ocean	Text		
344215	Europe	Text		
140015	North East Atlantic	Text		
344358	Galapagos	Text		
344359	Galapagos	Text		
344330	Galapagos	Text		
344215	Africa	Text		
344213	East Africa	Text		
344317	East Africa	Text		
344193	West Africa	Text		
139999	West Africa	Text		
140001	Bay of Biscay	Text		
140006	Bay of Biscay	Text		
150534	British Isles	Text		
344432	Caribbean Sea	Text		
196374	Caribbean Sea	Text		
344449	Caribbean Sea	Text		
344451	Caribbean Sea	Text		
344289	Caribbean Sea	Text		
344291	Caribbean Sea	Text		
344293	Caribbean Sea	Text		
344303	Caribbean Sea	Text		
344305	Caribbean Sea	Text		
140011	Caribbean Sea	Text		
344267	Caribbean Sea	Text		
344273	Caribbean Sea	Text		
344276	Caribbean Sea	Text		
344277	Caribbean Sea	Text		
344282	Caribbean Sea	Text		
344253	Caribbean Sea	Text		
344408	Caribbean Sea	Text		
344169	Caribbean Sea	Text		
344587	Caribbean Sea	Text		
344556	Caribbean Sea	Text		
344152	Caribbean Sea	Text		
344264	Caribbean Sea	Text		
344336	Caribbean Sea	Text		
344325	Caribbean Sea	Text		
344326	Caribbean Sea	Text		
344329	Caribbean Sea	Text		
344342	Caribbean Sea	Text		
344345	Caribbean Sea	Text		
344350	Caribbean Sea	Text		
344361	Caribbean Sea	Text		
344364	Caribbean Sea	Text		
344353	Caribbean Sea	Text		
344365	Caribbean Sea	Text		
344367	Caribbean Sea	Text		
344374	Caribbean Sea	Text		
344378	Caribbean Sea	Text		
344379	Caribbean Sea	Text		
536564	Caribbean Sea	Text		
344507	Caribbean Sea	Text		
344508	Caribbean Sea	Text		
344520	Caribbean Sea	Text		
344475	Caribbean Sea	Text		
579806	Celtic Sea	Text		
140893	West Coast of England	Text		
140004	Greenland	Text		
579804	Gulf of Gascogne	Text		
588457	Gulf of Gascogne	Text		
344246	Indian Ocean	Text		
344272	Indian Ocean	Text		
344557	Indian Ocean	Text		
344558	Indian Ocean	Text		
344167	Indian Ocean	Text		
344182	Indian Ocean	Text		
344354	Indian Ocean	Text		
344263	Indian Ocean	Text		
344218	Indian Ocean	Text		
344188	Indian Ocean	Text		
344191	Indo-Pacific	Text		
344527	Indo-Pacific	Text		
344529	Indo-Pacific	Text		
344230	Indo-Pacific	Text		
140892	South Coast of Ireland	Text		
140005	South Coast of Ireland	Text		
140005	West Coast of Ireland	Text		
140892	West Coast of Ireland	Text		
140893	West Coast of Ireland	Text		
344259	Mauritania	Text		
196374	East Mediterranean	Text		
150534	North Atlantic	Text		
344453	North Atlantic	Text		
140002	North Atlantic	Text		
579807	North Atlantic	Text		
344347	North Atlantic	Text		
140892	North Atlantic	Text		
579808	North Atlantic	Text		
579801	North Atlantic	Text		
344602	North Atlantic	Text		
140015	North West Atlantic	Text		
344560	Pacific Ocean	Text		
377801	Pacific Ocean	Text		
140004	Portugal	Text		
140006	Portugal	Text		
344452	Red Sea	Text		
344137	Red Sea	Text		
211855	Red Sea	Text		
344312	Red Sea	Text		
344315	Red Sea	Text		
344177	Red Sea	Text		
344317	Red Sea	Text		
344576	Red Sea	Text		
344327	Red Sea	Text		
140005	West Coast of Scotland	Text		
344352	Senegal	Text		
344368	Senegal	Text		
344259	Senegal	Text		
140892	Shetlands	Text		
140893	Shetlands	Text		
140005	Shetlands	Text		
344588	North Pacific	Text		
344133	South Pacific	Text		
344304	Antarctic Ocean	Text		
344385	Antarctic Ocean	Text		
344224	Antarctic Ocean	Text		
344142	Antarctic Ocean	Text		
344459	Antarctic Ocean	Text		
344458	East Indian Ocean	Text		
344405	East Indian Ocean	Text		
344172	East Pacific	Text		
344581	East Pacific	Text		
344129	East Pacific	Text		
344428	East Pacific	Text		
344207	East Pacific	Text		
344358	East Pacific	Text		
344330	East Pacific	Text		
344594	East Pacific	Text		
344552	East Pacific	Text		
344546	West Pacific	Text		
344572	West Pacific	Text		
377896	West Pacific	Text		
344450	West Pacific	Text		
377972	West Pacific	Text		
377973	West Pacific	Text		
344129	Galapagos Islands	Text		
344210	Galapagos Islands	Text		
344192	Hawaii	Text		
344349	Hawaii	Text		
344443	Hawaii	Text		
344285	Philippines	Text		
344561	Philippines	Text		
344496	Philippines	Text		
344486	Philippines	Text		
344491	Philippines	Text		
211854	Philippines	Text		
344153	Philippines	Text		
211855	Philippines	Text		
344250	Philippines	Text		
344320	Philippines	Text		
344564	Philippines	Text		
344566	Philippines	Text		
344340	Philippines	Text		
377896	Philippines	Text		
344262	Philippines	Text		
378133	Philippines	Text		
344221	Philippines	Text		
344391	Philippines	Text		
344578	Philippines	Text		
344234	Philippines	Text		
344537	Philippines	Text		
344546	Philippines	Text		
344547	Philippines	Text		
344549	Philippines	Text		
344575	Gulf of Panama	Text		
344415	Australia	Text		
344480	Australia	Text		
344461	Australia	Text		
344468	Australia	Text		
344529	Australia	Text		
344526	Australia	Text		
344532	Australia	Text		
344522	Australia	Text		
344523	Australia	Text		
344236	Australia	Text		
344233	Australia	Text		
344240	Australia	Text		
344244	Australia	Text		
344514	Australia	Text		
344222	Australia	Text		
344220	Australia	Text		
344323	Australia	Text		
344196	Australia	Text		
344212	Australia	Text		
344213	Australia	Text		
344328	Australia	Text		
344351	Australia	Text		
344317	Australia	Text		
344250	Australia	Text		
344406	Australia	Text		
344151	Australia	Text		
344150	Australia	Text		
344132	Australia	Text		
344557	Australia	Text		
344307	Australia	Text		
344547	Australia	Text		
344302	New Zealand	Text		
344454	New Zealand	Text		
344209	New Zealand	Text		
344224	New Zealand	Text		
344207	Chile	Text		
344594	Chile	Text		
344595	Chile	Text		
344518	Colombia	Text		
344575	Ecuador	Text		
344593	Ecuador	Text		
344360	Ecuador	Text		
344401	Ecuador	Text		
344172	Ecuador	Text		
344552	Ecuador	Text		
344554	Ecuador	Text		
344421	Canary Islands	Text		
344507	East Atlantic	Text		
344215	East Atlantic	Text		
140016	East Atlantic	Text		
196376	East Atlantic	Text		
196375	East Atlantic	Text		
140005	East Atlantic	Text		
140000	East Atlantic	Text		
140001	East Atlantic	Text		
344291	Florida	Text		
344253	Florida	Text		
344261	Florida	Text		
344573	Florida	Text		
344348	Florida	Text		
344358	California	Text		
344375	California	Text		
344375	California	Text		
344197	California	Text		
344594	California	Text		
344401	California	Text		
344172	California	Text		
344168	California	Text		
344183	California	Text		
344129	California	Text		
344446	California	Text		
344552	California	Text		
344550	California	Text		
344546	Japan	Text		
344548	Japan	Text		
344450	Japan	Text		
344246	Japan	Text		
344441	Japan	Text		
344561	Japan	Text		
344496	Japan	Text		
344491	Japan	Text		
344584	Japan	Text		
344310	Japan	Text		
344418	Japan	Text		
344419	Japan	Text		
344478	Japan	Text		
344392	Japan	Text		
344391	Japan	Text		
344543	Japan	Text		
344597	Japan	Text		
344574	Japan	Text		
344387	Japan	Text		
344230	Japan	Text		
344592	Japan	Text		
344538	Japan	Text		
344537	Japan	Text		
344201	Japan	Text		
344203	Japan	Text		
344260	Japan	Text		
344223	Japan	Text		
344262	Japan	Text		
344377	Japan	Text		
344366	Japan	Text		
344366	Japan	Text		
344357	Japan	Text		
344414	New England (USA)	Text		
344159	New England (USA)	Text		
344435	Zanzibar	Text		
344219	South China Sea	Text		
344315	Gulf of Aden	Text		
344153	India	Text		
344327	India	Text		
344332	South East Indian Ocean	Text		
344335	South East Indian Ocean	Text		
344217	South East Indian Ocean	Text		
344241	South East Indian Ocean	Text		
344158	South East Indian Ocean	Text		
344135	South East Indian Ocean	Text		
344143	South East Indian Ocean	Text		
344185	South East Indian Ocean	Text		
344179	South East Indian Ocean	Text		
344396	South East Indian Ocean	Text		
344290	South East Indian Ocean	Text		
344551	South East Indian Ocean	Text		
344137	Gulf of Suez	Text		
344408	Rio De Janeiro	Text		
344169	Gulf of Mexico	Text		
344159	Gulf of Mexico	Text		
344585	Gulf of Mexico	Text		
344490	Gulf of Mexico	Text		
344291	Gulf of Mexico	Text		
344305	Gulf of Mexico	Text		
344277	Gulf of Mexico	Text		
344286	Gulf of Mexico	Text		
344432	Gulf of Mexico	Text		
344431	Gulf of Mexico	Text		
344426	Gulf of Mexico	Text		
344449	Gulf of Mexico	Text		
