AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
104063	Mediterranean Sea	Text		
104062	Mediterranean Sea	Text		
104065	Mediterranean Sea	Text		
104055	Mediterranean Sea	Text		
104062	Arctic Ocean	Text		
104054	Arctic Ocean	Text		
104057	North Sea	Text		
104057	North East Atlantic	Text		
104063	North East Atlantic	Text		
104055	North East Atlantic	Text		
104065	Bretagne	Text		
104055	British Isles	Text		
104063	British Isles	Text		
104062	British Isles	Text		
104060	British Isles	Text		
368187	Caribbean Sea	Text		
370462	Caribbean Sea	Text		
370461	Caribbean Sea	Text		
104065	Channel Islands	Text		
104057	Channel Islands	Text		
104066	Cosmopolitan (World Oceans)	Text		
235658	Indian Ocean	Text		
235523	Indian Ocean	Text		
235511	Indian Ocean	Text		
459103	Indian Ocean	Text		
104059	North West Atlantic	Text		
104054	North West Atlantic	Text		
104055	North West Atlantic	Text		
104056	North West Atlantic	Text		
104057	North Coast of Norway	Text		
815913	Pacific Ocean	Text		
815912	Pacific Ocean	Text		
235604	Pacific Ocean	Text		
366464	Pacific Ocean	Text		
104055	Scandinavia	Text		
104057	Scotland	Text		
104062	Shetlands	Text		
104060	Westhinder	Text		
235588	East Pacific	Text		
235658	West Pacific	Text		
235437	West Pacific	Text		
235553	West Pacific	Text		
235703	West Pacific	Text		
225712	Cape Peninsula	Text		
235503	Gulf of Mexico	Text		
235530	Gulf of Mexico	Text		
235505	Gulf of Mexico	Text		
104066	Gulf of Mexico	Text		
235648	Gulf of Mexico	Text		
235388	Gulf of Mexico	Text		
235472	Gulf of Mexico	Text		
422244	Gulf of Mexico	Text		
235478	Gulf of Mexico	Text		
235471	Gulf of Mexico	Text		
422245	Gulf of Mexico	Text		
235488	Gulf of Mexico	Text		
235549	Gulf of Mexico	Text		
235416	Gulf of Mexico	Text		
235695	Gulf of Mexico	Text		
235379	Gulf of Mexico	Text		
235628	Gulf of Mexico	Text		
235642	Gulf of Mexico	Text		
235632	Gulf of Mexico	Text		
235631	Gulf of Mexico	Text		
235558	Gulf of Mexico	Text		
235584	Gulf of Mexico	Text		
235557	Gulf of Mexico	Text		
235372	Gulf of Mexico	Text		
235587	Java	Text		
416180	Java	Text		
104055	European waters (ERMS scope)	Text		
104066	European waters (ERMS scope)	Text		
104065	European waters (ERMS scope)	Text		
104061	European waters (ERMS scope)	Text		
104056	European waters (ERMS scope)	Text		
