record_id	hierarchy_code	kingdom	phylum	class	order	family	superfamily	database_id	family_code
96165	Plantae-Tracheophyta--Nepenthales-Ancistrocladaceae	Plantae	Tracheophyta		Nepenthales	Ancistrocladaceae		141	wp-391.0000
96188	Plantae-Tracheophyta--Nepenthales-Dioncophyllaceae	Plantae	Tracheophyta		Nepenthales	Dioncophyllaceae		141	wp-392.0000
96196	Plantae-Tracheophyta--Caryophyllales-Rhabdodendraceae	Plantae	Tracheophyta		Caryophyllales	Rhabdodendraceae		141	wp-393.0000
96201	Plantae-Tracheophyta--Caryophyllales-Macarthuriaceae	Plantae	Tracheophyta		Caryophyllales	Macarthuriaceae		141	wp-395.0000
96212	Plantae-Tracheophyta--Caryophyllales-Microteaceae	Plantae	Tracheophyta		Caryophyllales	Microteaceae		141	wp-396.0000
96225	Plantae-Tracheophyta--Caryophyllales-Physenaceae	Plantae	Tracheophyta		Caryophyllales	Physenaceae		141	wp-397.0000
96229	Plantae-Tracheophyta--Caryophyllales-Asteropeiaceae	Plantae	Tracheophyta		Caryophyllales	Asteropeiaceae		141	wp-398.0000
96239	Plantae-Tracheophyta--Caryophyllales-Caryophyllaceae	Plantae	Tracheophyta		Caryophyllales	Caryophyllaceae		141	wp-399.0000
100794	Plantae-Tracheophyta--Caryophyllales-Achatocarpaceae	Plantae	Tracheophyta		Caryophyllales	Achatocarpaceae		141	wp-400.0000
100810	Plantae-Tracheophyta--Caryophyllales-Stegnospermataceae	Plantae	Tracheophyta		Caryophyllales	Stegnospermataceae		141	wp-402.0000
100816	Plantae-Tracheophyta--Caryophyllales-Molluginaceae	Plantae	Tracheophyta		Caryophyllales	Molluginaceae		141	wp-403.0000
100934	Plantae-Tracheophyta--Caryophyllales-Montiaceae	Plantae	Tracheophyta		Caryophyllales	Montiaceae		141	wp-404.0000
101213	Plantae-Tracheophyta--Caryophyllales-Basellaceae	Plantae	Tracheophyta		Caryophyllales	Basellaceae		141	wp-406.0000
101241	Plantae-Tracheophyta--Caryophyllales-Didiereaceae	Plantae	Tracheophyta		Caryophyllales	Didiereaceae		141	wp-407.0000
101270	Plantae-Tracheophyta--Caryophyllales-Talinaceae	Plantae	Tracheophyta		Caryophyllales	Talinaceae		141	wp-408.0000
101307	Plantae-Tracheophyta--Caryophyllales-Portulacaceae	Plantae	Tracheophyta		Caryophyllales	Portulacaceae		141	wp-409.0000
101475	Plantae-Tracheophyta--Caryophyllales-Anacampserotaceae	Plantae	Tracheophyta		Caryophyllales	Anacampserotaceae		141	wp-410.0000
101539	Plantae-Tracheophyta--Caryophyllales-Limeaceae	Plantae	Tracheophyta		Caryophyllales	Limeaceae		141	wp-412.0000
101589	Plantae-Tracheophyta--Caryophyllales-Lophiocarpaceae	Plantae	Tracheophyta		Caryophyllales	Lophiocarpaceae		141	wp-413.0000
101599	Plantae-Tracheophyta--Caryophyllales-Kewaceae	Plantae	Tracheophyta		Caryophyllales	Kewaceae		141	wp-414.0000
101608	Plantae-Tracheophyta--Caryophyllales-Barbeuiaceae	Plantae	Tracheophyta		Caryophyllales	Barbeuiaceae		141	wp-415.0000
101611	Plantae-Tracheophyta--Caryophyllales-Gisekiaceae	Plantae	Tracheophyta		Caryophyllales	Gisekiaceae		141	wp-416.0000
101625	Plantae-Tracheophyta--Caryophyllales-Aizoaceae	Plantae	Tracheophyta		Caryophyllales	Aizoaceae		141	wp-417.0000
103877	Plantae-Tracheophyta--Caryophyllales-Phytolaccaceae	Plantae	Tracheophyta		Caryophyllales	Phytolaccaceae		141	wp-418.0000
103946	Plantae-Tracheophyta--Caryophyllales-Nyctaginaceae	Plantae	Tracheophyta		Caryophyllales	Nyctaginaceae		141	wp-419.0000
104471	Plantae-Tracheophyta--Caryophyllales-Sarcobataceae	Plantae	Tracheophyta		Caryophyllales	Sarcobataceae		141	wp-420.0000
104479	Plantae-Tracheophyta--Cornales-Grubbiaceae	Plantae	Tracheophyta		Cornales	Grubbiaceae		141	wp-423.0000
104488	Plantae-Tracheophyta--Cornales-Curtisiaceae	Plantae	Tracheophyta		Cornales	Curtisiaceae		141	wp-424.0000
104491	Plantae-Tracheophyta--Cornales-Hydrostachyaceae	Plantae	Tracheophyta		Cornales	Hydrostachyaceae		141	wp-425.0000
104514	Plantae-Tracheophyta--Cornales-Hydrangeaceae	Plantae	Tracheophyta		Cornales	Hydrangeaceae		141	wp-426.0000
104795	Plantae-Tracheophyta--Cornales-Loasaceae	Plantae	Tracheophyta		Cornales	Loasaceae		141	wp-427.0000
105199	Plantae-Tracheophyta--Ericales-Marcgraviaceae	Plantae	Tracheophyta		Ericales	Marcgraviaceae		141	wp-428.0000
105359	Plantae-Tracheophyta--Ericales-Balsaminaceae	Plantae	Tracheophyta		Ericales	Balsaminaceae		141	wp-429.0000
106508	Plantae-Tracheophyta--Ericales-Tetrameristaceae	Plantae	Tracheophyta		Ericales	Tetrameristaceae		141	wp-430.0000
106515	Plantae-Tracheophyta--Ericales-Polemoniaceae	Plantae	Tracheophyta		Ericales	Polemoniaceae		141	wp-431.0000
107217	Plantae-Tracheophyta--Ericales-Fouquieriaceae	Plantae	Tracheophyta		Ericales	Fouquieriaceae		141	wp-432.0000
107234	Plantae-Tracheophyta--Ericales-Sladeniaceae	Plantae	Tracheophyta		Ericales	Sladeniaceae		141	wp-434.0000
107240	Plantae-Tracheophyta--Ericales-Pentaphylacaceae	Plantae	Tracheophyta		Ericales	Pentaphylacaceae		141	wp-435.0000
107796	Plantae-Tracheophyta--Ericales-Primulaceae	Plantae	Tracheophyta		Ericales	Primulaceae		141	wp-438.0000
111552	Plantae-Tracheophyta--Ericales-Mitrastemonaceae	Plantae	Tracheophyta		Ericales	Mitrastemonaceae		141	wp-439.0000
111557	Plantae-Tracheophyta--Ericales-Theaceae	Plantae	Tracheophyta		Ericales	Theaceae		141	wp-440.0000
111943	Plantae-Tracheophyta--Ericales-Symplocaceae	Plantae	Tracheophyta		Ericales	Symplocaceae		141	wp-441.0000
112434	Plantae-Tracheophyta--Ericales-Styracaceae	Plantae	Tracheophyta		Ericales	Styracaceae		141	wp-442.0000
112638	Plantae-Tracheophyta--Ericales-Diapensiaceae	Plantae	Tracheophyta		Ericales	Diapensiaceae		141	wp-443.0000
112672	Plantae-Tracheophyta--Ericales-Sarraceniaceae	Plantae	Tracheophyta		Ericales	Sarraceniaceae		141	wp-444.0000
112741	Plantae-Tracheophyta--Ericales-Actinidiaceae	Plantae	Tracheophyta		Ericales	Actinidiaceae		141	wp-445.0000
113180	Plantae-Tracheophyta--Ericales-Roridulaceae	Plantae	Tracheophyta		Ericales	Roridulaceae		141	wp-446.0000
113184	Plantae-Tracheophyta--Ericales-Cyrillaceae	Plantae	Tracheophyta		Ericales	Cyrillaceae		141	wp-448.0000
113201	Plantae-Tracheophyta--Ericales-Ericaceae	Plantae	Tracheophyta		Ericales	Ericaceae		141	wp-449.0000
118961	Plantae-Tracheophyta--Icacinales-Oncothecaceae	Plantae	Tracheophyta		Icacinales	Oncothecaceae		141	wp-450.0000
118965	Plantae-Tracheophyta--Icacinales-Metteniusaceae	Plantae	Tracheophyta		Icacinales	Metteniusaceae		141	wp-451.0000
118975	Plantae-Tracheophyta--Icacinales-Icacinaceae	Plantae	Tracheophyta		Icacinales	Icacinaceae		141	wp-452.0000
119254	Plantae-Tracheophyta--Gentianales-Gentianaceae	Plantae	Tracheophyta		Gentianales	Gentianaceae		141	wp-456.0000
121594	Plantae-Tracheophyta--Gentianales-Loganiaceae	Plantae	Tracheophyta		Gentianales	Loganiaceae		141	wp-457.0000
122147	Plantae-Tracheophyta--Gentianales-Gelsemiaceae	Plantae	Tracheophyta		Gentianales	Gelsemiaceae		141	wp-458.0000
122164	Plantae-Tracheophyta--Gentianales-Pteleocarpaceae	Plantae	Tracheophyta		Gentianales	Pteleocarpaceae		141	wp-459.0000
122167	Plantae-Tracheophyta--Gentianales-Apocynaceae	Plantae	Tracheophyta		Gentianales	Apocynaceae		141	wp-460.0000
129610	Plantae-Tracheophyta--Lamiales-Carlemanniaceae	Plantae	Tracheophyta		Lamiales	Carlemanniaceae		141	wp-462.0000
129618	Plantae-Tracheophyta--Lamiales-Tetrachondraceae	Plantae	Tracheophyta		Lamiales	Tetrachondraceae		141	wp-464.0000
129624	Plantae-Tracheophyta--Lamiales-Calceolariaceae	Plantae	Tracheophyta		Lamiales	Calceolariaceae		141	wp-465.0000
129972	Plantae-Tracheophyta--Lamiales-Plantaginaceae	Plantae	Tracheophyta		Lamiales	Plantaginaceae		141	wp-467.0000
132982	Plantae-Tracheophyta--Lamiales-Scrophulariaceae	Plantae	Tracheophyta		Lamiales	Scrophulariaceae		141	wp-468.0000
135572	Plantae-Tracheophyta--Lamiales-Byblidaceae	Plantae	Tracheophyta		Lamiales	Byblidaceae		141	wp-469.0000
135581	Plantae-Tracheophyta--Lamiales-Linderniaceae	Plantae	Tracheophyta		Lamiales	Linderniaceae		141	wp-470.0000
135878	Plantae-Tracheophyta--Lamiales-Stilbaceae	Plantae	Tracheophyta		Lamiales	Stilbaceae		141	wp-471.0000
135938	Plantae-Tracheophyta--Lamiales-Mazaceae	Plantae	Tracheophyta		Lamiales	Mazaceae		141	wp-473.0000
135988	Plantae-Tracheophyta--Lamiales-Phrymaceae	Plantae	Tracheophyta		Lamiales	Phrymaceae		141	wp-474.0000
136225	Plantae-Tracheophyta--Lamiales-Paulowniaceae	Plantae	Tracheophyta		Lamiales	Paulowniaceae		141	wp-475.0000
136255	Plantae-Tracheophyta--Lamiales-Rehmanniaceae	Plantae	Tracheophyta		Lamiales	Rehmanniaceae		141	wp-476.0000
136270	Plantae-Tracheophyta--Lamiales-Orobanchaceae	Plantae	Tracheophyta		Lamiales	Orobanchaceae		141	wp-477.0000
139174	Plantae-Tracheophyta--Lamiales-Thomandersiaceae	Plantae	Tracheophyta		Lamiales	Thomandersiaceae		141	wp-478.0000
139182	Plantae-Tracheophyta--Lamiales-Pedaliaceae	Plantae	Tracheophyta		Lamiales	Pedaliaceae		141	wp-480.0000
139299	Plantae-Tracheophyta--Lamiales-Martyniaceae	Plantae	Tracheophyta		Lamiales	Martyniaceae		141	wp-481.0000
139326	Plantae-Tracheophyta--Lamiales-Bignoniaceae	Plantae	Tracheophyta		Lamiales	Bignoniaceae		141	wp-482.0000
140363	Plantae-Tracheophyta--Lamiales-Acanthaceae	Plantae	Tracheophyta		Lamiales	Acanthaceae		141	wp-484.0000
146399	Plantae-Tracheophyta--Lamiales-Lentibulariaceae	Plantae	Tracheophyta		Lamiales	Lentibulariaceae		141	wp-485.0000
146787	Plantae-Tracheophyta--Solanales-Hydroleaceae	Plantae	Tracheophyta		Solanales	Hydroleaceae		141	wp-488.0000
146803	Plantae-Tracheophyta--Solanales-Convolvulaceae	Plantae	Tracheophyta		Solanales	Convolvulaceae		141	wp-489.0000
149140	Plantae-Tracheophyta--Solanales-Solanaceae	Plantae	Tracheophyta		Solanales	Solanaceae		141	wp-490.0000
152376	Plantae-Tracheophyta--Boraginales-Boraginaceae	Plantae	Tracheophyta		Boraginales	Boraginaceae		141	wp-491.0000
156552	Plantae-Tracheophyta--Vahliales-Vahliaceae	Plantae	Tracheophyta		Vahliales	Vahliaceae		141	wp-497.0000
156570	Plantae-Tracheophyta--Aquifoliales-Stemonuraceae	Plantae	Tracheophyta		Aquifoliales	Stemonuraceae		141	wp-499.0000
156670	Plantae-Tracheophyta--Aquifoliales-Aquifoliaceae	Plantae	Tracheophyta		Aquifoliales	Aquifoliaceae		141	wp-500.0000
157383	Plantae-Tracheophyta--Aquifoliales-Phyllonomaceae	Plantae	Tracheophyta		Aquifoliales	Phyllonomaceae		141	wp-501.0000
157389	Plantae-Tracheophyta--Aquifoliales-Helwingiaceae	Plantae	Tracheophyta		Aquifoliales	Helwingiaceae		141	wp-502.0000
157404	Plantae-Tracheophyta--Asterales-Rousseaceae	Plantae	Tracheophyta		Asterales	Rousseaceae		141	wp-503.0000
157424	Plantae-Tracheophyta--Asterales-Pentaphragmataceae	Plantae	Tracheophyta		Asterales	Pentaphragmataceae		141	wp-505.0000
157456	Plantae-Tracheophyta--Asterales-Alseuosmiaceae	Plantae	Tracheophyta		Asterales	Alseuosmiaceae		141	wp-506.0000
157476	Plantae-Tracheophyta--Asterales-Phellinaceae	Plantae	Tracheophyta		Asterales	Phellinaceae		141	wp-507.0000
157492	Plantae-Tracheophyta--Asterales-Argophyllaceae	Plantae	Tracheophyta		Asterales	Argophyllaceae		141	wp-508.0000
157518	Plantae-Tracheophyta--Asterales-Stylidiaceae	Plantae	Tracheophyta		Asterales	Stylidiaceae		141	wp-509.0000
157851	Plantae-Tracheophyta--Asterales-Menyanthaceae	Plantae	Tracheophyta		Asterales	Menyanthaceae		141	wp-510.0000
157935	Plantae-Tracheophyta--Asterales-Goodeniaceae	Plantae	Tracheophyta		Asterales	Goodeniaceae		141	wp-511.0000
158454	Plantae-Tracheophyta--Asterales-Calyceraceae	Plantae	Tracheophyta		Asterales	Calyceraceae		141	wp-512.0000
158528	Plantae-Tracheophyta--Escalloniales-Escalloniaceae	Plantae	Tracheophyta		Escalloniales	Escalloniaceae		141	wp-514.0000
158672	Plantae-Tracheophyta--Bruniales-Columelliaceae	Plantae	Tracheophyta		Bruniales	Columelliaceae		141	wp-515.0000
158686	Plantae-Tracheophyta--Bruniales-Bruniaceae	Plantae	Tracheophyta		Bruniales	Bruniaceae		141	wp-516.0000
158776	Plantae-Tracheophyta--Apiales-Pennantiaceae	Plantae	Tracheophyta		Apiales	Pennantiaceae		141	wp-517.0000
158782	Plantae-Tracheophyta--Apiales-Torricelliaceae	Plantae	Tracheophyta		Apiales	Torricelliaceae		141	wp-518.0000
158796	Plantae-Tracheophyta--Apiales-Griseliniaceae	Plantae	Tracheophyta		Apiales	Griseliniaceae		141	wp-519.0000
158806	Plantae-Tracheophyta--Apiales-Pittosporaceae	Plantae	Tracheophyta		Apiales	Pittosporaceae		141	wp-520.0000
159175	Plantae-Tracheophyta--Apiales-Apiaceae	Plantae	Tracheophyta		Apiales	Apiaceae		141	wp-523.0000
164455	Plantae-Tracheophyta--Paracryphiales-Paracryphiaceae	Plantae	Tracheophyta		Paracryphiales	Paracryphiaceae		141	wp-524.0000
164497	Plantae-Tracheophyta--Dipsacales-Adoxaceae	Plantae	Tracheophyta		Dipsacales	Adoxaceae		141	wp-525.0000
164785	Plantae-Tracheophyta--Dipsacales-Diervillaceae	Plantae	Tracheophyta		Dipsacales	Diervillaceae		141	wp-526.0000
164806	Plantae-Tracheophyta--Dipsacales-Caprifoliaceae	Plantae	Tracheophyta		Dipsacales	Caprifoliaceae		141	wp-527.0000
165129	Plantae-Tracheophyta--Dipsacales-Linnaeaceae	Plantae	Tracheophyta		Dipsacales	Linnaeaceae		141	wp-528.0000
165148	Plantae-Tracheophyta--Dipsacales-Morinaceae	Plantae	Tracheophyta		Dipsacales	Morinaceae		141	wp-529.0000
165181	Plantae-Tracheophyta--Dipsacales-Dipsacaceae	Plantae	Tracheophyta		Dipsacales	Dipsacaceae		141	wp-530.0000
165649	Plantae-Tracheophyta--Dipsacales-Valerianaceae	Plantae	Tracheophyta		Dipsacales	Valerianaceae		141	wp-531.0000
