name_code	common_name	database_id
wp-4339	Harper's heartleaf	140
wp-4340	Virginia heartleaf	140
wp-4401	Vejiguitas	140
wp-4402	Liane doux (Lesser Antilles)	140
wp-4416	Spanische Osterluzei	140
wp-4425	Balearen-Osterluzei	140
wp-4427	West Indian dutchman's pipe	140
wp-4427	Bejuco de jengibre	140
wp-4427	Jengibrillo (Dominican Republic)	140
wp-4427	Liane jambe-pieds (Haiti)	140
wp-4429	Twolobe dutchman's pipe	140
wp-4429	Bejuco calon	140
wp-4429	Bejuco calzon	140
wp-4429	Bejuco corazon (Dominican Republic)	140
wp-4429	Brisiette	140
wp-4429	Bristol (Haiti)	140
wp-4431	Thrakische Osterluzei	140
wp-4446	Yuraj wijuco	140
wp-4449	California dutchman's pipe	140
wp-4469	Birthwort	140
wp-4469	Gew&ouml;hnliche Osterluzei	140
wp-4478	Liane amere (Lesser Antilles)	140
wp-4486	Cory's dutchman's pipe	140
wp-4489	Kretische Osterluzei	140
wp-4490	Kroatische Osterluzei	140
wp-4517	Calico Flower	140
wp-4517	Flor del pato	140
wp-4517	Fleur cygne	140
wp-4517	Duck vine	140
wp-4522	Swanflower	140
wp-4530	Jacacia	140
wp-4535	Gro&szlig;e Osterluzei	140
wp-4560	Pelicanflower	140
wp-4560	Poisoned hog meat	140
wp-4560	Pelicano	140
wp-4631	Colique (Haiti)	140
wp-4647	Mazedonische Osterluzei	140
wp-4650	Pfeifenwinde	140
wp-4650	Dutchman's-pipe	140
wp-4662	Florida dutchman's pipe	140
wp-4675	Griechische Osterluzei	140
wp-4706	Fragrant dutchman's pipe	140
wp-4717	Blasse Osterluzei	140
wp-4717	Fahle Osterluzei	140
wp-s.4717	Blasse Osterluzei	140
wp-s.4717	Fahle Osterluzei	140
wp-4729	Wenignervige Osterluzei (DE); Flor de pato (ES)	140
wp-4735	Marsh's dutchman's pipe	140
wp-4735	Coastal aristolochia	140
wp-4751	Pontische Osterluzei	140
wp-4770	Texas dutchman's pipe	140
wp-4774	Gallito	140
wp-4774	Patico	140
wp-4778	Rundknollige Osterluzei	140
wp-s.4778	Rundknollige Osterluzei	140
wp-4781	Liane fer a cheval	140
wp-4781	Marque-en-coin	140
wp-4801	Immergr&uuml;ne Osterluzei	140
wp-4805	Virginia snakeroot	140
wp-4809	Sizilianische Osterluzei	140
wp-4840	Woolly dutchman's pipe	140
wp-4851	Cachimbos	140
wp-4851	Panitos	140
wp-4851	Bejuco de Santiago	140
wp-4873	Watson's dutchman's pipe	140
wp-4883	Wright's dutchman's pipe	140
wp-4902	Georgia sweetshrub	140
wp-4904	Eastern sweetshrub	140
wp-s.4905	Eastern sweetshrub	140
wp-4906	Western sweetshrub	140
wp-4938	Bois-citronnier	140
wp-4938	Consoude-grand bois (Lesser Antilles)	140
wp-4942	Pera de monte	140
wp-4969	Cebuqui	140
wp-4982	Pflaumenmuskatnuss	140
wp-s.4982	Pflaumenmuskatnuss	140
wp-5008	Chilenische Muskatnuss	140
wp-5008	Kua Kung	140
wp-5017	Water mahoe	140
wp-5017	Water wood (Jamaica)	140
wp-5024	Pumpkin wood	140
wp-5024	Suck axe (Jamaica)	140
wp-5039	Mago	140
wp-5039	Toporite	140
wp-5077	Propeller Tree	140
wp-s.5077	Propeller Tree	140
wp-5194	Lemonwood	140
wp-5395	Boldo	140
wp-5414	Devil's gut	140
wp-5442	Madegassische Muskatnuss	140
wp-5457	Blue Laurel	140
wp-5600	Broad-leaved Quince	140
wp-5607	Common Wild Quince	140
wp-5641	Brazilian Muskeg Nut	140
wp-5646	Wild Camphor Tree	140
wp-5776	Cape Quince	140
wp-5776	Bastard Camphor Tree	140
wp-5778	Red Quince	140
wp-5802	Natal Quince	140
wp-6025	Aguacate cimarr&oacute;n	140
wp-6025	Cedro macho	140
wp-6025	Guaj&oacute;n	140
wp-6025	Palo colorado	140
wp-6025	Slugwood	140
wp-6375	Barbusano (DE); Barbuzano (ES)	140
wp-s.6375	Barbusano (DE); Barbuzano (ES)	140
wp-6584	Wild pear (Jamaica)	140
wp-6586	Aguacate	140
wp-6586	Alligator pear	140
wp-6586	Avocado	140
wp-6586	Avocatier	140
wp-6586	Avocadobaum	140
wp-6594	Redbay	140
wp-6633	Silk bay	140
wp-6638	Aguacatillo	140
wp-6638	Canela de la tierra	140
wp-6638	Macao	140
wp-6638	Mericao (Dominican Republic)	140
wp-6638	Canela (Puerto Rico)	140
wp-6658	Swamp bay	140
wp-6686	Aguacate cimarron	140
wp-6686	Aguacate silvestre (Cuba)	140
wp-6688	Laurier-avocate	140
wp-6688	Sweetwood (Lesser Antilles)	140
wp-6688	Aguacatillo (Puerto Rico)	140
wp-6728	Vinatigo (ES)	140
wp-6808	Canela china	140
wp-6808	Malay cinnamon	140
wp-6812	Kampferbaum	140
wp-6812	Camphrier	140
wp-6812	Alcanfor	140
wp-6812	Camphor Tree	140
wp-6818	Kassia-Zimt	140
wp-6856	Laurel bobo	140
wp-6856	Laurier cane	140
wp-6856	Laurier-mabonne	140
wp-6856	Pitch-pine sweetwood (Lesser Antilles)	140
wp-6861	Bois-doux mabonne	140
wp-6861	Bois-doux desbonnes	140
wp-6861	Laurier- Mabonne (Lesser Antilles)	140
wp-6950	Cigua blanca	140
wp-6950	Cigua boba	140
wp-6950	Cigua laurel	140
wp-6950	Laurel	140
wp-6950	Laurel maximito (Dominican Republic)	140
wp-6950	Laurier rose (Haiti)	140
wp-7075	Laurier (Haiti)	140
wp-7083	Canelier de Ceylan	140
wp-7083	Canella ceil&aacute;nica	140
wp-7083	Echter Zimt	140
wp-7083	Cinnamon	140
wp-7170	Negrillo	140
wp-7176	Bois doux blanc	140
wp-7176	Bois doux-grandes feuille	140
wp-7176	Bois marbre	140
wp-7176	Bois-montagne	140
wp-7176	Cayali	140
wp-7176	Cayari	140
wp-7176	Laurier caille	140
wp-7176	Laurier canelle	140
wp-7176	Laurier faire	140
wp-7176	Laurier-grand bois	140
wp-7176	Laurier gris	140
wp-7176	Laurier isabelle	140
wp-7176	Laurier pete	140
wp-7176	Laurier vache	140
wp-7176	Marbuy	140
wp-7176	Sweetwood (Lesser Antilles)	140
wp-7244	Laurier	140
wp-7244	Sweetwood (Lesser Antilles)	140
wp-7299	Stinkwood	140
wp-7316	Bois doux noir	140
wp-7316	Bois negresse	140
wp-7316	Laurier canelle	140
wp-7316	Laurier fer	140
wp-7316	Laurier petite feuille	140
wp-7316	Laurier riviere (Lesser Antilles)	140
wp-7348	Achotillo	140
wp-7348	Bijote	140
wp-7348	Canela blanca	140
wp-7348	Canelillo	140
wp-7348	Canelon	140
wp-7348	Curbana	140
wp-7348	Malambo	140
wp-7348	Raysu	140
wp-7348	Vencedor (Cuba)	140
wp-7348	Sasafras (Haiti)	140
wp-7373	Bois-doux-muscade	140
wp-7373	Laurier noir	140
wp-7380	Laurier caca	140
wp-7380	Laurier fetide	140
wp-7380	Laurier noir	140
wp-7380	Peste a pou (Lesser Antilles)	140
wp-7381	Jucaro amarillo	140
wp-7381	Raysu (Cuba)	140
wp-7398	Laurel espada	140
wp-7399	Canelilla (Dominican Republic)	140
wp-7399	Sasafras (Haiti)	140
wp-7399	Laurel	140
wp-7399	Palo santo (Puerto Rico)	140
wp-7400	Stinklorbeer (DE); Til (ES)	140
wp-7449	Bois doux muscade	140
wp-7449	Laurier gland	140
wp-7449	Laurier gombo	140
wp-7449	Laurier muscade (Lesser Antilles)	140
wp-7460	Laurier forme	140
wp-7460	Laurier-gland	140
wp-7460	Laurier fine (Lesser Antilles)	140
wp-7468	Transvaal Stinkwood	140
wp-7489	Cacaillo	140
wp-7489	Laurel geo	140
wp-7489	Loblolly sweetwood	140
wp-7517	Bois doux cabrit	140
wp-7517	Bois montagne	140
wp-7517	Laurier	140
wp-7517	Laurier mangue	140
wp-7517	Laurier racine (Lesser Antilles)	140
wp-7542	Nemoca	140
wp-7542	Nuez moscada macho	140
wp-7542	Nuez moscada del pais	140
wp-7608	Avispillo	140
wp-7608	Geo	140
wp-7608	Laurel	140
wp-7608	Laurel avispillo	140
wp-7608	Laurel geo	140
wp-7608	Laurel de paloma (Puerto Rico)	140
wp-7671	Cabalonga cimarrona	140
wp-7671	Granadillo	140
wp-7671	Nemoca cimarrona	140
wp-7671	Nuez moscada cimarrona	140
wp-7678	Lignum dorum	140
wp-7678	Spicewood (Jamaica)	140
wp-7740	Canelon	140
wp-7740	Laurel canelon	140
wp-7781	Avispillo	140
wp-7781	Cigua	140
wp-7781	Laurel cigua	140
wp-7781	Lancewood	140
wp-7781	Bastard torch	140
wp-7803	Aguacatillo	140
wp-7803	Bedsteadwood tree	140
wp-7803	Shinglewood	140
wp-7808	Black sweetwood	140
wp-7808	Bois doux desbonnes	140
wp-7808	Laurier caille (Lesser Antilles)	140
wp-7808	Laurel canelon (Puerto Rico)	140
wp-7827	Laurelillo	140
wp-7827	Sweetwood	140
wp-7840	Laurel roseta	140
wp-7840	Laurel geo colorado	140
wp-7840	Capberry	140
wp-7868	Laurel amarillo	140
wp-7868	Laurel blanco	140
wp-7868	Laurel macho	140
wp-7900	Palo canibalo	140
wp-7939	Bois jaune	140
wp-7939	Bois-la-colique	140
wp-7939	Laurier isabelle	140
wp-7939	Laurier jaune	140
wp-7939	Laurier rouge	140
wp-7939	Red sweetwood (Lesser Antilles)	140
wp-7939	Canelillo (Puerto Rico)	140
wp-7941	Canel&oacute;n	140
wp-7971	Laurier falaise (Lesser Antilles)	140
wp-7995	Canel&oacute;n	140
wp-8040	Caca&iacute;llo	140
wp-8040	Canela del pa&iacute;s	140
wp-8040	Canelilla	140
wp-8040	Canelillo	140
wp-8040	Portorican cinnamon	140
wp-8053	Bois a pain (Lesser Antilles)	140
wp-8061	Lebisa	140
wp-8061	Palo misanteco	140
wp-8061	Pepperleaf sweetwood	140
wp-8075	Itauba amarilla	140
wp-8098	California laurel	140
wp-8233	Pondspice	140
wp-8764	Northern spicebush	140
wp-8802	Southern spicebush	140
wp-8843	Bog spicebush	140
wp-8863	Lorbeerbaum	140
wp-8863	Sweet bay	140
wp-8867	Sassafras	140
wp-8941	Otoba-Muskatnu&szlig;	140
wp-8941	Gabun	140
wp-8978	Cedro masha	140
wp-8979	Chocolatillo	140
wp-8984	Chocatillo	140
wp-8984	sangre de toro	140
wp-8988	Palo santo negro	140
wp-8988	Wild nutmeg	140
wp-8988	Muscadier fou (Lesser Antilles)	140
wp-9002	Sangre de toro blanco	140
wp-9004	Sangre de toro	140
wp-9005	Bita	140
wp-9369	Nutmeg	140
wp-9369	Erdnu&szlig;	140
wp-9369	Nuez moscada	140
wp-9369	Muskatnu&szlig;	140
wp-9544	Rauhes Hornblatt	140
wp-9544	Candelabro de agua	140
wp-9544	Celestina de agua	140
wp-9544	Hornwort	140
wp-9544	Coon's tail	140
wp-9548	Spineless hornwort	140
wp-s.9550	Prickly hornwort	140
wp-9554	Zartes Hornblatt	140
wp-9617	Chocolate vine	140
wp-9631	Cupseed	140
wp-9644	Calebassier zombi	140
wp-9873	Tubo-Curare	140
wp-9923	Chocolatillo	140
wp-9923	huevo de mono	140
wp-9928	Bronquito	140
wp-9928	Chicharron de farallon	140
wp-9928	Picha jutia	140
wp-9929	Benuette	140
wp-9929	Petit grenoit marron	140
wp-9930	Rayo de sol	140
wp-9931	Chicharron	140
wp-9931	Chicharron amarillo	140
wp-9931	Chicharroncillo	140
wp-9931	Cogote de toro	140
wp-9931	Jamarito	140
wp-9933	Forest snakevine	140
wp-9933	Liane a remedes	140
wp-9933	Liane-bambouche batard	140
wp-9938	Limestone snakevine	140
wp-9940	Bois coq	140
wp-10017	Fruta de ciento pie	140
wp-10068	Kokkelsk&ouml;rner	140
wp-10198	Bejuco de mona	140
wp-10198	Oreja de rat&oacute;n	140
wp-10198	Pareira	140
wp-10198	Velvet-leaf	140
wp-10239	Carolina coralbead	140
wp-10240	Snailseed	140
wp-10242	Laurel-leaf snailseed	140
wp-10272	Common moonseed	140
wp-10284	Golden insideout flower	140
wp-10285	White insideout flower	140
wp-10286	Redwood insideout flower	140
wp-10289	Sockenblume	140
wp-10365	Deer's foot	140
wp-10367	Sweet after death	140
wp-10369	Twinleaf	140
wp-10373	American umbrellaleaf	140
wp-10391	Mayapple	140
wp-10400	Sacred bamboo	140
wp-10402	Giant blue cohosh	140
wp-10404	Blue cohosh	140
wp-10450	Hollyleaved barberry	140
wp-10491	palo amarillo	140
wp-10491	pato de gallina	140
wp-10491	pie de gallina	140
wp-10501	American barberry	140
wp-10527	Janacachi	140
wp-10559	Shining netvein barberry	140
wp-10582	Colorado barberry	140
wp-10584	Janacachi	140
wp-10590	Fremont's mahonia	140
wp-10611	Red barberry	140
wp-10618	Harrison's barberry	140
wp-10768	Cascade barberry	140
wp-10769	Nevin's barberry	140
wp-10813	Kello kello grande	140
wp-10820	California barberry	140
wp-s.10820	California barberry	140
wp-s.10821	Island barberry	140
wp-10851	Creeping barberry	140
wp-10901	Texas barberry	140
wp-10910	Japanese barberry	140
wp-10921	Algerita	140
wp-10947	Gemeine Berberitze	140
wp-10947	Common barberry	140
wp-s.10947	Gemeine Berberitze	140
wp-s.10947	Common barberry	140
wp-10955	Wilcox's barberry	140
wp-10980	Goldenseal	140
wp-10986	Fernleaf goldthread	140
wp-10996	Oregon goldthread	140
wp-10998	Idaho goldthread	140
wp-11006	Threeleaf goldthread	140
wp-s.11006	Threeleaf goldthread	140
wp-11011	Eastern false rue anemone	140
wp-11012	Willamette false rue anemone	140
wp-11013	Western false rue anemone	140
wp-11015	Queen Charlotte Island false rue anemone	140
wp-11016	Siskiyou false rue anemone	140
wp-11021	Muschelbl&uuml;mchen	140
wp-11039	Alpen-Akelei	140
wp-11042	Aragonische Akelei	140
wp-11043	Schwarze Akelei	140
wp-11046	Gelbe Akelei	140
wp-11049	Oil shale columbine	140
wp-11051	Bertolonis Akelei	140
wp-11055	Smallflower columbine	140
wp-11057	Red columbine	140
wp-11060	Golden columbine	140
wp-s.11061	Chaplin's golden columbine	140
wp-s.11062	Hinckley's golden columbine	140
wp-s.11063	Rydberg's golden columbine	140
wp-11065	Colorado blue columbine	140
wp-s.11066	Colorado alpine columbine	140
wp-s.11067	White Colorado columbine	140
wp-s.11069	Dailey's columbine	140
wp-11073	Desert columbine	140
wp-11074	Desolation columbine	140
wp-11078	Einseles Akelei	140
wp-11079	Western red columbine	140
wp-11081	Van Houtte's columbine	140
wp-11083	Yellow columbine	140
wp-11086	Western columbine	140
wp-11096	Jones' columbine	140
wp-s.11097	Blue limestone columbine	140
wp-11106	Laramie columbine	140
wp-11108	Longspur columbine	140
wp-11114	Mancos columbine	140
wp-s.11115	Graham's columbine	140
wp-s.11116	Lori's columbine	140
wp-s.11117	Mancos columbine	140
wp-11122	Schw&auml;rzliche Akelei	140
wp-11138	Sierra columbine	140
wp-11142	Pyren&auml;en-Akelei	140
wp-s.11142	Pyren&auml;en-Akelei	140
wp-11146	Rocky Mountain blue columbine	140
wp-11147	Utah columbine	140
wp-s.11149	Limestone columbine	140
wp-11154	Wiesenrautenbl&auml;ttrige Akelei	140
wp-11157	Chiricahua Mountain columbine	140
wp-11168	Gemeine Akelei	140
wp-11168	European columbine	140
wp-s.11168	Gemeine Akelei	140
wp-s.11168	European columbine	140
wp-11208	Yellowroot	140
wp-11214	Alpine meadow-rue	140
wp-11214	Alpen-Wiesenraute	140
wp-s.11214	Alpine meadow-rue	140
wp-s.11214	Alpen-Wiesenraute	140
wp-11219	Akeleibl&auml;ttrige Wiesenraute	140
wp-11219	Columbine meadow-rue	140
wp-s.11219	Akeleibl&auml;ttrige Wiesenraute	140
wp-s.11219	Columbine meadow-rue	140
wp-11222	Arkansas meadow-rue	140
wp-11237	Mountain meadow-rue	140
wp-11238	Cooley's meadow-rue	140
wp-11239	Maid of the mist	140
wp-11244	Purple meadow-rue	140
wp-11246	Southern meadow-rue	140
wp-11247	Taya-taya	140
wp-11253	Early meadow-rue	140
wp-11259	Fendler's meadow-rue	140
wp-s.11260	Wright's meadow-rue	140
wp-11264	Gelbe Wiesenraute	140
wp-11266	Stinkende Wiesenraute	140
wp-s.11266	Stinkende Wiesenraute	140
wp-11281	Cathedral Bluff meadow-rue	140
wp-11301	Pinco	140
wp-11302	Gl&auml;nzende Wiesenraute	140
wp-11303	Gro&szlig;fr&uuml;chtige Wiesenraute	140
wp-11305	Piedmont meadow-rue	140
wp-11311	Kleine Wiesenraute	140
wp-s.11311	Kleine Wiesenraute	140
wp-11321	Little mountain meadow-rue	140
wp-11327	Black Hills meadow-rue	140
wp-11329	Western meadow-rue	140
wp-11355	King of the meadow	140
wp-11365	Waxyleaf meadow-rue	140
wp-11384	Einfache Wiesenraute	140
wp-s.11384	Einfache Wiesenraute	140
wp-11391	Fewflower meadow-rue	140
wp-s.11392	Richarson's meadow-rue	140
wp-11407	Houston meadow-rue	140
wp-11408	Rue anemone	140
wp-11418	Knollige Wiesenraute	140
wp-11428	Veiny meadow-rue	140
wp-11457	White marsh marigold	140
wp-s.11457	White marsh marigold	140
wp-s.11458	Sulphur marsh marigold	140
wp-s.11459	Howell's marsh marigold	140
wp-11460	Floating marsh marigold	140
wp-11463	Sumpfdotterblume	140
wp-11463	Yellow marsh marigold	140
wp-s.11463	Sumpfdotterblume	140
wp-s.11463	Yellow marsh marigold	140
wp-11501	Trollblume	140
wp-11501	European globeflower	140
wp-11510	American globeflower	140
wp-s.11510	American globeflower	140
wp-11525	Kamchatka globeflower	140
wp-s.11525	Kamchatka globeflower	140
wp-11551	Stinkende Nie&szlig;wurz	140
wp-11551	Setterwort	140
wp-s.11551	Stinkende Nie&szlig;wurz	140
wp-s.11551	Setterwort	140
wp-11558	Christrose	140
wp-11558	Schneerose	140
wp-11558	Black hellebore	140
wp-s.11558	Christrose	140
wp-s.11558	Schneerose	140
wp-s.11558	Black hellebore	140
wp-11562	Lenten-rose	140
wp-s.11562	Lenten-rose	140
wp-11569	Gr&uuml;ne Nie&szlig;wurz	140
wp-11569	Green hellebore	140
wp-s.11569	Gr&uuml;ne Nie&szlig;wurz	140
wp-s.11569	Green hellebore	140
wp-11576	Winterling	140
wp-11576	Winter aconite	140
wp-11588	Arizona bugbane	140
wp-11598	Tall bugbane	140
wp-11599	Europ&auml;isches Wanzenkraut	140
wp-11605	Mt. Hood bugbane	140
wp-11608	White baneberry	140
wp-11609	Mountain bugbane	140
wp-11611	Black bugbane	140
wp-11613	Appalachian bugbane	140
wp-11614	Red baneberry	140
wp-s.11614	Red baneberry	140
wp-s.11615	Red baneberry	140
wp-11617	Christophskraut	140
wp-11627	Acker-Schwarzk&uuml;mmel	140
wp-s.11627	Acker-Schwarzk&uuml;mmel	140
wp-11644	Gretel in der Heck	140
wp-11644	Damaszener Schwarzk&uuml;mmel (DE)	140
wp-11644	Devil in the bush (EN); Cabellos de Venus (ES)	140
wp-11664	Echter Schwarzk&uuml;mmel	140
wp-11664	Black cumin	140
wp-11687	Schmalbl&auml;ttriger Eisenhut	140
wp-11688	Gift-Eisenhut	140
wp-11688	Bla&szlig;gelber Eisenhut	140
wp-s.11688	Gift-Eisenhut	140
wp-s.11688	Bla&szlig;gelber Eisenhut	140
wp-11740	Columbian monkshood	140
wp-s.11740	Columbian monkshood	140
wp-s.11755	Rispiger Eisenhut	140
wp-11760	Larkspurleaf monkshood	140
wp-s.11760	Larkspurleaf monkshood	140
wp-11856	Arizona monkshood	140
wp-s.11939	Moldau-Eisenhut	140
wp-s.11940	Lamarcks Eisenhut	140
wp-s.11941	Gelber Eisenhut	140
wp-s.11941	Wolfs-Eisenhut	140
wp-11946	Kamchatka aconite	140
wp-s.11946	Kamchatka aconite	140
wp-11959	Blauer Eisenhut	140
wp-11959	Venus' chariot	140
wp-s.11959	Blauer Eisenhut	140
wp-s.11959	Venus' chariot	140
wp-s.11971	Gew&ouml;hnlicher Blauer Eisenhut	140
wp-11989	Northern blue monkshood	140
wp-12056	Trailing white monkshood	140
wp-12085	N&ouml;rdlicher Eisenhut	140
wp-s.12085	N&ouml;rdlicher Eisenhut	140
wp-12135	Tauern-Eisenhut	140
wp-s.12135	Tauern-Eisenhut	140
