AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsFossil	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDTaxonGUI	GSDNameGUI	
143655	143108	terminalis	Brunet, 1968	Subspecies	accepted	Accepted name	0	marine		Faubel, Anno	2004-12-21 16:54:05	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=143655		urn:lsid:marinespecies.org:taxname:143655	
143660	143580	helgolandica	Sopott, 1972	Subspecies	accepted	Accepted name	0	marine		Tyler, Seth	2010-06-29 07:44:17	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=143660		urn:lsid:marinespecies.org:taxname:143660	
152603	152601	americana	Ax & Sopott Ehlers, 1979	Subspecies	accepted	Accepted name	0			Artois, Tom	2011-10-14 14:26:31	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=152603		urn:lsid:marinespecies.org:taxname:152603	
152604	152601	tripapilosa	Tajika, 1977	Subspecies	accepted	Accepted name	0			Artois, Tom	2011-10-14 14:26:31	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=152604		urn:lsid:marinespecies.org:taxname:152604	
152755	143537	bermudensis	Ax & Sopott-Ehlers, 1985	Subspecies	accepted	Accepted name	0			Artois, Tom	2011-10-14 14:26:31	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=152755		urn:lsid:marinespecies.org:taxname:152755	
152756	143537	canariensis	Ehlers & Ehlers, 1980	Subspecies	accepted	Accepted name	0			Artois, Tom	2011-10-14 14:26:31	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=152756		urn:lsid:marinespecies.org:taxname:152756	
154147	154146	japonica	Tajika, 1982	Subspecies	accepted	Accepted name	0			Artois, Tom	2011-10-14 14:26:31	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=154147		urn:lsid:marinespecies.org:taxname:154147	
154696	143580	magna	(Ax, 1967)	Subspecies	accepted	Accepted name	0			Artois, Tom	2011-10-14 14:26:31	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=154696		urn:lsid:marinespecies.org:taxname:154696	
154729	143584	filum	(Meixner, 1938)	Subspecies	accepted	Accepted name	0	marine		Tyler, Seth	2010-06-29 07:44:17	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=154729		urn:lsid:marinespecies.org:taxname:154729	
154730	143584	neapolitana	Ax, Weidemann & Ehlers, 1978	Subspecies	accepted	Accepted name	0	marine		Artois, Tom	2005-04-19 10:30:47	http://www.marinespecies.org/rhabditophora/aphia.php?p=taxdetails&id=154730		urn:lsid:marinespecies.org:taxname:154730	
