AcceptedTaxonID	DistributionElement	StandardInUse
1154023	CHI-NX	TDWG Level 4 code
1154024	CHI-NX	TDWG Level 4 code
1154030	CHS	TDWG Level 3 code
1154032	ASS	TDWG Level 3 code
1154032	Assam; Bhutan; China: Tibet; India: Arunachal Pradesh; Meghalaya; West Bengal; Nepal	text
1154032	CHT	TDWG Level 3 code
1154032	EHM	TDWG Level 3 code
1154032	IND	TDWG Level 3 code
1154032	NEP	TDWG Level 3 code
1154036	IND	TDWG Level 3 code
1154036	India: West Bengal; Nepal	text
1154036	NEP	TDWG Level 3 code
1154037	IND-WB	TDWG Level 4 code
1154038	NEP	TDWG Level 3 code
1154038	Nepal	text
1154039	IND	TDWG Level 3 code
1154039	India: Meghalaya	text
1154040	EHM-AP	TDWG Level 4 code
1154040	IND	TDWG Level 3 code
1154040	India: Arunachal Pradesh	text
1154041	EHM-AP	TDWG Level 4 code
1154041	IND	TDWG Level 3 code
1154041	India: Arunachal Pradesh	text
1154044	EHM-AP	TDWG Level 4 code
1154044	IND	TDWG Level 3 code
1154044	India: Arunachal Pradesh	text
1154046	ASS-MA	TDWG Level 4 code
1154046	IND	TDWG Level 3 code
1154046	India: Manipur	text
1154047	EHM-AP	TDWG Level 4 code
1154047	IND	TDWG Level 3 code
1154047	India: Arunachal Pradesh	text
1154048	EHM-AP	TDWG Level 4 code
1154048	IND	TDWG Level 3 code
1154048	India: Arunachal Pradesh	text
1154049	ASS	TDWG Level 3 code
1154049	Assam; India: Meghalaya, Manipur	text
1154049	IND	TDWG Level 3 code
1154050	EHM-AP	TDWG Level 4 code
1154050	IND	TDWG Level 3 code
1154050	India: Arunachal Pradesh	text
1154051	Bhutan; China: Tibet; India: Arunachal Pradesh, West Bengal	text
1154051	CHT	TDWG Level 3 code
1154051	EHM-AP	TDWG Level 4 code
1154051	IND	TDWG Level 3 code
1154055	CHC	TDWG Level 3 code
1154055	China: Guizhou Province, Leigong Mountain, Xiaodan River, 685 m. Guizhou Province, Maolan.	text
1154056	Bhutan	text
1154056	EHM	TDWG Level 3 code
1154057	Bhutan	text
1154057	EHM	TDWG Level 3 code
1154058	ASS	TDWG Level 3 code
1154058	Assam; India: Meghalaya	text
1154058	IND	TDWG Level 3 code
1154059	JAW	TDWG Level 3 code
1154059	THA	TDWG Level 3 code
1154060	CHC-SC	TDWG Level 4 code
1154061	CHC-YN	TDWG Level 4 code
1154062	CHS-GX	TDWG Level 4 code
1154063	CHS-HE	TDWG Level 4 code
1154064	CHS-HN	TDWG Level 4 code
1154066	CHS-ZJ	TDWG Level 4 code
1154067	CHC-SC	TDWG Level 4 code
1154068	VIE	TDWG Level 3 code
1154069	THA	TDWG Level 3 code
1154070	THA	TDWG Level 3 code
1154071	THA	TDWG Level 3 code
1154072	VIE	TDWG Level 3 code
1154073	THA	TDWG Level 3 code
1154074	THA	TDWG Level 3 code
1154075	THA	TDWG Level 3 code
1154076	THA	TDWG Level 3 code
1154077	THA	TDWG Level 3 code
1154078	VIE	TDWG Level 3 code
1154081	BRC	TDWG Level 3 code
1154081	CAL	TDWG Level 3 code
1154081	Canada: BC. USA: CA, OR, WA.	text
1154081	ORE	TDWG Level 3 code
1154081	WAS	TDWG Level 3 code
1154082	ORE	TDWG Level 3 code
1154082	USA: OR, WA.	text
1154082	WAS	TDWG Level 3 code
1154083	CAL	TDWG Level 3 code
1154083	Mexico: Baja California. USA: CA.	text
1154083	MXN	TDWG Level 3 code
1154084	ABT	TDWG Level 3 code
1154084	BRC	TDWG Level 3 code
1154084	CAL	TDWG Level 3 code
1154084	Canada: AB, BC, MB, SK. USA: CA, CO, ID, MT, NM, NV, OR, UT, WA, WY.	text
1154084	COL	TDWG Level 3 code
1154084	IDA	TDWG Level 3 code
1154084	MAN	TDWG Level 3 code
1154084	MNT	TDWG Level 3 code
1154084	NEV	TDWG Level 3 code
1154084	NWM	TDWG Level 3 code
1154084	ORE	TDWG Level 3 code
1154084	SAS	TDWG Level 3 code
1154084	UTA	TDWG Level 3 code
1154084	WAS	TDWG Level 3 code
1154084	WYO	TDWG Level 3 code
1154086	ARI	TDWG Level 3 code
1154086	COL	TDWG Level 3 code
1154086	NWM	TDWG Level 3 code
1154086	SDA	TDWG Level 3 code
1154086	USA: AZ, CO, NM, SD, UT, WY.	text
1154086	UTA	TDWG Level 3 code
1154086	WYO	TDWG Level 3 code
1154087	CAL	TDWG Level 3 code
1154087	ORE	TDWG Level 3 code
1154087	USA: CA, OR.	text
1154088	ABT	TDWG Level 3 code
1154088	Canada: AB. USA: CO, ID, MT, NM, OR, WA, WY.	text
1154088	COL	TDWG Level 3 code
1154088	IDA	TDWG Level 3 code
1154088	MNT	TDWG Level 3 code
1154088	NWM	TDWG Level 3 code
1154088	ORE	TDWG Level 3 code
1154088	WAS	TDWG Level 3 code
1154088	WYO	TDWG Level 3 code
1154089	CAL	TDWG Level 3 code
1154089	USA: CA.	text
1154090	ORE	TDWG Level 3 code
1154090	USA: OR, WA.	text
1154090	WAS	TDWG Level 3 code
1154091	IDA	TDWG Level 3 code
1154091	MNT	TDWG Level 3 code
1154091	NEV	TDWG Level 3 code
1154091	ORE	TDWG Level 3 code
1154091	USA: ID, MT, NV, OR, UT, WA.	text
1154091	UTA	TDWG Level 3 code
1154091	WAS	TDWG Level 3 code
1154092	USA: WA.	text
1154092	WAS	TDWG Level 3 code
1154093	NEV	TDWG Level 3 code
1154093	USA: NV.	text
1154095	Austria. Baltic States. Belgium. Bulgaria. Czechoslovakia. Denmark. Finland. France. Germany. Great Britain. Ireland. Italy. Netherlands. Northwest European Russia. Norway. Poland. Romania. Spain. Sweden. Switzerland.	text
1154095	AUT	TDWG Level 3 code
1154095	BGM	TDWG Level 3 code
1154095	BLT	TDWG Level 3 code
1154095	BUL	TDWG Level 3 code
1154095	CZE	TDWG Level 3 code
1154095	DEN	TDWG Level 3 code
1154095	FIN	TDWG Level 3 code
1154095	FRA	TDWG Level 3 code
1154095	GER	TDWG Level 3 code
1154095	GRB	TDWG Level 3 code
1154095	IRE	TDWG Level 3 code
1154095	ITA	TDWG Level 3 code
1154095	NET	TDWG Level 3 code
1154095	NOR	TDWG Level 3 code
1154095	POL	TDWG Level 3 code
1154095	ROM	TDWG Level 3 code
1154095	RUW	TDWG Level 3 code
1154095	SPA	TDWG Level 3 code
1154095	SWE	TDWG Level 3 code
1154095	SWI	TDWG Level 3 code
1154098	TUR	TDWG Level 3 code
1154098	Turkey	text
1154099	TUR	TDWG Level 3 code
1154099	Turkey	text
1154100	TUR	TDWG Level 3 code
1154100	Turkey	text
1154101	Austria. Czechoslovakia. Germany. Italy. Slovenia.	text
1154101	AUT	TDWG Level 3 code
1154101	CZE	TDWG Level 3 code
1154101	GER	TDWG Level 3 code
1154101	ITA	TDWG Level 3 code
1154101	YUG	TDWG Level 3 code
1154103	SPA	TDWG Level 3 code
1154103	Spain.	text
1154104	SPA	TDWG Level 3 code
1154104	Spain.	text
1154105	SPA	TDWG Level 3 code
1154105	Spain.	text
1154106	GRC	TDWG Level 3 code
1154106	Greece.	text
1154108	CZE	TDWG Level 3 code
1154108	Czechoslovakia. Hungary. Macedonia. Poland. Romania.	text
1154108	HUN	TDWG Level 3 code
1154108	POL	TDWG Level 3 code
1154108	ROM	TDWG Level 3 code
1154108	YUG	TDWG Level 3 code
1154109	POR	TDWG Level 3 code
1154109	Portugal. Spain.	text
1154109	SPA	TDWG Level 3 code
1154110	Austria. France. Germany. Italy. Switzerland.	text
1154110	AUT	TDWG Level 3 code
1154110	FRA	TDWG Level 3 code
1154110	GER	TDWG Level 3 code
1154110	ITA	TDWG Level 3 code
1154110	SWI	TDWG Level 3 code
1154112	FRA	TDWG Level 3 code
1154112	France.	text
1154113	Austria. Belgium. Bulgaria. Czechoslovakia. Germany. Hungary. Italy. Poland. Romania. Switzerland. Ukraine. Yugoslavia	text
1154113	AUT	TDWG Level 3 code
1154113	BGM	TDWG Level 3 code
1154113	BUL	TDWG Level 3 code
1154113	CZE	TDWG Level 3 code
1154113	GER	TDWG Level 3 code
1154113	HUN	TDWG Level 3 code
1154113	ITA	TDWG Level 3 code
1154113	KRY	TDWG Level 3 code
1154113	POL	TDWG Level 3 code
1154113	ROM	TDWG Level 3 code
1154113	SWI	TDWG Level 3 code
1154113	UKR	TDWG Level 3 code
1154113	YUG	TDWG Level 3 code
1154115	BUL	TDWG Level 3 code
1154115	Bulgaria. Czechoslovakia. Greece. Poland. Romania. Yugoslavia.	text
1154115	CZE	TDWG Level 3 code
1154115	GRC	TDWG Level 3 code
1154115	POL	TDWG Level 3 code
1154115	ROM	TDWG Level 3 code
1154115	YUG	TDWG Level 3 code
1154116	FRA	TDWG Level 3 code
1154116	France. Italy. Spain.	text
1154116	ITA	TDWG Level 3 code
1154116	SPA	TDWG Level 3 code
1154117	BUL	TDWG Level 3 code
1154117	Bulgaria. Greece.	text
1154117	GRC	TDWG Level 3 code
1154118	TUR	TDWG Level 3 code
1154118	Turkey	text
1154119	ITA	TDWG Level 3 code
1154119	Italy.	text
1154120	Caucasus. Turkey.	text
1154120	NCS	TDWG Level 3 code
1154120	TCS	TDWG Level 3 code
1154120	TUR	TDWG Level 3 code
1154121	Austria. Bulgaria. Czechoslovakia. France. Germany. Italy. Poland. Romania. Spain. Switzerland. Ukraine.	text
1154121	AUT	TDWG Level 3 code
1154121	BUL	TDWG Level 3 code
1154121	CZE	TDWG Level 3 code
1154121	FRA	TDWG Level 3 code
1154121	GER	TDWG Level 3 code
1154121	ITA	TDWG Level 3 code
1154121	POL	TDWG Level 3 code
1154121	ROM	TDWG Level 3 code
1154121	SPA	TDWG Level 3 code
1154121	SWI	TDWG Level 3 code
1154121	UKR	TDWG Level 3 code
1154122	Caucasus. Iran. Turkey.	text
1154122	IRN	TDWG Level 3 code
1154122	NCS	TDWG Level 3 code
1154122	TCS	TDWG Level 3 code
1154122	TUR	TDWG Level 3 code
1154123	FRA	TDWG Level 3 code
1154123	France. Italy.	text
1154123	ITA	TDWG Level 3 code
1154124	ITA	TDWG Level 3 code
1154124	Italy.	text
1154125	FRA	TDWG Level 3 code
1154125	France.	text
1154126	RUS	TDWG Level 3 code
1154126	SE Russia.	text
1154127	IRN	TDWG Level 3 code
1154128	Caucasus. Turkey.	text
1154128	NCS	TDWG Level 3 code
1154128	TCS	TDWG Level 3 code
1154128	TUR	TDWG Level 3 code
1154130	Caucasus. Turkey.	text
1154130	NCS	TDWG Level 3 code
1154130	TCS	TDWG Level 3 code
1154130	TUR	TDWG Level 3 code
1154131	POR	TDWG Level 3 code
1154131	Portugal. Spain.	text
1154131	SPA	TDWG Level 3 code
1154132	Iran.	text
1154132	IRN	TDWG Level 3 code
1154133	SPA	TDWG Level 3 code
1154133	Spain.	text
1154134	POR	TDWG Level 3 code
1154134	Portugal. Spain.	text
1154134	SPA	TDWG Level 3 code
1154135	Austria. Baltic States. Bulgaria. Czechoslovakia. France. Germany. Italy. Krym. Poland. Yugoslavia.	text
1154135	AUT	TDWG Level 3 code
1154135	BLT	TDWG Level 3 code
1154135	BUL	TDWG Level 3 code
1154135	CZE	TDWG Level 3 code
1154135	GER	TDWG Level 3 code
1154135	ITA	TDWG Level 3 code
1154135	KRY	TDWG Level 3 code
1154135	POL	TDWG Level 3 code
1154135	ROM	TDWG Level 3 code
1154135	UKR	TDWG Level 3 code
1154135	YUG	TDWG Level 3 code
1154136	BUL	TDWG Level 3 code
1154136	Bulgaria. Macedonia. Romania.	text
1154136	ROM	TDWG Level 3 code
1154136	YUG	TDWG Level 3 code
1154137	ITA	TDWG Level 3 code
1154137	Italy.	text
1154138	ITA	TDWG Level 3 code
1154138	Italy.	text
1154139	ITA	TDWG Level 3 code
1154139	Italy.	text
1154140	Austria. Czechoslovakia. France. Germany. Hungary. Italy. Netherlands. Poland. Romania. Slovenia. Switzerland. Ukraine. Yugoslavia	text
1154140	AUT	TDWG Level 3 code
1154140	CZE	TDWG Level 3 code
1154140	FRA	TDWG Level 3 code
1154140	GER	TDWG Level 3 code
1154140	HUN	TDWG Level 3 code
1154140	ITA	TDWG Level 3 code
1154140	NET	TDWG Level 3 code
1154140	POL	TDWG Level 3 code
1154140	ROM	TDWG Level 3 code
1154140	SWI	TDWG Level 3 code
1154140	UKR	TDWG Level 3 code
1154140	YUG	TDWG Level 3 code
1154141	CYP	TDWG Level 3 code
1154141	LBS	TDWG Level 3 code
1154141	Lebanon. Cyprus.	text
1154142	BUL	TDWG Level 3 code
1154142	Bulgaria. Macedonia. Greece. Kriti.	text
1154142	GRC	TDWG Level 3 code
1154142	KRI	TDWG Level 3 code
1154142	YUG	TDWG Level 3 code
1154143	Armenia. Caucasus. Turkey.	text
1154143	NCS	TDWG Level 3 code
1154143	TCS	TDWG Level 3 code
1154143	TUR	TDWG Level 3 code
1154145	Austria. Bulgaria. Czechoslovakia. France. Germany. Great Britain. Macedonia. Poland. Romania. Ukraine.	text
1154145	AUT	TDWG Level 3 code
1154145	BUL	TDWG Level 3 code
1154145	CZE	TDWG Level 3 code
1154145	FRA	TDWG Level 3 code
1154145	GER	TDWG Level 3 code
1154145	GRB	TDWG Level 3 code
1154145	KRY	TDWG Level 3 code
1154145	POL	TDWG Level 3 code
1154145	ROM	TDWG Level 3 code
1154145	UKR	TDWG Level 3 code
1154145	YUG	TDWG Level 3 code
1154146	POR	TDWG Level 3 code
1154146	Portugal. Spain.	text
1154146	SPA	TDWG Level 3 code
1154147	Austria. Czechoslovakia. France. Germany. Italy. Poland. Romania. Switzerland. Yugoslavia.	text
1154147	AUT	TDWG Level 3 code
1154147	CZE	TDWG Level 3 code
1154147	FRA	TDWG Level 3 code
1154147	GER	TDWG Level 3 code
1154147	ITA	TDWG Level 3 code
1154147	POL	TDWG Level 3 code
1154147	ROM	TDWG Level 3 code
1154147	SWI	TDWG Level 3 code
1154147	YUG	TDWG Level 3 code
1154148	Austria. Czechoslovakia. France. Germany. Italy. Poland. Romania. Switzerland. Ukraine.	text
1154148	AUT	TDWG Level 3 code
1154148	CZE	TDWG Level 3 code
1154148	FRA	TDWG Level 3 code
1154148	GER	TDWG Level 3 code
1154148	ITA	TDWG Level 3 code
1154148	KRY	TDWG Level 3 code
1154148	POL	TDWG Level 3 code
1154148	ROM	TDWG Level 3 code
1154148	SWI	TDWG Level 3 code
1154148	UKR	TDWG Level 3 code
1154149	Austria. Belgium. Bulgaria. Czechoslovakia. France. Germany. Hungary. Italy. Montenegro. Poland. Romania. Switzerland. Ukraine.	text
1154149	AUT	TDWG Level 3 code
1154149	BGM	TDWG Level 3 code
1154149	BUL	TDWG Level 3 code
1154149	CZE	TDWG Level 3 code
1154149	FRA	TDWG Level 3 code
1154149	GER	TDWG Level 3 code
1154149	HUN	TDWG Level 3 code
1154149	ITA	TDWG Level 3 code
1154149	KRY	TDWG Level 3 code
1154149	POL	TDWG Level 3 code
1154149	ROM	TDWG Level 3 code
1154149	SWI	TDWG Level 3 code
1154149	UKR	TDWG Level 3 code
1154149	YUG	TDWG Level 3 code
1154150	GRC	TDWG Level 3 code
1154150	Greece.	text
1154151	ROM	TDWG Level 3 code
1154151	Romania.	text
1154152	FRA	TDWG Level 3 code
1154152	France. Portugal. Spain.	text
1154152	POR	TDWG Level 3 code
1154152	SPA	TDWG Level 3 code
1154154	TUR	TDWG Level 3 code
1154154	Turkey.	text
1154155	AUT	TDWG Level 3 code
1154155	BGM	TDWG Level 3 code
1154155	Europe: Western Middle Europe; Belgium. Germany. France. Holland. Netherlands. Luxemurg. Austria. Poland. Romania. Switzerland. Spain.	text
1154155	FRA	TDWG Level 3 code
1154155	GER	TDWG Level 3 code
1154155	NET	TDWG Level 3 code
1154155	POL	TDWG Level 3 code
1154155	SPA	TDWG Level 3 code
1154155	SWI	TDWG Level 3 code
1154159	ITA	TDWG Level 3 code
1154159	Italy.	text
1154160	ASS	TDWG Level 3 code
1154160	Assam; India: Arunachal Pradesh	text
1154160	IND	TDWG Level 3 code
1154161	Italy: Sicily.	text
1154161	SIC	TDWG Level 3 code
1154163	FRA	TDWG Level 3 code
1154163	France. Spain.	text
1154163	SPA	TDWG Level 3 code
1154164	FRA	TDWG Level 3 code
1154164	France. Spain.	text
1154164	SPA	TDWG Level 3 code
1154165	FRA	TDWG Level 3 code
1154165	France.	text
1154166	Caucasus. Turkey.	text
1154166	NCS	TDWG Level 3 code
1154166	TCS	TDWG Level 3 code
1154166	TUR	TDWG Level 3 code
1154168	TUR	TDWG Level 3 code
1154168	Turkey.	text
1154170	NCS	TDWG Level 3 code
1154170	TCS	TDWG Level 3 code
1154170	TUR	TDWG Level 3 code
1154171	Caucasus. Turkey.	text
1154171	NCS	TDWG Level 3 code
1154171	TCS	TDWG Level 3 code
1154171	TUR	TDWG Level 3 code
1154172	TUR	TDWG Level 3 code
1154172	Turkey	text
1154173	EAI	TDWG Level 3 code
1154173	Greece (Lesbos). Turkey.	text
1154173	TUR	TDWG Level 3 code
1154174	AUT	TDWG Level 3 code
1154174	BGM	TDWG Level 3 code
1154174	BLT	TDWG Level 3 code
1154174	BUL	TDWG Level 3 code
1154174	CZE	TDWG Level 3 code
1154174	Europe: Austria. Baltic States. Belgium. Bulgaria. Czechoslovakia. Finland. France. Germany. Greece. Hungary. Italy. Netherlands. Norway. Poland. Portugal. Romania. Spain. Switzerland. Former Yugoslavia	text
1154174	FIN	TDWG Level 3 code
1154174	FRA	TDWG Level 3 code
1154174	GER	TDWG Level 3 code
1154174	GRC	TDWG Level 3 code
1154174	HUN	TDWG Level 3 code
1154174	ITA	TDWG Level 3 code
1154174	KRY	TDWG Level 3 code
1154174	NET	TDWG Level 3 code
1154174	NOR	TDWG Level 3 code
1154174	POL	TDWG Level 3 code
1154174	POR	TDWG Level 3 code
1154174	ROM	TDWG Level 3 code
1154174	RUC	TDWG Level 3 code
1154174	RUW	TDWG Level 3 code
1154174	SIC	TDWG Level 3 code
1154174	SPA	TDWG Level 3 code
1154174	SWI	TDWG Level 3 code
1154174	TUR	TDWG Level 3 code
1154174	UKR	TDWG Level 3 code
1154174	YUG	TDWG Level 3 code
1154182	CHS-GD	TDWG Level 4 code
1154183	SPA	TDWG Level 3 code
1154185	ITA	TDWG Level 3 code
1154185	Italy.	text
1154187	Caucasus. Iran, Turkey	text
1154187	IRN	TDWG Level 3 code
1154187	NCS	TDWG Level 3 code
1154187	TCS	TDWG Level 3 code
1154187	TUR	TDWG Level 3 code
1154188	NEP	TDWG Level 3 code
1154188	Nepal	text
1154189	BUL	TDWG Level 3 code
1154189	Bulgaria.	text
1154190	Bosnia. Greece, Macedonia. Serbia. Turkey.	text
1154190	GRC	TDWG Level 3 code
1154190	TUR	TDWG Level 3 code
1154190	YUG	TDWG Level 3 code
1154191	BUL	TDWG Level 3 code
1154191	Bulgaria. Turkey.	text
1154191	TUR	TDWG Level 3 code
1154193	Andros	text
1154193	GRC	TDWG Level 3 code
1154194	LBS	TDWG Level 3 code
1154194	Lebanon	text
1154195	ALB	TDWG Level 3 code
1154195	Albania	text
1154196	COR	TDWG Level 3 code
1154196	Corsica.	text
1154197	E. Pyrenees	text
1154197	FRA	TDWG Level 3 code
1154198	COR	TDWG Level 3 code
1154198	Corsica	text
1154199	GRC	TDWG Level 3 code
1154199	Greece: Crete.	text
1154199	KRI	TDWG Level 3 code
1154200	SIC	TDWG Level 3 code
1154200	Sicily	text
1154201	SAR	TDWG Level 3 code
1154201	Sardinia	text
1154202	LBS	TDWG Level 3 code
1154203	Apeninnes, Sicily	text
1154203	ITA	TDWG Level 3 code
1154203	SIC	TDWG Level 3 code
1154204	GRC	TDWG Level 3 code
1154204	Naxos	text
1154205	Macedonia	text
1154205	YUG	TDWG Level 3 code
1154206	LBS	TDWG Level 3 code
1154206	Lebanon	text
1154207	ALG	TDWG Level 3 code
1154207	Apeninnes, Sicily, Algeria	text
1154207	ITA	TDWG Level 3 code
1154207	SIC	TDWG Level 3 code
1154208	Caucasus. Turkey.	text
1154208	NCS	TDWG Level 3 code
1154208	TCS	TDWG Level 3 code
1154208	TUR	TDWG Level 3 code
1154209	ALG	TDWG Level 3 code
1154209	Apennines. Algeria.	text
1154209	ITA	TDWG Level 3 code
1154210	Iran (Khorassan)	text
1154210	IRN	TDWG Level 3 code
1154211	LBS	TDWG Level 3 code
1154212	TUN	TDWG Level 3 code
1154212	Tunisia	text
1154213	Caucasus. Iran. Turkey.	text
1154213	IRN	TDWG Level 3 code
1154213	NCS	TDWG Level 3 code
1154213	TCS	TDWG Level 3 code
1154213	TUR	TDWG Level 3 code
1154214	Caucasus. Turkey.	text
1154214	NCS	TDWG Level 3 code
1154214	TCS	TDWG Level 3 code
1154214	TUR	TDWG Level 3 code
1154217	Iran (Khorassan)	text
1154217	IRN	TDWG Level 3 code
1154219	ITA	TDWG Level 3 code
1154219	S. Apennines, Sicily	text
1154219	SIC	TDWG Level 3 code
1154220	ITA	TDWG Level 3 code
1154220	Italy: S. Apennines	text
1154221	Austria. France. Italy. Switzerland.	text
1154221	AUT	TDWG Level 3 code
1154221	FRA	TDWG Level 3 code
1154221	ITA	TDWG Level 3 code
1154221	SWI	TDWG Level 3 code
1154222	C. S. Apennines	text
1154222	ITA	TDWG Level 3 code
1154223	AUT	TDWG Level 3 code
1154223	ITA	TDWG Level 3 code
1154223	SWI	TDWG Level 3 code
1154223	Western Alps, N. Apennines	text
1154225	MOR	TDWG Level 3 code
1154225	Moroccan Rif	text
1154226	ALG	TDWG Level 3 code
1154226	MOR	TDWG Level 3 code
1154226	Morocco, W. Algeria	text
1154227	ALG	TDWG Level 3 code
1154227	Algeria. Tunisia.	text
1154227	TUN	TDWG Level 3 code
1154228	ALG	TDWG Level 3 code
1154228	Algeria	text
1154229	TUN	TDWG Level 3 code
1154230	MOR	TDWG Level 3 code
1154230	Morocco.	text
1154232	Caucasus. Turkey.	text
1154232	NCS	TDWG Level 3 code
1154232	TCS	TDWG Level 3 code
1154232	TUR	TDWG Level 3 code
1154234	Caucasus. Turkey.	text
1154234	NCS	TDWG Level 3 code
1154234	TCS	TDWG Level 3 code
1154234	TUR	TDWG Level 3 code
1154235	33    	TDWG Level 2 code
1154235	Caucasus. Turkey.	text
1154235	TUR	TDWG Level 3 code
1154238	Austria. Belgium. Bulgaria. Czechoslovakia. France. Germany. Great Britain. Greece. Hungary. Ireland. Italy. Netherlands. Poland. Romania. Spain. Switzerland. Ukraine. Yugoslavia.	text
1154238	AUT	TDWG Level 3 code
1154238	BGM	TDWG Level 3 code
1154238	BUL	TDWG Level 3 code
1154238	CZE	TDWG Level 3 code
1154238	FRA	TDWG Level 3 code
1154238	GER	TDWG Level 3 code
1154238	GRB	TDWG Level 3 code
1154238	GRC	TDWG Level 3 code
1154238	HUN	TDWG Level 3 code
1154238	IRE	TDWG Level 3 code
1154238	ITA	TDWG Level 3 code
1154238	KRY	TDWG Level 3 code
1154238	NET	TDWG Level 3 code
1154238	POL	TDWG Level 3 code
1154238	ROM	TDWG Level 3 code
1154238	SIC	TDWG Level 3 code
1154238	SPA	TDWG Level 3 code
1154238	SWI	TDWG Level 3 code
1154238	TUR	TDWG Level 3 code
1154238	UKR	TDWG Level 3 code
1154238	YUG	TDWG Level 3 code
1154239	Macedonia.	text
1154239	YUG	TDWG Level 3 code
1154240	GRC	TDWG Level 3 code
1154240	Greece. Turkey.	text
1154240	TUR	TDWG Level 3 code
1154241	VIE	TDWG Level 3 code
1154242	VIE	TDWG Level 3 code
1154243	SPA	TDWG Level 3 code
1154244	TUN	TDWG Level 3 code
1154246	JAP-HK	TDWG Level 4 code
1154247	JAP-HK	TDWG Level 4 code
1154248	From International Kuril Island Project checklist: Russia: Kunashir. Japan: Hokkaido.	text
1154248	JAP	TDWG Level 3 code
1154248	KUR	TDWG Level 3 code
1154250	JAP-HN	TDWG Level 4 code
1154253	JAP-HN	TDWG Level 4 code
1154254	JAP-HK	TDWG Level 4 code
1154255	JAP-HN	TDWG Level 4 code
1154256	JAP-HN	TDWG Level 4 code
1154258	JAP-HN	TDWG Level 4 code
1154262	MLY-PM	TDWG Level 4 code
1154265	NZS	TDWG Level 3 code
1154267	27    	TDWG Level 2 code
1154267	South Africa	text
1154305	NSW-CT	TDWG Level 4 code
1154325	TAS	TDWG Level 3 code
1154331	AGS	TDWG Level 3 code
1154331	Argentina: Chubut, Rio Negro. Chile: Aisén, Osorno, Valdivia.	text
1154331	CLS-LL	TDWG Level 4 code
1154332	CLC-BI	TDWG Level 4 code
1154333	Chile: Osorno.	text
1154333	CLS-LL	TDWG Level 4 code
1154334	Chile: Chiloé.	text
1154334	CLS-LL	TDWG Level 4 code
1154335	Chile: Arauco.	text
1154335	CLC-BI	TDWG Level 4 code
1154335	CLS	TDWG Level 3 code
1154336	CLC-BI	TDWG Level 4 code
1154337	Chile: Aisén, Chiloé, Llanquihue, Linares, Malleco, Valdivia.	text
1154337	CLS-LL	TDWG Level 4 code
1154338	AGS	TDWG Level 3 code
1154338	Argentina: Chubut. Chile: Aisén, Chiloé, Lanquihue, Linares, Malleco, Valdivia.	text
1154338	CLC	TDWG Level 3 code
1154338	CLS-LL	TDWG Level 4 code
1154339	AGS	TDWG Level 3 code
1154339	Argentina: Rio Negro. Chile: Aisén, Magallanes.	text
1154339	CLS-LL	TDWG Level 4 code
1154341	New Zealand South Island	text
1154341	NZS	TDWG Level 3 code
1154342	New Zealand North Island	text
1154342	NZN	TDWG Level 3 code
1154343	New Zealand South Island	text
1154343	NZS	TDWG Level 3 code
1154348	New Zealand South Island	text
1154348	NZS	TDWG Level 3 code
1154349	New Zealand North Island	text
1154349	NZN	TDWG Level 3 code
1154350	NZS	TDWG Level 3 code
1154352	TAS	TDWG Level 3 code
1154360	Madagascar	text
1154360	MDG	TDWG Level 3 code
1154361	Madagascar	text
1154361	MDG	TDWG Level 3 code
1154362	Madagascar	text
1154362	MDG	TDWG Level 3 code
1154364	Madagascar	text
1154364	MDG	TDWG Level 3 code
1154367	AGS	TDWG Level 3 code
1154367	Argentina: Neuquen. Chile: Aisen, Cautin, Llanquihue, Magellanes, Valdivia	text
1154367	CLS	TDWG Level 3 code
1154368	AGS	TDWG Level 3 code
1154368	Argentina: Chubut. Chile: Llanquihue.	text
1154368	CLS	TDWG Level 3 code
1154369	Chile: Aisen, Osorno, Valdivia.	text
1154369	CLS	TDWG Level 3 code
1154373	AGS	TDWG Level 3 code
1154373	Argentina: Chubut, Rio Negro. Chile: Aisen, Arauco, Chiloe, Curico, Magallenes	text
1154373	CLS	TDWG Level 3 code
1154374	AGS	TDWG Level 3 code
1154374	Argentina: Chubut. Chile: Chiloé.	text
1154374	CLS-LL	TDWG Level 4 code
1154377	CLC-MA	TDWG Level 4 code
1154379	51    	TDWG Level 2 code
1154380	NZS	TDWG Level 3 code
1154381	51    	TDWG Level 2 code
1154385	NZS	TDWG Level 3 code
1154386	NZN	TDWG Level 3 code
1154389	NZS	TDWG Level 3 code
1154390	NZS	TDWG Level 3 code
1154391	NZS	TDWG Level 3 code
1154392	NZS	TDWG Level 3 code
1154393	NZS	TDWG Level 3 code
1154394	51    	TDWG Level 2 code
1154395	NZS	TDWG Level 3 code
1154397	51    	TDWG Level 2 code
1154398	NZN	TDWG Level 3 code
1154399	NZS	TDWG Level 3 code
1154400	51    	TDWG Level 2 code
1154401	NZS	TDWG Level 3 code
1154402	51    	TDWG Level 2 code
1154403	NZS	TDWG Level 3 code
1154404	NZN	TDWG Level 3 code
1154406	TAS	TDWG Level 3 code
1154408	Madagascar	text
1154408	MDG	TDWG Level 3 code
1154409	Madagascar	text
1154409	MDG	TDWG Level 3 code
1154410	Madagascar	text
1154410	MDG	TDWG Level 3 code
1154412	AGS-TF	TDWG Level 4 code
1154412	Argentina: Tierra del Fuego. Chile: Antarctica.	text
