ID	AcceptedTaxonID	Genus	SubgenusName	SpeciesEpithet	AuthorString	InfraSpecies	InfraSpeciesMarker	InfraSpeciesAuthorString	GSDNameStatus	Sp2000NameStatus	GSDNameGUID
109396	1158057	Pteronarcys		fumipennis	Klapálek, 1907				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:13
109399	1158054	Pteronarcys		californicus	Newport, 1848				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:470665
109400	1158054	Pteronarcys		lobata	Navás, 1917				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:17
109402	1158045	Sialis		dorsata	Say, 1823				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:470662
109403	1158045	Perla	Perla	dorsata	(Say, 1823)				Subsequent combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:470662
109404	1158045	Pteronarcys		rectus	Provancher, 1876				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:21
109405	1158045	Pteronarcys		nobilis	Hagen, 1861				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:22
109407	1158045	Pteronarcys		labradoriensis	Šámal, 1933				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:24
109408	1158045	Pteronarcys		frigida	Gerstaecker, 1873				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:25
109409	1158045	Pteronarcys		flavicornis	Provancher, 1876				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:26
109410	1158045	Kollaria		insignis	Pictet, F.J., 1841				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:27
109411	1158045	Pteronarcys		regalis	Newman, 1838				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:28
109413	1158045	Pteronarcys		shelfordi	Frison, 1934				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:30
109416	1158044	Pteronarcys	Allonarcys	scotti	Ricker, 1952				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:470668
109418	1158041	Pteronarcys		excavata	Wu, C.F. & Claassen, 1934				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:35
109419	1158041	Pteronarcys		macra	Ra, Baik & Cho, 1991				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:36
109422	1158040	Perla		reticulata	Burmeister, 1839				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:470673
109423	1158040	Allonarcys		reticulata	(Burmeister, 1839)				Subsequent combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:470673
109427	1158037	Allonarcys		biloba	(Newman, 1838)				Subsequent combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:470853
109428	1158037	Pteronarcys		bicarinatus	Provancher, 1876				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:45
109431	1158035	Allonarcys		proteus	(Newman, 1838)				Subsequent combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:470671
109432	1158035	Pteronarcys		spinosa	Banks, 1906				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:49
113222	1155456	Taeniopteryx		kincaidi	Hoppe, 1938				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3843
113223	1155456	Taeniopteryx	Taenionema	kincaidi	Hoppe, 1938					Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3843
113229	1155453	Taeniopteryx	Taeniopteryx	grinnelli	Banks, 1918				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3849
113230	1155453	Taeniopteryx	Taenionema	grinnelli	Banks, 1918					Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3849
113232	1155452	Taeniopteryx	Taenionema	californica	Needham & Claassen, 1925				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3852
113233	1155452	Taenionema		californica	(Needham & Claassen, 1925)				Subsequent combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3852
113236	1155449	Taeniopteryx		pacifica	Banks, 1900				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:463839
113237	1155449	Taeniopteryx	Taenionema	pacifica	Banks, 1900					Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:463839
113238	1155449	Taenionema		pacifica	(Banks, 1900)				Subsequent combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:463839
113239	1155449	Taenionema		analis	Banks, 1905				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3860
113244	1155446	Rhabdiopteryx		japonica	Okamoto, 1922				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3868
113245	1155446	Taeniopteryx		japonica	(Okamoto, 1922)				Subsequent combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3868
113248	1155446	Rhabdiopteryx		quadrata	Koponen & Brinck, 1949				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3869
113251	1155446	Nuria		frigida	Navás, 1930				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3876
113260	1155441	Strophopteryx		inaya	Ricker & Ross, 1975				Junior synonym	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3881
113263	1155440	Brachyptera		limata	Frison, 1942				Original combination	Unambiguous synonym	urn:lsid:Plecoptera.speciesfile.org:TaxonName:3883
