AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsFossil	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDTaxonGUI	GSDNameGUI	
447785	447758	banshuiensis	Dai & Xing, 1993	Subspecies	accepted	Accepted name	0	marine		Davie, Peter	2010-01-15 12:55:15	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447785		urn:lsid:marinespecies.org:taxname:447785	
447786	447758	bawanglingensis	Dai & Xing, 1993	Subspecies	accepted	Accepted name	0	marine		Davie, Peter	2010-01-15 12:55:15	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447786		urn:lsid:marinespecies.org:taxname:447786	
447784	447758	hainanensis	(Parisi, 1916)	Subspecies	accepted	Accepted name	0	marine		Davie, Peter	2010-01-15 12:55:15	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447784		urn:lsid:marinespecies.org:taxname:447784	
447787	447758	nanlinensis	Dai & Xing, 1993	Subspecies	accepted	Accepted name	0	marine		Davie, Peter	2010-01-15 12:55:15	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447787		urn:lsid:marinespecies.org:taxname:447787	
447778	447757	omanensis	Leene, 1938	Subspecies	accepted	Accepted name	0	marine		Davie, Peter	2010-01-15 12:55:15	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447778		urn:lsid:marinespecies.org:taxname:447778	
447779	447757	septentrionalis	Türkay & Spiridonov, 2006	Subspecies	accepted	Accepted name	0	marine		Davie, Peter	2011-01-06 16:34:15	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447779		urn:lsid:marinespecies.org:taxname:447779	
557900	557899	granulatus	(H. Milne Edwards, 1834)	Subspecies	accepted	Accepted name	0			Davie, Peter	2011-01-06 16:34:15	http://www.marinespecies.org/aphia.php?p=taxdetails&id=557900		urn:lsid:marinespecies.org:taxname:557900	
557901	557899	unispinosus	(Miers, 1884)	Subspecies	accepted	Accepted name	0			Davie, Peter	2011-01-06 16:34:15	http://www.marinespecies.org/aphia.php?p=taxdetails&id=557901		urn:lsid:marinespecies.org:taxname:557901	
108079	107424	africana	Guinot, 1964	Subspecies	accepted	Accepted name	0	marine		Fransen, Charles	2009-02-24 10:50:23	http://www.marinespecies.org/aphia.php?p=taxdetails&id=108079		urn:lsid:marinespecies.org:taxname:108079	
456165	443573	cubensis		Subspecies	accepted	Accepted name	0			Davie, Peter	2010-02-11 10:44:28	http://www.marinespecies.org/aphia.php?p=taxdetails&id=456165		urn:lsid:marinespecies.org:taxname:456165	
