AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
119148	Mediterranean Sea	Text		
119148	Mediterranean Sea	Text		
119148	Portuguese Exclusive Economic Zone	Text		
119148	Spanish Exclusive Economic Zone	Text		
265666	East North Pacific	Text		
265667	East North Pacific	Text		
265668	West North Pacific	Text		
265668	Sea of Japan	Text		
265669	West North Atlantic	Text		
265669	Gulf of Mexico	Text		
265670	West North Pacific	Text		
265670	Osaka Bay	Text		
265671	West North Atlantic	Text		
265671	Gulf of Mexico	Text		
265672	East North Pacific	Text		
265673	Western South Atlantic	Text		
265674	West North Pacific	Text		
265674	Osaka Bay	Text		
265676	West North Pacific	Text		
265676	Tosa Bay	Text		
265676	Osaka Bay	Text		
265677	Mediterranean Sea	Text		
265678	Mediterranean Sea	Text		
265679	West North Atlantic	Text		
265679	Gulf of Mexico	Text		
265680	West North Atlantic	Text		
265680	Gulf of Mexico	Text		
736882	Spencer Gulf	Text		
736882	Gulf of St. Vincent	Text		
265681	West North Pacific	Text		
265681	Okhotsk Sea	Text		
265682	West North Pacific	Text		
265682	Honshu Island	Text		
743996	Coffin Bay	Text		
265683	West North Pacific	Text		
265683	Harima-nada	Text		
265683	Honshu Island	Text		
265684	West North Pacific	Text		
265684	Osaka Bay	Text		
265684	Honshu Island	Text		
265685	West North Pacific	Text		
265685	Osaka Bay	Text		
265685	Honshu Island	Text		
740912	Shark Bay	Text		
742583	Gulf of California	Text		
265686	West North Pacific	Text		
265686	Kii Strait	Text		
265686	Honshu Island	Text		
265687	West North Pacific	Text		
265687	Osaka Bay	Text		
265688	West North Atlantic	Text		
265688	Gulf of Mexico	Text		
265689	West North Pacific	Text		
265689	Tosa Bay	Text		
265691	West North Pacific	Text		
265691	Honshu Island	Text		
414137	New Zealand Exclusive Economic Zone	Text		
743997	Great Australian Bight	Text		
743997	Spencer Gulf	Text		
265692	West North Pacific	Text		
265692	Shimane	Text		
265692	Toyama Bay	Text		
265693	West North Pacific	Text		
265693	Tosa Bay	Text		
265693	Osaka Bay	Text		
265694	West North Pacific	Text		
265694	Honshu Island	Text		
265694	Suo Sea	Text		
119150	Mediterranean Sea	Text		
119150	Mediterranean Sea	Text		
119150	Portuguese Exclusive Economic Zone	Text		
119150	Spanish Exclusive Economic Zone	Text		
414138	New Zealand Exclusive Economic Zone	Text		
119151	European waters (ERMS scope)	Text		
119151	Eastern Central Atlantic	Text		
119151	Portuguese Exclusive Economic Zone	Text		
119151	Spanish Exclusive Economic Zone	Text		
119152	Mediterranean Sea	Text		
119152	Mediterranean Sea	Text		
119152	Portuguese Exclusive Economic Zone	Text		
119152	Spanish Exclusive Economic Zone	Text		
265695	West North Pacific	Text		
119153	European waters (ERMS scope)	Text		
