AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
117594	Atlantic Europe	Text		
135490	Atlantic Europe	Text		
135490	Atlantic Europe	Text		
135491	Atlantic Europe	Text		
135415	Atlantic Europe	Text		
135416	Atlantic Europe	Text		
135416	Atlantic Europe	Text		
135449	Atlantic Europe	Text		
135425	Atlantic Europe	Text		
135425	Atlantic Europe	Text		
196555	Atlantic Europe	Text		
135426	Atlantic Europe	Text		
135428	Atlantic Europe	Text		
135428	Atlantic Europe	Text		
135427	Atlantic Europe	Text		
135429	Atlantic Europe	Text		
135429	Atlantic Europe	Text		
135430	Atlantic Europe	Text		
135430	Atlantic Europe	Text		
135431	Atlantic Europe	Text		
135431	Atlantic Europe	Text		
135432	Atlantic Europe	Text		
135432	Atlantic Europe	Text		
135433	Atlantic Europe	Text		
135434	Atlantic Europe	Text		
135435	Atlantic Europe	Text		
135436	Atlantic Europe	Text		
135436	Atlantic Europe	Text		
135439	Atlantic Europe	Text		
135460	Atlantic Europe	Text		
135460	Atlantic Europe	Text		
135494	Atlantic Europe	Text		
135499	Atlantic Europe	Text		
135444	Atlantic Europe	Text		
135496	Atlantic Europe	Text		
135496	Atlantic Europe	Text		
135461	Atlantic Europe	Text		
135462	Atlantic Europe	Text		
135463	Atlantic Europe	Text		
135479	Atlantic Europe	Text		
135504	Atlantic Europe	Text		
135466	Atlantic Europe	Text		
135466	Atlantic Europe	Text		
135467	Atlantic Europe	Text		
135482	Atlantic Europe	Text		
135470	Atlantic Europe	Text		
135471	Atlantic Europe	Text		
135471	Atlantic Europe	Text		
135478	Atlantic Europe	Text		
135473	Atlantic Europe	Text		
196553	Atlantic Europe	Text		
135448	Atlantic Europe	Text		
135450	Atlantic Europe	Text		
135451	Atlantic Europe	Text		
135451	Atlantic Europe	Text		
135452	Atlantic Europe	Text		
135453	Atlantic Europe	Text		
135453	Atlantic Europe	Text		
135453	Mediterranean Sea	Text		
117998	Mediterranean Sea	Text		
117998	Mediterranean Sea	Text		
231662	Mediterranean Sea	Text		
231662	Mediterranean Sea	Text		
117999	Mediterranean Sea	Text		
117999	Mediterranean Sea	Text		
117710	Mediterranean Sea	Text		
117710	Mediterranean Sea	Text		
117711	Mediterranean Sea	Text		
117711	Mediterranean Sea	Text		
135452	Mediterranean Sea	Text		
135451	Mediterranean Sea	Text		
135450	Mediterranean Sea	Text		
135451	Mediterranean Sea	Text		
135450	Mediterranean Sea	Text		
117832	Mediterranean Sea	Text		
117994	Mediterranean Sea	Text		
117994	Mediterranean Sea	Text		
151801	Mediterranean Sea	Text		
117969	Mediterranean Sea	Text		
117969	Mediterranean Sea	Text		
117930	Mediterranean Sea	Text		
117930	Mediterranean Sea	Text		
117930	Mediterranean Sea	Text		
117868	Mediterranean Sea	Text		
117356	Mediterranean Sea	Text		
117843	Mediterranean Sea	Text		
117843	Mediterranean Sea	Text		
117940	Mediterranean Sea	Text		
287749	Mediterranean Sea	Text		
117759	Mediterranean Sea	Text		
117759	Mediterranean Sea	Text		
