AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
168589	Netherlands	Text		
132258	Netherlands	Text		
165853	Netherlands	Text		
132762	Netherlands	Text		
395014	Netherlands	Text		
167257	Netherlands	Text		
170765	England	Text		
132233	Zeeland	Text		
132251	Oostende	Text		
132833	Oostende	Text		
134121	Blankenberge	Text		
132833	De Panne	Text		
132833	Calais	Text		
164827	St. Martin	Text		
132251	Wimereux	Text		
132277	Wimereux	Text		
132216	Wimereux	Text		
132233	Wimereux	Text		
132181	Wimereux	Text		
132201	Wimereux	Text		
134057	Wimereux	Text		
134121	Wimereux	Text		
134174	Wimereux	Text		
134191	Wimereux	Text		
134194	Wimereux	Text		
134285	Wimereux	Text		
134311	Wimereux	Text		
134326	Wimereux	Text		
132296	Wimereux	Text		
132736	Wimereux	Text		
132324	Wimereux	Text		
132521	Wimereux	Text		
132558	Wimereux	Text		
132575	Wimereux	Text		
132663	Wimereux	Text		
132833	Wimereux	Text		
133543	Wimereux	Text		
133551	Wimereux	Text		
133622	Wimereux	Text		
133668	Wimereux	Text		
133679	Wimereux	Text		
132970	Wimereux	Text		
132971	Wimereux	Text		
133107	Wimereux	Text		
132277	Cosmopolitan (World Oceans)	Text		
134121	Cosmopolitan (World Oceans)	Text		
132298	Cosmopolitan (World Oceans)	Text		
134121	Cosmopolitan (World Oceans)	Text		
133932	Cosmopolitan (World Oceans)	Text		
132324	Cosmopolitan (World Oceans)	Text		
134191	Atlantic	Text		
134282	Atlantic	Text		
133976	Atlantic	Text		
171330	Atlantic	Text		
134233	Atlantic	Text		
134152	Atlantic	Text		
134213	Atlantic	Text		
234367	Atlantic	Text		
165477	Atlantic	Text		
134139	Atlantic	Text		
132324	Atlantic	Text		
234367	Atlantic	Text		
166211	Atlantic	Text		
166211	Atlantic	Text		
234193	Atlantic	Text		
165477	Atlantic	Text		
134146	Atlantic	Text		
133989	Atlantic	Text		
133225	Atlantic	Text		
132521	Atlantic	Text		
132511	Atlantic	Text		
