AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
114618	Mediterranean Sea	Text		
114618	Mediterranean Sea	Text		
114619	Mediterranean Sea	Text		
247791	Mediterranean Sea	Text		
114468	Mediterranean Sea	Text		
114469	Mediterranean Sea	Text		
114469	Mediterranean Sea	Text		
154537	Mediterranean Sea	Text		
114471	Mediterranean Sea	Text		
114471	Mediterranean Sea	Text		
114472	Mediterranean Sea	Text		
114472	Mediterranean Sea	Text		
114582	Mediterranean Sea	Text		
114582	Mediterranean Sea	Text		
114584	Mediterranean Sea	Text		
114584	Mediterranean Sea	Text		
114473	Mediterranean Sea	Text		
114473	Mediterranean Sea	Text		
114475	Mediterranean Sea	Text		
114475	Mediterranean Sea	Text		
114477	Mediterranean Sea	Text		
114477	Mediterranean Sea	Text		
247832	Mediterranean Sea	Text		
247834	Mediterranean Sea	Text		
114492	Mediterranean Sea	Text		
114492	Mediterranean Sea	Text		
114501	Mediterranean Sea	Text		
114501	Mediterranean Sea	Text		
114502	Mediterranean Sea	Text		
114485	Mediterranean Sea	Text		
114487	Mediterranean Sea	Text		
114487	Mediterranean Sea	Text		
114498	Mediterranean Sea	Text		
114474	Mediterranean Sea	Text		
114474	Mediterranean Sea	Text		
265252	Mediterranean Sea	Text		
114476	Mediterranean Sea	Text		
114489	Mediterranean Sea	Text		
114489	Mediterranean Sea	Text		
114479	Mediterranean Sea	Text		
114479	Mediterranean Sea	Text		
114483	Mediterranean Sea	Text		
114483	Mediterranean Sea	Text		
114484	Mediterranean Sea	Text		
114484	Mediterranean Sea	Text		
114486	Mediterranean Sea	Text		
114486	Mediterranean Sea	Text		
247833	Mediterranean Sea	Text		
114491	Mediterranean Sea	Text		
114491	Mediterranean Sea	Text		
114493	Mediterranean Sea	Text		
114493	Mediterranean Sea	Text		
114500	Mediterranean Sea	Text		
114500	Mediterranean Sea	Text		
114480	Mediterranean Sea	Text		
114480	Mediterranean Sea	Text		
265313	Mediterranean Sea	Text		
114496	Mediterranean Sea	Text		
114496	Mediterranean Sea	Text		
114505	Mediterranean Sea	Text		
265854	Mediterranean Sea	Text		
114617	Mediterranean Sea	Text		
114573	Mediterranean Sea	Text		
265513	Mediterranean Sea	Text		
114576	Mediterranean Sea	Text		
114576	Mediterranean Sea	Text		
114578	Mediterranean Sea	Text		
114578	Mediterranean Sea	Text		
114579	Mediterranean Sea	Text		
114579	Mediterranean Sea	Text		
114580	Mediterranean Sea	Text		
114581	Mediterranean Sea	Text		
114581	Mediterranean Sea	Text		
114620	Mediterranean Sea	Text		
114620	Mediterranean Sea	Text		
114622	Mediterranean Sea	Text		
114622	Mediterranean Sea	Text		
114623	Mediterranean Sea	Text		
114623	Mediterranean Sea	Text		
114624	Mediterranean Sea	Text		
114624	Mediterranean Sea	Text		
114587	Mediterranean Sea	Text		
114552	Mediterranean Sea	Text		
114552	Mediterranean Sea	Text		
114506	Mediterranean Sea	Text		
114506	Mediterranean Sea	Text		
114510	Mediterranean Sea	Text		
114510	Mediterranean Sea	Text		
114511	Mediterranean Sea	Text		
247796	Mediterranean Sea	Text		
114513	Mediterranean Sea	Text		
114513	Mediterranean Sea	Text		
114514	Mediterranean Sea	Text		
114511	Mediterranean Sea	Text		
114514	Mediterranean Sea	Text		
247797	Mediterranean Sea	Text		
114515	Mediterranean Sea	Text		
114518	Mediterranean Sea	Text		
114518	Mediterranean Sea	Text		
114519	Mediterranean Sea	Text		
114519	Mediterranean Sea	Text		
114520	Mediterranean Sea	Text		
114520	Mediterranean Sea	Text		
114521	Mediterranean Sea	Text		
114522	Mediterranean Sea	Text		
114521	Mediterranean Sea	Text		
114523	Mediterranean Sea	Text		
114523	Mediterranean Sea	Text		
114526	Mediterranean Sea	Text		
114526	Mediterranean Sea	Text		
114528	Mediterranean Sea	Text		
114528	Mediterranean Sea	Text		
114626	Mediterranean Sea	Text		
114626	Mediterranean Sea	Text		
114531	Mediterranean Sea	Text		
114531	Mediterranean Sea	Text		
114532	Mediterranean Sea	Text		
114534	Mediterranean Sea	Text		
114534	Mediterranean Sea	Text		
114535	Mediterranean Sea	Text		
114537	Mediterranean Sea	Text		
114537	Mediterranean Sea	Text		
114538	Mediterranean Sea	Text		
114538	Mediterranean Sea	Text		
114539	Mediterranean Sea	Text		
114539	Mediterranean Sea	Text		
114540	Mediterranean Sea	Text		
114540	Mediterranean Sea	Text		
114554	Mediterranean Sea	Text		
114557	Mediterranean Sea	Text		
114557	Mediterranean Sea	Text		
114558	Mediterranean Sea	Text		
114544	Mediterranean Sea	Text		
114544	Mediterranean Sea	Text		
114590	Mediterranean Sea	Text		
114590	Mediterranean Sea	Text		
114607	Mediterranean Sea	Text		
114607	Mediterranean Sea	Text		
114609	Mediterranean Sea	Text		
114609	Mediterranean Sea	Text		
114610	Mediterranean Sea	Text		
114610	Mediterranean Sea	Text		
114612	Mediterranean Sea	Text		
114612	Mediterranean Sea	Text		
114593	Mediterranean Sea	Text		
114593	Mediterranean Sea	Text		
114594	Mediterranean Sea	Text		
114594	Mediterranean Sea	Text		
114595	Mediterranean Sea	Text		
114595	Mediterranean Sea	Text		
114546	Mediterranean Sea	Text		
114546	Mediterranean Sea	Text		
114547	Mediterranean Sea	Text		
114547	Mediterranean Sea	Text		
114550	Mediterranean Sea	Text		
114550	Mediterranean Sea	Text		
114551	Mediterranean Sea	Text		
114551	Mediterranean Sea	Text		
114599	Mediterranean Sea	Text		
114599	Mediterranean Sea	Text		
114683	Mediterranean Sea	Text		
114683	Mediterranean Sea	Text		
114687	Mediterranean Sea	Text		
114687	Mediterranean Sea	Text		
114688	Mediterranean Sea	Text		
114688	Mediterranean Sea	Text		
114548	Mediterranean Sea	Text		
114636	Mediterranean Sea	Text		
114636	Mediterranean Sea	Text		
114637	Mediterranean Sea	Text		
114639	Mediterranean Sea	Text		
114639	Mediterranean Sea	Text		
114642	Mediterranean Sea	Text		
114642	Mediterranean Sea	Text		
247808	Mediterranean Sea	Text		
247809	Mediterranean Sea	Text		
114645	Mediterranean Sea	Text		
114645	Mediterranean Sea	Text		
247814	Mediterranean Sea	Text		
114649	Mediterranean Sea	Text		
114649	Mediterranean Sea	Text		
114650	Mediterranean Sea	Text		
114650	Mediterranean Sea	Text		
114651	Mediterranean Sea	Text		
114651	Mediterranean Sea	Text		
114652	Mediterranean Sea	Text		
114652	Mediterranean Sea	Text		
247816	Mediterranean Sea	Text		
114654	Mediterranean Sea	Text		
114654	Mediterranean Sea	Text		
247817	Mediterranean Sea	Text		
247818	Mediterranean Sea	Text		
114657	Mediterranean Sea	Text		
114657	Mediterranean Sea	Text		
114658	Mediterranean Sea	Text		
114658	Mediterranean Sea	Text		
114659	Mediterranean Sea	Text		
114659	Mediterranean Sea	Text		
114661	Mediterranean Sea	Text		
114661	Mediterranean Sea	Text		
265587	Mediterranean Sea	Text		
247821	Mediterranean Sea	Text		
114662	Mediterranean Sea	Text		
114663	Mediterranean Sea	Text		
247822	Mediterranean Sea	Text		
114662	Mediterranean Sea	Text		
114663	Mediterranean Sea	Text		
247824	Mediterranean Sea	Text		
247825	Mediterranean Sea	Text		
114666	Mediterranean Sea	Text		
114666	Mediterranean Sea	Text		
114667	Mediterranean Sea	Text		
114667	Mediterranean Sea	Text		
114673	Mediterranean Sea	Text		
114674	Mediterranean Sea	Text		
114674	Mediterranean Sea	Text		
114675	Mediterranean Sea	Text		
114675	Mediterranean Sea	Text		
114677	Mediterranean Sea	Text		
114677	Mediterranean Sea	Text		
114690	Mediterranean Sea	Text		
114690	Mediterranean Sea	Text		
114691	Mediterranean Sea	Text		
114691	Mediterranean Sea	Text		
114697	Mediterranean Sea	Text		
114697	Mediterranean Sea	Text		
114698	Mediterranean Sea	Text		
114698	Mediterranean Sea	Text		
114706	Mediterranean Sea	Text		
114706	Mediterranean Sea	Text		
265540	Mediterranean Sea	Text		
265542	Mediterranean Sea	Text		
265550	Mediterranean Sea	Text		
114615	Mediterranean Sea	Text		
114615	Mediterranean Sea	Text		
265507	Mediterranean Sea	Text		
114562	Mediterranean Sea	Text		
114562	Mediterranean Sea	Text		
114563	Mediterranean Sea	Text		
114564	Mediterranean Sea	Text		
114564	Mediterranean Sea	Text		
114567	Mediterranean Sea	Text		
114567	Mediterranean Sea	Text		
114570	Mediterranean Sea	Text		
114570	Mediterranean Sea	Text		
114571	Mediterranean Sea	Text		
247811	Arctic Ocean	Text		
247812	Arctic Ocean	Text		
247810	Arctic Ocean	Text		
247807	Arctic Ocean	Text		
247794	Arctic Ocean	Text		
247792	Arctic Ocean	Text		
265554	Arctic Ocean	Text		
114640	Baltic sea	Text		
114640	Baltic sea	Text		
114641	Baltic sea	Text		
114641	Baltic sea	Text		
114605	Baltic sea	Text		
114605	Baltic sea	Text		
114524	Baltic sea	Text		
114524	Baltic sea	Text		
114516	Baltic sea	Text		
114516	Baltic sea	Text		
114509	Baltic sea	Text		
114509	Baltic sea	Text		
114561	Baltic sea	Text		
114561	Baltic sea	Text		
114702	Baltic sea	Text		
114702	Baltic sea	Text		
114700	Black Sea	Text		
114700	Black Sea	Text		
