AcceptedTaxonID	Order	Superfamily	Family	Genus	SubgenusName	SpeciesEpithet	AuthorString	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	SpeciesURL	GSDNameGUID
1199236	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		apterum	Redtenbacher, 1906		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9467	urn:lsid:Phasmida.speciesfile.org:TaxonName:9467
1199237	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		carinulatum	Redtenbacher, 1906		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9466	urn:lsid:Phasmida.speciesfile.org:TaxonName:9466
1199238	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		exiguum	Redtenbacher, 1906		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9465	urn:lsid:Phasmida.speciesfile.org:TaxonName:9465
1199239	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		festinatum	Brock & Seow-Choen, 1995	 Nomen novum (Junior homonym is <i>modestus</i>)	Accepted name	False	False	True	terrestrial	 Nomen novum (Junior homonym is <i>modestus</i>)	Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9462	urn:lsid:Phasmida.speciesfile.org:TaxonName:9462
1199241	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		flavoguttatum	Redtenbacher, 1906		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9461	urn:lsid:Phasmida.speciesfile.org:TaxonName:9461
1199242	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		gibberum	Brock & Seow-Choen, 1995		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9460	urn:lsid:Phasmida.speciesfile.org:TaxonName:9460
1199243	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		integer	(Redtenbacher, 1908)		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9458	urn:lsid:Phasmida.speciesfile.org:TaxonName:9458
1199244	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		johorense	Seow-Choen & Goh, 1999		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9456	urn:lsid:Phasmida.speciesfile.org:TaxonName:9456
1199245	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		modestum	Redtenbacher, 1906		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9455	urn:lsid:Phasmida.speciesfile.org:TaxonName:9455
1199246	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		nebulosum	(Westwood, 1859)		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9454	urn:lsid:Phasmida.speciesfile.org:TaxonName:9454
1199247	Phasmida	Aschiphasmatoidea	Aschiphasmatidae	Abrosoma		sericeum	Redtenbacher, 1906		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:9451	urn:lsid:Phasmida.speciesfile.org:TaxonName:9451
