AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDNameGUID
1199569	1199568	flavolineata	(Conle & Hennemann, 2002)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:8886	urn:lsid:Phasmida.speciesfile.org:TaxonName:8886
1199570	1199568	rugosum	(Redtenbacher, 1906)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:8883	urn:lsid:Phasmida.speciesfile.org:TaxonName:8883
1200076	1200075	atticus	Brunner von Wattenwyl, 1882	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7845	urn:lsid:Phasmida.speciesfile.org:TaxonName:7845
1200081	1200075	cyprius	Uvarov, 1936	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7842	urn:lsid:Phasmida.speciesfile.org:TaxonName:7842
1200082	1200075	carius	Mantovani, B. & Scali, 1985	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7838	urn:lsid:Phasmida.speciesfile.org:TaxonName:7838
1200085	1200084	grandii	Nascetti & L. Bullini, 1981	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7835	urn:lsid:Phasmida.speciesfile.org:TaxonName:7835
1200086	1200084	benazzii	Scali, 1991	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7834	urn:lsid:Phasmida.speciesfile.org:TaxonName:7834
1200087	1200084	maretimi	Scali & B. Mantovani, 1990	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7833	urn:lsid:Phasmida.speciesfile.org:TaxonName:7833
1200089	1200088	rossius	(Rossi, 1790)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7818	urn:lsid:Phasmida.speciesfile.org:TaxonName:7818
1200093	1200088	lobipes	Lucas, 1849	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7814	urn:lsid:Phasmida.speciesfile.org:TaxonName:7814
1200094	1200088	catalauniae	Bullini, L., 1982	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7811	urn:lsid:Phasmida.speciesfile.org:TaxonName:7811
1200095	1200088	medeae	Nascetti & L. Bullini, 1983	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7810	urn:lsid:Phasmida.speciesfile.org:TaxonName:7810
1200096	1200088	montalentii	Bullini, L., 1982	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7809	urn:lsid:Phasmida.speciesfile.org:TaxonName:7809
1200097	1200088	redtenbacheri	Padewieth, 1899	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7807	urn:lsid:Phasmida.speciesfile.org:TaxonName:7807
1200098	1200088	tripolitanus	(Haan, W. de, 1842)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7804	urn:lsid:Phasmida.speciesfile.org:TaxonName:7804
1200231	1200230	modestum	(Carl, 1913)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7597	urn:lsid:Phasmida.speciesfile.org:TaxonName:7597
1200232	1200230	nigrotuberculatum	(Redtenbacher, 1906)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7593	urn:lsid:Phasmida.speciesfile.org:TaxonName:7593
1200289	1200288	foveolatus	(Redtenbacher, 1906)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7465	urn:lsid:Phasmida.speciesfile.org:TaxonName:7465
1200290	1200288	asper	Rehn, J.A.G. & J.W.H. Rehn, 1939	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7463	urn:lsid:Phasmida.speciesfile.org:TaxonName:7463
1200411	1200410	borneensis	(Bragg, 1998)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7248	urn:lsid:Phasmida.speciesfile.org:TaxonName:7248
1200412	1200410	sepilokensis	(Bragg, 1998)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7246	urn:lsid:Phasmida.speciesfile.org:TaxonName:7246
1200413	1200410	waterstradti	(Bragg, 1998)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:7244	urn:lsid:Phasmida.speciesfile.org:TaxonName:7244
1200631	1200630	celebensis	Hennemann, 1998	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:6767	urn:lsid:Phasmida.speciesfile.org:TaxonName:6767
1200632	1200630	foliopeda	(Olivier, 1792)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:6724	urn:lsid:Phasmida.speciesfile.org:TaxonName:6724
1200832	1200831	aberrans	Günther, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:6344	urn:lsid:Phasmida.speciesfile.org:TaxonName:6344
1200833	1200831	emiri	Hennemann, 1998	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:6343	urn:lsid:Phasmida.speciesfile.org:TaxonName:6343
1200921	1200920	exiguus	(Günther, 1938)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:6115	urn:lsid:Phasmida.speciesfile.org:TaxonName:6115
1200922	1200920	alienigena	(Günther, 1938)	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:6112	urn:lsid:Phasmida.speciesfile.org:TaxonName:6112
1200951	1200950	jianfengense	Chen, S.C. & Y.H. He, 2002	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:13504	urn:lsid:Phasmida.speciesfile.org:TaxonName:13504
1200952	1200950	obtusicristata	Ho, G.W.C., 2013	Subspecies		Accepted name	False	False	True	terrestrial		Paul D. Brock	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Phasmida.speciesfile.org:TaxonName:13503	urn:lsid:Phasmida.speciesfile.org:TaxonName:13503
