ID	ReferenceType	ReferenceID
169369		36199
169372		35841
169375		35841
169376		36202
169377		36275
169380		36639
169381		36202
169382		35841
169384		36199
169385		35609
169388		35148
169390		35452
169403		36174
169408		35145
169409		35453
169411		35204
169412		36174
169413		36632
169416		36174
169418		34925
169420		35557
169422		35021
169423		36202
169424		35599
169427		35204
169428		36202
169429		36174
169432		36199
169434		35558
169436		34908
169446		35608
169447		35153
169448		36174
169450		36174
169452		35610
169453		36202
169454		36174
169456		36174
169457		36702
169459		34906
169461		36671
169464		35482
169467		36205
169468		36159
169469		36199
169470		36202
169471		36150
169476		36159
169477		36199
169482		36199
169483		35612
169493		34953
169495		34953
169500		35185
169501		36143
169502		34860
169503		36194
169507		34860
169508		36143
169510		36143
169511		34860
169517		35660
169520		36158
169522		36199
169523		36202
169529		35056
169531		36199
169532		36202
169535		35070
169539		36199
169540		36263
169547		34790
169551		35186
169552		36143
169553		35315
169556		35315
169559		36194
169560		36194
169562		35315
169566		35186
169569		36194
169572		36199
169573		36194
169574		36149
169580		35509
169581		35504
169582		34754
169583		36202
169584		36194
169591		35470
169592		36551
169594		36194
169595		34983
169597		35298
169599		35609
169600		36202
169602		35121
169604		35121
169606		35298
169608		36194
169610		36199
169611		36194
169614		36194
169615		36551
169616		35428
169618		35298
169620		35207
169621		35609
169622		36202
169623		36194
169624		35207
169625		36671
169626		36194
169629		35555
169631		36194
169632		36149
169639		36732
169641		34871
169646		35298
169648		35480
169650		36194
169652		36159
169653		36202
169655		35272
169657		35482
169659		36187
169663		35187
169665		35602
169667		36194
169669		36194
169671		35298
169673		35298
169675		36194
169677		36187
169679		36187
169681		36194
169682		35630
169684		34928
169686		35187
169687		36653
169690		35609
169691		35649
169692		35662
169696		35298
169697		35630
169699		36675
169702		36194
169704		36632
169706		35479
169708		34760
169710		35470
169712		35151
169714		35187
169716		36632
169718		35264
169720		36187
169722		35187
169723		35117
169725		36187
169727		35298
169729		35298
169731		34952
169733		36194
169735		35602
169737		35597
169739		35121
169742		35207
169746		36199
169747		35562
169749		35814
169751		36632
169753		35236
169755		36187
169757		36194
169759		35151
169761		35151
169763		36187
169766		34843
169768		36194
169770		36674
169772		36194
169774		36159
169776		35298
169778		34544
169779		34546
169781		34935
169782		34916
169783		34543
169787		34916
169790		35504
169793		35032
169794		35187
169795		36202
169797		35479
169800		35298
169802		36187
169804		35479
169809		36194
169812		36194
169814		36194
169816		36159
169817		36199
169818		36202
169819		36194
169821		36194
169823		35187
169825		35479
169827		35662
169828		36194
169830		35602
169832		36187
169834		35479
169836		36199
169837		36194
169839		36194
169841		35151
169844		36187
169845		35630
169847		36194
169849		34843
169851		35187
169853		36187
169855		35187
169857		36187
169859		35187
169861		36632
169865		35653
169866		34283
169868		35602
169870		34928
169873		36632
169875		36187
169877		34760
169879		36194
169881		35590
169883		36194
169885		35602
169887		35298
169889		35482
169891		35660
169894		36194
169897		36632
169899		35479
169901		35187
169904		36199
169905		36202
169906		36194
169907		36199
169910		36210
169915		35187
169917		35187
169919		35298
169921		35555
169923		36187
169925		35298
169926		35630
169928		35662
169929		36194
169930		35649
169932		35520
169934		36159
169935		36199
169936		36202
169937		34935
169939		36194
169943		36194
169945		36199
169946		34847
169947		36150
169948		35612
169951		35592
169956		35187
169957		36194
169958		36551
169960		36199
169961		35609
169962		36202
169963		36194
169970		36199
169983		36679
169985		36199
169986		36202
169988		35148
169989		36202
169990		36194
169993		34942
169994		36202
169995		36679
169996		36284
169998		35429
169999		36212
170001		36551
170002		36194
170013		34384
170019		36199
170020		35609
170023		35609
170025		35117
170031		35871
170038		35187
170039		36194
170040		36551
170052		35662
170053		35192
170070		36689
170071		36705
170081		36174
170084		36199
170085		36174
170086		36174
170088		36174
170089		35472
170096		36199
170097		35612
170098		36202
170099		36174
170100		36194
170101		35464
170104		36174
170105		35105
170107		36194
170110		36174
170112		36194
170113		35464
170115		35601
170116		35464
170118		36194
170119		35464
170121		36194
170122		35464
170124		36194
170125		35464
170127		36158
170128		36159
170129		36202
170131		36158
170132		36159
170137		35105
170141		36199
170143		35588
170145		36269
170148		36151
170149		36199
170150		36202
170151		36174
170159		35660
170162		36174
170169		36199
170170		36202
170171		36174
170173		35638
170175		35019
170185		36636
170186		36199
170187		36202
170196		36708
170203		36199
170205		36199
170207		35611
170211		34926
170214		36174
170216		36174
170221		35148
170223		36199
170225		36199
170226		36174
170231		36151
170232		36199
170234		36199
170235		35609
170238		36174
170241		36157
170242		36281
170244		36199
170246		36199
170250		36199
170251		36174
170266		36708
170268		36199
170270		36174
170272		35592
170275		36636
170276		36199
170277		36174
170279		36199
170280		36199
170283		35588
170284		35223
170293		36199
170297		36636
170298		36199
170299		36174
170305		36199
170306		36174
170308		36174
170310		36174
170314		36174
170316		36199
170320		36636
170321		36199
170322		36174
170324		35601
170325		35472
170331		35611
170335		36199
170336		35207
170340		36174
170345		35148
170346		36174
170348		36199
170349		36202
170351		35601
170352		35472
170358		36199
170359		36202
170360		36719
170361		36114
170363		35437
170368		35207
170372		35618
170374		35668
170381		36552
170386		35589
170387		36269
170389		36678
170397		35626
170398		36410
170409		36678
170410		36124
170414		34497
170418		36174
170420		36174
170422		36174
170424		36174
170425		36149
170427		36199
170428		36202
170430		35403
170432		36174
170433		35592
170434		36551
170436		35601
170437		35472
170439		36174
170440		34786
170442		36174
170444		36199
170445		36202
170447		36174
170449		34920
170450		36202
170452		36174
170453		36174
170455		36174
170458		36174
170459		36149
170461		36174
170462		35592
170464		36174
170466		36174
170467		36149
170469		36174
170471		36174
170472		36149
170474		36174
170475		36149
170477		36174
170479		35207
170480		36202
170485		35611
170486		36174
170488		35601
170491		36174
170494		36174
170497		35959
170499		35611
170500		36174
170503		36174
170506		35611
170507		36174
170514		36199
170515		35609
170516		36174
170517		36174
170518		36221
170521		36636
170522		35609
170524		36174
170537		36199
170538		36174
170539		36715
170540		36174
170542		36174
170557		35530
170558		34412
170560		35051
170562		36174
170565		36194
170569		36194
170570		35051
170571		36174
170582		35020
170584		36194
170585		34228
170587		36174
170590		35470
170596		35222
170611		36199
170612		36202
170617		36174
170618		35151
170622		35470
170625		35069
170627		35069
170634		36174
170635		36149
170642		34907
170643		36174
170647		35148
170648		36174
170655		36174
170656		35332
170659		36636
170660		36199
170661		36202
170663		35660
170667		36636
170668		36199
170669		36202
170670		34844
170671		34776
170677		36722
170681		35901
170689		36174
170691		35470
170693		36174
170696		36151
170697		36199
170699		36199
170707		36199
170709		36194
170713		35611
170715		36174
170717		36174
170719		36174
170730		36174
170733		36174
170737		36174
170742		36174
170744		36174
170749		36150
170750		36199
170751		34887
170754		36174
170756		36174
170758		36146
170761		36151
170762		36199
170763		36174
170764		36174
170766		35153
170770		36174
170772		36174
170774		36174
170777		36174
170780		36174
170783		36174
170787		36174
170790		35207
170791		35117
170793		36174
170795		36174
170797		36174
170799		35056
170801		36174
170803		36174
170805		35207
170808		36174
170810		36174
170812		36174
170814		36174
170816		36174
170818		36174
170820		35117
170821		36202
170822		36174
170825		34825
170827		35452
170828		36202
170830		36174
170832		36636
170834		35117
