ReferenceID	Authors	Year	Title	Source
34228	Bragg	1993	The Phasmid Database: Changes to version 1	Phasmid Studies 2(1):33-34
34231	Bragg	1996	Redescriptions, synonyms, and distributions of two species of Lonchodinae from Borneo: Lonchodes catori Kirby and Lonchodes hosei (Kirby)	Phasmid Studies 5(1):32-45
34234	Brey	2001	Species Report PSG 213: Malacomorpha jamaicana (Redtenbacher, 1906)	Phasmid Studies 10(1):1-5
34235	Brock	1993	List of stick and leaf-insect (Phasmatodea = Phasmida) type material in the Natural History Museum, published since Kirby's 1904 catalogue	Phasmid Studies 2(1):17-24
34236	Brock	1996	Changes of taxonomy in giant stick-insects	Phasmid Studies 5(1):25-31
34237	Brock	1997	Taxonomic changes relating to New Zealand stick insects	Phasmid Studies 6(1):21-23
34238	Brock	1998	A new species of Phobaeticus Brunner von Wattenwyl, from the Philippines (Phasmatidae)	Phasmid Studies 6(2):43-45
34240	Brock	2000[1999]	Studies in the genus Phalces Stål	Phasmid Studies 8(1/2):1-8
34241	Zompro	2001	Note on Pseudodiacantha macklottii (de Haan, 1842)	Phasmid Studies 10(1):15-16
34242	Zompro	2001	A new species of the genus Phanocles from Ecuador (Phasmatodea: Diapheromeridae: Diapheromerinae: Diapheromerini)	Phasmid Studies 10(1):17-18
34243	Zompro	2003	Catalogue of type-material of the insect order Phasmatodea deposited in the Museum für Tierkunde, Dresden, Germany	Phasmid Studies 11(2):31-44
34248	Hennemann	2003	The identity of Lonchodes geniculosus (Westwood, 1848) - a mistaken Lonchodinae from Malaysia and the description of the female (Phasmatodea: Phasmatidae: Lonchodinae)	Phasmid Studies 11(2):23-30
34253	Hennemann	2002	A new species of Phanocles Stål, 1875, from Costa Rica (Phasmatodea: Diapheromeridae: Diapheromerinae: Diapheromerini)	Phasmid Studies 11(1):8-13
34272	Brock & Cliquennois	2001[2000]	A review of the genus Medaura Stål, 1875 (Phasmatidae: Phasmatinae), including the description of a new species from Bangladesh	Phasmid Studies 9(1/2):11-26
34276	Bragg	2005	A reassessment of some Bornean Lonchodinae and Aschiphasmatidae, with some lectotype designations, new synonyms, and the description of two new species	Phasmid Studies 13(1-2):11-29
34277	Bragg	2005	A new species of the genus Baculofractum, the first record of the genus from Borneo	Phasmid Studies 13(1-2):31-37
34279	Brock	2005	A new genus and four new species of South African stick insects	Phasmid Studies 12(1-2):25-37
34283	Brock	1998	List of type specimens of stick-insects in the Zoölogisch Museum, Universiteit van Amsterdam.	Phasmid Studies 7(1):5-9
34294	Zompro	2001	Caledoniophasma marshallae, a new genus and species of Phasmatodea	Phasmid Studies 10(2):29-33
34296	Brock & Hasenpusch	2001[2000]	Cigarrophasma, a new genus of stick-insect (Phasmatidae) from Australia	Phasmid Studies 9(1&2):4-10
34299	Bragg	1993	Some notes on Dinophasma guttigera (Westwood) from Borneo	Phasmid Studies 2(2):62-65
34305	Bragg	2006	A review of Paraloxopsis Gunther, 1932 and a first description of the male and egg of Paraloxopsis korystes Gunther, 1932.	Phasmid Studies 14(1-2):1-11
34306	Bragg	2006	A new subgenus of Orthomeria Kirby, 1904 and a new species from Danum Valley, Sabah.	Phasmid Studies 14(1-2):12-19
34307	Brock	1998	The description of a new genus for a Jamaican stick-insect	Phasmid Studies 7(1):26-29
34312	Brock	2000[1999]	Redescription of Mantis filiformes Fabricius (Phasmatidae: Bacteriinae)	Phasmid Studies 8(1&2):9-12
34316	Zompro	2001	[Author's note of errors in New World revision]	Phasmid Studies 10(1&2):49
34318	Bragg	2007	A redescription of Sosibia lysippus (Westwood, 1859)	Phasmid Studies 15(1&2):11-14
34319	Hennemann	2007	Notes on the genera Andropromachus Carl, 1913 and Spinohirasea Zompro, 2001	Phasmid Studies 15(1&2):15-26
34332	Bragg	2008	Notes on Necroscia affinis (Gray, 1835), Necroscia fragilis (Redtenbacher, 1908) and Necroscia pallida (Redtenbacher, 1908)	Phasmid Studies 17(1):16-26
34339	Bresseel & Bushell	2009	A spectacular new species of Ophicrania Kaup, 1871, from Mindanao, Philippines (Phasmatodea, Phasmatidae, Platycraninae)	Phasmid Studies 17(2):59-65
34341	Ho, G.W.C.	2013	Necroscia perplexus (Redtenbacher, 1908) comb. nov. (Phasmatodea: Diapheromeridae: Necrosciinae), a new species to China	Phasmid Studies 18(1&2):19-23
34344	Huang, Y.S.	2013	Sinophasma hoenei formosanum Y.S. Huang, subsp. nov., a new subspecies of stick insect fromTaiwan (Phasmida: Diapheromeridae: Necrosciinae)	Phasmid Studies 18(1-2):39-51
34348	Beccaloni	1993	A new species of Extatosoma Gray (Phasmatodea: Phasmatidae) from Papua New Guinea, with remarks on the species in this genus	Tijdschrift voor Entomologie 136(2):113-123
34349	Bragg	1995	A review of the subfamily Korinninae (Phasmida: Pseudophasmatidae), with the description of a new species	Tijdschrift voor Entomologie 138(1):45-50
34352	Berg	1899	Sobre algunos anisomórfidos chileno-argentinos	Comunicaciones del Museo Nacional de Buenos Aires 1(5):181-186
34353	Bey-Bienko	1960	The first representative of Phasmoptera insects in the Soviet Far East	Doklady Academii Nauk SSSR 130(3):690-692
