AcceptedTaxonID	DistributionElement	StandardInUse
1172617	GUI	TDWG Level 3 code
1172617	Guinea; Cameroon; Cameroon; Equatorial Guinea, Republic of (Bioko Island); Gabon; Congo, Democratic Republic of the	text
1172617	ZAI	TDWG Level 3 code
1172618	Madagascar	text
1172618	MDG	TDWG Level 3 code
1172619	CON	TDWG Level 3 code
1172619	Congo, Republic of the	text
1172620	Madagascar	text
1172620	MDG	TDWG Level 3 code
1172623	Cameroon	text
1172623	CMN	TDWG Level 3 code
1172625	Indonesia (Java Island)?	text
1172626	Indonesia (Java Island)	text
1172626	JAW	TDWG Level 3 code
1172629	KEN	TDWG Level 3 code
1172629	Kenya; Tanzania; Malawi; Zambia; Zimbabwe; Mozambique	text
1172629	MLW	TDWG Level 3 code
1172629	MOZ	TDWG Level 3 code
1172629	TAN	TDWG Level 3 code
1172629	ZAM	TDWG Level 3 code
1172629	ZIM	TDWG Level 3 code
1172632	ZAM	TDWG Level 3 code
1172632	Zambia	text
1172635	Madagascar	text
1172635	MDG	TDWG Level 3 code
1172638	Cameroon; Cameroon; Equatorial Guinea, Republic of; Rwanda	text
1172638	CMN	TDWG Level 3 code
1172638	EQG	TDWG Level 3 code
1172638	RWA	TDWG Level 3 code
1172639	GUI	TDWG Level 3 code
1172639	Guinea	text
1172640	CMN	TDWG Level 3 code
1172640	EQG	TDWG Level 3 code
1172640	GUI	TDWG Level 3 code
1172640	Guinea; Liberia; Cameroon; Cameroon; Equatorial Guinea, Republic of	text
1172640	LBR	TDWG Level 3 code
1172642	CLM	TDWG Level 3 code
1172642	Colombia	text
1172644	84    	TDWG Level 2 code
1172644	Brazil	text
1172646	84    	TDWG Level 2 code
1172646	Brazil	text
1172648	ZIM	TDWG Level 3 code
1172648	Zimbabwe	text
1172649	Malawi; Congo, Democratic Republic of the	text
1172649	MLW	TDWG Level 3 code
1172649	ZAI	TDWG Level 3 code
1172650	ANG	TDWG Level 3 code
1172650	Angola; Congo, Democratic Republic of the; Burundi	text
1172650	BUR	TDWG Level 3 code
1172650	ZAI	TDWG Level 3 code
1172651	BOT	TDWG Level 3 code
1172651	NAM	TDWG Level 3 code
1172651	Namibia; Botswana	text
1172654	GUI	TDWG Level 3 code
1172654	Guinea	text
1172657	KEN	TDWG Level 3 code
1172657	Kenya	text
1172658	MOZ	TDWG Level 3 code
1172658	TAN	TDWG Level 3 code
1172658	ZAM	TDWG Level 3 code
1172658	Zambia; Tanzania; Mozambique	text
1172660	CPP	TDWG Level 3 code
1172660	South Africa (Cape province)	text
1172661	CPP	TDWG Level 3 code
1172661	South Africa (Cape province)	text
1172663	ZAM	TDWG Level 3 code
1172663	Zambia	text
1172665	Indonesia (Aru Islands); Indonesia (Ambon Island); Indonesia (Buru Island); Indonesia (Sangihe Islands); Indonesia (Talaud Islands)	text
1172665	MOL	TDWG Level 3 code
1172665	NWG-IJ	TDWG Level 4 code
1172665	SUL	TDWG Level 3 code
1172667	THA	TDWG Level 3 code
1172667	Thailand	text
1172668	BOR	TDWG Level 3 code
1172668	Borneo Island	text
1172669	BOR	TDWG Level 3 code
1172669	Burma; Indonesia (Sumatra); Indonesia (Mentawei Islands); Indonesia (Java Island); Borneo Island; Indonesia (Halmahera Island)	text
1172669	JAW	TDWG Level 3 code
1172669	MOL	TDWG Level 3 code
1172669	MYA	TDWG Level 3 code
1172669	SUM	TDWG Level 3 code
1172670	Indonesia (Java Island)	text
1172670	JAW	TDWG Level 3 code
1172672	84    	TDWG Level 2 code
1172672	Brazil	text
1172675	BOR	TDWG Level 3 code
1172675	Borneo Island	text
1172678	BOR	TDWG Level 3 code
1172678	Borneo Island	text
1172681	CPP	TDWG Level 3 code
1172681	South Africa (Cape province)	text
1172684	Madagascar	text
1172684	MDG	TDWG Level 3 code
1172688	84    	TDWG Level 2 code
1172688	Brazil	text
1172690	CLM	TDWG Level 3 code
1172690	COS	TDWG Level 3 code
1172690	NIC	TDWG Level 3 code
1172690	Nicaragua; Costa Rica; Colombia	text
1172693	84    	TDWG Level 2 code
1172693	FRG	TDWG Level 3 code
1172693	GUY	TDWG Level 3 code
1172693	Guyana; French Guiana; Suriname; Brazil	text
1172693	SUR	TDWG Level 3 code
1172696	CLM	TDWG Level 3 code
1172696	Colombia	text
1172697	CLM	TDWG Level 3 code
1172697	Colombia	text
1172698	84    	TDWG Level 2 code
1172698	Brazil	text
1172699	84    	TDWG Level 2 code
1172699	Brazil	text
1172700	ECU	TDWG Level 3 code
1172700	Ecuador	text
1172702	84    	TDWG Level 2 code
1172702	Brazil	text
1172706	Brazil (Espírito Santo)	text
1172706	BZL-ES	TDWG Level 4 code
1172707	84    	TDWG Level 2 code
1172707	Brazil; Paraguay	text
1172707	PAR	TDWG Level 3 code
1172708	Chile; Ecuador?	text
1172708	CLC	TDWG Level 3 code
1172708	CLN	TDWG Level 3 code
1172708	CLS	TDWG Level 3 code
1172714	84    	TDWG Level 2 code
1172714	Brazil; Peru	text
1172714	PER	TDWG Level 3 code
1172715	CLM	TDWG Level 3 code
1172715	Colombia	text
1172716	79    	TDWG Level 2 code
1172716	Mexico	text
1172717	84    	TDWG Level 2 code
1172717	FRG	TDWG Level 3 code
1172717	SUR	TDWG Level 3 code
1172717	Suriname; French Guiana; Brazil	text
1172719	84    	TDWG Level 2 code
1172719	BOL	TDWG Level 3 code
1172719	PER	TDWG Level 3 code
1172719	Peru; Brazil; Bolivia	text
1172720	CLM	TDWG Level 3 code
1172720	COS	TDWG Level 3 code
1172720	GUA	TDWG Level 3 code
1172720	NIC	TDWG Level 3 code
1172720	Nicaragua; Guatemala; Costa Rica; Panama; Colombia	text
1172720	PAN	TDWG Level 3 code
1172722	AGE	TDWG Level 3 code
1172722	AGS	TDWG Level 3 code
1172722	AGW	TDWG Level 3 code
1172722	BOL	TDWG Level 3 code
1172722	Bolivia; Argentina	text
1172724	PAR	TDWG Level 3 code
1172724	Paraguay	text
1172726	BOL	TDWG Level 3 code
1172726	Bolivia	text
1172727	84    	TDWG Level 2 code
1172727	Brazil	text
1172728	CLM	TDWG Level 3 code
1172728	Colombia	text
1172730	FRG	TDWG Level 3 code
1172730	SUR	TDWG Level 3 code
1172730	Suriname; French Guiana	text
1172731	BZN-AM	TDWG Level 4 code
1172733	84    	TDWG Level 2 code
1172733	Brazil	text
1172734	French Guiana	text
1172734	FRG	TDWG Level 3 code
1172736	French Guyana	text
1172736	FRG	TDWG Level 3 code
1172736	GUY	TDWG Level 3 code
1172738	CLM	TDWG Level 3 code
1172738	Colombia	text
1172739	84    	TDWG Level 2 code
1172739	AGE-MI	TDWG Level 4 code
1172739	AGW-JU	TDWG Level 4 code
1172739	AGW-TU	TDWG Level 4 code
1172739	BOL	TDWG Level 3 code
1172739	Brazil; Bolivia	text
1172740	84    	TDWG Level 2 code
1172740	Brazil	text
1172741	84    	TDWG Level 2 code
1172741	Brazil	text
1172742	84    	TDWG Level 2 code
1172742	Brazil	text
1172743	84    	TDWG Level 2 code
1172743	AGE	TDWG Level 3 code
1172743	AGS	TDWG Level 3 code
1172743	AGW	TDWG Level 3 code
1172743	Brazil; Argentina	text
1172745	French Guiana	text
1172745	FRG	TDWG Level 3 code
1172746	84    	TDWG Level 2 code
1172746	Brazil	text
1172747	84    	TDWG Level 2 code
1172747	AGE-MI	TDWG Level 4 code
1172747	Brazil	text
1172748	84    	TDWG Level 2 code
1172748	AGE	TDWG Level 3 code
1172748	AGS	TDWG Level 3 code
1172748	AGW	TDWG Level 3 code
1172748	Brazil; Paraguay; Argentina	text
1172748	PAR	TDWG Level 3 code
1172750	BZN-AM	TDWG Level 4 code
1172753	PER	TDWG Level 3 code
1172753	Peru	text
1172756	ECU	TDWG Level 3 code
1172756	Ecuador	text
1172757	84    	TDWG Level 2 code
1172757	Brazil	text
1172758	84    	TDWG Level 2 code
1172758	Brazil	text
1172759	84    	TDWG Level 2 code
1172759	Brazil	text
1172762	84    	TDWG Level 2 code
1172762	Brazil	text
1172763	84    	TDWG Level 2 code
1172763	Brazil	text
1172766	FRG	TDWG Level 3 code
1172766	SUR	TDWG Level 3 code
1172766	Suriname; French Guiana	text
1172769	Cambodia	text
1172769	CBD	TDWG Level 3 code
1172770	Bhutan	text
1172770	EHM-BH	TDWG Level 4 code
1172771	BOR	TDWG Level 3 code
1172771	JAW	TDWG Level 3 code
1172771	Malaysia (Malacca state); Indonesia (Sumatra); Indonesia (Java Island); Borneo Island	text
1172771	MLY-PM	TDWG Level 4 code
1172771	SUM	TDWG Level 3 code
1172773	BOR	TDWG Level 3 code
1172773	Borneo Island	text
1172774	BOR	TDWG Level 3 code
1172774	Indonesia (Sumatra); Indonesia (Java Island); Borneo Island; Indonesia (Maluku Islands)	text
1172774	JAW	TDWG Level 3 code
1172774	MOL	TDWG Level 3 code
1172774	SUM	TDWG Level 3 code
1172775	New Guinea Island; Indonesia (Waigeo Island)	text
1172775	NWG-IJ	TDWG Level 4 code
1172777	TAI	TDWG Level 3 code
1172777	Taiwan	text
1172779	IND	TDWG Level 3 code
1172779	India	text
1172781	Indonesia (Java Island)	text
1172781	JAW	TDWG Level 3 code
1172782	IND	TDWG Level 3 code
1172782	India	text
1172783	BOR	TDWG Level 3 code
1172783	JAW	TDWG Level 3 code
1172783	Malaysia (Malacca state); Indonesia (Sumatra); Indonesia (Java Island); Borneo Island; Indonesia (Sulawesi); Philippines	text
1172783	MLY-PM	TDWG Level 4 code
1172783	PHI	TDWG Level 3 code
1172783	SUL	TDWG Level 3 code
1172783	SUM	TDWG Level 3 code
1172785	36    	TDWG Level 2 code
1172785	China	text
1172786	PHI	TDWG Level 3 code
1172786	Philippines	text
1172787	Indonesia (Sumatra); Indonesia (Java Island); Indonesia (Maluku Islands)	text
1172787	JAW	TDWG Level 3 code
1172787	MOL	TDWG Level 3 code
1172787	SUM	TDWG Level 3 code
1172789	36    	TDWG Level 2 code
1172789	MYA	TDWG Level 3 code
1172789	VIE	TDWG Level 3 code
1172790	Burma	text
1172790	MYA	TDWG Level 3 code
1172791	36    	TDWG Level 2 code
1172791	China	text
1172793	VIE	TDWG Level 3 code
1172793	Vietnam	text
1172796	BOR-SB	TDWG Level 4 code
1172796	Malaysia (Sabah)	text
1172798	BOR	TDWG Level 3 code
1172798	Borneo Island	text
1172799	BOR	TDWG Level 3 code
1172799	Borneo Island	text
1172800	BOR	TDWG Level 3 code
1172800	Borneo Island	text
1172801	PHI	TDWG Level 3 code
1172801	Philippines	text
1172803	TAI	TDWG Level 3 code
1172803	Taiwan	text
1172804	Indonesia (Sumatra); Indonesia (Java Island)	text
1172804	JAW	TDWG Level 3 code
1172804	SUM	TDWG Level 3 code
1172805	36    	TDWG Level 2 code
1172805	50    	TDWG Level 2 code
1172805	BIS	TDWG Level 3 code
1172805	FIJ	TDWG Level 3 code
1172805	HAW	TDWG Level 3 code
1172805	IND	TDWG Level 3 code
1172805	India; Sri Lanka; China; Vietnam; Thailand; Burma; Malaysia (Malacca state); Indonesia; Papua New Guinea (New Britain); USA (Hawaii); Fiji; Australia; Samoa; Marquesas Islands; Ascension Island	text
1172805	LOU	TDWG Level 3 code
1172805	MLY-PM	TDWG Level 4 code
1172805	MRQ	TDWG Level 3 code
1172805	MYA	TDWG Level 3 code
1172805	PHI	TDWG Level 3 code
1172805	SAM-WS	TDWG Level 4 code
1172805	SRL	TDWG Level 3 code
1172805	THA	TDWG Level 3 code
1172805	VIE	TDWG Level 3 code
1172810	50    	TDWG Level 2 code
1172810	Australia	text
1172811	Australia (Queensland)	text
1172811	QLD-QU	TDWG Level 4 code
1172813	Australia (Victoria)	text
1172813	VIC	TDWG Level 3 code
1172814	Australia (Queensland)	text
1172814	QLD-QU	TDWG Level 4 code
1172815	Australia (Queensland)	text
1172815	QLD-QU	TDWG Level 4 code
1172816	50    	TDWG Level 2 code
1172816	QLD-QU	TDWG Level 4 code
1172817	Australia (Queensland)	text
1172817	QLD-QU	TDWG Level 4 code
1172818	50    	TDWG Level 2 code
1172818	Australia (Fraser Island)	text
1172821	Indonesia (Java Island)	text
1172821	JAW	TDWG Level 3 code
1172823	Australia (Queensland)	text
1172823	QLD-QU	TDWG Level 4 code
1172824	Australia (Queensland)	text
1172824	QLD-QU	TDWG Level 4 code
1172825	Australia (Queensland); Australia (New South Wales)	text
1172825	NSW-NS	TDWG Level 4 code
1172825	QLD-QU	TDWG Level 4 code
1172826	Australia (Queensland)	text
1172826	QLD-QU	TDWG Level 4 code
1172827	Australia (Queensland)	text
1172827	QLD-QU	TDWG Level 4 code
1172828	Australia (New South Wales); Australia (Queensland)	text
1172828	NSW-NS	TDWG Level 4 code
1172828	QLD-QU	TDWG Level 4 code
1172829	Australia (Queensland)	text
1172829	QLD-QU	TDWG Level 4 code
1172831	Australia (Queensland)	text
1172831	QLD-QU	TDWG Level 4 code
1172832	Australia (Queensland)	text
1172832	QLD-QU	TDWG Level 4 code
1172835	Australia (Queensland)	text
1172835	QLD-QU	TDWG Level 4 code
1172836	Australia (Queensland)	text
1172836	QLD-QU	TDWG Level 4 code
1172837	Australia (Queensland)	text
1172837	QLD-QU	TDWG Level 4 code
1172839	Australia (Queensland); Australia (Northern Territory)	text
1172839	NTA	TDWG Level 3 code
1172839	QLD-QU	TDWG Level 4 code
1172841	Australia (Queensland)	text
1172841	QLD-QU	TDWG Level 4 code
1172844	84    	TDWG Level 2 code
1172844	French Guiana; Suriname; Brazil	text
1172844	FRG	TDWG Level 3 code
1172844	SUR	TDWG Level 3 code
1172845	84    	TDWG Level 2 code
1172845	Brazil	text
1172846	PER	TDWG Level 3 code
1172846	Peru	text
1172848	Indonesia (Sulawesi)	text
1172848	SUL	TDWG Level 3 code
1172849	THA	TDWG Level 3 code
1172849	Thailand	text
1172850	42    	TDWG Level 2 code
1172850	Malaysia	text
1172850	PHI	TDWG Level 3 code
1172851	Cambodia	text
1172851	CBD	TDWG Level 3 code
1172852	NEP	TDWG Level 3 code
1172852	Nepal	text
1172853	BOR	TDWG Level 3 code
1172853	Indonesia (Java Island); Borneo Island	text
1172853	JAW	TDWG Level 3 code
1172854	36    	TDWG Level 2 code
1172854	BOR	TDWG Level 3 code
1172854	China; Vietnam; Burma; Indonesia (Sumatra); Indonesia (Java Island); Borneo Island	text
1172854	JAW	TDWG Level 3 code
1172854	MYA	TDWG Level 3 code
1172854	PHI	TDWG Level 3 code
1172854	SUM	TDWG Level 3 code
1172854	VIE	TDWG Level 3 code
1172855	Cambodia	text
1172855	CBD	TDWG Level 3 code
1172856	Indonesia (Java Island)	text
1172856	JAW	TDWG Level 3 code
1172857	BOR	TDWG Level 3 code
1172857	Malaysia (Malacca state); Indonesia (Sumatra); Borneo Island	text
1172857	MLY-PM	TDWG Level 4 code
1172857	PHI	TDWG Level 3 code
1172857	SUM	TDWG Level 3 code
1172858	circumtropical [Asian origin]	text
1172871	circumtropical	text
1172872	AFG	TDWG Level 3 code
1172872	IND	TDWG Level 3 code
1172872	India; Afghanistan	text
1172875	VIE	TDWG Level 3 code
1172875	Vietnam	text
1172881	Indonesia (Java Island)	text
1172881	JAW	TDWG Level 3 code
1172882	NEP	TDWG Level 3 code
1172882	Nepal	text
1172883	IND	TDWG Level 3 code
1172883	Sri Lanka; India; Vietnam	text
1172883	SRL	TDWG Level 3 code
1172883	VIE	TDWG Level 3 code
1172887	CAF	TDWG Level 3 code
1172887	Central African Republic	text
1172888	BEN	TDWG Level 3 code
1172888	Benin; Congo, Democratic Republic of the	text
1172888	ZAI	TDWG Level 3 code
1172889	SEN	TDWG Level 3 code
1172889	Senegal	text
1172890	CON	TDWG Level 3 code
1172890	Congo, Republic of the	text
1172891	GUI	TDWG Level 3 code
1172891	Guinea	text
1172893	GHA	TDWG Level 3 code
1172893	MLI	TDWG Level 3 code
1172893	SEN	TDWG Level 3 code
1172893	Senegal; Mali; Ghana	text
1172894	GNB	TDWG Level 3 code
1172894	GUI	TDWG Level 3 code
1172894	Guinea-Bissau; Guinea	text
1172895	Cameroon; Congo, Democratic Republic of the	text
1172895	CMN	TDWG Level 3 code
1172895	ZAI	TDWG Level 3 code
1172897	ANG	TDWG Level 3 code
1172897	BOT	TDWG Level 3 code
1172897	CPP	TDWG Level 3 code
1172897	MOZ	TDWG Level 3 code
1172897	NAM	TDWG Level 3 code
1172897	NAT	TDWG Level 3 code
1172897	OFS	TDWG Level 3 code
1172897	South Africa (Cape province); South Africa (Natal province); South Africa (Orange Free State province); Botswana; Namibia; Angola; South Africa (Transvaal province); Swaziland; Mozambique	text
1172897	SWZ	TDWG Level 3 code
1172897	TVL	TDWG Level 3 code
1172901	CMN	TDWG Level 3 code
1172901	CON	TDWG Level 3 code
1172901	GGI-BI	TDWG Level 4 code
1172901	GHA	TDWG Level 3 code
1172901	LBR	TDWG Level 3 code
1172901	Liberia; Ghana; Cameroon; Cameroon; Equatorial Guinea, Republic of (Bioko Island); Nigeria; Congo, Republic of the; Congo, Democratic Republic of the	text
1172901	NGA	TDWG Level 3 code
1172901	ZAI	TDWG Level 3 code
1172902	CMN	TDWG Level 3 code
1172902	TOG	TDWG Level 3 code
1172902	Togo; Cameroon	text
1172903	Cameroon; Congo, Democratic Republic of the	text
1172903	CMN	TDWG Level 3 code
1172903	ZAI	TDWG Level 3 code
1172904	GAM	TDWG Level 3 code
1172904	GUI	TDWG Level 3 code
1172904	SEN	TDWG Level 3 code
1172904	Senegal; Gambia; Guinea; Congo, Democratic Republic of the	text
1172904	ZAI	TDWG Level 3 code
1172906	CAB	TDWG Level 3 code
1172906	CMN	TDWG Level 3 code
1172906	GHA	TDWG Level 3 code
1172906	SIE	TDWG Level 3 code
1172906	Sierra Leone; Ghana; Togo; Cameroon; Angola (Cabinda province)	text
1172906	TOG	TDWG Level 3 code
1172907	Côte d'Ivoire	text
1172907	IVO	TDWG Level 3 code
1172908	DJI	TDWG Level 3 code
1172908	SOM	TDWG Level 3 code
1172908	Somaliland	text
1172909	GAB	TDWG Level 3 code
1172909	Gabon	text
1172910	ANG	TDWG Level 3 code
1172910	CMN	TDWG Level 3 code
1172910	GAB	TDWG Level 3 code
1172910	GHA	TDWG Level 3 code
1172910	SIE	TDWG Level 3 code
1172910	Sierra Leone; Ghana; Cameroon; Cameroon; Gabon; Congo, Democratic Republic of the; Angola	text
1172910	ZAI	TDWG Level 3 code
1172912	Congo, Democratic Republic of the; Rwanda; Uganda	text
1172912	RWA	TDWG Level 3 code
1172912	UGA	TDWG Level 3 code
1172912	ZAI	TDWG Level 3 code
1172915	GUI	TDWG Level 3 code
1172915	Guinea	text
1172916	DJI	TDWG Level 3 code
1172916	KEN	TDWG Level 3 code
1172916	SOM	TDWG Level 3 code
1172916	TAN	TDWG Level 3 code
1172916	Tanzania; Kenya; Somaliland	text
1172917	Congo, Democratic Republic of the	text
1172917	ZAI	TDWG Level 3 code
1172918	ZAM	TDWG Level 3 code
1172918	Zambia	text
1172919	ANG	TDWG Level 3 code
1172919	CMN	TDWG Level 3 code
1172919	GAB	TDWG Level 3 code
1172919	GGI-BI	TDWG Level 4 code
1172919	SIE	TDWG Level 3 code
1172919	Sierra Leone; Cameroon; Cameroon; Gabon; Congo, Democratic Republic of the; Equatorial Guinea, Republic of (Bioko Island); Angola	text
1172919	ZAI	TDWG Level 3 code
1172922	Côte d'Ivoire	text
1172922	IVO	TDWG Level 3 code
1172923	TAN	TDWG Level 3 code
1172923	Tanzania; Tanzania (Zanzibar Island)	text
1172924	ANG	TDWG Level 3 code
1172924	BEN	TDWG Level 3 code
1172924	CMN	TDWG Level 3 code
1172924	GAM	TDWG Level 3 code
1172924	GHA	TDWG Level 3 code
1172924	KEN	TDWG Level 3 code
1172924	MOZ	TDWG Level 3 code
1172924	NGA	TDWG Level 3 code
1172924	SEN	TDWG Level 3 code
1172924	SIE	TDWG Level 3 code
1172924	Swaziland; Mozambique; Zimbabwe; Tanzania; Kenya; Angola; Sierra Leone; Ghana; Togo; Benin; Nigeria; Cameroon; Senegal; Gambia, The; Congo, Democratic Republic of the	text
1172924	SWZ	TDWG Level 3 code
1172924	TAN	TDWG Level 3 code
1172924	TOG	TDWG Level 3 code
1172924	ZAI	TDWG Level 3 code
1172924	ZIM	TDWG Level 3 code
1172929	GUI	TDWG Level 3 code
1172929	Guinea	text
1172930	ANG	TDWG Level 3 code
1172930	Angola	text
1172931	CMN	TDWG Level 3 code
1172931	GUI	TDWG Level 3 code
1172931	Guinea; Cameroon; Cameroon; Nigeria; Congo, Democratic Republic of the	text
1172931	NGA	TDWG Level 3 code
1172931	ZAI	TDWG Level 3 code
1172932	Cameroon; Congo, Democratic Republic of the	text
1172932	CMN	TDWG Level 3 code
1172932	ZAI	TDWG Level 3 code
1172933	Congo, Democratic Republic of the	text
1172933	ZAI	TDWG Level 3 code
1172934	DJI	TDWG Level 3 code
1172934	SOM	TDWG Level 3 code
1172934	Somaliland	text
1172935	ANG	TDWG Level 3 code
1172935	CMN	TDWG Level 3 code
1172935	NGA	TDWG Level 3 code
1172935	SIE	TDWG Level 3 code
1172935	Sierra Leone; Togo; Nigeria; Cameroon; Congo, Democratic Republic of the; Angola	text
1172935	TOG	TDWG Level 3 code
1172935	ZAI	TDWG Level 3 code
1172936	GAM	TDWG Level 3 code
1172936	Gambia, The; Guinea-Bissau	text
1172936	GNB	TDWG Level 3 code
1172937	ANG	TDWG Level 3 code
1172937	Cameroon; Gabon; Congo, Democratic Republic of the; Angola	text
1172937	CMN	TDWG Level 3 code
1172937	GAB	TDWG Level 3 code
1172937	ZAI	TDWG Level 3 code
1172941	Madagascar	text
1172941	MDG	TDWG Level 3 code
1172943	ANG	TDWG Level 3 code
1172943	Congo, Democratic Republic of the; Angola	text
1172943	ZAI	TDWG Level 3 code
1172944	Congo, Democratic Republic of the	text
1172944	ZAI	TDWG Level 3 code
1172945	UGA	TDWG Level 3 code
1172945	Uganda	text
1172947	KEN	TDWG Level 3 code
1172947	Kenya	text
1172948	BOT	TDWG Level 3 code
1172948	CPP	TDWG Level 3 code
1172948	DJI	TDWG Level 3 code
1172948	ETH	TDWG Level 3 code
1172948	KEN	TDWG Level 3 code
1172948	MOZ	TDWG Level 3 code
1172948	NAM	TDWG Level 3 code
1172948	NAT	TDWG Level 3 code
1172948	RWA	TDWG Level 3 code
1172948	SOM	TDWG Level 3 code
1172948	Somaliland; Ethiopia; Kenya; Tanzania; Rwanda; Congo, Democratic Republic of the; Zambia; Zimbabwe; Mozambique; South Africa (Natal province); South Africa (Transvaal province); Swaziland; South Africa (Cape province); Botswana; Namibia	text
1172948	SWZ	TDWG Level 3 code
1172948	TAN	TDWG Level 3 code
1172948	TVL	TDWG Level 3 code
1172948	ZAI	TDWG Level 3 code
1172948	ZAM	TDWG Level 3 code
1172948	ZIM	TDWG Level 3 code
1172951	Madagascar	text
1172951	MDG	TDWG Level 3 code
1172954	COS	TDWG Level 3 code
1172954	Costa Rica	text
1172959	CLM	TDWG Level 3 code
1172959	Colombia	text
1172960	?	text
1172961	CLM	TDWG Level 3 code
1172961	Colombia	text
1172962	CLM	TDWG Level 3 code
1172962	Colombia	text
1172963	VEN	TDWG Level 3 code
1172963	Venezuela	text
1172964	CLM	TDWG Level 3 code
1172964	Colombia	text
1172965	CLM	TDWG Level 3 code
1172965	Colombia	text
1172966	CLM	TDWG Level 3 code
1172966	Colombia	text
1172967	DOM	TDWG Level 3 code
1172967	Dominican Republic	text
1172968	Saint Lucia; Saint Vincent and the Grenadines (St Vincent Island); Grenadines; Grenada	text
1172968	WIN-GR	TDWG Level 4 code
1172968	WIN-SL	TDWG Level 4 code
1172968	WIN-SV	TDWG Level 4 code
1172970	VEN	TDWG Level 3 code
1172970	Venezuela	text
1172971	FLA	TDWG Level 3 code
1172971	PUE	TDWG Level 3 code
1172971	Puerto Rico	text
1172972	DOM	TDWG Level 3 code
1172972	Dominican Republic	text
1172973	GUY	TDWG Level 3 code
1172973	SUR	TDWG Level 3 code
1172973	Suriname	text
1172975	VEN	TDWG Level 3 code
1172975	Venezuela	text
1172976	Trinidad and Tobago, Republic of (Trinidad)	text
1172976	TRT	TDWG Level 3 code
1172978	84    	TDWG Level 2 code
1172978	FRG	TDWG Level 3 code
1172978	SUR	TDWG Level 3 code
1172978	Suriname; French Guiana; Brazil	text
1172980	CUB	TDWG Level 3 code
1172980	Cuba	text
1172981	French Guiana; Suriname	text
1172981	FRG	TDWG Level 3 code
1172981	SUR	TDWG Level 3 code
1172982	CUB	TDWG Level 3 code
1172982	Cuba	text
1172983	Guadeloupe Islands	text
1172983	LEE-GU	TDWG Level 4 code
1172984	GUY	TDWG Level 3 code
1172984	SUR	TDWG Level 3 code
1172984	VEN	TDWG Level 3 code
1172984	Venezuela; Guyana; Suriname	text
1172985	CLM	TDWG Level 3 code
1172985	PAN	TDWG Level 3 code
1172985	Panama; Colombia	text
1172986	84    	TDWG Level 2 code
1172986	FRG	TDWG Level 3 code
1172986	GUY	TDWG Level 3 code
1172986	SUR	TDWG Level 3 code
1172986	VEN	TDWG Level 3 code
1172986	Venezuela; Guyana; Suriname; French Guiana; Brazil	text
1172989	FRG	TDWG Level 3 code
1172989	GUY	TDWG Level 3 code
1172989	Guyana; Suriname; French Guiana	text
1172989	SUR	TDWG Level 3 code
1172990	CUB	TDWG Level 3 code
1172990	Cuba	text
1172991	HAI-HA	TDWG Level 4 code
1172991	Haiti	text
1172992	CUB	TDWG Level 3 code
1172992	Cuba	text
1172993	84    	TDWG Level 2 code
1172993	AGE	TDWG Level 3 code
1172993	AGS	TDWG Level 3 code
1172993	AGW	TDWG Level 3 code
