ID	ReferenceType	ReferenceID
145332		21973
145333		21289
145341		22177
145343		21825
145344		21715
145347		21959
145353		21760
145355		21214
145357		22186
145362		21706
145365		21825
145367		21825
145372		21706
145374		21728
145376		21514
145377		22061
145378		21717
145382		21717
145385		21717
145392		21825
145394		21714
145396		21825
145398		22168
145400		21381
145403		21717
145405		22543
145419		22205
145421		22192
145423		21795
145425		21499
145426		21499
145448		21825
145450		22186
145451		21825
145453		21228
145456		22543
145464		21827
145466		21720
145468		21253
145470		21253
145471		21825
145472		46612
145474		22186
145476		21891
145478		22127
145480		46709
145484		21825
145490		22520
145492		21703
145493		21560
145494		21561
145500		21708
145501		21253
145503		21706
145505		21827
145507		22361
145508		21706
145517		22177
145527		22316
145529		21253
145532		21891
145535		21825
145536		21933
145541		21348
145543		21253
145547		22173
145549		21763
145557		21825
145558		21825
145566		21825
145569		22177
145571		22182
145573		22526
145575		21825
145577		21502
145579		21503
145581		22023
145584		21253
145586		22177
145590		21873
145604		21891
145606		21825
145609		21347
145611		22177
145612		21704
145617		21706
145619		22173
145623		21753
145631		21246
145632		22547
145637		21715
145638		22547
145644		21399
145652		21753
145655		21808
145656		22547
145658		22173
145662		21559
145668		21826
145675		21891
145679		22023
145681		21534
145683		21737
145684		21688
145685		21798
145686		21688
145687		21827
145688		21808
145689		21825
145690		22177
145691		21825
145692		21781
145693		21530
145694		21825
145695		21349
145697		21825
145699		21151
145700		21827
145710		21825
145712		21709
145716		22546
145718		22132
145720		22132
145721		22546
145725		22155
145729		21973
145730		21790
145732		21825
145733		21825
145734		21499
145739		21496
145741		21825
145745		21788
145747		21706
145749		22205
145750		21973
145755		21825
145757		21214
145758		21382
145762		21728
145763		21706
145764		22546
145765		21511
145766		21825
145767		21891
145775		21825
145778		21825
145779		22196
145789		21825
145790		22545
145792		21733
145793		21457
145802		21981
145804		21825
145805		22545
145807		21981
145809		21945
145812		21945
145815		21981
145818		21244
145819		22545
145821		21247
145822		22123
145823		22545
145827		21708
145828		22545
145832		22542
145836		21705
145839		21947
145841		21874
145846		21334
145848		21825
145849		22103
145853		22103
145857		22549
145860		21189
145866		22114
145868		22114
145872		22177
145883		21825
145885		22292
145889		21473
145900		21891
145902		22104
145904		21989
145912		21244
145913		21333
145914		21334
145915		22177
145924		21350
145927		21903
145929		22532
145931		22361
145938		22173
145941		22103
145942		22549
145945		21825
145946		21825
145950		21387
145959		21826
