ReferenceID	Authors	Year	Title	Source
20987	Anisyutkin	1999	New cockroaches of the subfamily Epilamprinae, with description of a new genus <i>Rhabdoblattella</i> (Dictyoptera, Blaberidae).	Zoosystematica Rossica 8(2):251-255
20988	Anisyutkin	1999	Cockroaches of the subfamily Epilamprinae (Dictyoptera, Blaberidae) of Indochina.	Entom. Obozr. 78(3):565-588
20989	Anisyutkin	2000	New species of cockroaches of the genus <i>Rhabdoblatta</i> Kirby (Dictyoptera, Blaberidae) from Southeast Asia I.	Entom. Obozr. 79(2):396-417
20990	Asahina	1971	Notes on the cockroaches of the genus <i>Eucorydia</i> from the Ryukyus, Taiwan, Thailand and Nepal.	Kontyû 39(3):256-262
20991	Asahina	1974	The cavernicolous cockroaches of the Ryukyu Islands.	Mem. Natn. Sci. Mus., Tokyo 7:145-156
20992	Asahina	1976	Taxonomic notes on Japanese Blattaria. VII. A new <i>Parcoblatta</i> species found in Kyoto.	Japanese Journal of Sanitary Zoology 27(2):115-120
20993	Asahina	1977	Blattaria or cockroaches of Amamioshima.	Animals of medical importance in the Nansei Islands of Japan, Shinjuku-Shobo, Tokyo 99-105
20994	Asahina	1977	Taxonomic notes on Japanese Blattaria. VIII. The Anaplectidae of Japan and Taiwan.	Japanese Journal of Sanitary Zoology 28(3):272-280
20995	Asahina	1979	Taxonomic notes on Japanese Blattaria, XI. The species of the tribe Ischnopterites. I.	Japanese Journal of Sanitary Zoology 30(3):217-235
20996	Asahina	1980	Taxonomic notes on non-domiciliary <i>Periplaneta</i> species from the Ryukyus, Taiwan, Hong Kong and Thailand.	Japanese Journal of Sanitary Zoology 31(2):103-115
20997	Asahina	1985	Taxonomic notes on Japanese Blattaria. XIV. Descriptions of one new and four little-known species.	Chô Chô 8(1):19-26
20998	Asahina	1985	Taxonomic notes on Japanese Blattaria, XV. A revision of three blattellid species.	Chô Chô 8(5):1-10
20999	Asahina	1988	Taxonomic notes on Japanese Blattaria. XVII. The species of the genus <i>Panesthia</i>.	Japanese Journal of Sanitary Zoology 39(1):53-62
21000	Asahina	1988	Taxonomic notes on Japanese Blattaria. XVIII. The species of the genus <i>Salganea</i>.	Japanese Journal of Sanitary Zoology 39(3):257-265
21001	Baccetti	1991	Ricerche zoologiche della Nave oceanografica "Minerva" (C.N.R.) sulle Isole circumsarde. X. Insetti Ortotteroidei (Notulae orthopterologicae. 49).	Annali del Museo Civico di Storia Naturale Giacomo Doria (Annali Mus. civ. Stor. nat. Giacomo Doria) 88:403-479
21002	Bohn	1989	Revision of the sylvestris group of <i>Ectobius</i> Stephens in Europe (Blattaria: Blattellidae).	Entomologica Scandinavica 20(3):317-342
21003	Bohn	1991	Revision of the <i>Loboptera</i> species of Morocco (Blattaria: Blattellidae: Blattellinae).	Entomologica Scandinavica 22(3):251-295
21004	Bohn	1992	Revision of the <i>baetica</i>-group of <i>Phyllodromica</i> in Spain (Blattaria: Blattellidae: Ectobiinae).	Entomologica Scandinavica 23(3):319-345
21005	Bohn	1993	Revision of the <i>panteli</i>-group of <i>Phyllodromica</i> in Spain and Morocco (Blattaria: Blattellidae: Ectobiinae).	Entomologica Scandinavica 24(1):49-72
21006	Bohn	1999	Revision of the <i>carpetana</i>-group of <i>Phyllodromica</i> Fieber from Spain, Portugal and France  (Insecta, Blattaria, Blattellidae, Ectobiinae).	Spixiana: Zeitschrift für Zoologie. Supplement. (Spixiana: Zeit. Zool. Suppl.) 25:1-102
