AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDNameGUID
1172790	1172789	vicina	Brunner von Wattenwyl, 1893	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:8421	urn:lsid:Blattodea.speciesfile.org:TaxonName:8421
1172791	1172789	sinica	Bei-Bienko, 1958	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:8419	urn:lsid:Blattodea.speciesfile.org:TaxonName:8419
1172793	1172789	vietnamensis	Anisyutkin, 2003	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:8418	urn:lsid:Blattodea.speciesfile.org:TaxonName:8418
1172817	1172816	crenulatus	(Shaw, 1925)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:8388	urn:lsid:Blattodea.speciesfile.org:TaxonName:8388
1172818	1172816	fraserensis	Roth, L. M., 1977	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:8387	urn:lsid:Blattodea.speciesfile.org:TaxonName:8387
1173092	1173091	pelewensis	(Saussure, 1895)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:8031	urn:lsid:Blattodea.speciesfile.org:TaxonName:8031
1173093	1173091	atropunctata	(Willemse, 1950)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:8029	urn:lsid:Blattodea.speciesfile.org:TaxonName:8029
1173408	1173407	dytiscoides	(Hanitsch, 1915)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7585	urn:lsid:Blattodea.speciesfile.org:TaxonName:7585
1173409	1173407	celebensis	(Hanitsch, 1933)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7583	urn:lsid:Blattodea.speciesfile.org:TaxonName:7583
1173648	1173647	froggatti	(Shelford, 1911)	Subspecies	frogatti in ZR	Accepted name	False	False	True	terrestrial	frogatti in ZR. frogatti in ZR	George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7288	urn:lsid:Blattodea.speciesfile.org:TaxonName:7288
1173649	1173647	microalata	(Bruijning, 1947)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7286	urn:lsid:Blattodea.speciesfile.org:TaxonName:7286
1173651	1173650	serratissima	(Brunner von Wattenwyl, 1865)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7282	urn:lsid:Blattodea.speciesfile.org:TaxonName:7282
1173652	1173650	dissulcata	Roth, L. M., 1982	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7281	urn:lsid:Blattodea.speciesfile.org:TaxonName:7281
1173754	1173753	angustipennis	(Illiger, 1801)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7155	urn:lsid:Blattodea.speciesfile.org:TaxonName:7155
1173766	1173753	brevipennis	Brunner von Wattenwyl, 1893	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7153	urn:lsid:Blattodea.speciesfile.org:TaxonName:7153
1173767	1173753	baluensis	Hanitsch, 1933	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7151	urn:lsid:Blattodea.speciesfile.org:TaxonName:7151
1173768	1173753	cognata	Bei-Bienko, 1969	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7149	urn:lsid:Blattodea.speciesfile.org:TaxonName:7149
1173769	1173753	epostalata	Roth, L. M., 1979	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7148	urn:lsid:Blattodea.speciesfile.org:TaxonName:7148
1173770	1173753	wegneri	Princis, 1957	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7146	urn:lsid:Blattodea.speciesfile.org:TaxonName:7146
1173771	1173753	spadica	(Shiraki, 1906)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7143	urn:lsid:Blattodea.speciesfile.org:TaxonName:7143
1173772	1173753	yayeyamensis	Asahina, 1988	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7142	urn:lsid:Blattodea.speciesfile.org:TaxonName:7142
1173774	1173773	tryoni	Shaw, 1918	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7138	urn:lsid:Blattodea.speciesfile.org:TaxonName:7138
1173775	1173773	tegminifera	Roth, L. M., 1977	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7137	urn:lsid:Blattodea.speciesfile.org:TaxonName:7137
1173826	1173825	passaloides	(Walker, F., 1868)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7076	urn:lsid:Blattodea.speciesfile.org:TaxonName:7076
1173829	1173825	renschi	Roth, L. M., 1979	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7075	urn:lsid:Blattodea.speciesfile.org:TaxonName:7075
1173831	1173830	taiwanensis	Roth, L. M., 1979	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7071	urn:lsid:Blattodea.speciesfile.org:TaxonName:7071
1173833	1173830	ryukyuanus	Asahina, 1988	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7070	urn:lsid:Blattodea.speciesfile.org:TaxonName:7070
1173835	1173834	ternatensis	Brunner von Wattenwyl, 1893	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7066	urn:lsid:Blattodea.speciesfile.org:TaxonName:7066
1173837	1173834	hirsuta	Roth, L. M., 1979	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:7065	urn:lsid:Blattodea.speciesfile.org:TaxonName:7065
1173941	1173940	scruposa	Rehn, J. A. G., 1933	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:6942	urn:lsid:Blattodea.speciesfile.org:TaxonName:6942
1173942	1173940	kasai	Rehn, J. A. G., 1933	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:6941	urn:lsid:Blattodea.speciesfile.org:TaxonName:6941
1174133	1174132	valida	(Bei-Bienko, 1969)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:6676	urn:lsid:Blattodea.speciesfile.org:TaxonName:6676
1174134	1174132	moderata	(Bei-Bienko, 1969)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:6674	urn:lsid:Blattodea.speciesfile.org:TaxonName:6674
1174463	1174462	invisa	(Rehn, J. A. G., 1937)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:6258	urn:lsid:Blattodea.speciesfile.org:TaxonName:6258
1174464	1174462	circumdata	(Rehn, J. A. G., 1937)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:6256	urn:lsid:Blattodea.speciesfile.org:TaxonName:6256
1174769	1174768	andagoyae	Hebard, 1921	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5839	urn:lsid:Blattodea.speciesfile.org:TaxonName:5839
1174770	1174768	chocoensis	Salazar, 2004	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5838	urn:lsid:Blattodea.speciesfile.org:TaxonName:5838
1174878	1174877	sundaica	(Hebard, 1929)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5660	urn:lsid:Blattodea.speciesfile.org:TaxonName:5660
1174884	1174877	australiensis	Roth, L. M., 2000	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5659	urn:lsid:Blattodea.speciesfile.org:TaxonName:5659
1174886	1174885	formosana	(Shiraki, 1908)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5656	urn:lsid:Blattodea.speciesfile.org:TaxonName:5656
1174888	1174885	yoshinoe	(Shiraki, 1931)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5651	urn:lsid:Blattodea.speciesfile.org:TaxonName:5651
1174891	1174890	malaisei	(Princis, 1950)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5648	urn:lsid:Blattodea.speciesfile.org:TaxonName:5648
1174892	1174890	externa	(Bei-Bienko, 1969)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5646	urn:lsid:Blattodea.speciesfile.org:TaxonName:5646
1175044	1175043	subgenitalis	(Fritze, 1899)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5410	urn:lsid:Blattodea.speciesfile.org:TaxonName:5410
1175045	1175043	obscurior	(Fritze, 1899)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5408	urn:lsid:Blattodea.speciesfile.org:TaxonName:5408
1175178	1175177	ligula	Rehn, J. A. G. & Hebard, 1927	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5266	urn:lsid:Blattodea.speciesfile.org:TaxonName:5266
1175179	1175177	collina	Gurney, 1942	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5265	urn:lsid:Blattodea.speciesfile.org:TaxonName:5265
1175181	1175180	rufa	(De Geer, 1773)	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5258	urn:lsid:Blattodea.speciesfile.org:TaxonName:5258
1175186	1175180	debilis	Hebard, 1916	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5257	urn:lsid:Blattodea.speciesfile.org:TaxonName:5257
1175187	1175180	occidentalis	Saussure, 1862	Subspecies		Accepted name	False	False	True	terrestrial		George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5254	urn:lsid:Blattodea.speciesfile.org:TaxonName:5254
1175300	1175299	ombriosa	Martin & Izquierdo, 1987	Subspecies		Accepted name	False	False	True	terrestrial	Cavernicolous (troglophile)	George Beccaloni	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Blattodea.speciesfile.org:TaxonName:5124	urn:lsid:Blattodea.speciesfile.org:TaxonName:5124
