ReferenceID	Authors	Year	Title	Source
20781	Navás	1916	Neuropteros nuevos o poco conocidos (Septima serie).	Memorias de la Real Academia de Ciencias y Artes de Barcelona (Mem. Acad. Barcelona) 3 12:219-243
20782	Navás	1918	Neuropteros nuevos o poco conocidos (Décima serie).	Memorias de la Real Academia de Ciencias y Artes de Barcelona (Mem. Acad. Barcelona) 3 14:339-366
20783	Navás	1915	Neurópteros nuevos o poco conocidos (Sexta serie)	Memorias de la Real Academia de Ciencias y Artes de Barcelona (Mem. Acad. Barcelona) 3(12):119-136
20784	Chamberlin	1923	A revision of the genus Anisembia, with description of a new species from the Gult of California	Proceedings of the California Academy of Sciences (Proc. Calif. Acad. Sci.) 4(12):341-351
20785	Ross	2007	The Embiidina of eastern Asia, part I	Proceedings of the California Academy of Sciences (Proc. Calif. Acad. Sci.) 58(29):575-600
20786	Ross	1987	Studies on the insect order Embiidina: a revision of the family Clothodidae	Proceedings of the California Academy of Sciences (Proc. Calif. Acad. Sci.) 4 45(2):9-34
20787	Ross	2006	Paedembiidae, a remarkable new family and infraorder of Embiidina from Afghanistan	Proceedings of the California Academy of Sciences (Proc. Calif. Acad. Sci.) 57(27):785-794
20788	Gorochov & Anisyutkin	2006	A new genus and species of paedembiidae from Turkmenistan	Proceedings of the California Academy of Sciences (Proc. Calif. Acad. Sci.) 57(28):795-797
20789	Ross	1966	A new species of Embioptera from the Galapagos Islands	Proceedings of the California Academy of Sciences (Proc. Calif. Acad. Sci.) 34:499-504
20790	Rambur	1842	Névroptères	Histoire naturelle des insectes, Librairie Encyclopédique de Roret, Paris 534 pp.
20792	Ross	1940	A Revision of the Embioptera of North America	Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 33(4):629-676
20794	Cockerell	1908	Descriptions of Tertiary Insects II	The American Journal of Science (Amer. Jour. Sci.) 4 25(147):227-232
20795	Enderlein	1909	Die Klassifikation der Embiidinen, nebst morphologischen und physiologischen Bemerkungen, besonders über das Spinnen derselben	Zoologischer Anzeiger (Zool. Anz.) 35:166-191
20796	Rimsky-Korsakow	1905	Beitrag zur Kennthis der Embiiden	Zoologischer Anzeiger (Zool. Anz.) 29(14):433-442
20799	Krauss	1911	Monographie der Embien	Zoologica 60:1-78
20800	Navás	1917	Néuroptères de l'Indo-Chine	Insecta Rennes 7:8-17
20801	Engel & Grimaldi	2006	The earliest webspinners (Insecta, Embiodea)	American Museum Novitates 3514:1-15
20803	Szumik	2004	Phylogenetic systematics of Archembiidae (Embiidina, Insecta)	Systematic Entomology 29(2):215-237
20804	Edgerly, Szumik & McCreedy	2007	On new characters of the eggs of Embioptera with the description of a new species of Saussurembia (Anisembiidae)	Systematic Entomology 32(2):387-395
20806	Ross	2003	Embia. Contributions to the biosystematics of the insect order Embiidina: Part 4. Andesembiidae, a new Andean family of Embiidina	Occasional papers of the California Academy of Sciences (Occ. Pap. Calif. Acad. Sci.) 153:i-iv, 1-13
20807	Ross	2001	Embia. Contributions to the biosystematics of the insect order Embiidina: Part 3. The Embiidae of the Americas (Order Embiidina)	Occasional papers of the California Academy of Sciences (Occ. Pap. Calif. Acad. Sci.) 150:i-v, 1-86
20808	Ross	2003	Embia. Contributions to the biosystematics of the insect order Embiidina: Part 5. A review of the family Anisembiidae with descriptions of new taxa	Occasional papers of the California Academy of Sciences (Occ. Pap. Calif. Acad. Sci.) 154:i-vi, 1-123
20811	Ross	1984	A Classification of the Embiidina of Mexico with Descriptions of New Taxa	Occasional papers of the California Academy of Sciences (Occ. Pap. Calif. Acad. Sci.) 140:x, 1-54, 16 figs.
20812	Ross	1944	A revision of the Embioptera, or webspinners, of the New World	Proceedings of the United States National Museum 94(3175):401-504
20813	Enderlein	1912	Embiiden	Catalogue systématique et Descriptif des collections Zoologiques du Baron Edmond de Selys Longchamp (Collect. Selys Cat.) 3
20815	Davis	1940	Taxonomic notes on the order Embioptera. XV. The genus Rhagadochir Enderlein, and genera convergent to it.	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 65:171-191
20816	Davis	1936	Studies in Australian Embioptera. Part I. Systematics.	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 61:229-253, 7 figs.
20817	Davis	1936	Studies in Australian Embioptera. Part II. Further notes on systematics	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 61:254-258
20818	Davis	1938	Studies in Australian Embioptera. Part III: revision of the genus Metoligotoma, with descriptions of new species, and other notes on the family Oligotomidae	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 63:226-272
20820	Davis	1939	Taxonomic notes on the order Embioptera. II. A new neotropical genus of Embioptera	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 64:217-222
20822	Davis	1939	Taxonomic notes on the order Embioptera. IV. The genus Clothoda Enderlein	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 64:373-380
20824	Davis	1939	Taxonomic notes on the order Embioptera. Part VI. Three new Asiatic genera related to Embia Latreille	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 64:474-482
20825	Davis	1939	Taxonomic notes on the order Embioptera. XI-XIV. Part XI: a new genus from the Congo. Part XII: the genus Haploembia Verhoeff. Part XIII: a new west African genus. Part XIV: the identity of Embia ruficollis de Saussure and of Oligotoma venosa Banks	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 64:559-575
20826	Davis	1940	Taxonomic notes on the order Embioptera. XVI: the genus Embia Latreille	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 65:323-344
20827	Davis	1940	Taxonomic notes on the order Embioptera. XVII: a new neotropical genus previously confused with Embia Latreille	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 65:344-352
20828	Davis	1940	Taxonomic notes on the order Embioptera. XVIII. The genus Oligotoma Westwood	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 65:362-387
20830	Davis	1940	Studies in Australian Embioptera. Part IV: supplementary taxonomic notes	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 65:155-160
20831	Davis	1942	Studies in Australian Embioptera. Part V: geographical variation in Metoligotoma reducta Davis	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 67:331-334
20832	Davis	1943	Studies in Australian Embioptera. Part VI. Records of the genus Metoligotoma from Victoria	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 68:65-66
20833	Davis	1944	Studies in Australian Embioptera. Part VII. New Embioptera from tropical Australia	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 69:16-20
20834	Froggatt	1904	Notes on Neuroptera and descriptions of new species	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 29:671-676
20836	Davis	1939	Taxonomic notes on the order Embioptera. Part VII. The genus Dictyoploca Krauss	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 64:482-485
