AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDNameGUID
1171907	1171906	illawarrae	Davis, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:583	urn:lsid:Embioptera.speciesfile.org:TaxonName:583
1171908	1171906	septentrionis	Davis, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:582	urn:lsid:Embioptera.speciesfile.org:TaxonName:582
1171909	1171906	telocera	Davis, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:581	urn:lsid:Embioptera.speciesfile.org:TaxonName:581
1171911	1171910	collina	Davis, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:578	urn:lsid:Embioptera.speciesfile.org:TaxonName:578
1171912	1171910	exigua	Davis, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:577	urn:lsid:Embioptera.speciesfile.org:TaxonName:577
1171921	1171920	tasmanica	Davis, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:567	urn:lsid:Embioptera.speciesfile.org:TaxonName:567
1171922	1171920	bassiana	Davis, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:566	urn:lsid:Embioptera.speciesfile.org:TaxonName:566
1171923	1171920	biloba	Davis, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:565	urn:lsid:Embioptera.speciesfile.org:TaxonName:565
1171925	1171924	minima	Davis, 1938	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:562	urn:lsid:Embioptera.speciesfile.org:TaxonName:562
1171926	1171924	victoriae	Davis, 1943	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:561	urn:lsid:Embioptera.speciesfile.org:TaxonName:561
1171928	1171927	reducta	Davis, 1936	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:558	urn:lsid:Embioptera.speciesfile.org:TaxonName:558
1171929	1171927	subtropica	Davis, 1942	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:557	urn:lsid:Embioptera.speciesfile.org:TaxonName:557
1171930	1171927	acuta	Davis, 1942	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:556	urn:lsid:Embioptera.speciesfile.org:TaxonName:556
1172234	1172233	gurneyi	Froggatt, 1904	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:238	urn:lsid:Embioptera.speciesfile.org:TaxonName:238
1172235	1172233	agilis	Froggatt, 1904	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:236	urn:lsid:Embioptera.speciesfile.org:TaxonName:236
1172236	1172233	hilli	Davis, 1936	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:235	urn:lsid:Embioptera.speciesfile.org:TaxonName:235
1172237	1172233	centralis	Davis, 1936	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:234	urn:lsid:Embioptera.speciesfile.org:TaxonName:234
1172238	1172233	spinulosa	Davis, 1936	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:233	urn:lsid:Embioptera.speciesfile.org:TaxonName:233
1172239	1172233	subclavata	Davis, 1936	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:232	urn:lsid:Embioptera.speciesfile.org:TaxonName:232
1172240	1172233	remota	Davis, 1944	Subspecies		Accepted name	False	False	True	terrestrial		Mike Maehr	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Embioptera.speciesfile.org:TaxonName:231	urn:lsid:Embioptera.speciesfile.org:TaxonName:231
