AcceptedTaxonID	CommonName	TransliteratedName	Country	Area	Language	ReferenceID	
165251	zimoukha				Arabic		
167144	nawodnik rzeczny				Polish	147411	
134121	wiertka złotawa				Polish		
165251	Τσιμούχα = ‘Tsimoucha’ 				Modern Greek (1453-)	147411	
165220	Μελάτια				Modern Greek (1453-)	147411	
165220	Φίνο				Modern Greek (1453-)	147411	
165160	Λαγόφυτο				Modern Greek (1453-)	147411	
165160	Αυτί του ελέφαντα				Modern Greek (1453-)	147411	
165250	Σωληνοσφούγγαρο				Modern Greek (1453-)	147411	
132377	Καπάδικο				Modern Greek (1453-)	147411	
132487	spugna alberello				Italian		
132321	disidea				Italian	163039	
133693	spugna incostante blu				Italian	163039	
132499	spugna verrucosa				Italian		
134235	spugna rossa				Italian		
134235	spirastrella				Italian		
266969	orecchio d'elefante				Italian	163039	
133911	verongia				Italian		
132575	spugna con granchio facchino				Italian		
134112	spugna patata				Italian		
134312	spugna limone				Italian		
166837	spugna petrosia				Italian		
132277	clatrina bianca				Italian		
166616	spugna a canne d'organo				Italian		
133928	spugna viola				Italian		
132275	clatrina gialla				Italian		
133445	spugna dello spondillo				Italian		
133913	spugna cavernicola gialla				Italian	163039	
132377	spugna equina  				Italian	147411	
132487	esponja cornuda				Spanish	163039	
134121	esponja perforante				Spanish	163039	
133543	esponja con crateres				Spanish		
132321	esponja diside				Spanish	163039	
133693	esponja incrustante azul				Spanish	163039	
134235	esponja incrustante naranja				Spanish		
132472	esponja de cuernos de gamo				Spanish	163039	
132499	esponja verrugosa				Spanish	163039	
266969	oreja de elefantes				Spanish	163039	
133911	esponja de tubo amarilla				Spanish	163039	
134311	naranja de mar				Spanish	163039	
134312	Esponja limón				Spanish		
134112	esponja de cuero				Spanish	163039	
134146	esponja perforante verde				Spanish	163039	
132277	clathrina blanco				Spanish		
166837	petrosia dura				Spanish	163039	
133928	esponja azul				Spanish		
166616	esponja tubo púrpura				Spanish	163039	
133928	esponja morada				Spanish	163039	
132275	clathrina amarilla 				Spanish		
133445	esponja incrustante anaranjada-roja				Spanish		
133913	verongia cavernícola				Spanish	163039	
133679	esponja masiva roja				Spanish	163039	
132321	roze stekelspons				Dutch		
133543	roze kraterspons				Dutch		
133693	blauwige korstspons				Dutch		
168589	grijze korstspons				Dutch		
165853	broodspons				Dutch		
132663	bleke piekjesspons				Dutch		
132487	vertakt geweispons				Dutch		
132219	vertakte witte buisjesspons				Dutch		
132216	gewone buisjesspons				Dutch	685	
134121	boorspons				Dutch	685	
132883	paarse buisjesspons				Dutch	685	
132258	harige zakspons				Dutch	685	
134121	gele boorspons				Dutch	9880	
132251	gewone zakspons				Dutch	685	
170892	blauwe korstspons				Dutch		
132252	gekraagde kalkspons				Dutch	9880	
132575	penseelspons				Dutch		
132736	weke sponsje				Dutch		
134139	rode boorspons				Dutch	9880	
235864	schoorsteenspons				Dutch		
132833	geweispons				Dutch	685	
132233	witte buisjesspons				Dutch	1116	
132233	grillige buisjesspons				Dutch	685	
134312	citroen spons				Dutch		
134146	groene boorspons				Dutch	9880	
166837	harde vijgspons				Dutch		
132277	witte traliekalkspons				Dutch		
166637	rose kussenspons				Dutch	150220	
166616	roze buisjesspons				Dutch		
133928	gelobde spons				Dutch		
134285	vijgspons				Dutch	685	
133445	oranjerode korstspons				Dutch		
165801	sliertige broodspons				Dutch		
132275	gele traliekalkspons				Dutch	9880	
133911	houba komínová				Czech		
132575	brush sponge				English		
134311	golf ball sponge				English	147411	
178378	coral-eating boring sponge				English		
178377	Jamaica boring sponge				English		
194608	Cachacrou boring sponge				English		
194607	short-tubed boring sponge				English		
169378	purple-staining sponge				English	6066	
168257	stinging tube sponge				English	6066	
178376	slimy boring sponge				English		
345057	Bob Marley sponge				English		
166083	spiky tube sponge				English	6066	
132473	branching sponge				English	10085	
817978	carnivorous sponge				English		
573748	labyrithical boring sponge				English		
132233	calcareous tube-sponge				English	1116	
134312	sea lemon				English		
132833	mermaid's glove				English	147411	
166837	stony sponge				English		
133247	mermaid's glove				English	7566	
714090	yellow flabby-sponge				English	3042	
132277	white clathrina				English		
132511	chalice sponge				English	147411	
132762	Loosanoff's haliclona				English	2901	
133928	flesh sponge				English		
132558	pork scratching sponge				English		
132324	goosebump sponge				English	163039	
166616	pink tube sponge     				English	163039	
134285	fig sponge				English	2901	
132275	yellow Clathrina   				English		
133445	orange-red encrusting sponge    				English		
150225	carrot-sponge				English		
165801	Bowerbank's halichondria				English	147411	
133913	yellow cave-sponge				English	163039	
157411	boring sponge				English	2901	
134121	red boring sponge				English		
134121	yellow boring sponge				English	1116	
