AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
220697	Tunis Gulf	Text		
118839	Tunis Gulf	Text		
118467	Tunis Gulf	Text		
118474	Tunis Gulf	Text		
118843	Tunis Gulf	Text		
118852	Tunis Gulf	Text		
118994	Tunis Gulf	Text		
118809	Rockall Trough	Text		
118809	Rockall Trough	Text		
233981	East Siberian Sea	Text		
118515	Davis Strait	Text		
255646	Davis Strait	Text		
183459	Davis Strait	Text		
183275	Davis Strait	Text		
183274	Davis Strait	Text		
183280	Davis Strait	Text		
183279	Davis Strait	Text		
183251	Davis Strait	Text		
183252	Davis Strait	Text		
183218	Davis Strait	Text		
183216	Davis Strait	Text		
183057	Davis Strait	Text		
118513	Davis Strait	Text		
264241	Davis Strait	Text		
183184	Davis Strait	Text		
233980	Davis Strait	Text		
233980	Davis Strait	Text		
295715	Davis Strait	Text		
146502	Hudson Strait	Text		
157913	Beaufort Sea	Text		
156445	Beaufort Sea	Text		
233981	Beaufort Sea	Text		
119034	Beaufort Sea	Text		
118798	Beaufort Sea	Text		
118802	Beaufort Sea	Text		
118770	Beaufort Sea	Text		
118747	Beaufort Sea	Text		
118539	Beaufort Sea	Text		
146502	Beaufort Sea	Text		
118986	Beaufort Sea	Text		
257444	Mozambique Channel	Text		
259032	Gulf of Suez	Text		
220690	Gulf of Suez	Text		
255979	Gulf of Suez	Text		
256789	Gulf of Suez	Text		
118932	Gulf of Suez	Text		
118936	Gulf of Suez	Text		
256353	Gulf of Suez	Text		
118973	Gulf of Suez	Text		
259032	Gulf of Aqaba	Text		
216037	Red Sea	Text		
216037	Red Sea	Text		
255979	Red Sea	Text		
256499	Red Sea	Text		
118927	Red Sea	Text		
220694	Red Sea	Text		
256731	Red Sea	Text		
256734	Red Sea	Text		
220694	Red Sea	Text		
220697	Red Sea	Text		
220690	Red Sea	Text		
259032	Red Sea	Text		
256753	Red Sea	Text		
118849	Red Sea	Text		
220706	Red Sea	Text		
119047	Red Sea	Text		
119039	Red Sea	Text		
216057	Red Sea	Text		
220708	Red Sea	Text		
220708	Red Sea	Text		
220708	Red Sea	Text		
257391	Red Sea	Text		
220736	Red Sea	Text		
214917	Red Sea	Text		
220727	Red Sea	Text		
258196	Red Sea	Text		
256631	Red Sea	Text		
256824	Red Sea	Text		
258399	Red Sea	Text		
148661	Red Sea	Text		
220729	Red Sea	Text		
220729	Red Sea	Text		
411092	Gulf of Aden	Text		
579988	Gulf of Aden	Text		
212107	Persian Gulf	Text		
558704	Persian Gulf	Text		
579987	Persian Gulf	Text		
293271	Persian Gulf	Text		
220708	Persian Gulf	Text		
293265	Persian Gulf	Text		
751365	Persian Gulf	Text		
574617	Persian Gulf	Text		
256739	Persian Gulf	Text		
574616	Persian Gulf	Text		
292694	Persian Gulf	Text		
259036	Persian Gulf	Text		
292695	Persian Gulf	Text		
292696	Persian Gulf	Text		
255447	Gulf of Oman	Text		
255398	Arabian Sea	Text		
118831	Arabian Sea	Text		
256612	Arabian Sea	Text		
256794	Arabian Sea	Text		
261839	Arabian Sea	Text		
255219	Gulf of Mannar	Text		
255231	Bay of Bengal	Text		
258829	Bay of Bengal	Text		
259810	Bay of Bengal	Text		
292760	Bay of Bengal	Text		
256861	Bay of Bengal	Text		
118632	Bay of Bengal	Text		
261045	Bay of Bengal	Text		
256867	Andaman Sea	Text		
256448	Andaman Sea	Text		
256611	Andaman Sea	Text		
256816	Malacca Strait	Text		
220716	Suez canal	Text		
256475	Suez canal	Text		
220727	Suez canal	Text		
260603	Caspian Sea	Text		
256389	Caribbean Sea	Text		
258957	Caribbean Sea	Text		
220697	Caribbean Sea	Text		
255979	Caribbean Sea	Text		
216037	Caribbean Sea	Text		
256902	Caribbean Sea	Text		
256903	Caribbean Sea	Text		
258081	Caribbean Sea	Text		
258087	Caribbean Sea	Text		
261865	Caribbean Sea	Text		
