ReferenceID	Authors	Year	Title	Source
27895	Herrich-Schäffer	1842	Die wanzenartigen Insecten.	 7:1-16, Plates 217-222
27896	Palisot de Beauvois	1805	Insectes recueillis en Afrique et en Amérique	
27899	Thunberg	1822	Dissertatis entomologica de Hemipteris Rostratis capsensibus	 4:1-6
27915	Valdés	1910	Classificación Gundlach de los hemípteros cubanos, conforme á los ejemplares que existe en el Mnseo (sic) del Instituto de 2ª Enseñanza de la Habana. La Collecion Titulada “Mis – Trabajos – Académicos” del Dr. Pedro Valdés Ragués se Imprimio en los talleres de - “Cuba Intelectual,”- propiedad del Doctor, José – A. Rodíguez – Garcia, en la ciudad de la Habana el año 1910. [Orden Hemípteros pages 194–217].	 194-217
27965	Bergevin	1933	Description d'une nouvelle espèce d"Agraphopus   (Hémiptère Corizinae) du Sud Tunisien	 112-113
27971	Brailovsky & Barrera	2012	Taxonomía y distribución del género Leptoscelis en Costa Rica (Hemiptera: Heteroptera: Coreidae: Leptoscelini)	Revista Mexicana de Biodiversidad 83:57-62
27972	Brailovsky & Barrera	2012	Review of the Stenoscelidea complex and key to the known genera of Stenoscelideini (Hemiptera: Heteroptera: Coreidae)	Acta Entomologica Musei Nationalis Pragae (AEMNP) 2012b 52(2):355-370
27978	Dallas	1852		List of the specimens of hemipterous insects in the collection of the British Museum, Taylor & Francis Incorporated, London II:369-592
27979	Brailovsky	2007	A revision of the tribe Gonocerini from Australia (Hemiptera: Heteroptera: Coreidae: Coreinae)	Zootaxa 1530:1-18
27981	Brailovsky	2008	Notes on the genus Petascelis Signoret and description of one new species  (Hemiptera: Heteroptera: Coreidae: Coreinae: Petascelini)	Zootaxa 1749:18–26
27982	Brailovsky	2006	A new species of Hydara (Hemiptera: Coreidae: Coreinae:  Hydarini) from Madagascar	Zootaxa 1351:15-22
27983	Zhu, W. & W. Bu	2005	Revision of the genus Pseudomictis Hsiao and transfer of Pseudomictis quadrispinus to the genus Pternistria Stål (Hemiptera: Heteroptera: Coreidae: Coreinae: Mictini)	Zootaxa 1103:51-64
27984	Brailovsky	2008	Revision of the genus Diariptus Stål (Hemiptera: Heteroptera: Coreidae: Meropachydinae: Spathophorini)	Zootaxa 1936:59–65
