AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDNameGUID
1186250	1186249	eurinus	(Say, 1825)	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459337	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459337
1186252	1186249	obesus	Fracker, 1918	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459335	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459335
1186257	1186256	conspersus	Montandon, 1893	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459330	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459330
1186258	1186256	infuscatus	Fracker, 1918	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459329	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459329
1186259	1186256	rufescens	Barber, 1911	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459327	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459327
1186414	1186413	distinguendus	Blöte, 1934	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459146	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459146
1186415	1186413	basalis	Blöte, 1934	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459144	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459144
1186792	1186791	orientalis	Dolling, 1978	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:458680	urn:lsid:Coreoidea.speciesfile.org:TaxonName:458680
1186793	1186791	serica	Dolling, 1978	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:458678	urn:lsid:Coreoidea.speciesfile.org:TaxonName:458678
1186815	1186814	indicus	Dolling, 1978	Subspecies		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:458646	urn:lsid:Coreoidea.speciesfile.org:TaxonName:458646
