AcceptedTaxonID	Order	Superfamily	Family	Genus	SubgenusName	SpeciesEpithet	AuthorString	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialist	LTSDate	SpeciesURL	GSDNameGUID
1186241	Hemiptera	Coreoidea	Alydidae	Alydus		angulatus	Hsiao, 1965		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459347	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459347
1186242	Hemiptera	Coreoidea	Alydidae	Alydus		calcaratus	(Linnaeus, 1758)		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459341	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459341
1186247	Hemiptera	Coreoidea	Alydidae	Alydus		rupestris	Fieber, 1861		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459340	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459340
1186248	Hemiptera	Coreoidea	Alydidae	Alydus		zichyi	Horváth, 1901		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459339	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459339
1186249	Hemiptera	Coreoidea	Alydidae	Alydus		eurinus	(Say, 1825)		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459333	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459333
1186253	Hemiptera	Coreoidea	Alydidae	Alydus		pilosulus	Herrich-Schäffer, 1847		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459332	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459332
1186254	Hemiptera	Coreoidea	Alydidae	Alydus		tomentosus	Fracker, 1918		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459331	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459331
1186256	Hemiptera	Coreoidea	Alydidae	Alydus		conspersus	Montandon, 1893		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:452025	urn:lsid:Coreoidea.speciesfile.org:TaxonName:452025
1186260	Hemiptera	Coreoidea	Alydidae	Alydus		scutellatus	Van Duzee, 1903		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459325	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459325
1186268	Hemiptera	Coreoidea	Alydidae	Apidaurus		conspersus	Stål, 1870		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459315	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459315
1186270	Hemiptera	Coreoidea	Alydidae	Apidaurus		longitylus	Schaefer, C. W. & Schaffner, 2003		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459314	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459314
1186272	Hemiptera	Coreoidea	Alydidae	Camptopus		bifasciatus	Fieber, 1864		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459312	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459312
1186273	Hemiptera	Coreoidea	Alydidae	Camptopus		eberti	Seidenstücker, 1968		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459311	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459311
1186274	Hemiptera	Coreoidea	Alydidae	Camptopus		illustris	Horváth, 1899		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459310	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459310
1186275	Hemiptera	Coreoidea	Alydidae	Camptopus		lateralis	(Germar, 1817)		Accepted name	False	False	True	terrestrial		Bill Dolling	05/31/2016 00:00:00	http://lsid.speciesfile.org/urn:lsid:Coreoidea.speciesfile.org:TaxonName:459301	urn:lsid:Coreoidea.speciesfile.org:TaxonName:459301
