ID	AcceptedTaxonID	Genus	SubgenusName	SpeciesEpithet	AuthorString	InfraSpecies	InfraSpeciesMarker	InfraSpeciesAuthorString	GSDNameStatus	Sp2000NameStatus	GSDNameGUID
455822	1188917	Homoeocerus		annulatus	(Thunberg, 1822)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455818
455823	1188917	Ceratopachys		subsparsus	Walker, F., 1871				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455824
455824	1188917	Homoeocerus		subsparsus	(Walker, F., 1871)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455824
455825	1188917	Gonocerus		marginellus	Westwood, 1842				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455825
455826	1188917	Homoeocerus		nigripes	Burmeister, 1835				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455827
455827	1188917	Philonus		nigripes	(Burmeister, 1835)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455827
455845	1188902	Homoeocerus		dilutus	(Stål, 1866)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455845
455855	1188895	Tagus		productus	Stål, 1866				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455854
455856	1188895	Tagus		tchadensis	Villiers, 1950				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455856
455857	1188895	Homoeocerus		yerburyi	Distant, 1901				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455857
455859	1188894	Homoeocerus		inornatus	Stål, 1873				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455858
455861	1188893	Homoeocerus		borealis	Distant, 1918				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455860
455863	1188890	Homoeocerus		signatus	Walker, F., 1871				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455862
455864	1188890	Homoeocerus		biplagiatus	Stål, 1873				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455864
455866	1188889	Homoeocerus		sigillatus	Stål, 1873				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455865
455868	1188887	Ceratopachys		prominulus	Dallas, 1852				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455867
455869	1188887	Ceratopachys		vicinus	Dallas, 1852				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455869
455871	1188886	Tliponius		cordiger	Stål, 1860				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455870
455873	1188885	Homoeocerus		apicicornis	Distant, 1918				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455872
455875	1188884	Homoeocerus		trimaculatus	Distant, 1901				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455874
455876	1188884	Tagus		trimaculatus	(Distant, 1901)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455874
455878	1188882	Homoeocerus		plagiatus	Germar, 1838				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455880
455879	1188882	Ceratopachys		plagiatus	(Germar, 1838)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455880
455880	1188882	Prismatocerus	Philonus	plagiatus	(Germar, 1838)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455880
455881	1188882	Philonus		nigrovittatus	Stål, 1855				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455881
455883	1188881	Homoeocerus	Prismatocerus	patrizii	Mancini, 1961				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455882
455885	1188880	Omanocoris		mateui	Wagner, 1965				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455884
455887	1188878	Homoeocerus		magnicornis	Burmeister, 1835				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455890
455888	1188878	Ceratopachys		magnicornis	(Burmeister, 1835)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455890
455889	1188878	Prismatocerus	Prismatocerus	magnicornis	(Burmeister, 1835)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455890
455891	1188878	Prismatocerus		auritulus	Amyot & Serville, 1843				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455891
455893	1188877	Homoeocerus		lomii	Mancini, 1946				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455892
455895	1188876	Prismatocerus	Philonus	haematocerus	Gerstaecker, 1892				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455894
455896	1188876	Homoeocerus		haematocerus	(Gerstaecker, 1892)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455894
455898	1188875	Prismatocerus	Philonus	discolor	Stål, 1866				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455897
455899	1188875	Homoeocerus		discolor	(Stål, 1866)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455897
455902	1188873	Prismatocerus	Prismatocerus	auriculatus	Stål, 1866				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455904
455903	1188873	Homoeocerus		auriculatus	(Stål, 1866)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455904
455904	1188873	Homoeocerus	Prismatocerus	auriculatus	(Stål, 1866)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455904
455905	1188872	Homoeocerus		kiritshenkoi	Bergevin, 1930				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:472505
455910	1188865	Gonocerus		versicolor	Herrich-Schäffer, 1841				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455909
455911	1188865	Homoeocerus		rosaceus	Distant, 1902				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455911
158466	1187561	Holhymenia		hystrio	Pennington, 1922				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:2
158468	1187574	Holhymenia		rubiginosa	Breddin, 1904				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:3
158470	1187565	Copium		maculatum	Thunberg, 1825				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:6
158471	1186391	Lygaeus		fuscus	Fabricius, 1798				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:7
158472	1188824	Plinachtus		trilineatus	Distant, 1904				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455965
158473	1189563	Pternistria		femoralis		simplex	morph	Horváth, 1915	Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:454801
158475	1186667	Rimadarmistus		messor	Bliven, 1956				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:11
158477	1186667	Rimadarmistus		deprecator	Bliven, 1956				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:13
158478	1190864	Hypselonotus		armatus	Walker, F., 1871				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:14
158479	1190891	Nematopus		decoratus	Walker, F., 1871				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:15
158481	1190891	Hypselonotus		fascicollis	Walker, F., 1871				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:17
158482	1189531	Physomerus		subargenteus	Walker, F., 1871				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:19
158484	1187310	Discogaster		rufocornis	Walker, F., 1871				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:20
158485	1189223	Mictis		luteitarsis	Walker, F., 1871				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:21
158490	1189715	Craspedum		madagascariense	(Coquerel, 1848)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:25
158495	1189298	Myctis		annulicornis	Westwood, 1842				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:31
158496	1189298	Anoplocnemis		annulicornis	(Westwood, 1842)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:31
158497	1190301	Paryphes		smaragdus		trimaculatus	morph	Blöte, 1935	Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:453847
158512	1188095	Colpura		sulcata	Paiva, 1919				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:48
158514	1188096	Lybas		turpis	Walker, F., 1871				Original combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:51
158516	1188651	Clavigralla		aliena	(Walker, F., 1871)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:456204
158526	1188660	Cletus		varius	(Dallas, 1852)				Subsequent combination	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:62
455912	1188865	Homoeocerus		anticus	Walker, F., 1871				Junior synonym	Unambiguous synonym	urn:lsid:Coreoidea.speciesfile.org:TaxonName:455912
