ID	ReferenceType	ReferenceID
158466		29597
158468		27985
158470		29736
158471		29443
158472		28689
158473		28478
158475		29535
158477		29535
158478		28051
158479		28051
158481		28051
158482		28051
158484		28051
158485		28051
158490		28640
158495		28652
158496		28001
158497		28640
158512		28740
158514		28051
158516		28691
158526		28092
277731		28950
451974		29507
452031		28652
452032		28884
452037		28051
452051		29170
452052		28655
452055		28369
452059		29298
452064		29251
452065		29445
452071		29504
452074		28051
452076		28049
452077		30040
452078		29149
452079		29154
452085		29185
452088		28027
452098		29166
452104		29406
452123		30031
452138		27978
452141		29431
452143		29198
452146		29176
452148		29177
452150		29431
452152		29176
452154		27978
452158		29201
452160		30002
452162		29166
452163		28640
452165		29261
452166		28640
452179		28951
452180		29191
452182		29010
452184		28548
452186		28717
452187		29191
452188		28086
452190		29371
452191		29197
452192		29951
452193		29411
452194		29384
452200		27978
452202		28027
452204		28027
452205		27995
452207		27978
452208		28576
452209		28027
452210		28588
452212		28576
452216		28576
452221		28572
452223		28503
452224		28576
452225		28552
452226		29934
452228		29414
452232		29203
452233		28736
452234		28225
452235		29881
452238		29196
452244		29406
452245		29832
452247		28736
452248		28965
452249		29411
452250		30030
452252		28493
452253		29945
452254		28736
452255		29674
452259		29276
452260		29528
452261		28736
452262		29905
452263		29203
452264		29203
452265		29674
452266		30118
452267		28493
452268		28493
452269		29452
452270		28881
452273		28598
452275		29539
452276		28651
452277		28493
452278		28369
452284		29256
452285		28077
452286		29371
452287		28472
452289		28016
452290		28016
452292		28089
452293		29433
452295		29507
452296		27978
452296		29148
452298		29014
452299		29888
452301		28946
452302		28077
452303		28502
452304		28552
452305		29220
452309		29008
452311		29008
452313		29676
452315		28914
452318		28027
452320		28198
452321		29411
452322		29261
452324		28089
452325		28027
452327		29411
452332		29965
452333		28762
452336		30031
452337		29672
452338		30116
452342		28027
452346		28027
452347		29971
452348		29971
452349		29972
452350		28027
452352		27995
452353		27995
452355		28548
452356		29545
452357		29971
452358		29971
452359		28685
452360		28871
452361		28551
452362		29674
452365		28651
452366		29970
452367		28027
452368		28027
452369		28027
452370		28027
452371		28027
452372		29309
452373		27978
452374		27978
452375		30031
452376		30031
452377		28717
452378		29296
452379		28365
452380		29168
452386		29202
452388		29008
452389		28107
452390		29309
452391		29964
452392		29296
452398		29276
452400		29275
452401		29403
452402		28474
452403		28474
452404		29259
452405		29174
452407		29371
452408		28474
452409		28699
452410		29203
452411		29494
452412		29994
452413		29412
452416		29371
452417		29371
452420		28474
452421		29971
452422		28551
452424		28474
452433		28387
452436		28027
452440		30065
452441		29800
452442		28154
452443		28154
452444		28027
452448		28027
452450		28027
452453		28027
452455		28027
452456		28027
452459		29577
452460		28576
452461		27978
452470		29971
452473		28001
452476		29971
452479		28652
452480		28652
452481		28027
452483		28027
452486		28548
452488		30065
452491		30007
452492		28027
452493		28027
452494		28027
452498		28027
452518		30009
452522		29171
452524		28088
452526		29676
452529		29674
452530		28528
452535		28017
452536		28594
452543		29198
452545		29924
452554		29289
452555		28112
452559		28195
452560		27965
452562		28965
452564		29289
452565		29971
452566		28551
452572		29008
452574		29574
452575		29417
452589		29719
452591		30031
452592		27978
452594		30116
452596		29719
452598		29719
452600		28232
452602		28510
452603		29719
452604		28510
452606		29719
452609		30065
452612		28932
452614		29672
452615		28044
452619		28515
452621		28548
452622		27978
452624		29719
452628		29371
452630		29344
452632		29033
452633		27978
452634		29371
452636		29504
452637		28470
452638		29535
452639		29535
452640		29064
452641		27978
452642		29155
452643		30007
452645		28482
452647		29504
452648		29621
452650		30007
452652		28369
452653		29535
452654		29063
452655		30007
452658		30007
452663		29577
452664		29827
452665		28107
452667		28602
452669		28365
452671		28557
452674		29020
452680		29033
452681		28998
452682		29384
452688		28652
452689		28051
452690		28482
452691		29552
452694		29160
452695		28107
452700		28369
452702		29383
452705		27978
452707		30119
452709		28107
452710		28107
452711		28049
452712		28652
452719		29225
452724		29374
452726		29738
452730		29374
452732		29374
452734		28708
452736		29982
452737		28092
452739		29371
452742		28107
